Word pair;Human jugdement;attract-reppel.emb;fastext.emb;glove.emb;cbow.emb;sp.500d.emb;paragram-ws.emb;paragram-sl.emb;cf.emb;wordnet-randomwalks.emb;wordnet-ukb.ppv;en_wordsenses_BN.txt+nasari-unified
brag,boast;4.0;0.8518928445023835;0.42111114326814675;0.5261213087200906;0.6264556494141489;-0.00823393841673802;0.8207742824792489;0.9285018714125892;0.938602737785112;0.6393720499408349;0.7660259260451149;1.0
concoct,devise;4.0;0.7605318418768227;0.5813178389764645;0.6363112429991594;0.5629387057141826;0.0;0.5749871850819959;0.5260234942244919;0.5035228395036969;0.2915535135917947;0.051760410396575314;0.5
divide,split;4.0;0.6295614035625721;0.43943516188308074;0.5600041124923467;0.5564589173797136;0.23893482571626382;0.8760630440246292;0.7928706361973634;0.9556698753403658;0.5959681286726126;0.429496180972318;1.0
build,construct;4.0;0.6807191083784973;0.7836293776813527;0.6195991357028358;0.7394898430142004;0.434381863580122;0.7838471811206016;0.7121887174225796;0.8917419117350824;0.748879710412916;0.9657675917517596;1.0
end,terminate;4.0;0.6664270603159316;0.46844411351262005;0.3329420813395191;0.21328272857478675;0.026777451679725055;0.7260559716226784;0.6903975681795443;0.8483246813405242;0.7124792662111764;0.5864127275944084;1.0
accentuate,highlight;4.0;0.6313125895113626;0.48210980521332103;0.4372920813269952;0.5003339637112374;0.11612611352059543;0.4452218881111432;0.37170556932781096;0.3594664875613702;0.32360442569689596;0.029095017608554704;0.5
demonstrate,show;3.833;0.7523201534367484;0.43144455035681883;0.4891819688023334;0.4771137128281012;0.1733319223296582;0.863948472835882;0.8159881948238383;0.8407191231147975;0.595266700305575;0.8172250435790639;1.0
solve,figure out;3.833;0.0;0.0;0.0;0.0;0.24421413216139964;0.0;0.0;0.0;0.8895950051770098;0.9816751467095134;1.0
consume,eat;3.833;0.7970680824463291;0.6982053922405848;0.6577776414887861;0.6184965714489499;0.21003930794805692;0.5781768411055267;0.6834038586712785;0.6780117085413845;0.42453250326681025;0.14611789871802017;1.0
position,situate;3.833;0.2575423536249074;0.2129516250837449;0.2052733768073043;0.2134971588612104;-0.025061329158675448;0.19815249454092934;0.2158593088409794;0.0;0.3685551699318253;0.0326606378898249;0.5
swear,vow;3.833;0.3431138620610937;0.5863897184132023;0.4691814237687289;0.361115711865384;0.1606952714582623;0.8210227698525844;0.8452595360829382;0.8354876658019709;0.5208362234820435;0.05401293419994188;0.5
furnish,supply;3.833;0.665193276225488;0.44597681533710903;0.4090277095536521;0.2625615000077456;0.2176541340871094;0.5107240007424695;0.4818456649172048;0.5264216209929795;0.705229833273835;0.886539442334692;1.0
merit,deserve;3.667;0.7002301658230652;0.48844074564775014;0.5337829705572062;0.3649772275443097;0.2150431436851786;0.8792573105872113;0.7938437565544069;0.892834210237496;0.7387779621694571;0.7274994765717441;1.0
submit,yield;3.667;0.1281603324961942;0.2749618352332857;0.17919634677253374;0.1279586082900234;0.05257405222468321;0.2627235988638142;0.358622035071383;0.28441538525088766;0.3015830051620944;0.03078913553348007;0.5
seize,take;3.667;0.4718474815352258;0.4751430319921983;0.45970561577236235;0.45751547421337546;0.3019928566075275;0.5510002086478416;0.5834393488641353;0.4768035655727569;0.34245201281227367;0.0672748723071863;0.5
spin,twirl;3.5;0.6612247193508914;0.38201531307684927;0.44116535722009975;0.3408649742911818;0.42068340440753904;0.39982668946516664;0.3184409668516888;0.4558601559805961;0.4517433952089482;0.20680249887086014;1.0
enlarge,swell;3.5;0.22996786988384457;0.3266500114422881;0.28273432072711896;0.275879385326852;0.1000103520428543;0.2738491923104034;0.19618322659861848;0.20372840995773966;0.3540115220437578;0.033199788830157693;0.5
swing,sway;3.5;0.2953932180016309;0.3953776408126494;0.4721340118031053;0.3461326919337146;0.2815088693481222;0.5251936919081726;0.514368387182397;0.5375682664606186;0.4387245555892384;0.25543385180423506;1.0
circulate,distribute;3.5;0.8190860218614194;0.4130611654528147;0.5438863378329962;0.3844602898673699;0.4127745093230318;0.7550314377824435;0.7091212902524323;0.9191828833005977;0.4697823437800102;0.18828586389902413;1.0
recognize,acknowledge;3.333;0.7853464103490349;0.7348054775059784;0.7310712960829329;0.7423582098637895;0.49037279979451276;0.9422764270463897;0.8934221474335592;0.9617635474910815;0.4919412226646141;0.10368136316037663;1.0
resolve,settle;3.333;0.6264302238001618;0.4877287283964413;0.576548538318189;0.5150459646715234;0.22365659634688106;0.8356085917985867;0.7979552951254503;0.960368291287529;0.5157714130446704;0.33088731724510995;1.0
prolong,sustain;3.333;0.40968178137990524;0.5025927411830897;0.5106081840714011;0.3852825686041978;0.26324346396723447;0.30260889394713675;0.22131474923046437;0.22309859953305944;0.5691069832461007;0.24138755689226243;1.0
tap,knock;3.333;0.2789727884844792;0.3633589444937934;0.3567682367469787;0.22566699236304863;0.0015982163763449463;0.2176417361677459;0.07222575371378069;0.09007001933412279;0.3601171278171328;0.0869063597448292;1.0
block,hinder;3.167;0.5288809289708843;0.17224714494204468;0.21761966613873354;0.23289336574402922;0.2477016381075639;0.5429077348417541;0.5957996360534766;0.7534427214244157;0.4058168697833735;0.08494937536713816;1.0
arrange,plan;3.167;0.22696409007923904;0.3221732491894481;0.3510724366509127;0.1416477312262471;0.22301879991537107;0.1829675536435358;0.2001719748966587;0.3059511265922199;0.3036866573177993;0.01987971804065034;0.5
twist,curl;3.167;0.5885417642653747;0.3340004516335999;0.4109111047667935;0.21761409964941045;0.32083130841921464;0.3016324047867864;0.1964574199334495;0.19922202689010035;0.38371259275861774;0.056691141895909805;0.8009772286864495
hail,acclaim;3.0;0.3666824799524379;0.24678356973093035;0.23286435867311975;0.1534025457919523;-0.03929863394653932;0.19540043610107843;0.20993185537770975;0.34785177416872104;0.5247850014917572;0.6247227288809093;1.0
dissipate,disperse;3.0;0.6748483578791998;0.43992931424615417;0.5889979429933561;0.3845835190074138;0.135460806450379;0.474983214163778;0.5470034695120046;0.5485804327474868;0.5086815620062825;0.4358704046367042;1.0
approve,support;3.0;0.4761851358480782;0.4662694297985558;0.31047325757803895;0.26362615840148584;0.08116359570598551;0.22662339732227083;0.2367759323293468;0.31877849433813116;0.31315150623353716;0.04615770881579785;0.5
impose,levy;3.0;0.5555745289728051;0.3408082968284655;0.543280737310604;0.3420822627171299;0.0028956441320235524;0.30699256222407206;0.515123333783978;0.3754568702314768;0.5505869926938126;0.3199768217646431;1.0
hasten,accelerate;2.833;0.7141183652888566;0.5034859118634993;0.5859786736916898;0.5808279037037662;0.13568467843085905;0.8525336846217767;0.8292876632821846;0.8410756548100953;0.6308123464451074;0.14144244025190642;0.5
rap,tap;2.833;0.19456018954941776;0.3337604652671933;0.19793556556622205;0.02494784829900824;0.06183503056565062;0.024662402806643696;0.0034394282412915163;-0.006227416033800537;0.3797740107525803;0.16810143068308972;1.0
lean,rest;2.833;0.11608259793577158;0.2298357126457911;0.3735762539779348;0.16964617839455878;0.03955131492747035;0.20292484989580098;0.15036602046302686;0.1388831823415559;0.21805580118504445;0.01690227749326061;0.2273468421771187
make,earn;2.833;0.49316760241410107;0.3631561932362741;0.45303788424165337;0.34733257554541147;0.12063764656877832;0.3633341484967259;0.38936474876271204;0.4092417583963749;0.2217971265091463;0.029671944958408584;1.0
show,publish;2.833;0.1912142802370956;0.2289460405895501;0.2430774499332642;0.19739148600867182;0.08660991780972133;0.1378167144727906;0.17963439936112258;0.19999158286038007;0.14935192929897378;0.005975467482040321;0.5
sell,market;2.833;0.25440033259033384;0.5632387417199589;0.5811376545268474;0.36548018446041275;0.12438217947219693;0.4758424604804415;0.31268829589100827;0.5221523701209025;0.4765111081096749;0.09586857949670098;0.5
weave,intertwine;2.667;0.6969198927338996;0.5450702423130668;0.4986783236576068;0.5133454951216024;0.07648948188320259;0.31688721080410404;0.16393106090263224;0.2025334969213529;0.49800392765414264;0.0431164455818813;0.5
refer,direct;2.667;0.1975771274959905;0.1507391977617564;0.3473458507742266;0.16618736265092215;0.08197071540942935;0.1414097917089029;0.13308395619875196;0.161168176469212;0.14734875349001075;0.037334093222573805;0.5
distribute,commercialize;2.5;0.0;0.42521309975911536;0.3979925493285169;0.4239401338194315;0.3956119443485329;0.24964861194624427;0.12014583680000544;0.0;0.22082572859809427;0.01482127863243539;0.5
twist,intertwine;2.5;0.28431836836392943;0.3928652914452861;0.36991733078198447;0.32031611087524114;-0.03440211394846905;0.26266764935823406;0.20808008625378852;0.18770165422360968;0.3547172476903205;0.02796431587816979;0.5
drain,tap;2.5;0.19980245924404583;0.38064999504598024;0.476797263160328;0.4266945974988552;0.1254373796058451;0.3848611738483484;0.2209713702043078;0.20133234586646773;0.19452983758529438;0.011302095982347063;0.7398765897258934
depict,recognize;2.5;0.2256621365351696;0.29374403713910774;0.34515152012661177;0.34130382990307867;0.19240201307482632;0.13885069433694025;0.1574679628186201;0.15301155990245388;0.14943599496507717;0.007226796238030425;0.5
build,organize;2.5;0.2822742573414752;0.46885875511317515;0.3917579309237988;0.3554609437257407;0.25360456272510284;0.08392325924694598;0.09188108422374774;0.11570431727532877;0.20994705377914238;0.00785621437731378;0.5
hail,address;2.333;0.1271064292449508;0.12242294491857741;0.06203795038157263;0.0033568436690007922;0.02667718793813997;-0.015773758235634067;0.02821846396974576;-0.01924657976975122;0.17883626613136908;0.013477068946215488;0.7071067811865476
call,refer;2.167;0.16544754891042707;0.3079219522077442;0.46279563510091987;0.3560585257639561;0.16366339600970423;0.23507694370470533;0.18911886067254302;0.22003044826757248;0.21460050847876105;0.05042018851740078;0.5231659677389104
swing,bounce;2.167;0.26092377808348033;0.47604236824594093;0.5539683998999289;0.4900804885478184;0.2995794840805517;0.4749221646091316;0.3436037168043688;0.35245544141100904;0.2487654915257452;0.016054385828936164;0.72646058550374
yield,seize;2.0;0.16786319784149706;0.2689022075621752;0.26735576924494864;0.15647169721088125;0.10943168449531447;0.1434702317374368;0.06861638827267429;0.06435185058564012;0.24169499254732238;0.009634580928923027;0.5
split,crush;2.0;0.08750407681743294;0.21752356688801905;0.3617981829040856;0.18220082122020367;0.23333493062756008;0.12752126927675175;0.11138148539862616;0.14788678520889334;0.15984371309446596;0.014626140909961163;0.21575282506136303
challenge,yield;2.0;-0.05893122057425473;0.15749390388867904;0.1993357322748173;0.018652431762348713;-0.005673445511348339;-0.04369612595538654;-0.07414083413683364;-0.09204799982570118;0.22083016878302433;0.011882631099932456;0.26417058173968666
hinder,assist;2.0;0.04738441114260182;0.3678761442604966;0.42795120166868883;0.3101199728092592;0.21558492103355742;0.2509143652689695;0.2370953763989913;0.22350059030948302;0.2441190328850503;0.005024927692119833;0.5
welcome,recognize;2.0;0.4016826128740388;0.21093157374770335;0.3274074093295819;0.25581467100336835;0.26703066041486917;0.3160324068022944;0.21822825789266626;0.36950491483868714;0.28101570295929484;0.01649908072015967;0.5
need,deserve;1.833;0.2925248306016016;0.5324946540613731;0.5246177592850741;0.46977017881357824;0.2846695745169584;0.21464084294111255;0.20403671027222647;0.21726272355573317;0.25145076334511773;0.008340183041042034;0.5
refer,explain;1.833;0.39928674425200017;0.31184796441322843;0.6082075310831291;0.4024906863684781;0.21440537937779228;0.3783867737474709;0.3348571965305741;0.3995385409906252;0.1795968318687491;0.010607674268152484;0.5
finance,build;1.667;-0.07357044811965235;0.28223000888645466;0.2689724915598954;0.17383150503214498;0.11433730346484923;0.04530351511018923;0.05057182333679445;0.09617050683712985;0.33073934706941144;0.0060674709055054885;0.22750569551883787
