Word pair;Human jugdement;CosineNormWeightedJiangConrath+Sanchez2011;Zhou+Seco;CosineNormJiangConrath+Sanchez2011;PirroSeco+Seco;Taieb2014;Gao2015Strategy3+CondProbRefHyponyms;JiangConrath+Sanchez2011;Meng2012+Seco;FaITH+Seco;Lin+Seco;Li2003Strategy3;Sanchez2012;Meng2014+Seco;Mubaid;Resnik+CondProbRefLeavesSubsumersRatio;PedersenPath;LeacockChodorow;Garla+Sanchez2011;Rada;WuPalmerFast;CaiStrategy2+Cai;attract-reppel.emb;fastext.emb;glove.emb;cbow.emb;sp.500d.emb;paragram-ws.emb;paragram-sl.emb;cf.emb;wordnet-randomwalks.emb;wordnet-ukb.ppv;en_wordsenses_BN.txt+nasari-unified
gem,jewel;3.94;0.9999999999999999;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.718281828459045;1.0;1.0;1.0;1.0;1.0;1.0;17.12858440238737;1.0;3.58351893845611;1.0;1.0;1.0;1.0;0.7687186886973766;0.6375182109586829;0.6481918324200173;0.6210804968550644;0.2456396263230908;0.771784503060822;0.7304950405343544;0.7601738309053897;0.7208592641140821;0.48081003097117425;1.0
midday,noon;3.94;0.9999999999999999;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.718281828459045;1.0;1.0;1.0;1.0;1.0;1.0;16.41401702099841;1.0;3.58351893845611;1.0;1.0;1.0;1.0;0.8158340110820678;0.7032866063670553;0.6895917898918954;0.5527410091274448;0.17260729017009957;0.7679198345846034;0.7585694381183022;0.9975849007049813;0.9331883831082394;1.0;1.0
automobile,car;3.92;0.9999999999999999;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.718281828459045;1.0;1.0;1.0;1.0;1.0;1.0;14.314666766226376;1.0;3.58351893845611;1.0;1.0;1.0;1.0;0.7437649762332823;0.718116844878665;0.7535856731911807;0.5838371313333423;0.214432827570718;0.9086243587988905;0.777291949719874;0.9903481341445424;0.91035057674688;0.997193571787202;1.0
cemetery,graveyard;3.88;0.9999999999999999;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.718281828459045;1.0;1.0;1.0;1.0;1.0;1.0;18.434759145703055;1.0;3.58351893845611;1.0;1.0;1.0;1.0;0.9134521717541356;0.589311278896139;0.6785456936871431;0.6424803682917056;0.4240297328525836;0.8212869170652208;0.8426579437628403;0.9948019085449105;0.9476969257775526;1.0;1.0
cushion,pillow;3.84;0.9572377148853047;0.8753157702608636;0.9572377148853047;0.6732751169633215;0.85807523582619;0.8403311478653047;0.5646415084724836;1.53983725411838;0.8728345452334674;0.932100005795931;0.7788007830714049;0.8300749985576876;0.9941607708260839;-0.28247467873076837;13.177188812062193;0.5;2.890371757896165;0.5345544029684911;0.5;0.9230769230769231;0.9343288052325267;0.7176222570874218;0.4045977582388334;0.681463844691759;0.251615468137018;0.16728166852750145;0.8248076354550118;0.7433369994739036;0.754092931410203;0.43103258140377004;0.03045949267255892;0.8096010738460748
boy,lad;3.82;0.935103860956889;0.8389695784693285;0.935103860956889;0.47959150778086856;0.810804119369309;0.835487616011674;0.3390359525563209;1.3406759941076452;0.7397957538904344;0.8504397740207656;0.7788007830714049;0.8744691179161412;0.9865979726600539;-0.3195286648076292;11.68477449603225;0.5;2.890371757896165;0.43067655807339383;0.5;1.0;0.8725815959187447;0.7557490339652156;0.47545944980762594;0.6757140472269909;0.5886163745747792;0.42010957001141347;0.8213794944621534;0.800360625258301;0.7795279815197373;0.6054263514180913;0.23952613243644422;0.7573804079394725
cock,rooster;3.68;0.9999999999999999;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.718281828459045;1.0;1.0;1.0;1.0;1.0;1.0;18.674093965112302;1.0;3.58351893845611;1.0;1.0;1.0;1.0;0.7564625940183837;0.5376979894634326;0.2531971788679221;0.478678871962485;0.38110199277803497;0.4126094571685334;0.6325500764818892;0.9869632082822662;0.5107977104421793;0.19975191223239744;1.0
implement,tool;3.66;0.9396897978285835;0.8877443040135247;0.9396897978285835;0.3526218839402434;0.843948698806234;0.8226213160899518;0.38580244855420176;1.52870090857588;0.8651595858802867;0.9277056959948692;0.7788007830714049;0.8300749985576876;0.9937695674149832;-0.28247467873076837;7.434484317351901;0.5;2.890371757896165;0.44875345431444635;0.5;0.9230769230769231;0.9592588476630156;0.22484859510862093;0.44014997223073005;0.4231149156373548;0.2123420641581531;0.08260869956514139;0.0778565312622457;0.04368867304304507;0.12693100573369112;0.4289398552226566;0.030271890214893977;0.6722718895345482
forest,woodland;3.65;0.9999999999999999;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.718281828459045;1.0;1.0;1.0;1.0;1.0;1.0;11.874669434439497;1.0;3.58351893845611;1.0;1.0;1.0;1.0;0.8383652842276038;0.6472309326352019;0.7564622223851717;0.6417992815068305;0.43892865905976436;0.890473372969642;0.8215294191357739;0.8574963381122074;0.9490708276058012;0.24044711767961513;1.0
coast,shore;3.6;0.9825047730340712;0.8982242645135726;0.9825047730340712;0.7501462877258823;0.8827233768433076;0.8398392142785307;0.8219280948873617;1.6784298464960137;0.9708914016338861;0.9852307446559548;0.7788007830714049;0.777607578663552;0.9987615054145907;-0.35402510055110503;12.987089902492395;0.5;2.890371757896165;0.7373849236784736;0.5;0.8888888888888888;0.9626257482794589;0.7867816226933695;0.5639608825989697;0.7322569111182787;0.5083672058686295;0.2414377376739182;0.8838316512328771;0.8161208058094815;0.8205202081645775;0.39417976970359137;0.03168569098309709;0.8750813931798619
