Word pair;Human jugdement;CosineNormWeightedJiangConrath+Sanchez2011;Zhou+Seco;CosineNormJiangConrath+Sanchez2011;PirroSeco+Seco;Taieb2014;Gao2015Strategy3+CondProbRefHyponyms;JiangConrath+Sanchez2011;Meng2012+Seco;FaITH+Seco;Lin+Seco;Li2003Strategy3;Sanchez2012;Meng2014+Seco;Mubaid;Resnik+CondProbRefLeavesSubsumersRatio;PedersenPath;LeacockChodorow;Garla+Sanchez2011;Rada;WuPalmerFast;CaiStrategy2+Cai;attract-reppel.emb;fastext.emb;glove.emb;cbow.emb;sp.500d.emb;paragram-ws.emb;paragram-sl.emb;cf.emb;wordnet-randomwalks.emb;wordnet-ukb.ppv;en_wordsenses_BN.txt+nasari-unified
underwear,lingerie;3.94118;0.9854566215772185;0.8853014117708803;0.9854566215772187;0.7531602490434539;0.8995414399317478;0.8393937529445659;0.851975268469122;1.60320227808189;0.9170719396352487;0.9567423325905393;0.7788007830714049;0.8930847960834881;0.9963237226428623;-0.15129254649702295;14.32361962674197;0.5;2.890371757896165;0.7715754903656409;0.5;0.9473684210526315;0.9586472892635431;0.765237896570055;0.7271545408586227;0.7140890186007789;0.6602752254948231;0.354755525333346;0.8626797070733456;0.8066669604732204;0.8229848279925287;0.7001130913446123;0.30710621521331627;1.0
digital camera,photographer;3.85294;0.07313578261640619;0.25539963161023427;0.07313578261640619;-1.4731870965328389;0.035972699461034416;0.0036381746265145448;-11.070574197499722;0.10288085841857741;0.05148364574922602;0.09792571849758401;0.049787068367863944;0.18057224564182084;0.023639151152617357;-1.599248515632913;1.3719058586761363;0.07692307692307693;1.0185695809945732;0.039775430473132214;-5.0;0.4;0.41004090730185117;0.0;0.0;0.0;0.0;0.08525433346402617;0.0;0.0;0.0;0.3463480087158968;0.012126593279983337;0.6441695327248605
tuition,fee;3.84706;0.9154821199601412;0.8320399877038283;0.9154821199601412;0.42415478165686693;0.7885916418741171;0.8373357231060846;0.13876698776445373;1.2975159281388482;0.7120773908284335;0.8318285080371001;0.7788007830714049;0.8744691179161412;0.9847814281577234;-0.15129254649702295;14.68343488371758;0.5;2.890371757896165;0.3673140421263017;0.5;0.9473684210526315;0.86132229850799;0.16530471933515392;0.5356352668159718;0.5509125848512385;0.41872076255818585;0.2571405796323353;0.2506736495846813;0.115577763687854;0.10746909018426955;0.5357610079799684;0.13476890362556135;0.45350308036976816
leaf,rake;3.81781;0.18162430276674868;0.37869566416862566;0.18162430276674868;-0.9650911366224028;0.08664772659971505;0.09795677873063602;-8.756218540578603;0.3338545630090899;0.16827405874988033;0.2880729183184006;0.1353352832366127;0.24100809950379487;0.26920394153529464;-1.429906202180836;3.499756090834526;0.1111111111111111;1.3862943611198906;0.04875091126634599;-3.0;0.46153846153846156;0.46209335020494613;0.008651656612486345;0.21713813649739175;0.2814800521884741;0.3041652779750545;-0.026017896362487778;0.2230668155361519;0.16893043349740697;0.17767238417478506;0.27986504981783417;0.04928693691328983;0.6324555320336759
symptom,fever;3.79412;0.7267533684050085;0.7834498685382119;0.7267533684050087;-0.02582057049810349;0.5950385284192412;0.8231141429067373;-1.8168724369037168;0.9238510407797338;0.4862473014702156;0.6543289276141505;0.7788007830714049;0.8300749985576876;0.9652908711386163;-0.28247467873076837;7.64643053209153;0.5;2.890371757896165;0.15074441646804704;0.5;0.9230769230769231;0.7797205568847022;0.250903217531521;0.44417778820667536;0.5687091542001411;0.3051386679859024;0.12922375720984314;0.3698443875576831;0.24551541729690243;0.32307078650180493;0.4797486115579099;0.022929966657866487;0.78953602120183
fertility,ovary;3.78235;0.0268780067378801;0.14483416412209982;0.0;-2.0;0.0;5.791740902035644E-4;-14.98724180292621;0.0;0.0;0.0;0.049787068367863944;0.0524674198941355;0.0;-1.6899486767702299;0.0;0.07692307692307693;1.0185695809945732;0.030326479466763104;-5.0;0.0;0.288153855236565;0.053276163840391084;0.3659426784625463;0.39560013093715385;0.4677022669060223;-0.024799760445807686;0.44161129248976805;0.4018650051655145;0.2378552077606525;0.2252443174220758;0.0057974706077603315;0.6382924533706562
beef,slaughterhouse;3.77727;0.06350658015551947;0.24673607287725074;0.06350658015551947;-1.552175049156474;0.02067156641562647;0.005809560056635928;-11.34051150309603;0.0981669621255763;0.049121104742265304;0.09364239175101287;0.06392786120670757;0.1375035237499348;0.035387578751712445;-1.5559938941782718;1.3719058586761363;0.08333333333333333;1.0986122886681098;0.038939258757678216;-4.5;0.25;0.3844125153435188;0.11134700435212136;0.49285821725133516;0.40241223205431464;0.41713117122650606;0.09642904356470236;0.5688145142927219;0.5544821895440466;0.6612717777391462;0.27429709144407177;0.008781042440225024;0.7821416133604432
broadcast,commentator;3.75455;0.017847063462261392;0.24241786630583362;0.0030035927408720298;-1.6785413550603963;0.0;0.003733419949932947;-14.198203745358253;0.0;0.0;0.0;0.10539922456186433;0.0524674198941355;0.0;-1.5468751004033812;0.0;0.1;1.2809338454620642;0.031850777841244626;-3.5;0.0;0.3327178513216132;0.14488501958008354;0.43956071192355534;0.4365750772949306;0.3667226867543312;0.009807338530769035;0.1518614540602079;0.0835873033046907;0.1303183912776685;0.3106433644383214;0.01630808221076916;0.39444515207602815
apparel,jewellery;3.715;0.20047288784516082;0.43765599273808387;0.20047288784516082;-0.9914851790685725;0.12138683660070182;0.21208849722893525;-8.429802543677418;0.2650973298492185;0.13324018162515372;0.23514905981197567;0.22313016014842982;0.3081222953623318;0.40992147097428266;-1.2213256282451583;3.3823452794271023;0.14285714285714285;1.6376087894007967;0.050353468540858745;-2.0;0.5714285714285714;0.5202064885217335;0.12230433516054104;0.5294820489756635;0.43719640905736856;0.0;0.2637770708535096;0.18524599720912754;0.1324913488978095;0.1435485516782711;0.22700251858586573;0.00785735801181195;0.4593147881984394
arrest,detention;3.69;0.21373756677180478;0.3919092595902388;0.21373756677180478;-1.080398632706599;0.14937829071831765;0.2569286537787791;-8.208223018650667;0.3339706580728121;0.16833345621719253;0.28815995180386145;0.22313016014842982;0.33703498727757053;0.46461594189408145;-1.2554297532584249;4.646136237972661;0.14285714285714285;1.6376087894007967;0.0515027311423975;-2.0;0.5714285714285714;0.4653934415221524;0.6047605048074819;0.6289107123435965;0.5960628283383176;0.5316111657157806;0.3561458495497333;0.864689410808111;0.7869574016061902;0.8117127053691182;0.35425499679529293;0.025603051915326407;0.6856400134730657
