Word pair;Human jugdement;CosineNormWeightedJiangConrath+Sanchez2011;Zhou+Seco;CosineNormJiangConrath+Sanchez2011;PirroSeco+Seco;Taieb2014;Gao2015Strategy3+CondProbRefHyponyms;JiangConrath+Sanchez2011;Meng2012+Seco;FaITH+Seco;Lin+Seco;Li2003Strategy3;Sanchez2012;Meng2014+Seco;Mubaid;Resnik+CondProbRefLeavesSubsumersRatio;PedersenPath;LeacockChodorow;Garla+Sanchez2011;Rada;WuPalmerFast;CaiStrategy2+Cai;attract-reppel.emb;fastext.emb;glove.emb;cbow.emb;sp.500d.emb;paragram-ws.emb;paragram-sl.emb;cf.emb;wordnet-randomwalks.emb;wordnet-ukb.ppv;en_wordsenses_BN.txt+nasari-unified
water,shortage;2.714285714;0.05875183561979214;0.3199959849644447;0.05875183561979225;-1.3918799292145447;0.010012107863624895;0.002006046231599357;-11.48110413049815;0.07891886518390678;0.039479152627013896;0.07595948899454229;0.0820849986238988;0.09953567355091442;0.021493494468541582;-1.599248515632913;1.0188881996641106;0.09090909090909091;1.1856236656577395;0.038517524778596206;-4.0;0.16666666666666666;0.4087782181392526;0.001112108019281226;0.2774462847880431;0.305956668876972;0.17793221213207402;0.03820509114385719;0.027169287532557037;0.045505498954993076;0.014032565517825724;0.09523112767338668;0.005389133987904997;0.43878157147855673
horse,wedding;2.266666667;0.25162671678386483;0.3606365110403904;0.25162671678386483;-1.0106966963766781;0.14132398074621927;0.1836195685024017;-7.6064052126977835;0.390645138484498;0.1974382732721987;0.3297677678744406;0.1353352832366127;0.2630344058337939;0.3698987533466972;-1.3978952727983707;5.475705064601917;0.1111111111111111;1.3862943611198906;0.05490640799761582;-3.0;0.42857142857142855;0.4520632811192255;0.09209393383362977;0.20122460958228078;0.22624743460358093;0.11079093935734075;0.05626162750239307;0.0611814735245825;0.040050616365884646;0.061357279554894166;0.16367458580348268;0.002559849013112253;0.285954684819259
play,losses;3.2;0.057843731198677584;0.26093155886966424;0.057843731198677695;-1.4308132378303375;0.011762373298557546;0.006948207026836398;-11.50857518638533;0.08177608742352405;0.04090995536813984;0.07860421577709124;0.1353352832366127;0.15200309344504992;0.08971253116124604;-1.4599904629140625;1.0188881996641106;0.1111111111111111;1.3862943611198906;0.0384361848116384;-3.0;0.2;0.38693752447465074;-0.13572219589829332;0.12970532602758186;0.19715153607417754;0.06564575872056251;-0.017121701071507726;0.09458780197391042;-0.007211355693378019;-0.020863582253080167;0.36667954960791344;0.012845251712446775;0.5
classics,advertiser;2.25;0.0026953730757791616;0.15163963738160502;1.4606936559569128E-4;-1.8577716904210988;0.0;8.984861903069613E-5;-14.813280151216057;0.0;0.0;0.0;0.023517745856009107;0.036525876025113924;0.0;-1.8010594104398505;0.0;0.0625;0.8109302162163288;0.030649875154796998;-6.5;0.0;0.29465685829981386;-0.06470177645716438;0.0900439481952133;-0.06952697423516879;0.01853105960561141;0.05859489888444978;-0.08958893187051428;-0.10411995679292939;-0.08372594793083399;0.14140003343275262;0.0037987020109943783;0.5
latin,credit;2.0625;0.2403984986008425;0.4408299489888361;0.2403984986008425;-0.7658018044919818;0.11003090378064502;0.15522817889656937;-7.780384994824875;0.39435361751779663;0.19935063650052032;0.3324309512724119;0.1353352832366127;0.21150410519371177;0.37257567542797604;-1.429906202180836;4.244357928062789;0.1111111111111111;1.3862943611198906;0.05387707517293955;-3.0;0.3333333333333333;0.5101610155853509;0.03488369338765967;0.14445531420699217;0.10402200448059301;0.027335611506752133;-0.04756549372855282;0.08840245059431626;0.12736445451623046;0.10991378955608985;0.18453090623958054;0.013336065169458696;0.5
ship,ballot;2.3125;0.01709632569907571;0.25618341153307456;0.01709632569907571;-1.4060180837061165;0.0;1.6721580065265406E-4;-13.10254826699692;0.0;0.0;0.0;0.0301973834223185;0.04306872189188593;0.0;-1.7666947443637602;0.0;0.06666666666666667;0.8754687373538999;0.03424059902818779;-6.0;0.0;0.3719829494072281;-0.010741196256627665;0.14496516293985895;0.07275548234697084;0.05628891726877135;-0.08923011739222642;-0.02626776796614444;0.01854823995531256;-0.017607369454569397;0.21815511858788209;0.004941459871539274;0.1640399064529449
mistake,error;4.352941176;0.9999999999999999;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.718281828459045;1.0;1.0;1.0;1.0;1.0;1.0;15.34812449583374;1.0;3.58351893845611;1.0;1.0;1.0;1.0;0.8026371486110649;0.6669851216454836;0.5250367230337462;0.6038099884563871;0.23677743472037116;0.9267673239705803;0.8458795345852699;0.8914266784448226;0.7423759189192697;0.7008527873249775;1.0
disease,plague;4.117647059;0.7478367912590129;0.6751816420642711;0.7478367912590129;0.025970192701697425;0.5381495297460673;0.45533041334661456;-1.594472969121652;0.9743530982551778;0.5154279653888731;0.6802407995111921;0.36787944117144233;0.6374299206152918;0.8647537406341;-0.8054589563221122;8.504801017958158;0.2;1.9740810260220096;0.16157840284574276;-1.0;0.8181818181818182;0.7998541184009732;0.3801085582960013;0.5209355014508623;0.5375379775229938;0.3600522382081573;0.27223480358427327;0.5053479465948576;0.40890194382442085;0.4876427973824351;0.3519989149757048;0.03582938798990149;0.6411288571896278
sake,shade;2.529411765;0.25761945429712774;0.35338142951773044;0.25761945429712774;-1.0542271855126382;0.16146637035401337;0.17466057396816986;-7.514911264861354;0.3706123418419247;0.1871251092943172;0.3152576048291206;0.1353352832366127;0.3081222953623318;0.3552738733431651;-1.3636939093561704;5.187077233480886;0.1111111111111111;1.3862943611198906;0.05546366295904853;-3.0;0.5;0.46365915008657405;-0.011184103960359225;0.1893466367604296;0.20582680840918594;0.10960202934088341;0.024864895090564568;0.08565077815430545;0.13944248566863207;0.13074183319930965;0.10104675668635738;0.003710038740302994;0.3099800014116214
saint,observatory;1.9375;0.06664380953522253;0.29785670254266416;0.06664380953522242;-1.507032664727401;0.045519703912589575;0.023654967758281003;-11.250522170042915;0.1008067253109588;0.050444055547975375;0.09604329765407772;0.1353352832366127;0.24100809950379487;0.12240556928880847;-1.3978952727983707;1.3719058586761363;0.1111111111111111;1.3862943611198906;0.0392140802809425;-3.0;0.5454545454545454;0.41591367335225404;-0.007406514254037881;0.11178530876035317;0.14650853890418178;0.1788363174618422;0.03588082365890966;0.08117933221327346;0.07881626994525226;0.08065662237912975;0.08129078118638597;0.004546752762411025;0.1456343035550399
