Word pair;Human jugdement;CosineNormWeightedJiangConrath+Sanchez2011;Zhou+Seco;CosineNormJiangConrath+Sanchez2011;PirroSeco+Seco;Taieb2014;Gao2015Strategy3+CondProbRefHyponyms;JiangConrath+Sanchez2011;Meng2012+Seco;FaITH+Seco;Lin+Seco;Li2003Strategy3;Sanchez2012;Meng2014+Seco;Mubaid;Resnik+CondProbRefLeavesSubsumersRatio;PedersenPath;LeacockChodorow;Garla+Sanchez2011;Rada;WuPalmerFast;CaiStrategy2+Cai;attract-reppel.emb;fastext.emb;glove.emb;cbow.emb;sp.500d.emb;paragram-ws.emb;paragram-sl.emb;cf.emb;wordnet-randomwalks.emb;wordnet-ukb.ppv;en_wordsenses_BN.txt+nasari-unified
access,gateway;3.791666667;0.925662868442726;0.7840197512691613;0.925662868442726;0.48914750174061017;0.7312717073410575;0.7042603888303433;0.24271341358512188;1.3480569636034825;0.7445737508703052;0.8535881621500543;0.6065306597126334;0.710493382805015;0.9729059225049229;-0.6094379124341003;12.47099755991275;0.3333333333333333;2.4849066497880004;0.3976818057255647;0.0;0.8571428571428571;0.8637757918143212;0.2890927950962655;0.4562049440270649;0.4704985021620846;0.31571963064538283;0.12268839813180549;0.20921982126819733;0.2297115669592654;0.24130687614739735;0.1995247139330312;0.007953560055497485;1.0
account,explanation;2.0;0.9999999999999999;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.718281828459045;1.0;1.0;1.0;1.0;1.0;1.0;11.933086996554897;1.0;3.58351893845611;1.0;1.0;1.0;1.0;0.3855242691417455;0.47138491708461544;0.4410980447567505;0.24153924130685417;0.15488122734223794;0.2296727183844585;0.2326242072362438;0.2404081460177712;0.4703764010873358;0.2326121438293909;1.0
account,invoice;3.75;0.9999999999999999;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.718281828459045;1.0;1.0;1.0;1.0;1.0;1.0;14.946571905043516;1.0;3.58351893845611;1.0;1.0;1.0;1.0;0.4361376472486087;0.35393929016894476;0.470369708308553;0.27644394915574827;0.2769385222758964;0.2574057981778221;0.1840975964912481;0.4105134521685424;0.4726939760780028;0.07087819038876868;1.0
account,statement;3.681818182;0.9690868011277154;0.8873676693490212;0.9690868011277154;0.6830130383282957;0.8923104846813837;0.8387326530402086;0.6853216899601939;1.605070974381222;0.9183914737679579;0.9574599202780271;0.7788007830714049;0.84799690655495;0.9963859396010034;-0.24245332489400018;13.361609404322362;0.5;2.890371757896165;0.6137391824947069;0.5;0.9333333333333333;0.9596682597885453;0.44522982535272254;0.3329637506193835;0.39430290548130353;0.1928462553981284;0.2509917532279181;0.12276257327090179;0.14360739870462072;0.18021895754303258;0.37864106298507955;0.025627112442866563;0.7213746052326077
acoustic,remedy;1.227272727;0.9019048914389883;0.8248504780067867;0.9019048914389883;0.3666387040805337;0.7539801321166015;0.8344347996909903;0.0;1.252118479888079;0.683319352040267;0.8118713198562707;0.7788007830714049;0.862496476250065;0.9827916416631362;-0.28247467873076837;10.928019253899148;0.5;2.890371757896165;0.3333333333333333;0.5;0.9230769230769231;0.8473403056160128;-0.007940286318574356;0.1876658626249013;0.11812035460207342;0.03152372032517066;0.06968851086987783;0.10786939412256448;0.1220663663568938;0.12265374038591574;0.3853520021043915;0.073831591111523;0.5013706702825843
acrylic,cloth;2.739130435;0.7551404141259805;0.8034901561786534;0.7551404141259805;0.09867020430563955;0.6560586073544714;0.8276872283064907;-1.517730497294222;1.0411807129894117;0.5546398638884951;0.7135284213042359;0.7788007830714049;0.8073549220576042;0.9722793345523495;-0.3195286648076292;8.429561390402506;0.5;2.890371757896165;0.16568742651085422;0.5;0.9090909090909091;0.8094507420805184;0.23014572885385312;0.467088704878859;0.42366649259200884;0.4250922721608257;0.12318094812618839;0.2791003529882316;0.2282439849738083;0.2212143988306634;0.5553532240570098;0.18267578375527044;0.8254352743942894
action,adjustment;2.0;0.67064806567702;0.7350981993064465;0.67064806567702;-0.10570762237004849;0.5110353602015587;0.660870661258669;-2.4158421257096734;0.831166868812623;0.4336438621697119;0.6049533968825767;0.6065306597126334;0.6780719051126376;0.9164871500768536;-0.6479184330021646;6.090496891442152;0.3333333333333333;2.4849066497880004;0.12768645516049357;0.0;0.8333333333333334;0.7822823047646629;0.2641543186323869;0.2568035636710302;0.28399839704926133;0.16254764473560063;-0.034165260699037664;0.12247611733406105;0.12136482218435644;0.14249998715927148;0.2113791238707206;0.009233561030897511;0.49725988714276664
action,entrance;1.583333333;0.6836718261855428;0.7391262029066877;0.6836718261855428;-0.08959560796908317;0.5183686784309023;0.660870661258669;-2.275788166113305;0.8470895393046451;0.4425967439048602;0.6136111782795617;0.6065306597126334;0.6780719051126376;0.9187496259074242;-0.6479184330021646;6.041224798919961;0.3333333333333333;2.4849066497880004;0.1324226831598677;0.0;0.8333333333333334;0.7885630188118367;0.08276566116950497;0.08119123926112949;0.12973327680960062;-0.005555398534008732;-0.05151526883064866;0.024505510787321882;7.153685522887751E-4;0.023733207942847757;0.10796776365689413;0.006148495877448049;0.3651483716701107
activity,event;4.083333333;0.9085019661842122;0.8278107257538673;0.9085019661842122;0.12440671398226544;0.619513347002289;0.6008519166794056;0.06744753437019302;1.307271414240573;0.7183099279991861;0.8360656204036392;0.6065306597126334;0.5849625007211563;0.9694108095105584;-0.7169936022425731;6.090496891442152;0.3333333333333333;2.4849066497880004;0.3490273564118157;0.0;0.75;0.9257411119216088;0.1805385841274433;0.25850501303951307;0.3714767838759678;0.15490654322717332;0.24779017599962824;0.5500326654688277;0.5816399724225201;0.5295127703147199;0.20808220816978512;0.008686433052176807;0.4750401883805938
activity,music;2.681818182;0.6867179845759359;0.8025013263984924;0.6867179845759361;-0.121145838028902;0.49839593618606337;0.8016180126373951;-2.243124220466264;0.7930385547035903;0.4123413039837828;0.5839116972939814;0.7788007830714049;0.8073549220576042;0.9561801890784439;-0.3195286648076292;4.984745853845219;0.5;2.890371757896165;0.13357825456770903;0.5;0.9090909090909091;0.8095925409600416;0.0720102079201913;0.14910647940815322;0.22535972464351403;0.12320690130986751;0.026564281889292222;0.02081271714099297;0.07966102375222578;0.08514025180060822;0.2549252593129517;0.007689594117146;0.3505027892063792
