Word pair;Human jugdement;attract-reppel.emb;fastext.emb;glove.emb;cbow.emb;sp.500d.emb;paragram-ws.emb;paragram-sl.emb;cf.emb;wordnet-randomwalks.emb;wordnet-ukb.ppv;en_wordsenses_BN.txt+nasari-unified
undated,undatable;5.83;0.0;0.4876957454607488;0.18977501897237595;0.0;0.0;0.18977501897237595;0.18977501897237595;0.0;0.8421034773275491;0.42588562368605193;0.5
dispossess,deprive;6.83;0.0;0.5152339289683876;0.5302821003450842;0.3823724919854931;0.0867413825672687;0.5092712923611024;0.4129823279685556;0.0;0.47007238935823437;0.16241212686665762;0.5
provincialism,narrow-mindedness;8.11;0.0;0.0;0.7307443930612687;0.0;0.0;0.7193979377528844;0.7597018863998907;0.0;0.6771812412910572;0.23800615637560732;0.3333333333333333
provincialism,partiality;4.5;0.0;0.39260626431954654;0.45562831263156106;0.3802553915355141;0.05337367864213705;0.48779650705219524;0.43241447760955065;0.0;0.5862609614280323;0.2354994675652361;0.35368143451030876
instrumentality,department;3.0;0.0;0.21480598289977898;0.19846760475107683;0.008414933422197662;0.11568474327629837;0.15540733128018155;0.2060424330999499;0.0;0.3372522119563458;0.026899200958203286;0.15633556031668172
instrumentality,utility;7.29;0.0;0.2643656084031899;0.17508809435822334;0.025309383040184864;0.06584795004005124;0.1900008177826044;0.16312925022919414;0.0;0.3577771276317463;0.0882713240412028;0.7659401438164654
involvement,action;6.86;0.30474989655899504;0.32876085783524794;0.39923450360479956;0.20863903811015855;0.06545211909494797;0.28186705320785566;0.23702335670174995;0.2775748266298856;0.1356993129052119;0.011605266966078654;0.5319117278079093
involvement,implication;4.17;0.23452396158569636;0.4715119549373838;0.41712100232878896;0.3210844057222391;0.1516319322132983;0.37831969805236726;0.5744996995803953;0.39169322891433644;0.4124596775520677;0.028085513221154865;0.39343604788478503
ecclesiastic,clergyman;8.67;0.6269926371837058;0.5544631163384309;0.5455290607451809;0.36391478000857935;0.3014206946382626;0.415378928424111;0.34149802862385054;0.0;0.5099202865757151;0.11792257125067315;0.7743206343410525
brigadier,general;8.17;0.3266484721418257;0.580444766549139;0.18019647279908624;0.20714657724145796;0.2079008675473143;0.22921946944533073;0.1981296991821868;0.09887074033575062;0.42802755899081796;0.022856460677054654;0.9212148774903614
carbonic,chemical;5.17;0.20225492634136913;0.4753475010681473;0.3179845592407308;0.4497320441229127;0.0;0.2550202869980954;0.2702501147760321;0.0;0.22447014164989146;0.01956283622672218;0.5
