Word pair;Human jugdement;CosineNormWeightedJiangConrath+Sanchez2011;Zhou+Seco;CosineNormJiangConrath+Sanchez2011;PirroSeco+Seco;Taieb2014;Gao2015Strategy3+CondProbRefHyponyms;JiangConrath+Sanchez2011;Meng2012+Seco;FaITH+Seco;Lin+Seco;Li2003Strategy3;Sanchez2012;Meng2014+Seco;Mubaid;Resnik+CondProbRefLeavesSubsumersRatio;PedersenPath;LeacockChodorow;Garla+Sanchez2011;Rada;WuPalmerFast;CaiStrategy2+Cai;attract-reppel.emb;fastext.emb;glove.emb;cbow.emb;sp.500d.emb;paragram-ws.emb;paragram-sl.emb;cf.emb;wordnet-randomwalks.emb;wordnet-ukb.ppv;en_wordsenses_BN.txt+nasari-unified
wife,husband;2.3;0.8809280218435789;0.7918596774255596;0.8809280218435789;0.43569045463835254;0.7578154166217462;0.6875260719717404;-0.21477224358645586;1.3509975923319795;0.7464804528971603;0.8548397454536137;0.6065306597126334;0.6076825772212398;0.9731532918730912;-0.6479184330021646;10.02406757956922;0.3333333333333333;2.4849066497880004;0.29158391259835603;0.0;0.8333333333333334;0.8832092842850368;-0.16419906073568283;0.8939435583384879;0.8885528458031555;0.829416814531008;0.07773232422134718;0.6213512854179571;0.5386137358171199;0.023007552115605342;0.7137873839433035;0.10902101070000159;0.9653479859689577
book,text;6.35;0.884957370488971;0.8507946495448917;0.8849573704889708;0.3904288798952603;0.8136622821816923;0.8342060289856658;-0.17347844468944373;1.3396987440883517;0.7391639768118662;0.850022179239083;0.7788007830714049;0.8744691179161412;0.9865576148998073;-0.15129254649702295;13.07273002353793;0.5;2.890371757896165;0.29877887079255905;0.5;0.9473684210526315;0.894260920578677;0.15191973865459404;0.32876011351509415;0.41803578092999827;0.2838413716447327;0.15156470983880532;0.2687758110291068;0.2927218645646268;0.4195789683748455;0.42250587716378124;0.022599108540596154;0.8691739932739462
groom,bride;3.17;0.9834023897070866;0.8019355144290565;0.9834023897070868;0.6937280058498095;0.8088889006974058;0.7049770629259501;0.8310651806218097;1.4724644725704366;0.8268434065454042;0.9052154153803263;0.6065306597126334;0.8073549220576042;0.9828698014814518;-0.6094379124341003;13.983102694156782;0.3333333333333333;2.4849066497880004;0.7474569801356371;0.0;0.8571428571428571;0.9025338766843446;0.41508712693017535;0.7036095713573594;0.7657130465913412;0.6758210881624646;-0.5280893721352149;0.7618246785469508;0.6917170125835825;0.7402788440025447;0.5615014088252587;0.09081918100634045;0.9660917830792959
night,day;1.88;0.7691989331941607;0.7431848697378836;0.7691989331941607;0.25524271867617854;0.57456211386187;0.6984505332837485;-1.3704174130726283;1.1446542371719803;0.6167865705999629;0.7629783445950861;0.6065306597126334;0.6374299206152918;0.9541454673200152;-0.6836479149932371;10.82383187140658;0.3333333333333333;2.4849066497880004;0.17419069356354577;0.0;0.8;0.7577246527248434;-0.10802267095203502;0.5637016883731398;0.7043109725842718;0.5070006560708225;-0.008570172312677427;0.3519684926505233;0.26127511657137203;-0.05130689590038539;0.44529223631764386;0.040514650111663435;0.9513724239492622
south,north;2.2;0.9359752547991943;0.7767621587621345;0.9359752547991943;0.5733150712632966;0.7387009482698972;0.70783452967929;0.3479233034203073;1.3579007027161616;0.7509634310651332;0.8577716904210988;0.6065306597126334;0.710493382805015;0.9737316067340317;-0.6094379124341003;17.070911779261074;0.3333333333333333;2.4849066497880004;0.4339988834809432;0.0;0.8571428571428571;0.8494440867423093;0.49004049554767726;0.8403163596013702;0.9575679860435762;0.9674534566112618;0.2732301320562191;0.6215025486759626;0.543769167855792;0.0279881074360074;0.5223717972216039;0.05916593323993371;1.0
plane,airport;3.65;0.18738780012706113;0.3739298382203027;0.18738780012706113;-1.0509895916557135;0.09235194855421587;0.12648028043277154;-8.654862522894565;0.2540219025766193;0.12762194471697644;0.22635590822774998;0.1353352832366127;0.2630344058337939;0.2558994459527337;-1.3636939093561704;3.3823452794271023;0.1111111111111111;1.3862943611198906;0.04923749571919157;-3.0;0.5;0.4961175075827908;0.3875149935064558;0.40179663237671964;0.5375457156759368;0.5316954414034076;0.21394454267963925;0.3915334876056067;0.3629189224519951;0.4033379587128044;0.3757804627919156;0.0329372608067693;0.48439261182451254
uncle,aunt;5.5;0.63100411381608;0.5848844312147897;0.6310041138160802;-0.2327205395756483;0.46984338977343953;0.46261225818791923;-2.846477852600227;0.7903723547562838;0.41085871977176724;0.582423617636543;0.36787944117144233;0.6129768768907526;0.8155772453929728;-0.985145956776061;8.422697421062175;0.2;1.9740810260220096;0.11503567186035037;-1.0;0.8333333333333334;0.6631636073712894;-0.34873065747737786;0.7280757784956363;0.7833874187738368;0.7643476694887599;-0.012178204014448019;0.36266920903312083;0.30386655920024336;-0.29260328963954263;0.6607120155208296;0.23320912675239694;0.8425206545349968
horse,mare;8.33;0.8723470913035954;0.8178149261060019;0.8723470913035954;0.24909989004421795;0.8122178912227668;0.8334495147596513;-0.3027797026641341;1.1706311053327418;0.6326769945626185;0.7750179572195267;0.7788007830714049;0.9125371587496606;0.9789964151008693;0.19528104378294986;11.263725130900898;0.5;2.890371757896165;0.27734947273984933;0.5;0.9655172413793104;0.8387824218864407;0.6558271998542395;0.36954290741828977;0.5973267404437755;0.6621960827167102;0.006905001566543131;0.6971880658654327;0.6054341733829235;0.6260938080893176;0.501128276893908;0.12861860068220884;0.824969697419779
bottom,top;0.7;0.9715589084053025;0.8005758468826109;0.9715589084053025;0.708742224550515;0.801269189061003;0.7096224764938066;0.7104933828050175;1.466781032144615;0.8230112647984807;0.9029140748501716;0.6065306597126334;0.758991900496205;0.9824357828610654;-0.5222612188617115;15.945389380573605;0.3333333333333333;2.4849066497880004;0.633306914863408;0.0;0.8888888888888888;0.8986660211939421;-0.1371345448769574;0.6425659829590726;0.6899482035331573;0.45982504173121735;-9.603296764286969E-4;0.2598884875307614;0.18465857461333762;-0.04093571693306391;0.36472988455086597;0.03951474601472428;0.6835422654718725
friend,buddy;8.78;0.9263804424529561;0.8491219592942438;0.9263804424529561;0.49955615555015276;0.8067508337231996;0.836415035222527;0.25003680156732244;1.3810609827942617;0.7660764295073947;0.867546179438082;0.7788007830714049;0.862496476250065;0.9882357751160313;-0.3195286648076292;11.200693090379296;0.5;2.890371757896165;0.4000117768482684;0.5;1.1111111111111112;0.8892796325200112;0.7213423690894433;0.4004358455554002;0.7274798758280429;0.6972489219581918;0.28482385044799613;0.8219468407306714;0.6928465651697879;0.7303056457492082;0.6805715957769203;0.2546938740809537;0.6835452015435347
