"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"[TOK]  bioc_skipgram_defaultchar__tok.stanfordcorenlpv4_2_0_lc_sw.user_cf.default_ner.none_Min",0.813758086643719,0.777077947212035,0.794995147254292,0.758231087511105,0.66001195424054,0.70572048245842,0.760996527511317,0.759667682790816,0.760331524540213,0.753682384750975
"[TOK]  bioc_skipgram_defaultchar__tok.stanfordcorenlpv4_2_0_lc_sw.user_cf.default_ner.none_Max",0.820830442045633,0.794397618960938,0.807397747071524,0.731406841388741,0.624172395836217,0.673548174808538,0.750747990467687,0.744974620230768,0.747850162974414,0.742932028284825
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Min.2",0.745988873812606,0.73357695601244,0.739730853794196,0.75493553388022,0.676991585996943,0.713842202319434,0.770682147519169,0.761260671310111,0.765942438289587,0.739838498134405
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.745988873812606,0.73357695601244,0.739730853794196,0.75493553388022,0.676991585996943,0.713842202319434,0.770682147519169,0.761260671310111,0.765942438289587,0.739838498134405
"[TOK]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.745988873812606,0.73357695601244,0.739730853794196,0.75493553388022,0.676991585996943,0.713842202319434,0.770682147519169,0.761260671310111,0.765942438289587,0.739838498134405
"[LC]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.745988873812606,0.73357695601244,0.739730853794196,0.75493553388022,0.676991585996943,0.713842202319434,0.770682147519169,0.761260671310111,0.765942438289587,0.739838498134405
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Min.1",0.720568222916944,0.723046595589107,0.721805281839596,0.749164608482889,0.673726160546713,0.709445596635476,0.754962400467088,0.762184019173132,0.758556022363428,0.729935633612833
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.720784274672694,0.721763433821275,0.721273521934704,0.748096269514822,0.673176294943702,0.708661642483832,0.754996870024497,0.760775212327967,0.757875027238133,0.729270063885556
"[TOK]  bioc_skipgram_defaultchar__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Min",0.743326386461576,0.737697531830266,0.740501262490698,0.686533506561587,0.660881353803611,0.67346324668705,0.770682147519169,0.761260671310111,0.765942438289587,0.726635649155778
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Max.2",0.706477632676349,0.700329210488197,0.703389985801949,0.731767980014222,0.640906395257628,0.683329982237032,0.769732727146957,0.760082396494155,0.764877123867541,0.717199030635507
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.706477632676349,0.700329210488197,0.703389985801949,0.731767980014222,0.640906395257628,0.683329982237032,0.769732727146957,0.760082396494155,0.764877123867541,0.717199030635507
"[TOK]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.706477632676349,0.700329210488197,0.703389985801949,0.731767980014222,0.640906395257628,0.683329982237032,0.769732727146957,0.760082396494155,0.764877123867541,0.717199030635507
"[LC]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.706477632676349,0.700329210488197,0.703389985801949,0.731767980014222,0.640906395257628,0.683329982237032,0.769732727146957,0.760082396494155,0.764877123867541,0.717199030635507
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Average.1",0.657141573412814,0.683642083272731,0.670129937835928,0.753381061579695,0.659515200104632,0.703330138322334,0.72343013319186,0.807995246437807,0.763377852455657,0.712279309537973
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum.1",0.657141573412814,0.683642083272731,0.670129937835928,0.753381061579695,0.659515200104632,0.703330138322334,0.72343013319186,0.807995246437807,0.763377852455657,0.712279309537973
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.657674782258063,0.675888894562874,0.666657452191491,0.753252785647337,0.657643851935031,0.702208865254294,0.723979873091791,0.807219487863326,0.763337129419873,0.710734482288553
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.657674782258063,0.675888894562874,0.666657452191491,0.753252785647337,0.657643851935031,0.702208865254294,0.723979873091791,0.807219487863326,0.763337129419873,0.710734482288553
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.690404910906184,0.689780777363908,0.690092703015383,0.726873398487802,0.634756549697833,0.677699034316999,0.755140572676678,0.752343106942146,0.753739244154599,0.707176993828994
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Max.1",0.687225395171648,0.688244597782701,0.687734618870259,0.727124467037468,0.635115749753696,0.678012872259159,0.755493080567975,0.75596453336924,0.755728733440994,0.70715874152347
"[TOK]  bioc_skipgram_defaultchar__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Max",0.709538503955662,0.700997900423545,0.705242346100932,0.659679143787643,0.626280653458731,0.642546191769117,0.769732727146957,0.760082396494155,0.764877123867541,0.704221887245863
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Max",0.732798646044955,0.767077719350059,0.749546465455417,0.655131283080128,0.605795335189255,0.629498131733,0.604860505678788,0.607832457775268,0.606342840038847,0.661795812409088
"[TOK]  bioc_skipgram_defaultchar__tok.stanfordcorenlpv4_2_0_lc_sw.user_cf.default_ner.none_Average",0.615969812792276,0.669436940321804,0.641591380794091,0.694988649565964,0.641349398147427,0.667092511331416,0.623240993720439,0.727859141744749,0.671499680715103,0.66006119094687
"[TOK]  bioc_skipgram_defaultchar__tok.stanfordcorenlpv4_2_0_lc_sw.user_cf.default_ner.none_Sum",0.615969812792276,0.669436940321804,0.641591380794091,0.694988649565964,0.641349398147427,0.667092511331416,0.623240993720439,0.727859141744749,0.671499680715103,0.66006119094687
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Average",0.620551007223455,0.662942816445171,0.64104684399762,0.660859327261972,0.629043741051582,0.644559166873228,0.605589160073035,0.704283887456139,0.651218358392913,0.64560812308792
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Sum",0.620551007223455,0.662942816445171,0.64104684399762,0.660859327261972,0.629043741051582,0.644559166873228,0.605589160073035,0.704283887456139,0.651218358392913,0.64560812308792
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Average.2",0.568236953740659,0.616255005643779,0.591272679160162,0.679332205536715,0.645055232854323,0.661750151542198,0.613099296377396,0.718980609254745,0.661831927318039,0.638284919340133
"[SW]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum.2",0.568236953740659,0.616255005643779,0.591272679160162,0.679332205536715,0.645055232854323,0.661750151542198,0.613099296377396,0.718980609254745,0.661831927318039,0.638284919340133
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.568236953740659,0.616255005643779,0.591272679160162,0.679332205536715,0.645055232854323,0.661750151542198,0.613099296377396,0.718980609254745,0.661831927318039,0.638284919340133
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.568236953740659,0.616255005643779,0.591272679160162,0.679332205536715,0.645055232854323,0.661750151542198,0.613099296377396,0.718980609254745,0.661831927318039,0.638284919340133
"[TOK]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.568236953740659,0.616255005643779,0.591272679160162,0.679332205536715,0.645055232854323,0.661750151542198,0.613099296377396,0.718980609254745,0.661831927318039,0.638284919340133
"[TOK]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.568236953740659,0.616255005643779,0.591272679160162,0.679332205536715,0.645055232854323,0.661750151542198,0.613099296377396,0.718980609254745,0.661831927318039,0.638284919340133
"[LC]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.568236953740659,0.616255005643779,0.591272679160162,0.679332205536715,0.645055232854323,0.661750151542198,0.613099296377396,0.718980609254745,0.661831927318039,0.638284919340133
"[LC]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.568236953740659,0.616255005643779,0.591272679160162,0.679332205536715,0.645055232854323,0.661750151542198,0.613099296377396,0.718980609254745,0.661831927318039,0.638284919340133
"[TOK]  bioc_skipgram_defaultchar__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Average",0.578840787265916,0.62963482858441,0.603170333083459,0.556175857869603,0.631925160224128,0.591635749392672,0.613099296377396,0.718980609254745,0.661831927318039,0.618879336598057
"[TOK]  bioc_skipgram_defaultchar__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Sum",0.578840787265916,0.62963482858441,0.603170333083459,0.556175857869603,0.631925160224128,0.591635749392672,0.613099296377396,0.718980609254745,0.661831927318039,0.618879336598057
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Min",0.623246132647871,0.745547108278552,0.678932855669161,0.633994242824495,0.636842546964334,0.635415202967435,0.488361306687247,0.591775718978948,0.535117964701002,0.616488674445866
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Average",0.652143585490087,0.671852658016173,0.661851426646651,0.657794311229546,0.632715190551983,0.645011063303385,0.398270857551413,0.463265700283821,0.428316653653783,0.57839304786794
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Sum",0.652143585490087,0.671852658016173,0.661851426646651,0.657794311229546,0.632715190551983,0.645011063303385,0.398270857551413,0.463265700283821,0.428316653653783,0.57839304786794
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Max",0.66869954779079,0.74943876321761,0.706770782751297,0.615100316604848,0.597333742217076,0.606086856902536,0.244341201774796,0.26894549585361,0.256053647883014,0.522970429178949
"[LC]  bioc_skipgram_defaultchar__tok.whitespace_notlc_sw.user_cf.default_ner.none_Average",0.395566449909147,0.483836325743725,0.435271352354881,0.329976453324499,0.503749942051765,0.398753404384288,0.531916760118765,0.642800141443826,0.582125222146497,0.472049992961889
"[LC]  bioc_skipgram_defaultchar__tok.whitespace_notlc_sw.user_cf.default_ner.none_Sum",0.395566449909147,0.483836325743725,0.435271352354881,0.329976453324499,0.503749942051765,0.398753404384288,0.531916760118765,0.642800141443826,0.582125222146497,0.472049992961889
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Min",0.585874280679184,0.726028591246744,0.648464894393834,0.580971001607199,0.606787658685926,0.593598759772714,0.159736978000331,0.190942727240374,0.173951407878499,0.472005020681682
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.none_ner.none_Average",0.432182248541274,0.541500290258684,0.480704549386669,0.416323108516327,0.520880037047434,0.46276924531072,0.266054012112924,0.338396623954769,0.297896218868572,0.413790004521987
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.none_ner.none_Sum",0.432182248541274,0.541500290258684,0.480704549386669,0.416323108516327,0.520880037047434,0.46276924531072,0.266054012112924,0.338396623954769,0.297896218868572,0.413790004521987
"[LC]  bioc_skipgram_defaultchar__tok.whitespace_notlc_sw.user_cf.default_ner.none_Max",0.361109069749273,0.335375111628947,0.347766676732667,0.2802155318223,0.333397642897518,0.304501929429684,0.462231501987722,0.475929105189882,0.468980307739452,0.373749637967268
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.none_ner.none_Max",0.346596584075321,0.50136082143679,0.409855370021193,0.410843048678845,0.44807362038782,0.428651437007823,0.235616445523896,0.296821575195079,0.262701166260931,0.367069324429982
"[CF]  bioc_skipgram_defaultchar__tok.whitespace_lc_sw.user_cf.none_ner.none_Min",0.332759230481203,0.496204077430855,0.398368625948987,0.369200259147651,0.450363029403585,0.405762799503263,0.188701645963902,0.272242469795152,0.222901650743609,0.342344358731953
"[LC]  bioc_skipgram_defaultchar__tok.whitespace_notlc_sw.user_cf.default_ner.none_Min",0.250847512383831,0.243854953990914,0.247301813711827,0.238217766430616,0.311624660887485,0.270021107841385,0.363521405036377,0.362330483622149,0.362924967343574,0.293415962965595
