"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"[SW]  Sent2vec_tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none",0.789347392280263,0.759679960425658,0.774229576620534,0.764586316887379,0.638252616317245,0.695730929051075,0.788351659526905,0.818271608057299,0.803033036021821,0.75766451389781
"[SW]  Sent2vec_tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none",0.787353767988579,0.757722084488825,0.772253785927525,0.763383994198225,0.636908531728811,0.694434584042622,0.786962165205612,0.815014885739905,0.800742905496832,0.75581042515566
"[TOK]  Sent2vec_tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.none",0.809388623039288,0.787174562812439,0.798127053326011,0.73929753741464,0.616317607697932,0.672229269906137,0.770579333993719,0.807462217354398,0.788589751825594,0.752982025019247
"[CF]  Sent2vec_tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none",0.790742350904624,0.772638087010663,0.781585393425997,0.738373369767818,0.625681610722132,0.67737246066829,0.78177311124704,0.817841037653538,0.799400446603143,0.752786100232476
"[SW]  Sent2vec_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.806812383589851,0.78674081798951,0.796650195299971,0.739294978160827,0.616342764982747,0.672243175999041,0.770579333993719,0.807462217354398,0.788589751825594,0.752494374374869
"[CF]  Sent2vec_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.806812383589851,0.78674081798951,0.796650195299971,0.739294978160827,0.616342764982747,0.672243175999041,0.770579333993719,0.807462217354398,0.788589751825594,0.752494374374869
"[TOK]  Sent2vec_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.806812383589851,0.78674081798951,0.796650195299971,0.739294978160827,0.616342764982747,0.672243175999041,0.770579333993719,0.807462217354398,0.788589751825594,0.752494374374869
"[LC]  Sent2vec_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.806812383589851,0.78674081798951,0.796650195299971,0.739294978160827,0.616342764982747,0.672243175999041,0.770579333993719,0.807462217354398,0.788589751825594,0.752494374374869
"[TOK]  Sent2vec_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none",0.809399504316635,0.787174562812439,0.798132343583335,0.722042969425175,0.600622730003102,0.655759682379533,0.770579333993719,0.807462217354398,0.788589751825594,0.747493925929487
"[CF]  Sent2vec_tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none",0.769652255681693,0.744950709147025,0.757100054576379,0.738449781335427,0.627954674163362,0.678734601542589,0.782050602793669,0.815432038935616,0.798392547034558,0.744742401051175
"[CF]  Sent2vec_tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none",0.749620336351714,0.733052847684734,0.741244028908671,0.661879992146829,0.562251005018039,0.608011220445822,0.796040769173396,0.827768551863752,0.811594694261635,0.72028331453871
"[LC]  Sent2vec_tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none",0.681231802584579,0.665328412971281,0.67318619523014,0.69662869145137,0.600735852142087,0.645138380961957,0.696994076505742,0.747459243212241,0.72134510383501,0.679889893342369
