"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"[SW]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.ctakes",0.793093438514092,0.812880185734978,0.802864918663873,0.753755728150997,0.692178817375579,0.721656108315224,0.778665799017987,0.779526492857231,0.779095908228217,0.767872311735771
"[SW]  UBSM_AncSPLRada_tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.ctakes",0.787668769072172,0.808424289657902,0.797911577448409,0.754970423529443,0.693168202611886,0.722750546192483,0.777164408588362,0.776225439624622,0.776694640319806,0.765785587986899
"[TOK]  UBSM_AncSPLRada_tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.ctakes",0.728291585340557,0.780054223218355,0.753284722449778,0.738315030131197,0.69206372302328,0.714441608405881,0.716641539459816,0.720095782754869,0.718364508714084,0.728696946523247
"[CF]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.ctakes",0.713742793938605,0.77123278516563,0.741374943274444,0.73150210643256,0.684884997748359,0.707426404883435,0.711672481218203,0.710153917354632,0.710912388344867,0.719904578834249
"[SW]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.706119743639415,0.765075815169815,0.73441648900801,0.730983456056046,0.685056275182886,0.707275075096848,0.712999020120814,0.712183733767279,0.712591143748747,0.718094235951201
"[CF]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.706119743639415,0.765075815169815,0.73441648900801,0.730983456056046,0.685056275182886,0.707275075096848,0.712999020120814,0.712183733767279,0.712591143748747,0.718094235951201
"UBSM_AncSPLRada_tok.stanfordcorenlpv4_2_0_lc_sw.nltk2018stopwords_cf.biosses_ner.metamapsnomedct",0.729204071971625,0.755039286636842,0.741896831299044,0.711660932559615,0.651317193964766,0.680153250633675,0.728740002935192,0.735733089866795,0.732219849861783,0.718089977264834
"[TOK]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.706119743639415,0.765075815169815,0.73441648900801,0.730962166848837,0.684990770809371,0.707230197820509,0.712999020120814,0.712183733767279,0.712591143748747,0.718079276859089
"[LC]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.706119743639415,0.765075815169815,0.73441648900801,0.730962166848837,0.684990770809371,0.707230197820509,0.712999020120814,0.712183733767279,0.712591143748747,0.718079276859089
"[NER]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.702058946133838,0.76731176217137,0.733236458384926,0.733214184007612,0.688697340081379,0.710258901037471,0.708806441085375,0.70692689611976,0.707865420949078,0.717120260123825
"[NER]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.702058946133838,0.76731176217137,0.733236458384926,0.733214184007612,0.688697340081379,0.710258901037471,0.708806441085375,0.70692689611976,0.707865420949078,0.717120260123825
"[NER]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.702058946133838,0.76731176217137,0.733236458384926,0.733214184007612,0.688697340081379,0.710258901037471,0.708806441085375,0.70692689611976,0.707865420949078,0.717120260123825
"[NER]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.702058946133838,0.76731176217137,0.733236458384926,0.733214184007612,0.688697340081379,0.710258901037471,0.708806441085375,0.70692689611976,0.707865420949078,0.717120260123825
"[NER]  UBSM_JiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.702058946133838,0.76731176217137,0.733236458384926,0.733214184007612,0.688697340081379,0.710258901037471,0.708806441085375,0.70692689611976,0.707865420949078,0.717120260123825
"[TOK]  UBSM_AncSPLRada_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.ctakes",0.706967922989244,0.763782853918778,0.734278011377212,0.710565473645931,0.669916652278679,0.689642602957819,0.711572785439621,0.711439401576507,0.711506087256799,0.71180890053061
"[CF]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.ctakes",0.700419024061896,0.758583753087562,0.728341988553148,0.730281566772712,0.682598412755066,0.705635362615789,0.67271886399541,0.675842359552606,0.674276994502384,0.702751448557107
"[LC]  UBSM_AncSPLRada_tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.ctakes",0.669516749968745,0.730471487226868,0.698667150307827,0.698074397289343,0.656437154738134,0.676615818397772,0.700000936053623,0.693166953463515,0.696567183204418,0.690616717303339
"[SW]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.ctakes",0.696709950101599,0.730739541962446,0.713319122880852,0.682969522951296,0.610045098082518,0.64445088684778,0.706262083272878,0.659546096885734,0.682105155274321,0.679958388334317
"[SW]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.ctakes",0.693727133849212,0.728540696679541,0.710707840747705,0.684616353364927,0.61187954216973,0.646207585078535,0.703910773671753,0.656109339283632,0.679170003780017,0.678695143202086
"[TOK]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.ctakes",0.67175536225345,0.727028614032941,0.698299920885466,0.677786779580498,0.622553411511076,0.648997046766248,0.684140460187303,0.675727595176156,0.679908004459323,0.675734990703679
"[CF]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nonestopwords_cf.none_ner.ctakes",0.63851047990674,0.684671823568178,0.660785945363767,0.698886592958527,0.654567363398938,0.676001355375116,0.679266257752182,0.675211228358899,0.677232673089982,0.671339991276288
"[CF]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.ctakes",0.643626489799937,0.69610622269829,0.668838493624207,0.670369779351823,0.613447428129412,0.640646681852592,0.674144953062669,0.661285394897048,0.66765325826989,0.65904614458223
"[NER]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.metamapsnomedct",0.648947900079758,0.700700771507933,0.673832092494739,0.671555711305402,0.643866469553772,0.657419665319103,0.645609450995621,0.643545564761464,0.644575855778393,0.658609204530745
"[NER]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.metamapsnomedct",0.648947900079758,0.700700771507933,0.673832092494739,0.671555711305402,0.643866469553772,0.657419665319103,0.645609450995621,0.643545564761464,0.644575855778393,0.658609204530745
"[NER]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.metamapsnomedct",0.648947900079758,0.700700771507933,0.673832092494739,0.671555711305402,0.643866469553772,0.657419665319103,0.645609450995621,0.643545564761464,0.644575855778393,0.658609204530745
"[NER]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.metamapsnomedct",0.648947900079758,0.700700771507933,0.673832092494739,0.671555711305402,0.643866469553772,0.657419665319103,0.645609450995621,0.643545564761464,0.644575855778393,0.658609204530745
"[NER]  UBSM_JiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.metamapsnomedct",0.648947900079758,0.700700771507933,0.673832092494739,0.671555711305402,0.643866469553772,0.657419665319103,0.645609450995621,0.643545564761464,0.644575855778393,0.658609204530745
"[SW]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.635259738553383,0.693202542078126,0.662967510730912,0.669525224666781,0.613517414675604,0.640298883766172,0.675590955900983,0.663598033666254,0.669540794303384,0.657602396266823
"[CF]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.635259738553383,0.693202542078126,0.662967510730912,0.669525224666781,0.613517414675604,0.640298883766172,0.675590955900983,0.663598033666254,0.669540794303384,0.657602396266823
"[TOK]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.635259738553383,0.693202542078126,0.662967510730912,0.669484921516004,0.613458590086232,0.640248416743283,0.675590955900983,0.663598033666254,0.669540794303384,0.65758557392586
"[LC]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.635259738553383,0.693202542078126,0.662967510730912,0.669484921516004,0.613458590086232,0.640248416743283,0.675590955900983,0.663598033666254,0.669540794303384,0.65758557392586
"[TOK]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.ctakes",0.636973663127698,0.694798963995851,0.66463093206782,0.647744948658644,0.599895811653241,0.622902832419049,0.676526175345181,0.663505332956096,0.66995249357226,0.652495419353043
"[NER]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.metamaplite",0.57828526042619,0.619026153123603,0.597962561984411,0.706820123538706,0.654263613893547,0.679527167478386,0.67905669509597,0.679138007559254,0.679097348893603,0.652195692785467
"[CF]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.ctakes",0.630736443549712,0.684371015544598,0.656460029069228,0.669702158116711,0.611962788736316,0.639531885942776,0.640766764408494,0.634475373722397,0.637605549817931,0.644532488276645
"[TOK]  UBSM_AncSPLWeightedJiangConrath_tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.ctakes",0.62087011308282,0.6721117000632,0.645475540305065,0.645187483916508,0.58469991349246,0.613456267341454,0.647770324159275,0.629516263435792,0.638512856847779,0.632481554831433
"[LC]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.ctakes",0.595900303564692,0.658725852888917,0.625740079916676,0.633006539031879,0.580883896794183,0.60582618370959,0.660328341239191,0.650433703334845,0.655343676126567,0.628969979917611
"[NER]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.metamaplite",0.526987721401274,0.572633529771148,0.548863235828366,0.689456532981332,0.639204888528725,0.663380420587304,0.643063435516972,0.63642734947393,0.639728183446942,0.617323946620871
"[CF]  UBSM_AncSPLCosineNormWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.none_ner.ctakes",0.562144015679072,0.609242797673092,0.584746539578026,0.635757510548989,0.580762128965092,0.607016727620539,0.654055950096195,0.648724228029082,0.651379178833623,0.614380815344063
"[SW]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.ctakes",0.61101628426607,0.6563161594282,0.632856616324955,0.643279242135167,0.565480906474547,0.601876442364921,0.638045842792118,0.581072290684497,0.608227782447382,0.614320280379086
"UBSM_AncSPLCosineNormWeightedJiangConrath_tok.stanfordcorenlpv4_2_0_lc_sw.nltk2018stopwords_cf.biosses_ner.metamapsnomedct",0.645258891971371,0.660372369750724,0.652728157001742,0.67648115203599,0.606131608775465,0.639377092631515,0.571377846057736,0.528089840385023,0.548881680189111,0.613662309940789
"[SW]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.ctakes",0.60841167331658,0.655261918539136,0.630968317908075,0.645095677740481,0.566972878812119,0.603516610575325,0.635263438314538,0.578305941632768,0.605448072355469,0.613311000279623
"[CF]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.ctakes",0.581570945475692,0.629008308284624,0.604360194386054,0.637693967973004,0.575969553185172,0.605262172586007,0.634619448407643,0.61960788745771,0.627023832957904,0.612215399976655
"[SW]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.573212873258551,0.628170939807024,0.599434860680372,0.636718634941344,0.576139935415796,0.604916421714561,0.635772560049559,0.620034798622912,0.62780506662585,0.610718783006928
"[CF]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.573212873258551,0.628170939807024,0.599434860680372,0.636718634941344,0.576139935415796,0.604916421714561,0.635772560049559,0.620034798622912,0.62780506662585,0.610718783006928
"[TOK]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.573212873258551,0.628170939807024,0.599434860680372,0.636728822448335,0.576121837866352,0.604911043732678,0.635772560049559,0.620034798622912,0.62780506662585,0.6107169903463
"[LC]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.573212873258551,0.628170939807024,0.599434860680372,0.636728822448335,0.576121837866352,0.604911043732678,0.635772560049559,0.620034798622912,0.62780506662585,0.6107169903463
"[TOK]  UBSM_AncSPLWeightedJiangConrath_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.ctakes",0.574825096051138,0.62865890273282,0.600537962302675,0.614551579484937,0.562779786862585,0.587527380658452,0.639207415783354,0.626708030008103,0.632896014728221,0.606987119229782
"[CF]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.ctakes",0.569416285271363,0.617652627850995,0.592554418789261,0.637382309496184,0.574911359197875,0.604537232757929,0.60631762209476,0.599894349594893,0.603088883365919,0.600060178304369
"[TOK]  UBSM_AncSPLCaiStrategy1_tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.ctakes",0.575488038084029,0.628893847845239,0.601006858186553,0.624280552830206,0.558176345005782,0.589380700260055,0.611348333965303,0.597367393914577,0.604277006762279,0.598221521736296
"[TOK]  UBSM_JiangConrath_tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.ctakes",0.564401226348888,0.612387447639328,0.587415963610409,0.622084821097724,0.551344437349492,0.584582331150749,0.590137189843118,0.577741666001827,0.583873646694167,0.585290647151775
"[LC]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.ctakes",0.533606349998366,0.591170096717714,0.560915226236681,0.599154153409084,0.542077681640097,0.569188633632945,0.620857724067246,0.609058668124876,0.614901599679421,0.581668486516349
