"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"[LC]  Flair_tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none",0.577601646223659,0.608760858980949,0.592772062099656,-0.0149654580170463,-0.035149380369054,-0.0209928473553321,0.653289506539761,0.718793988088243,0.68447812632456,0.418752447022961
"[CF]  Flair_tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none",0.603016619645775,0.600393198438609,0.60170204952637,-0.0140073220894253,-0.0350587884464251,-0.0200170641801855,0.642114773083914,0.70317879741136,0.671260911134788,0.417648632160324
"[CF]  Flair_tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none",0.602375814219819,0.609833172570968,0.606081555026604,-0.0143140990261877,-0.0352214801924822,-0.0203556216875356,0.605761149570709,0.658405574151218,0.630987210780807,0.405571048039958
"[SW]  Flair_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.552003812602579,0.606417432090401,0.577932658048386,-0.0149563978593483,-0.0350917547279845,-0.0209736511004501,0.617256039818188,0.68408123137262,0.648952859706575,0.40197062221817
"[CF]  Flair_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.552003812602579,0.606417432090401,0.577932658048386,-0.0149563978593483,-0.0350917547279845,-0.0209736511004501,0.617256039818188,0.68408123137262,0.648952859706575,0.40197062221817
"[TOK]  Flair_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.552003812602579,0.606417432090401,0.577932658048386,-0.0149563978593483,-0.0350917547279845,-0.0209736511004501,0.617256039818188,0.68408123137262,0.648952859706575,0.40197062221817
"[LC]  Flair_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.552003812602579,0.606417432090401,0.577932658048386,-0.0149563978593483,-0.0350917547279845,-0.0209736511004501,0.617256039818188,0.68408123137262,0.648952859706575,0.40197062221817
"[CF]  Flair_tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none",0.574866117173473,0.581977116165079,0.578399761371513,-0.013927479666408,-0.0351096852870001,-0.0199436255498573,0.614405022832742,0.677403121002683,0.644367945832748,0.400941360551468
"[TOK]  Flair_tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.none",0.543423407475833,0.607080097792098,0.573490708793827,-0.0149551694669427,-0.0350957726448265,-0.0209731607570781,0.617256039818188,0.68408123137262,0.648952859706575,0.400490135914441
"[TOK]  Flair_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none",0.54331892817949,0.607080097792098,0.573432523159401,-0.0151154655000671,-0.0355457890128626,-0.0212111268330105,0.617256039818188,0.68408123137262,0.648952859706575,0.400391418677655
"[SW]  Flair_tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none",0.478596039816818,0.553464418291144,0.51331465456833,-0.0116837738045296,-0.0348218765786545,-0.0174968386009868,0.625756431622063,0.684244677361583,0.653694878158334,0.383170898041892
"[SW]  Flair_tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none",0.474405606515463,0.55526566415303,0.511660666241001,-0.0118807907590386,-0.0349305055592996,-0.0177308496152412,0.62113487080016,0.680968439105208,0.649676934579546,0.381202250401769
