"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"Human",1,1,1,1,1,1,1,1,1,1
"[TOK]  USE_tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.none",0.666059775625268,0.669063437835393,0.667558228020942,0.678560208959505,0.605772550120786,0.640103813105643,0.663310456601447,0.684126361981512,0.673557621820477,0.660406554315687
"[LC]  USE_tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none",0.663281141354191,0.662906671043261,0.663093853329889,0.678567998504309,0.605810263566502,0.640128333157705,0.663310455517258,0.684126361981512,0.673557621261504,0.658926602583033
"[LC]  USE_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.663281146245693,0.662906671043261,0.663093855774259,0.678567997278836,0.605809198674822,0.64012773813325,0.663310447936839,0.684126361981512,0.673557617353284,0.658926403753597
"[TOK]  USE_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.663281145251961,0.662906671043261,0.663093855277674,0.678567997424143,0.605807666724972,0.640126882980291,0.663310446384949,0.684126361981512,0.673557616553179,0.658926118270381
"[SW]  USE_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.663281152729112,0.662906671043261,0.663093859014138,0.678567999204595,0.605803880075821,0.640124769850523,0.663310455951715,0.684126361981512,0.673557621485496,0.658925416783386
"[CF]  USE_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.663281149571357,0.662906671043261,0.663093857436152,0.678567997881373,0.605803880075821,0.640124769261754,0.663310456554307,0.684126361981512,0.673557621796173,0.658925416164693
"[TOK]  USE_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none",0.664279606513922,0.668165827021276,0.666217049477422,0.662466540603023,0.59093792008782,0.624661251669636,0.663310446313055,0.684126361981512,0.673557616516113,0.65481197255439
"[CF]  USE_tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none",0.657606899521049,0.644984575929178,0.65123458153921,0.67537517041842,0.608060397130359,0.639952491142101,0.654956507845896,0.67356092051587,0.664128447101428,0.65177183992758
"[CF]  USE_tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none",0.657606899464849,0.644984575929178,0.651234581511652,0.675375169746764,0.608059888623368,0.639952209216919,0.654956504126513,0.67356092051587,0.664128445189286,0.651771745305952
"[CF]  USE_tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none",0.657606899646013,0.644984575929178,0.651234581600487,0.675375170584611,0.608050730560558,0.639947137594793,0.654956511492723,0.67356092051587,0.664128448976269,0.651770056057183
"[SW]  USE_tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none",0.597675334579103,0.597603978257829,0.597639654288535,0.695730703658923,0.624194652546759,0.658024156888493,0.684335039058081,0.715021313134048,0.699341718761523,0.651668509979517
"[SW]  USE_tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none",0.597299920886587,0.593983413833101,0.59563705081787,0.694848636276394,0.624050814185595,0.657549530484896,0.684195078494417,0.717669382104484,0.700532573615915,0.651239718306227
