Human;COMMixed_AncSPLRada_PooledAVG_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledMin_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_UMLS_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_WordNet_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledAVG_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledMin_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_UMLS_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_WordNet_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledAVG_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledMin_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_UMLS_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_WordNet_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledAVG_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledMin_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_UMLS_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_WordNet_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes
4.0;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396;0.46129448222695396
3.0;0.2670134956039537;0.2670134956039537;0.2670134956039537;0.28568541667716674;0.2670134956039537;0.2670134956039537;0.2670134956039537;0.28568541667716674;0.2670134956039537;0.2670134956039537;0.2670134956039537;0.28568541667716674;0.2670134956039537;0.2670134956039537;0.2670134956039537;0.28568541667716674
2.2;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935;0.11272174729168935
3.2;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611;0.3046866739157611
3.2;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426;0.35324727301346426
3.2;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978;0.22018481337629978
1.4;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401;0.07375593551923401
3.0;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286;0.23665242102532286
1.4;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962;0.10025062372809962
3.0;0.14275091103601192;0.14275091103601192;0.14275091103601192;0.19337360478148777;0.14275091103601192;0.14275091103601192;0.14275091103601192;0.19337360478148777;0.14275091103601192;0.14275091103601192;0.14275091103601192;0.19337360478148777;0.14275091103601192;0.14275091103601192;0.14275091103601192;0.19337360478148777
3.0;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435;0.2589392034856435
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044;0.30814949463830044
2.0;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283;0.2822737291807283
2.4;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437;0.32996597291810437
3.4;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384;0.37407217778070384
3.0;0.29544496828291456;0.29544496828291456;0.29544496828291456;0.3207906142888769;0.29544496828291456;0.29544496828291456;0.29544496828291456;0.3207906142888769;0.29544496828291456;0.29544496828291456;0.29544496828291456;0.3207906142888769;0.29544496828291456;0.29544496828291456;0.29544496828291456;0.3207906142888769
