Human;COMMixed_AncSPLRada_PooledAVG_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledMin_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_UMLS_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_WordNet_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledAVG_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledMin_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_UMLS_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_WordNet_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledAVG_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledMin_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_UMLS_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_WordNet_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledAVG_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_PooledMin_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_UMLS_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes;COMMixed_AncSPLRada_WordNet_stanfordcorenlpv4_2_0_lc_nltk2018stopwords_default_ctakes
3.5;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913;0.8432335227271913
2.5;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224;0.6477486002630224
3.45;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202;0.6060387696211202
4.0;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648;0.8427820884163648
3.0;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544;0.2565587028960544
2.0;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886;0.3600163898355886
2.5;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323;0.5864306181002323
3.0;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407;0.5598194368512407
0.0;0.0;0.0;0.04901430813958718;0.0;0.0;0.0;0.04901430813958718;0.0;0.0;0.0;0.04901430813958718;0.0;0.0;0.0;0.04901430813958718;0.0
2.5;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021;0.501618362251021
3.0;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032;0.8785714328289032
0.5;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795;0.056613851707229795
3.0;0.47677868380553634;0.47677868380553634;0.47677868380553634;0.48476507075792125;0.47677868380553634;0.47677868380553634;0.47677868380553634;0.48476507075792125;0.47677868380553634;0.47677868380553634;0.47677868380553634;0.48476507075792125;0.47677868380553634;0.47677868380553634;0.47677868380553634;0.48476507075792125
4.1;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.8150945271558543
3.5;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854;0.8264014386716854
4.0;0.8930345846670075;0.8930345846670075;0.8930345846670075;0.9118624793427128;0.8930345846670075;0.8930345846670075;0.8930345846670075;0.9118624793427128;0.8930345846670075;0.8930345846670075;0.8930345846670075;0.9118624793427128;0.8930345846670075;0.8930345846670075;0.8930345846670075;0.9118624793427128
2.5;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112;0.5405544760064112
4.0;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8873031437544676
4.0;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364;0.7223311375655364
4.1;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7658525675079225
4.0;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496;0.871404526751496
3.0;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048;0.7234080164470048
4.0;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846;0.7916747318607846
3.0;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352;0.7722642841106352
4.5;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333;0.8794089327187333
3.5;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017;0.7809000036181017
3.5;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884;0.24674649668479884
3.0;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918;0.776245964378918
3.5;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679;0.8756592057716679
4.0;0.9370415443607854;0.9370415443607854;0.9437849557502773;0.9370415443607854;0.9370415443607854;0.9370415443607854;0.9437849557502773;0.9370415443607854;0.9370415443607854;0.9370415443607854;0.9437849557502773;0.9370415443607854;0.9370415443607854;0.9370415443607854;0.9437849557502773;0.9370415443607854
4.0;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9421917712751176
