Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct
4.0;0.6445033866354896;0.6445033866354896;0.6445033866354896;0.6445033866354896;0.6445033866354896
3.0;0.24999999999999997;0.24999999999999997;0.24999999999999997;0.24999999999999997;0.24999999999999997
2.2;0.19134594929397594;0.19134594929397594;0.19134594929397594;0.19134594929397594;0.19134594929397594
3.2;0.2467175818975845;0.2467175818975845;0.2467175818975845;0.2467175818975845;0.2467175818975845
3.2;0.40201512610368484;0.40201512610368484;0.40201512610368484;0.40201512610368484;0.40201512610368484
3.2;0.3336230624913196;0.3336230624913196;0.3336230624913196;0.3336230624913196;0.3336230624913196
1.4;0.16035674514745463;0.16035674514745463;0.16035674514745463;0.16035674514745463;0.16035674514745463
3.0;0.07312724241271307;0.07312724241271307;0.07312724241271307;0.07312724241271307;0.07312724241271307
1.4;0.24174688920761409;0.24174688920761409;0.24174688920761409;0.24174688920761409;0.24174688920761409
3.0;0.30123203803835463;0.30123203803835463;0.30123203803835463;0.30123203803835463;0.30123203803835463
3.0;0.3175264481385601;0.3175264481385601;0.3175264481385601;0.3175264481385601;0.3175264481385601
1.0;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.14285714285714285
3.0;0.22360679774997896;0.22360679774997896;0.22360679774997896;0.22360679774997896;0.22360679774997896
2.0;0.27498597046143514;0.27498597046143514;0.27498597046143514;0.27498597046143514;0.27498597046143514
2.4;0.36788360369097944;0.36788360369097944;0.36788360369097944;0.36788360369097944;0.36788360369097944
3.4;0.37796447300922725;0.37796447300922725;0.37796447300922725;0.37796447300922725;0.37796447300922725
3.0;0.3912927904356147;0.3912927904356147;0.3912927904356147;0.3912927904356147;0.3912927904356147
2.0;0.25048971643405976;0.25048971643405976;0.25048971643405976;0.25048971643405976;0.25048971643405976
3.2;0.223606797749979;0.223606797749979;0.223606797749979;0.223606797749979;0.223606797749979
2.0;0.07715167498104597;0.07715167498104597;0.07715167498104597;0.07715167498104597;0.07715167498104597
3.0;0.26111648393354675;0.26111648393354675;0.26111648393354675;0.26111648393354675;0.26111648393354675
1.2;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.13834289277321493
