Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-none_ner-none_Min;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Min;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Min;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Min
4.0;0.9591261335501592;0.9543284511926204;0.9543284511926204;0.9542521322382311
3.0;0.9929580395964208;0.9930612401636781;0.9930612401636781;0.9923328272462616
2.2;0.9843096696433274;0.9875508598212593;0.9875508598212593;0.9875508598212593
3.2;0.9884822007569432;0.9887333363009101;0.988488954955531;0.9887091950236073
3.2;0.9968988580267327;0.9963878110012432;0.9963878110012432;0.9991580653891982
3.2;0.9640782985644736;0.9640077465136987;0.9640077465136987;0.9640506284665843
1.4;0.9345096911233615;0.9507856425579655;0.9411120552434292;0.9507856425579655
3.0;0.993171785693408;0.993438793766291;0.993438793766291;0.993438793766291
1.4;0.9831239829417349;0.9898092706006656;0.9898092706006656;0.9898092706006656
3.0;0.8421741284748111;0.8406377576887545;0.8406377576887545;0.8406354987748607
3.0;0.9945789625280378;0.9945912903653307;0.9945912903653307;0.9945912903653307
1.0;0.9906259749019716;0.9901264874846736;0.9901264874846736;0.9901264874846736
3.0;0.9658333583303479;0.9658430054902561;0.9658430054902561;0.9658430054902561
2.0;0.9640311022973623;0.9451875871748656;0.9451875871748656;0.9451875871748647
2.4;0.9810394238244917;0.9824837673276061;0.9824837673276061;0.9795471024915349
3.4;0.949600965858347;0.9495005146672607;0.9495005146672607;0.9495005146672607
3.0;0.9995605183130649;0.9987037064430555;0.9995721396801975;0.9987037064430555
2.0;0.9776485155703084;0.9742276111212513;0.9742276111212513;0.9742276111212518
3.2;0.9938233048241768;0.9877519004522586;0.9919336401514547;0.9799371777969638
2.0;0.945365152810827;0.9460443014619794;0.9460443014619792;0.9442575434876072
3.0;0.9876328789641674;0.9880085068531;0.9880085068531;0.9811086906623877
1.2;0.9850064429925767;0.9848073779087106;0.9848073779087106;0.982182526628869
3.4;0.9687080203201084;0.9798984838357586;0.9711083917001742;0.9852551864950313
1.8;0.9456382627151692;0.8965336703234882;0.8985389514792266;0.9773810298631217
3.6;0.9943779302285555;0.994362016488429;0.994362016488429;0.9942239253146582
2.0;0.9757530783729284;0.9799224967326918;0.9795704370224506;0.9777541225188386
2.4;0.9779767277660741;0.9780991774300909;0.9780991774300909;0.9746934652812441
3.4;0.9790708838963054;0.9809554469070028;0.9785699973944587;0.9809554469070028
3.0;0.9700995429770067;0.9910100995654282;0.9719004607304977;0.9910100995654282
4.0;0.9953726518798944;0.9957667261608479;0.9956221863303116;0.9957667261608479
4.0;0.9926626848883215;0.9930352720388118;0.9930352720388118;0.9930352720388118
3.4;0.9615868025918618;0.9519280384432622;0.9519280384432622;0.9519280384432622
3.4;0.9264422059477945;0.9316095737234171;0.9316095737234171;0.9316095737234171
3.0;0.9683027147486729;0.9726940675413581;0.9726940675413581;0.970735744699593
2.0;0.9814866788340333;0.9800568520934746;0.9800568520934746;0.9800568520934746
3.8;0.985464939339347;0.9899298596253806;0.9899298596253806;0.994446973997099
3.4;0.9903324933951037;0.9929881739723052;0.9929881739723045;0.9976785980932019
2.0;0.9909905870716846;0.9911567962066953;0.9911567962066953;0.9914583968248425
4.0;0.9797720730010524;0.99245184481117;0.9838788515765662;0.9924475148726903
3.2;0.9868488789318558;0.9870643905518134;0.9870643905518134;0.9870643905518134
2.2;0.927119306119511;0.919065101101706;0.9156754539508732;0.9181442869969256
3.0;0.9818433360666294;0.9885682560724158;0.9855749355515789;0.9886327950311748
2.0;0.9674236032490723;0.9783595428954276;0.9674586084711155;0.9675712671537262
0.6;0.9814949350343495;0.9810622855717942;0.9810622855717942;0.9810639243943625
3.2;0.9638668904525304;0.9798493714361923;0.9798493714361923;0.9798493714361923
3.6;0.9970537286426432;0.9970519123536692;0.9970519123536692;0.9970519123536692
1.0;0.991439954918903;0.9872652098927243;0.9896051340286589;0.9872580151708024
1.8;0.814422982886294;0.8031324121988085;0.8024369114006229;0.8031650535431678
2.8;0.9914033745417221;0.9054524809648745;0.9835057478692433;0.9918378487804981
2.8;0.9912597966209674;0.9405235687298389;0.9913844519128528;0.991402102847692
1.8;0.9930032783307431;0.9829576526072952;0.9778763579980951;0.9734499648922537
1.8;0.9661671665223553;0.9516620225882497;0.9530848354703096;0.9644146690235905
2.6;0.8847894794730273;0.8860931784998025;0.8860931784998025;0.8847594796216585
1.4;0.9957978637454223;0.9923737402615515;0.9957978637454223;0.9923737402615515
3.0;0.9952817145288925;0.9954580984022418;0.9954580984022418;0.9954583728350642
0.6;0.978773464223321;0.9792314622604755;0.9791198336139395;0.9817707460501635
1.8;0.9745492361697771;0.9968004773599584;0.9968004773599584;0.8774871659133351
3.0;0.9962353221562547;0.994253740950296;0.994253740950296;0.9957800995043481
3.0;0.9823998544722912;0.9811606364960233;0.9811606364960233;0.9811606364960233
3.8;0.9980970674812846;0.9984576166594117;0.9984576166594117;0.9984576166594116
2.4;0.9290599658492111;0.9305471761134312;0.9305471761134312;0.9305471761134309
3.6;0.9119527863300784;0.913820229456804;0.913820229456804;0.913820229456804
2.8;0.923377528927706;0.9241488717543221;0.9241251697555463;0.9241488717543221
3.6;0.9950309598113553;0.995828549147661;0.995828549147661;0.995828549147661
3.0;0.9910054322722268;0.9935166540419769;0.9935166540419769;0.9947326028966392
0.0;0.9709384192265352;0.9726240728878324;0.972580251104999;0.9726225023375781
0.0;0.9762534252706215;0.979557711664706;0.979557711664706;0.9795577116647065
0.2;0.893260085407854;0.8932035577437664;0.8932035577437664;0.8932839374692104
0.0;0.959283247522765;0.9596185695879891;0.9596185695879891;0.9596185695879891
0.2;0.9790122918773857;0.9789359996299827;0.9789359996299827;0.9789359996299825
0.2;0.9509668913917424;0.9500792410666163;0.9487099767640153;0.952639206683618
1.8;0.965379286473895;0.9702496344996399;0.9702496344996399;0.970290199644024
1.4;0.9667367264776343;0.9614885591316471;0.9614885591316471;0.9614885591316471
1.8;0.9790371516363886;0.9883526203033131;0.9883526203033131;0.9883526203033133
2.0;0.9887375140341773;0.9901272979141946;0.9901272979141946;0.990162171221768
0.0;0.9458203009027586;0.9459296362832615;0.9459296362832615;0.9459619105045384
0.8;0.9304470551912127;0.9302409295492552;0.9302409295492552;0.9302080352220385
2.2;0.9815604853503029;0.9652190808142586;0.9652190808142586;0.9652190808142586
1.4;0.9750949808031801;0.977872856056155;0.977872856056155;0.9746246592353619
1.8;0.9352029883071263;0.9898466626155935;0.9898466626155935;0.9898466626155935
3.0;0.9922795560898738;0.996260105840093;0.996260105840093;0.996205860822425
1.2;0.9701979233752601;0.9735045696584663;0.9732366337418398;0.9734917115487258
0.2;0.964931116717358;0.9635188595028316;0.9651534617936102;0.9636086314689704
0.2;0.9713414904376044;0.9719967786968227;0.968427672066797;0.9713287455275487
0.6;0.9866671642029838;0.9822526205484085;0.9822526205484085;0.9872699098145954
0.2;0.9759230493030835;0.9779303217366152;0.9779303217366152;0.9493240514077199
0.2;0.9791563558084404;0.983519263354687;0.983519263354687;0.9835285670619305
0.0;0.9836954112867348;0.9792068273641137;0.9792068273641137;0.9793958866693274
0.2;0.9516138343823533;0.9493138042019912;0.9493138042019912;0.9434352582095574
0.2;0.9548238119480871;0.9558432241771114;0.9558432241771114;0.9490811973471465
2.0;0.9733050267917791;0.9815522502067754;0.9815522502067754;0.9815522502067754
2.8;0.9661219144036383;0.9510568601411873;0.9510568601411873;0.968085589494985
2.0;0.9575539352123748;0.9624404550617528;0.9582771354226605;0.9605970213440695
4.0;0.9932057872399743;0.9913003176203573;0.9913003176203573;0.990603942440153
3.0;0.9842338359626492;0.9842462422815961;0.9842462422815961;0.9842717940464992
3.2;0.9404908211203973;0.9405522265257681;0.9405522265257681;0.9405522265257679
1.6;0.9624650331855703;0.9958355552172287;0.9958355552172287;0.8881117075623387
2.4;0.9980523689962385;0.9965320426608454;0.9965320426608454;0.9980790165855561
3.2;0.9842035940759772;0.984245725773017;0.984245725773017;0.984245725773017
1.8;0.922878451550781;0.9458754642411198;0.9458754642411198;0.9480769537938665
