Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Min;bio_embedding_intrinsic__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Min;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min
3.5;0.9956377666591009;0.9956377666591009;0.9957660316440361;0.9885210499966656;0.9885210499966656;0.9893249572076278
2.5;0.9618424837499087;0.9618424837499087;0.9622723752575288;0.9548370064384895;0.9548370064384895;0.9577691086338942
3.45;0.9661802357613698;0.9661802357613698;0.9667411687272822;0.9756617537737438;0.9756617537737438;0.976209193699358
4.0;0.984280556442429;0.984280556442429;0.9851496917604358;0.9925975758547243;0.9925975758547243;0.9930588575286027
3.0;0.9510677088702653;0.9510677088702653;0.9571819128675467;0.948209151211417;0.948209151211417;0.957878859365305
2.0;0.9322991018698419;0.9322991018698419;0.9360048871515002;0.9489647590600854;0.9489647590600854;0.9622456182894804
2.5;0.9623839397587808;0.9623839397587808;0.9649096082948462;0.9781326120514434;0.9781326120514434;0.9826001619578942
3.0;0.9330796001415854;0.9330796001415854;0.933667613292326;0.9423940574596753;0.9423940574596753;0.9428036658519745
0.0;0.8824221041490509;0.8824221041490509;0.8866792133915977;0.8729357870252842;0.8729357870252842;0.900913185086731
2.5;0.9235657627709153;0.9235657627709153;0.926314562786529;0.9519369105437131;0.9519369105437131;0.9527801980700424
3.0;0.9567933515146924;0.9567933515146924;0.9639641872113598;0.9883352358651413;0.9883352358651413;0.9920216211241635
0.5;0.8714882899719057;0.8714882899719057;0.8963447945156306;0.8545341719803513;0.8545341719803513;0.9074474052791776
3.0;0.9587635633594104;0.9587635633594104;0.964299632607601;0.9688861161543173;0.9688861161543173;0.9783950545221288
4.1;0.976165602278919;0.976165602278919;0.9660024505704039;0.9887871427800454;0.9887871427800454;0.9895224174304058
3.5;0.9738118422512153;0.9738118422512153;0.9739250247907167;0.9734488069781466;0.9734488069781466;0.967606766848965
4.0;0.9968615041624854;0.9968615041624854;0.9968723769131254;0.9962624506459224;0.9962624506459224;0.9966589579428446
2.5;0.974800534417914;0.974800534417914;0.9766533685145821;0.9709084922767772;0.9709084922767772;0.969526015737223
4.0;0.996088769906092;0.996088769906092;0.9965508509322403;0.9941307809773284;0.9941307809773284;0.9961186821708757
4.0;0.9680341530185194;0.9680341530185194;0.9712975609958611;0.9770835860758639;0.9770835860758639;0.9799369736426891
4.1;0.9725863138746536;0.9725863138746536;0.9756442939517801;0.9752922012205617;0.9752922012205617;0.982470839392421
4.0;0.9953834659683692;0.9953834659683692;0.987962251189586;0.993973350002743;0.993973350002743;0.9875078066713875
3.0;0.9559846135269582;0.9559846135269582;0.9585500624966877;0.9754271758100077;0.9754271758100077;0.9808701109873912
4.0;0.9740903649135353;0.9740903649135353;0.9753368825551998;0.9871064236895688;0.9871064236895688;0.9885094109217307
3.0;0.9716489065446285;0.9716489065446285;0.9712964779401375;0.9787717994090276;0.9787717994090276;0.9763910051999479
4.5;0.9922143094223285;0.9922143094223285;0.99336954907178;0.9953699562125065;0.9953699562125065;0.9961406384779581
3.5;0.9623724815842478;0.9623724815842478;0.9678835274690247;0.9596316190539643;0.9596316190539643;0.9660168464183185
3.5;0.8641648324906147;0.8641648324906147;0.8882733791000609;0.8887026330386099;0.8887026330386099;0.9112975047896633
3.0;0.9695362287746733;0.9695362287746733;0.9716482050707776;0.9674005399431214;0.9674005399431214;0.975338903162194
3.5;0.9779900349314703;0.9779900349314703;0.97936354803447;0.9898598421806266;0.9898598421806266;0.9932987818391712
4.0;0.9982060388144207;0.9982060388144207;0.9982307448924252;0.9982634842082236;0.9982634842082236;0.9984757715345145
4.0;0.9958062615945193;0.9958062615945193;0.9961620651341762;0.9936321441508218;0.9936321441508218;0.9957775967885287
4.0;0.9996702796235817;0.9996702796235817;0.9996111565015139;0.9971993425602099;0.9971993425602099;0.9975797574215932
3.0;0.9682883486492132;0.9682883486492132;0.9706194404024694;0.9593642828628741;0.9593642828628741;0.9643346039919872
2.5;0.9581681551152693;0.9581681551152693;0.9587033654379469;0.9732684365345484;0.9732684365345484;0.9758891233241099
2.5;0.949349924030549;0.9494783746310251;0.9529384340345637;0.9389468750879288;0.937984838289648;0.9445218502529179
3.0;0.9714295456894004;0.9714295456894004;0.9756438460444126;0.9555167492794187;0.9555167492794187;0.9646743644775835
0.0;0.8168015470725309;0.8168015470725309;0.8377731670896365;0.8318314028960373;0.8318314028960373;0.8871641466352908
4.25;0.9679162255567075;0.9679162255567075;0.969306004338006;0.9854947976308326;0.9854947976308326;0.9875006476279357
3.0;0.9122564909308911;0.9122564909308911;0.9167586358157905;0.9361767245534047;0.9361767245534047;0.9498697692250248
3.0;0.9602914163845505;0.9602914163845505;0.9615125182427466;0.9706121915376388;0.9706121915376388;0.9754404555073704
4.0;0.9563429199700179;0.9563429199700179;0.9545635484103188;0.9588567276603641;0.9588567276603641;0.9462485216297901
0.0;0.8801174257535171;0.8801174257535171;0.8873178863273447;0.8869310807638675;0.8869310807638675;0.9079999891691178
3.5;0.9451351517065681;0.9451351517065681;0.9480363012787244;0.9531660886723836;0.9531660886723836;0.957352994515819
1.0;0.8487838719180518;0.855123501035373;0.8689729034657855;0.8515583578530778;0.8514904731588786;0.9009320463705618
0.0;0.8560708176500784;0.8560708176500784;0.8716467728597679;0.8742508443779727;0.8742508443779727;0.899780134493736
1.5;0.9387399212337937;0.9387399212337937;0.9503640425463196;0.937678778798556;0.937678778798556;0.9493854513445934
3.6;0.9501217847372408;0.9501217847372408;0.9528639716089644;0.9569958122355879;0.9569958122355879;0.9649404103018842
3.0;0.977372959925727;0.977372959925727;0.9816373589227664;0.9484994760642056;0.9484994760642056;0.9616866772826866
3.0;0.965561663646624;0.965561663646624;0.9708626498413787;0.9708338289365379;0.9708338289365379;0.9758085096477274
5.0;0.9802549723162878;0.9802549723162878;0.9814302783882566;0.9870682663132888;0.9870682663132888;0.9898307267139933
3.5;0.9546733724058375;0.9546733724058375;0.9573645258209453;0.952031333503334;0.952031333503334;0.9549479017817776
0.0;0.8814318960423451;0.8814318960423451;0.8892981021107971;0.8741834155038928;0.8741834155038928;0.8989015550071044
4.0;0.9600528428509874;0.9600528428509874;0.9557944196710706;0.9681721479824221;0.9681721479824221;0.9635256219838899
4.5;0.9871139265267787;0.9871139265267787;0.9890545054998653;0.992838573255495;0.992838573255495;0.9939072736663219
3.0;0.9517582836760476;0.9517582836760476;0.9561937103978427;0.9673361102769545;0.9673361102769545;0.9727606470834399
3.5;0.9856683643848753;0.9856683643848753;0.9858292724222214;0.9847443369530339;0.9847443369530339;0.9833877476045952
4.0;0.9793211495880313;0.9793211495880313;0.9795768850884846;0.9874844925226942;0.9874844925226942;0.9891172863315244
3.0;0.9782932985152486;0.9782932985152486;0.9787254624060738;0.9871502185227942;0.9871502185227942;0.9878408536602648
3.0;0.9667703649100982;0.9667703649100982;0.961372587737466;0.9662228812695786;0.9662228812695786;0.9697371603855507
3.5;0.9821774171207285;0.9821774171207285;0.9681048704710864;0.9856790711532123;0.9856790711532123;0.9848673876181586
2.5;0.9217128745588692;0.9217128745588692;0.9291215863788983;0.9250152854173861;0.9250152854173861;0.9404248560407318
3.5;0.9850967481851322;0.9850967481851322;0.9868246499462202;0.9840919430369811;0.9840919430369811;0.9873042690031609
3.5;0.9127558792843545;0.9127558792843545;0.9290792567370217;0.8995461598123071;0.8995461598123071;0.9276964136915657
3.0;0.9613588475320878;0.9613588475320878;0.9635525899098688;0.9745682989592909;0.9745682989592909;0.97840132015824
4.5;0.9836973425933163;0.9836973425933163;0.9679557549913754;0.9664111647084972;0.9664111647084972;0.9543440196627135
2.5;0.9331460401835167;0.9323987998817465;0.9395301750741925;0.9387153663822729;0.940131195536533;0.9460760112042869
3.5;0.9282080152711827;0.9282080152711827;0.930841838498262;0.933557925160347;0.933557925160347;0.9429193000579701
3.0;0.9695697872400244;0.9695697872400244;0.9603982349687299;0.9793645316321434;0.9793645316321434;0.9822395876102462
2.5;0.9326101407528687;0.9326101407528687;0.9335753552509264;0.9683675001404121;0.9683675001404121;0.9699258196467371
4.0;0.9723963733661009;0.9723963733661009;0.9727429581943126;0.9631259220548468;0.9631259220548468;0.9659430942100883
