Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-metamaplite;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-metamaplite;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-metamaplite;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-metamaplite;UBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-metamaplite
2.6666666666666665;0.44285921361568564;0.4299494753063186;0.4178379405453768;0.47668553051462237;0.46815970653634204
1.3333333333333333;0.13245323570650439;0.13245323570650439;0.13245323570650439;0.13245323570650439;0.13245323570650439
4.0;0.3717397737879985;0.4029386436689807;0.3363989624978818;0.4376111710257034;0.42730684253514145
2.6666666666666665;0.4079298327830025;0.40089186286863665;0.3762754836271907;0.45919925584837196;0.4493645334811369
2.6666666666666665;0.40344519801307044;0.3892494720807615;0.3610610155041944;0.45156203273496165;0.4340615751727954
1.6666666666666667;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383
2.3333333333333335;0.42379294089356534;0.4036036763977875;0.4119620561288714;0.4330857576256498;0.42379294089356534
1.0;0.36947657966771236;0.2867696673382022;0.3077160420388261;0.44664773596721974;0.43366945437950327
1.6666666666666667;0.4602273059532949;0.5295408049309641;0.40567610275063537;0.5935946492983937;0.5765802309244443
3.0;0.5057975592067419;0.3508771929824561;0.4540322444824774;0.5230106046299337;0.505797559206742
1.6666666666666667;0.5107988883551046;0.3450327796711771;0.48973443494721275;0.5151246691978301;0.5107988883551046
1.3333333333333333;0.4015399754567573;0.3563483225498992;0.3611144362569301;0.4757190711625343;0.44121257011141496
1.3333333333333333;0.31436527218480864;0.41123144681223267;0.28205024582936167;0.41206086678649634;0.40984566742332684
1.0;0.26879010560874;0.3218696997235117;0.24680893074695345;0.3648968250576376;0.3475830406449984
1.6666666666666667;0.3441092017163171;0.2773500981126146;0.32593316589606386;0.3978088205392438;0.3441092017163171
2.3333333333333335;0.31445326433314846;0.30316953129541624;0.30449834647214136;0.34813846882353733;0.31445326433314846
3.0;0.3796283011826483;0.3796283011826483;0.3796283011826483;0.3796283011826483;0.3796283011826483
2.3333333333333335;0.18702997102341573;0.16770509831248423;0.1719248584848284;0.21341494270491793;0.18702997102341573
3.0;0.3097161304833917;0.2916059217599022;0.2680760671676971;0.3820846034137944;0.36243774213124536
1.6666666666666667;0.36125686525808376;0.3461538461538462;0.3345243304376104;0.406177445717093;0.39516402203649353
3.0;0.45180141016681763;0.5084813415281891;0.4303353538967737;0.5566132473755504;0.5443655081848203
2.6666666666666665;0.2601792254757468;0.24253562503633297;0.22497844560778882;0.3251187018605094;0.3029624038071912
1.6666666666666667;0.23138060289761825;0.21170244960998524;0.19193151825776067;0.3045869571988208;0.2801733495812552
3.0;0.36885459372996576;0.3522606864821505;0.3402705170285753;0.45260407956246274;0.41686466335741257
2.6666666666666665;0.49369675010789743;0.5982300846395925;0.48929516762989383;0.5915965224684238;0.5915204817512771
2.6666666666666665;0.44095855184409843;0.44095855184409843;0.44095855184409843;0.44095855184409843;0.44095855184409843
2.0;0.4168338300656855;0.40201512610368484;0.4049980970099285;0.43801491242503704;0.4168338300656855
2.0;0.23940034294414522;0.2777777777777778;0.19589819907258205;0.35436133789849306;0.3214239517610245
2.6666666666666665;0.6040346700289192;0.5924069617302066;0.5957687156127421;0.6464426581460676;0.6461167819469849
1.0;0.4221432518357944;0.4260261028643312;0.40382034341840994;0.4610026461214635;0.45618784546782154
3.0;0.21066629815760102;0.2655361192688249;0.19379956573780321;0.28581039122453533;0.27078068081912404
3.0;0.3319205087108319;0.25798576640110704;0.2881196225657321;0.3907799341781145;0.3639502381418148
1.0;0.3161044681012473;0.3333333333333333;0.30548547877748156;0.35312351645322504;0.3532086285506783
2.0;0.25298518782543805;0.16835875742536846;0.2172354027529929;0.284599601679686;0.2731090101132879
2.0;0.4455850439668292;0.4085297439895141;0.43461981727126187;0.4495003471296234;0.4455850439668292
0.0;0.06695459729476409;0.26057865332352387;0.06314796571024904;0.2136113911541327;0.209687297057622
1.3333333333333333;0.16409136539393204;0.10114434748483474;0.11824092173443239;0.2286502062370715;0.16409136539393204
2.3333333333333335;0.24672739796594031;0.36115755925730764;0.22343179719306328;0.4166988612687799;0.4169539239683969
0.3333333333333333;0.35089293875245015;0.14350946197048195;0.2888858535145842;0.38808077917982153;0.373614666199699
1.0;0.36856772901259127;0.31304951684997057;0.358935183247435;0.37980080311298847;0.3801541564044006
3.0;0.45323757392782943;0.40406101782088427;0.4276100511232366;0.4899770301627564;0.48113513307237066
