Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Max
2.6666666666666665;0.9681157451408343;0.938068790926675;0.949002910472904;0.93749378276039
1.3333333333333333;0.9485251254714637;0.9068134785405787;0.9104581741460451;0.9088813452879068
4.0;0.9776121436277896;0.9528481946945367;0.9493915047356709;0.950807826207163
2.6666666666666665;0.9489713347881807;0.9314244684227057;0.926474061145845;0.9378261193170001
2.6666666666666665;0.9747856592956681;0.9662192279034892;0.940534005749978;0.942502103933034
1.6666666666666667;0.884794051609083;0.9127738980475911;0.8891321851870876;0.8859257958807655
2.3333333333333335;0.9527337135091449;0.9211222689697888;0.9288466307877202;0.9118227071737145
1.0;0.9004073969280022;0.9047723528029936;0.9135850336286316;0.9075508717127916
1.6666666666666667;0.9461349653380364;0.9439551209247191;0.9606784638112115;0.951484022525569
3.0;0.9780896492857177;0.9471866552107211;0.9392637446608084;0.9401105544558301
1.6666666666666667;0.9525135597441942;0.9101271108878685;0.9233616878231637;0.9266758552859689
1.3333333333333333;0.8927674087189035;0.9053312889786854;0.9054893856681405;0.8977857014287544
1.3333333333333333;0.9127415743306094;0.9287855894484374;0.9399383590659501;0.9365442896022537
1.0;0.9236605206810828;0.8422089606655312;0.8228989820697193;0.8371042439028548
1.6666666666666667;0.8260170232508206;0.8622262926888147;0.8088944560178712;0.8363816784327782
2.3333333333333335;0.9006242437046826;0.9019240358239987;0.8988466750242099;0.9099951584079135
3.0;0.9566147374336216;0.958987850778047;0.9505103779541156;0.9563722609964685
2.3333333333333335;0.9269721165124736;0.9595005400084975;0.9332556291495646;0.9387414067284937
3.0;0.9662848904124124;0.9610578900676592;0.9215901728549817;0.9222111170955749
1.6666666666666667;0.9655388513994726;0.9439972706198467;0.9420822131176336;0.9422448444848008
3.0;0.9636559177105758;0.93427052534307;0.9313435072668466;0.9390798671257934
2.6666666666666665;0.9509893761347826;0.9064223692010975;0.9083627132457998;0.9144065966865311
1.6666666666666667;0.9251523625684268;0.9060747530959873;0.9002860572982923;0.9061249700169915
3.0;0.9637210081065386;0.946486945343322;0.9301276164120668;0.9313054222258705
2.6666666666666665;0.9741448564856735;0.9409627453525548;0.9352394934898031;0.9350657517540267
2.6666666666666665;0.9259399967833072;0.9505954455756886;0.9506260378353422;0.9487635847686243
2.0;0.9329459789341195;0.89812319425717;0.9177041928376315;0.9192661751367365
2.0;0.9543475137479545;0.898722399447349;0.8976659728786998;0.9036782879802263
2.6666666666666665;0.9908776969679502;0.9857200891441865;0.9708257466492194;0.9663830962434016
1.0;0.8991753903515051;0.9297750373050686;0.944783014182253;0.9444864807644586
3.0;0.980670794190261;0.9312271432819847;0.9404840627269438;0.9451751641744137
3.0;0.9465411476250786;0.930689627215907;0.9201084308649011;0.9267225619148712
1.0;0.9184506726925682;0.918168654370282;0.9171082573978174;0.9187430239566303
2.0;0.9224371394183569;0.9119358203896026;0.9350161625113758;0.9357916825386741
2.0;0.9343046082027058;0.9675100715283288;0.9610744627229577;0.964051871218746
0.0;0.9084842504501653;0.7888083263453078;0.8347321770413684;0.8784684348553972
1.3333333333333333;0.8975572908560102;0.8855944580087367;0.9191377984631843;0.903191193945525
2.3333333333333335;0.9376444175848543;0.9053254963555645;0.9067758349497729;0.9134881382935011
0.3333333333333333;0.917904190336769;0.9190432930260718;0.9111999591568343;0.9141293481174048
1.0;0.9064650496147696;0.9166126415729103;0.9297254728044487;0.9273356326344483
3.0;0.954130083537252;0.9213916821778513;0.9151006089392942;0.9204813514330373
2.0;0.9421776404384146;0.9409918481499142;0.9408432120500535;0.9267296748908445
1.0;0.8879665904450618;0.8982701570093556;0.9219569153492787;0.9127960906354522
1.3333333333333333;0.9311600488947243;0.9292520892277961;0.9343529890216997;0.9326148363209648
