Human;Flair_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
3.5;0.985638317552052;0.977835364021279;0.9817457889190667;0.9627546095686784
2.5;0.9487918009293846;0.9223367534856953;0.9223367534856953;0.9223367534856953
3.45;0.9332528434885523;0.9269975219852902;0.9269975219852902;0.9269975219852902
4.0;0.9805693376486343;0.9773338625735998;0.9790726891236597;0.9783842383631667
3.0;0.8436136919025404;0.832325001405517;0.832325001405517;0.8245800782519214
2.0;0.7474566347274041;0.74626893394284;0.74626893394284;0.74626893394284
2.5;0.9710527334184462;0.9748777503874503;0.9661248216935716;0.9753452375617067
3.0;0.9166270896254609;0.9175203658074947;0.9175203658074947;0.9175203658074947
0.0;0.7025798477263344;0.7091335878058362;0.7091335878058362;0.7091335878058362
2.5;0.9009091824396304;0.9129543485363282;0.9129543485363282;0.9129543485363282
3.0;0.9688868050494482;0.9625354321651299;0.9625354321651299;0.9625354321651299
0.5;0.7278094687094498;0.6974185731929292;0.6974185731929292;0.7063868127471852
3.0;0.9118407025366791;0.8987001993957776;0.8970394582647649;0.893996542808105
4.1;0.9747982498814395;0.9736467515048001;0.9736467515048001;0.9736467515048001
3.5;0.8816934689305131;0.8759834794797926;0.8759834794797926;0.8759834794797926
4.0;0.9849001495797962;0.9813968754397638;0.9813968754397638;0.9813968754397638
2.5;0.9111838428914535;0.9149780589696727;0.9149780589696727;0.9006362629795737
4.0;0.9851180516679331;0.9817877045289992;0.9817877045289992;0.9805980627291162
4.0;0.9713746490826225;0.9655997590735541;0.9655997590735541;0.9657128786069403
4.1;0.9552602000159611;0.948231908048096;0.948231908048096;0.948231908048096
4.0;0.919109790640734;0.9206586412832288;0.9206586412832288;0.9206586412832288
3.0;0.9637603329257393;0.9637836776258545;0.9637836776258545;0.9626449598776907
4.0;0.9270890366902022;0.9406157435273949;0.9406157435273949;0.9406157435273949
3.0;0.9482846494279273;0.9535149100266489;0.9535149100266489;0.9535149100266489
4.5;0.9665708882174885;0.9835756047149674;0.9640343394595268;0.9881790703198975
3.5;0.9354364812799221;0.9530335658691619;0.9530335658691619;0.9475491778192175
3.5;0.8028262935823697;0.7949784412950783;0.7949784412950783;0.7949784412950783
3.0;0.9698578822702917;0.9607927296841039;0.9607927296841039;0.9616133611354907
3.5;0.9858444337434005;0.9832738562509633;0.9832738562509633;0.9832738562509633
4.0;0.9963588379355186;0.9896697455763679;0.9901127582432194;0.9902496803898658
4.0;0.9880314694856213;0.9921853498115334;0.9921853498115334;0.9888399994822822
4.0;0.9808563500224957;0.9702393117454341;0.9753557833951554;0.9684249489124719
3.0;0.9483601778616406;0.9438452055853117;0.9452438592855655;0.9436986344207889
2.5;0.9690203515390217;0.9697061689462674;0.9697061689462674;0.9697061689462674
2.5;0.8111314723547896;0.8099186393532573;0.8099186393532573;0.8099186393532573
3.0;0.886403587242274;0.9078571706805438;0.9078571706805438;0.9078571706805438
0.0;0.6378451949319135;0.6261625107034078;0.6261625107034078;0.6261625107034078
4.25;0.9449866501811354;0.922653229368416;0.9182017002187892;0.922653229368416
3.0;0.9419931641708795;0.952057328330409;0.9572383544618336;0.9546326639387415
3.0;0.8947732169290605;0.8804981170475683;0.8804981170475683;0.8804554368082289
4.0;0.9091232332149801;0.8850755411122803;0.8850755411122803;0.873252302576557
0.0;0.7517338370025268;0.7517502646011662;0.7517502646011662;0.7657521244495507
3.5;0.9434181982164381;0.9386616605592975;0.9386616605592975;0.9386616605592975
1.0;0.7574492227909195;0.7656870264705439;0.7656870264705439;0.7696254196493922
0.0;0.6453782006311406;0.6471621852906343;0.6471621852906343;0.6471621852906343
1.5;0.8084828489060086;0.8002079236317805;0.8002079236317805;0.8002079236317805
3.6;0.8700565505140929;0.8968250328500997;0.8968250328500997;0.8968250328500997
3.0;0.9757912531755693;0.9625796448954199;0.9752732871927088;0.9648191980610951
3.0;0.9691712799847972;0.9640302365220775;0.9639743025725138;0.9673801593256578
5.0;0.9689546767038224;0.9644701985858015;0.9644701985858015;0.9695002483457278
3.5;0.7547692701553325;0.7852853043475374;0.7852853043475374;0.7852853043475374
0.0;0.7470044252453802;0.74771251099306;0.7545632735623281;0.7659697122138602
4.0;0.9301366678277952;0.9109834756594769;0.9109834756594769;0.8882327003223787
4.5;0.9838181699085911;0.9843634747250984;0.9843634747250984;0.9843634747250984
3.0;0.9427131137659105;0.9321475136779553;0.9321475136779553;0.9321475136779553
3.5;0.9393962284566864;0.9307107934392576;0.9307107934392576;0.9307107934392576
4.0;0.9786946857763991;0.9721738426236733;0.9721738426236733;0.9721738426236733
3.0;0.9127573638771828;0.9679597051507056;0.9679597051507056;0.9679597051507056
3.0;0.9229979935999644;0.8748753281093726;0.8921817016611341;0.8748753281093726
3.5;0.9400595507604655;0.9494191097646206;0.9494191097646206;0.9606062184113197
2.5;0.9165532748664534;0.9088735020099685;0.9088735020099685;0.9088735020099685
3.5;0.9292387657462007;0.9599698235682521;0.8947602738017325;0.9599698235682521
3.5;0.8275625080947538;0.8282299252339942;0.8282299252339942;0.8243942753967628
3.0;0.9441272975931404;0.9318385954544067;0.9318385954544067;0.9334549018351069
4.5;0.8231318709683856;0.8116932235083872;0.8116932235083872;0.8116932235083872
2.5;0.7468870877179709;0.8463280604561052;0.7847777743147007;0.8463280604561052
3.5;0.8046450721124556;0.8332108989400698;0.8259456843149094;0.8164267172114072
3.0;0.9468642933388581;0.9335824989465491;0.9432337806306083;0.9335824989465491
2.5;0.9564660383800618;0.9324486199714416;0.9324486199714416;0.9324486199714416
4.0;0.852770706405923;0.8820174559138895;0.8820174559138895;0.8821308705378833
3.5;0.9365835856022926;0.929985205670703;0.929985205670703;0.930276693678445
3.5;0.8561274477508366;0.8335378565579539;0.8335378565579539;0.8421128908332867
3.0;0.9646921729415748;0.9568028893246672;0.9596696282746742;0.9587360603151952
2.5;0.9777129803768471;0.9750802724973407;0.9750802724973407;0.9750802724973407
4.0;0.9560844005673101;0.9430327274316929;0.9430327274316929;0.9430327274316929
3.5;0.8814307400955854;0.8651164227177829;0.8651164227177829;0.9028842455541817
2.5;0.7514606761829594;0.7566639513010656;0.7566639513010656;0.7566639513010656
2.5;0.9612478485100642;0.9516473794558928;0.9516473794558928;0.9516473794558928
5.0;0.9842444759399839;0.9710008122968771;0.9710008122968771;0.9710008122968771
4.25;0.9212077468766369;0.9333820293322741;0.9333820293322741;0.9377671680605149
2.5;0.8607442385326658;0.8793286097669145;0.8793286097669145;0.8793286097669145
2.95;0.9733733668880123;0.968209882369192;0.968209882369192;0.968209882369192
3.0;0.9271078415983783;0.9641309622997696;0.9093400393512624;0.9652668025287374
3.45;0.9862938523955143;0.9825372377785342;0.9825372377785342;0.9825372377785342
2.5;0.9661432234208881;0.9589088313400916;0.9589088313400916;0.9589088313400916
0.5;0.8004211936690845;0.7956489649031148;0.7774766461175215;0.8604851521520994
4.5;0.8743231293073076;0.85938156853799;0.85938156853799;0.85938156853799
2.0;0.8565613057981858;0.8541642261289378;0.8541642261289378;0.8554145702435222
