Human;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none
2.6666666666666665;0.6647318222511901;0.6419704455851177;0.6765351373764563;0.3638770230694815;0.3139670033112892;0.4338609156373124;0.5936134921179724;0.5644207533963164;0.6192987247734466;0.688996352035636;0.668386710824608;0.6962851037748499;0.6647318222511901;0.6419704455851177;0.6765351373764563
1.3333333333333333;0.0944911182523068;0.10482848367219183;0.33166361248332776;0.0944911182523068;0.10482848367219183;0.13245323570650439;0.0944911182523068;0.10482848367219183;0.25713548812427817;0.0944911182523068;0.10482848367219183;0.39174304995253273;0.0944911182523068;0.10482848367219183;0.33166361248332776
4.0;0.5782471469932626;0.601034127174052;0.5262256042272315;0.33333333333333337;0.3481553119113957;0.3077935056255462;0.4861750776993265;0.506883569734505;0.43311213402694915;0.6157556214852259;0.6388567978125924;0.5735856573659226;0.5782471469932626;0.601034127174052;0.5262256042272315
2.6666666666666665;0.5712301125265534;0.5712301125265534;0.5668032030899869;0.223606797749979;0.223606797749979;0.28603877677367767;0.4508212672913743;0.4508212672913743;0.4656198479724288;0.6233252203639165;0.6233252203639165;0.6107299812313938;0.5712301125265535;0.5712301125265535;0.5668032030899869
2.6666666666666665;0.4796255925549267;0.49186061179585416;0.4852420921546039;0.23693955110363693;0.24343224778007383;0.2558408596267325;0.38758432294275963;0.3978990514490088;0.39004729230104157;0.5282443116849035;0.5412696993117446;0.5404848523410574;0.4796255925549268;0.4918606117958543;0.4852420921546039
1.6666666666666667;0.5359109831927011;0.5382073640494471;0.5562647455161844;0.09534625892455924;0.09090909090909091;0.24343224778007383;0.41431048169726276;0.40688699777409987;0.4584730463392346;0.5849297018094338;0.5957264968691816;0.6031173563823606;0.5359109831927011;0.5382073640494471;0.5562647455161844
2.3333333333333335;0.53190281385411;0.53190281385411;0.523746621403232;0.4472135954999579;0.4472135954999579;0.4576043153224295;0.49967559178256304;0.49967559178256304;0.49442501618914036;0.552025348402108;0.552025348402108;0.5447999131059564;0.53190281385411;0.53190281385411;0.523746621403232
1.0;0.18187533463674194;0.18187533463674194;0.2945671466200126;0.0;0.0;0.17149858514250885;0.054188593043260555;0.054188593043260555;0.20843022920619578;0.34278170090651155;0.34278170090651155;0.40339694971864887;0.181875334636742;0.181875334636742;0.2945671466200126
1.6666666666666667;0.6962359299232033;0.6962359299232033;0.6743630679874586;0.4303314829119352;0.4303314829119352;0.4626519455729923;0.6120711086433147;0.6120711086433147;0.6065624427618769;0.7381550400658438;0.7381550400658438;0.7030541424674005;0.6962359299232032;0.6962359299232032;0.6743630679874586
3.0;0.6677650082057018;0.6677650082057018;0.6122798873127728;0.31622776601683794;0.31622776601683794;0.3450327796711771;0.5992169843111507;0.5992169843111507;0.5538335030013801;0.6959613848958046;0.6959613848958046;0.635494763440666;0.6677650082057018;0.6677650082057018;0.6122798873127728
