Human;USE_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;USE_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;USE_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;USE_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
3.5;0.951818453071354;0.9518184506726225;0.9518184506462044;0.897199031526938
2.5;0.8195480441104894;0.8195480342943405;0.819548039150752;0.8195480447386663
3.45;0.7624761501285389;0.762476148222449;0.7624761561664086;0.7624761603059261
4.0;0.893079002218008;0.8930789996902525;0.8930789967846703;0.8956354624098413
3.0;0.41229636076929377;0.41229634490801514;0.41229636444572737;0.424470628485306
2.0;0.5295782435088087;0.5295782512623761;0.5295782516083126;0.5295782641156583
2.5;0.7417479738495043;0.7417479801749518;0.741747985600462;0.7630997826791075
3.0;0.7883446564348758;0.7883446866476329;0.7883446840331512;0.788344673985992
0.0;-0.028837846347811415;-0.028837818205568508;-0.028837871386913717;-0.028837841386930303
2.5;0.54207836785426;0.5420783529549127;0.5420783540984565;0.542078352368208
3.0;0.8516945512564048;0.8516945508438577;0.8516945335842788;0.8516945341606875
0.5;0.2597981393106404;0.2597981250968507;0.25979815478859475;0.32259278724805424
3.0;0.6727185968280018;0.6727185865434252;0.6727185927883699;0.654042408124638
4.1;0.8341400717073003;0.834140064865027;0.8341400488706219;0.8341400671322701
3.5;0.759046378360102;0.7590463839176671;0.7590463711026003;0.7590463623018039
4.0;0.9401156098124303;0.9401156052491111;0.9401156096489017;0.9401156096777602
2.5;0.66757979609949;0.6675797922491791;0.6675797997872681;0.6506108662102226
4.0;0.9539809656468865;0.9539809619673598;0.9539809724162074;0.9523518590038369
4.0;0.9030437380004739;0.9030437300044609;0.9030437350605927;0.8995905321043656
4.1;0.749124493865086;0.7491245209842257;0.7491244819413815;0.7491244792112652
4.0;0.8072205431080723;0.8072205468657251;0.8072205518212782;0.807220550223855
3.0;0.8386623645519546;0.8386623518253663;0.8386623674993604;0.8365895697501069
4.0;0.7638668205939155;0.7638668174870983;0.7638668177246252;0.7638668116185022
3.0;0.868719918082992;0.8687199220874348;0.8687199200654795;0.8687199140954209
4.5;0.9625030254514936;0.9625030079717226;0.9625030053407416;0.9630898488365834
3.5;0.8916160467314048;0.8916160480084271;0.8916160551295025;0.8862734807504528
3.5;0.3056397560919844;0.3056397621881337;0.3056397259402815;0.3056397312224353
3.0;0.8789354709081784;0.8789354942393892;0.8789354831444561;0.8815016657399578
3.5;0.9406250090441153;0.9406250032210204;0.9406250292326506;0.9406250223495186
4.0;0.9851381212684673;0.9851381245800822;0.9851381270074124;0.9853185180429971
4.0;0.9843769354288667;0.9843769340153168;0.9843769432310193;0.9814646063882967
4.0;0.9169348594872379;0.9169348670236825;0.9169348622963218;0.9243521935963975
3.0;0.739447928205352;0.739447922527756;0.7394479225147146;0.7952845877194841
2.5;0.8524565577771025;0.8524565531972399;0.852456552298477;0.8524565365285203
2.5;0.544993180628954;0.5449931619532387;0.5449932028435236;0.5449931853553213
3.0;0.8120148368477071;0.8120148376431041;0.8120148484393329;0.812014836823271
0.0;0.10642923406811791;0.10642922660883629;0.10642923010972329;0.10642922500813226
4.25;0.7652919243314571;0.7652919259216877;0.7652919145649558;0.7652919279556645
3.0;0.6808951275112481;0.6808951255991267;0.6808951123421849;0.6788735907942609
3.0;0.625304706267041;0.6253047168140174;0.6253047037472762;0.6137944593079757
4.0;0.8114758386547771;0.8114758299440673;0.8114758376796696;0.7958154994853291
0.0;0.05119554073396206;0.051195514579498495;0.05119553874159579;0.051308525154471464
3.5;0.5720757943909549;0.572075802803189;0.5720758006490222;0.5720757820034393
1.0;0.32328839745638166;0.32328841948723236;0.32328839408537396;0.3359424908394615
0.0;0.12005139026191855;0.1200513971265998;0.12005137894416915;0.12005138191249297
1.5;0.4896699288182085;0.4896699240799083;0.48966994583271356;0.48966994987198076
3.6;0.6016888573799481;0.6016888336934381;0.601688838180513;0.6016888469766124
3.0;0.8970083782292663;0.8970083770624672;0.8970083857598531;0.9009048395266901
3.0;0.8454084288092352;0.8454084195734091;0.8454084173504675;0.8609790242575677
5.0;0.8907201738816675;0.890720169890675;0.8907201604480203;0.906474534985755
3.5;0.5666672090485114;0.566667264917509;0.5666672330301258;0.566667233092067
0.0;0.247471130304235;0.24747112961986673;0.2474711192680251;0.27854627247095687
4.0;0.6549231276803386;0.6549231200653022;0.654923120996877;0.6241472006124639
4.5;0.94876322526294;0.9487632276772037;0.948763225391929;0.9487632178435109
3.0;0.8095438601799589;0.8095438571316623;0.8095438555519349;0.8095438673437922
3.5;0.8861735139952259;0.8861735228161682;0.8861735059291382;0.8861735207056022
4.0;0.9417283436091288;0.9417283373586468;0.9417283436183875;0.9417283403072962
3.0;0.9118789358931826;0.911878942245098;0.9118789427750627;0.9118789370977125
3.0;0.7536002971494196;0.7536002974197342;0.7536003080600456;0.7536002964792776
3.5;0.8202251322751586;0.8202251368270207;0.8202251525162038;0.8523859890419907
2.5;0.6567909394578314;0.6567909367699846;0.6567909482772952;0.656790942117469
3.5;0.8177308216821223;0.8177308123168308;0.8177308443963776;0.8177308256582754
3.5;0.49247147100956046;0.4924714729338926;0.49247148551860526;0.601236455965901
3.0;0.9224802083348519;0.9224802011545099;0.9224802092884439;0.9194161901131911
4.5;0.6274184132799292;0.6274184122515938;0.6274184212579768;0.6274184247588676
2.5;0.4276234797750113;0.42762349623283064;0.42762349634585767;0.42762346146869534
3.5;0.5925075712867401;0.5925075812939161;0.5925075761882616;0.4516326074196455
3.0;0.7020904242832895;0.7020904285633075;0.7020904241359296;0.7020904097781754
2.5;0.8512637558783765;0.8512637548612595;0.8512637658088117;0.8512637473139885
4.0;0.7860872930104181;0.7860873041973234;0.7860873182210941;0.7741752544749212
3.5;0.8032448834389434;0.803244881905605;0.8032448800435591;0.7298558067744707
3.5;0.39725682645205446;0.397256824202755;0.39725682464191714;0.48257498960441053
3.0;0.7769746207613027;0.7769746338427148;0.7769746257548819;0.8167416956366254
2.5;0.9145228864859446;0.9145228830307289;0.9145228950146749;0.9145228829715459
4.0;0.7343629592464773;0.7343629577701148;0.7343629682518967;0.7343629694118851
