Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLWeightedJiangConrath_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-ctakes
3.5;0.8512568729806494;0.8512568729806494;0.8322446584456145;0.8215838362577491;0.8215838362577491;0.8058229640253802;0.8364259205036834;0.8364259205036834;0.8189704416651303;0.8600152893790315;0.8600152893790315;0.8401963869422481;0.8512568729806494;0.8512568729806494;0.8322446584456145
2.5;0.6945385053356156;0.6945385053356156;0.6945385053356156;0.6227523687795278;0.6227523687795278;0.6227523687795278;0.6597269650039154;0.6597269650039154;0.6597269650039154;0.71581505944733;0.71581505944733;0.71581505944733;0.7411328244972558;0.7411328244972558;0.7411328244972558
3.45;0.6619825354793264;0.6619825354793264;0.6619825354793264;0.5728918992315464;0.5728918992315464;0.5728918992315464;0.6578422833006351;0.6578422833006351;0.6578422833006351;0.6622110014164161;0.6622110014164161;0.6622110014164161;0.6619825354793264;0.6619825354793264;0.6619825354793264
4.0;0.8911418017623701;0.8911418017623701;0.8911418017623701;0.8600732686214939;0.8600732686214939;0.8600732686214939;0.8830656143408875;0.8830656143408875;0.8830656143408875;0.8975924304089206;0.8975924304089206;0.8975924304089206;0.8972142445641591;0.8972142445641591;0.8972142445641591
3.0;0.3464101615137754;0.3464101615137754;0.33541019662496846;0.3464101615137754;0.3464101615137754;0.33541019662496846;0.3464101615137754;0.3464101615137754;0.33541019662496846;0.3464101615137754;0.3464101615137754;0.33541019662496846;0.3464101615137754;0.3464101615137754;0.33541019662496846
2.0;0.5800521967027824;0.5800521967027824;0.5800521967027824;0.42857142857142855;0.42857142857142855;0.42857142857142855;0.5308888440776693;0.5308888440776693;0.5308888440776693;0.6134111565877911;0.6134111565877911;0.6134111565877911;0.6054161500486398;0.6054161500486398;0.6054161500486398
2.5;0.7516152442614803;0.7516152442614803;0.7516152442614803;0.6774581282657174;0.6774581282657174;0.6774581282657174;0.7229958906801058;0.7229958906801058;0.7229958906801058;0.7693455805775434;0.7693455805775434;0.7693455805775434;0.7815939467538902;0.7815939467538902;0.7815939467538902
3.0;0.7526511357478985;0.7526511357478985;0.7526511357478985;0.502518907629606;0.502518907629606;0.502518907629606;0.7190566426597441;0.7190566426597441;0.7190566426597441;0.7661452420359502;0.7661452420359502;0.7661452420359502;0.7903013885939969;0.7903013885939969;0.7903013885939969
0.0;0.36991792446584393;0.36991792446584393;0.36991792446584393;0.29971166621518747;0.29971166621518747;0.29971166621518747;0.35819859558175154;0.35819859558175154;0.35819859558175154;0.37196863986452205;0.37196863986452205;0.37196863986452205;0.36991792446584393;0.36991792446584393;0.36991792446584393
2.5;0.8512255360606443;0.8512255360606443;0.8512255360606443;0.5720775535473553;0.5720775535473553;0.5720775535473553;0.7790038189082376;0.7790038189082376;0.7790038189082376;0.8955243359728928;0.8955243359728928;0.8955243359728928;0.8822450463574514;0.8822450463574514;0.8822450463574514
3.0;0.9545424072041568;0.9545424072041568;0.9545424072041568;0.9285714285714286;0.9285714285714286;0.9285714285714286;0.9447422701738222;0.9447422701738222;0.9447422701738222;0.9585799586701171;0.9585799586701171;0.9585799586701171;0.9545424072041568;0.9545424072041568;0.9545424072041568
0.5;0.3439477716239314;0.3940597877123925;0.3940597877123925;0.2946278254943948;0.3464101615137755;0.3464101615137755;0.32242563500637167;0.37344724431324716;0.37344724431324716;0.35492610096295846;0.4044379465857062;0.4044379465857062;0.3439477716239314;0.3940597877123925;0.3940597877123925
3.0;0.6333118692784048;0.6333118692784048;0.6333118692784048;0.4743416490252569;0.4743416490252569;0.4743416490252569;0.5857893922824627;0.5857893922824627;0.5857893922824627;0.6697651613069608;0.6697651613069608;0.6697651613069608;0.6623281244171485;0.6623281244171485;0.6623281244171485
4.1;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699
3.5;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054
