Human;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_WuPalmerFast_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_WuPalmerFast_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_WuPalmerFast_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_WuPalmerFast_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_Lin_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_Lin_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_Lin_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_Lin_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.6488522326543678;0.6765351373764563;0.6627126469083024;0.6765351373764563;0.45515888370633883;0.4338609156373124;0.4405190168937057;0.4338609156373124;0.6050418306090453;0.6192987247734466;0.6100209379668966;0.6192987247734466;0.660613515601728;0.6872415349442337;0.6724358530866281;0.6872415349442337;0.6237516169645805;0.642418495782025;0.6312952515173104;0.642418495782025;0.6635789458602134;0.6962851037748499;0.6809633171694442;0.6962851037748499
1.3333333333333333;0.41099851082728234;0.33166361248332776;0.3467784417027175;0.33166361248332776;0.2585438449975096;0.13245323570650439;0.1732050807568877;0.13245323570650439;0.35366379938873127;0.25713548812427817;0.2814064496699391;0.25713548812427817;0.41738606410157153;0.3401794315181613;0.3543021910982753;0.3401794315181613;0.37833097275741906;0.28933970699800765;0.30958032182039213;0.28933970699800765;0.4578243521638332;0.39174304995253273;0.4002306583606707;0.39174304995253273
4.0;0.5357874897885899;0.5262256042272315;0.5262256042272315;0.5262256042272315;0.33371190623595726;0.3077935056255462;0.3077935056255462;0.3077935056255462;0.4497908830821664;0.43311213402694915;0.43311213402694915;0.43311213402694915;0.551688797361299;0.5435038291776835;0.5435038291776835;0.5435038291776835;0.4957964048868295;0.4828940532677254;0.4828940532677254;0.4828940532677254;0.579513124230034;0.5735856573659226;0.5735856573659226;0.5735856573659226
2.6666666666666665;0.5516916219811305;0.5668032030899869;0.5445463210853582;0.5668032030899869;0.3344968040028363;0.28603877677367767;0.27386127875258304;0.28603877677367767;0.4624388270112574;0.4656198479724288;0.44646464233355915;0.4656198479724288;0.5988348425628833;0.6175919601157741;0.594771230693308;0.6175919601157741;0.5227122748700627;0.5407515676369125;0.5191686075285064;0.5407515676369125;0.5932991047509337;0.6107299812313938;0.5873844627029204;0.6107299812313938
2.6666666666666665;0.4913037729050834;0.4852420921546039;0.4654917667654729;0.4852420921546039;0.3019405424385589;0.2558408596267325;0.24494897427831783;0.2558408596267325;0.41382075805795315;0.39004729230104157;0.3737855399122238;0.39004729230104157;0.4583882573603037;0.44084678615468476;0.42295963348094645;0.44084678615468476;0.40452752321456964;0.37630498854144356;0.36070195177157327;0.37630498854144356;0.5365998502781262;0.5404848523410574;0.5189880617977243;0.5404848523410574
1.6666666666666667;0.6361093490998415;0.5562647455161844;0.6001365876633442;0.5562647455161844;0.3912927904356147;0.24343224778007383;0.32539568672798425;0.24343224778007383;0.5600000309953643;0.4584730463392346;0.5144956276003632;0.4584730463392346;0.6528182977456232;0.5788226778294489;0.6193855660429143;0.5788226778294489;0.5991709686247615;0.509420941885966;0.5588191719658088;0.509420941885966;0.6727119299559071;0.6031173563823606;0.6412601534430149;0.6031173563823606
2.3333333333333335;0.5381238690734882;0.523746621403232;0.523746621403232;0.523746621403232;0.47809144373375745;0.4576043153224295;0.4576043153224295;0.4576043153224295;0.5115708739624829;0.49442501618914036;0.49442501618914036;0.49442501618914036;0.5280339721801975;0.5125217442261175;0.5125217442261175;0.5125217442261175;0.5212563788756729;0.505103601806623;0.505103601806623;0.505103601806623;0.5571299528599201;0.5447999131059564;0.5447999131059564;0.5447999131059564
1.0;0.2994303527703512;0.2945671466200126;0.2788056034504627;0.2945671466200126;0.20025046972870353;0.17149858514250885;0.16222142113076254;0.17149858514250885;0.23071956305263489;0.20843022920619578;0.19717060006869003;0.20843022920619578;0.3059194251823953;0.29923230868898;0.28343013103902226;0.29923230868898;0.23670695472004594;0.21723202990226465;0.2054959606395871;0.21723202990226465;0.3844180169802006;0.40339694971864887;0.38229617630274193;0.40339694971864887
1.6666666666666667;0.6296708630473563;0.6743630679874586;0.6242455946210449;0.6743630679874586;0.4466625002869187;0.4626519455729923;0.42700841014689905;0.4626519455729923;0.5706287812919328;0.6065624427618769;0.5606589675699875;0.6065624427618769;0.6471606513605124;0.6939530343500636;0.6430382285159761;0.6939530343500636;0.6085589620432136;0.6503550514392974;0.6015200086085936;0.6503550514392974;0.6548806998829239;0.7030541424674005;0.6513389194660469;0.7030541424674005
3.0;0.5611310641829399;0.6122798873127728;0.5775462705733136;0.6122798873127728;0.36514837167011077;0.3450327796711771;0.3241018617760822;0.3450327796711771;0.5059656823496027;0.5538335030013801;0.5216064972700203;0.5538335030013801;0.5471490964834238;0.5974328814160978;0.5627733727578823;0.5974328814160978;0.5191380363695012;0.5789317402093331;0.5457412010166429;0.5789317402093331;0.5840365871118751;0.635494763440666;0.5999009588971638;0.635494763440666
