Human;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-user_cf-default_ner-none_Sum
3.5;0.9982663625434357;0.9950485251480893;0.9952568434763459;0.9950485251480893;0.9985749517404753;0.9931519972349448;0.9990382068976985;0.9931519972349448
2.5;0.9632750837628942;0.9674034213526823;0.9766879317468564;0.9674034213526823;0.9722084078420075;0.9604435633174666;0.9871402142411267;0.9604435633174666
3.45;0.968028463524189;0.9855632325658155;0.9804669443016084;0.9855632325658155;0.9875978976574813;0.9842885768403348;0.9952892457442859;0.9842885768403348
4.0;0.9910552381226901;0.9921486384104228;0.9868089483215665;0.9921486384104228;0.9954794409939514;0.9921720272631095;0.994138246122512;0.9921720272631095
3.0;0.9667693390105521;0.9594017268913076;0.9545600666172228;0.9594017268913076;0.9685316092114395;0.9588374052508559;0.9569714737858727;0.9588374052508559
2.0;0.9443568940514275;0.9295641180833997;0.9480263724002981;0.9295641180833997;0.9809016652349168;0.9296897926734865;0.982776235953284;0.9296897926734865
2.5;0.9782221086805672;0.9857907978114796;0.9713707228901027;0.9857907978114796;0.9869566167912158;0.9858046258998666;0.9859341636388117;0.9858046258998666
3.0;0.9407741959472259;0.9539633954734867;0.9588996984831041;0.9539633954734867;0.7434923447195425;0.8459949477288173;0.7923379958260012;0.8459949477288173
0.0;0.8671767317024293;0.9166389413076609;0.8876494327199204;0.9166389413076609;0.8262964781567254;0.8971867995192835;0.8064142065704014;0.8971867995192835
2.5;0.9493107001758899;0.8914827480689018;0.941915670216109;0.8914827480689018;0.9237521892718696;0.8543114312715016;0.9208375969572782;0.8543114312715016
3.0;0.9792640063898098;0.9886734919318275;0.9762257666170889;0.9886734919318275;0.9801187873404337;0.9896073700687461;0.9769367683610826;0.9896073700687461
0.5;0.888445367420678;0.9431873827408463;0.8956493809643838;0.9431873827408463;0.9367323773182742;0.9460009382614549;0.9516471329995884;0.9460009382614549
3.0;0.9637400678478201;0.9726360774339984;0.9669754717905729;0.9726360774339984;0.9128186739626835;0.9605393159090629;0.9023807676288985;0.9605393159090629
4.1;0.9677753836914129;0.9867688566280276;0.973983551549934;0.9867688566280276;0.967673183867719;0.9855035558129556;0.9722516787456625;0.9855035558129556
3.5;0.9747072254276835;0.9861474407265736;0.980578742725724;0.9861474407265736;0.8224964008578581;0.937338078972618;0.8021240014779093;0.937338078972618
4.0;0.9905487568206284;0.9958564067338949;0.9964148543701249;0.9958564067338949;0.9870481421613593;0.9886684616018351;0.9842502551059331;0.9886684616018351
2.5;0.9726610312676128;0.9758977080124472;0.9782326201062379;0.9758977080124472;0.9818499420198766;0.9575470458132768;0.9894473022477422;0.9575470458132768
4.0;0.9967595159494116;0.9976426461062406;0.994612659163861;0.9976426461062406;0.9991577502867608;0.9928006634615001;0.999089434846095;0.9928006634615001
4.0;0.9737422859671739;0.9932654418195715;0.9781914891902721;0.9932654418195715;0.9827381261972591;0.9916649546785566;0.9926200089472352;0.9916649546785566
4.1;0.9651739916751495;0.9881034785860494;0.9689394839590468;0.9881034785860494;0.963689039825568;0.9866958930883319;0.9651055749615844;0.9866958930883319
4.0;0.991556913927224;0.9775840647781905;0.9896129917640908;0.9775840647781905;0.8179329481965172;0.9342724873989812;0.8438892812078495;0.9342724873989812
3.0;0.9730689554669469;0.9915022402392548;0.96735519664479;0.9915022402392548;0.9922387501119848;0.9645946952167587;0.993988661152881;0.9645946952167587
4.0;0.9690030658140953;0.9806697141909061;0.9690803252248011;0.9806697141909061;0.9180615188257294;0.9701033046676287;0.8625986353952619;0.9701033046676287
3.0;0.9631479318923365;0.9588269171799958;0.9658225568312854;0.9588269171799958;0.9525644034711117;0.9471335808167051;0.9600756004036141;0.9471335808167051
4.5;0.9955813483681366;0.9962705462083066;0.9959819697536701;0.9962705462083066;0.9975006929295244;0.996051208758167;0.9976146717545774;0.996051208758167
3.5;0.9747030227541346;0.9773141652952004;0.9818560399918785;0.9773141652952004;0.97096814117104;0.9732005065285091;0.9809509928196762;0.9732005065285091
3.5;0.8968682405626608;0.9230344102262102;0.8678455798076748;0.9230344102262102;0.8473726520619743;0.9055274122107169;0.8024544510938983;0.9055274122107169
3.0;0.9831091321812508;0.9906675296039564;0.9836382727231899;0.9906675296039564;0.995235117313781;0.9927850688439144;0.9962151758091817;0.9927850688439144
3.5;0.988258392550963;0.9964783754343788;0.9870102716119469;0.9964783754343788;0.9953626658328514;0.9932343426113057;0.9969593088591678;0.9932343426113057
4.0;0.9980414410084175;0.999236437651399;0.9952656961177396;0.999236437651399;0.9444594955218113;0.9971831228172874;0.9502465937480467;0.9971831228172874
4.0;0.9969237193066482;0.9987384154152631;0.9931790706712555;0.9987384154152631;0.9979577531378223;0.9972505606856049;0.9979276091848864;0.9972505606856049
4.0;0.998712106927428;0.9970713328471045;0.9992917975051648;0.9970713328471045;0.9995005182310559;0.9959744729038376;0.9997723985280801;0.9959744729038376
3.0;0.9571065746257174;0.9671721451498512;0.9700953667101738;0.9671721451498512;0.9937809603505622;0.9831110681716161;0.9968571846693259;0.9831110681716161
2.5;0.9729649574392479;0.9875974972245134;0.9729056861791892;0.9875974972245134;0.9687971768156938;0.9729780102869017;0.9718915279148909;0.9729780102869017
2.5;0.9560242719047799;0.976702137719704;0.9412879675122416;0.976702137719704;0.8901038112850529;0.9683865303634889;0.8523099147502036;0.9683865303634889
3.0;0.9730304646304657;0.978567218879014;0.9781719466673182;0.978567218879014;0.8121052008915236;0.9268174382280645;0.7601141800755443;0.9268174382280645
0.0;0.8304853017392905;0.8356237273597426;0.8734218658255396;0.8356237273597426;0.7535184959784801;0.8042517477753238;0.7676448434365851;0.8042517477753238
4.25;0.9726778887602204;0.9874503167450688;0.9756977162292746;0.9874503167450688;0.972244533935627;0.9863431162133786;0.9749629975458174;0.9863431162133786
3.0;0.9350248702235969;0.9474334783172034;0.9282944555631618;0.9474334783172034;0.9857798086762225;0.9488725633439005;0.9861142457318287;0.9488725633439005
3.0;0.9636814400639199;0.9529189943109201;0.9647648236192433;0.9529189943109201;0.9663045514432099;0.9412700795794464;0.9756489898682301;0.9412700795794464
4.0;0.9517106124312695;0.9583418109703895;0.9573697290358492;0.9583418109703895;0.7766691766705329;0.8814655711285394;0.7107405955164622;0.8814655711285394
0.0;0.8637115619552674;0.9240304718356882;0.8964014012802948;0.9240304718356882;0.8074769164724517;0.9003903691285465;0.7928326750676796;0.9003903691285465
3.5;0.9465603668351096;0.9742811373995283;0.9413327048714855;0.9742811373995283;0.9415565435600398;0.9677647037023537;0.9226771516014917;0.9677647037023537
1.0;0.8711369857067278;0.9265117376503139;0.8725674522515681;0.9265117376503139;0.8923559887674707;0.8759620713113573;0.9330762592809343;0.8759620713113573
0.0;0.8688788941038593;0.9062741259258312;0.8871021105873004;0.9062741259258312;0.855283688102812;0.8877445249302498;0.8738607936118916;0.8877445249302498
1.5;0.9416723242842897;0.9475032134669416;0.9384793568145285;0.9475032134669416;0.8914283019285171;0.9153460661716099;0.9203061802593571;0.9153460661716099
3.6;0.9361564297042737;0.9696125846896129;0.9458902270966772;0.9696125846896129;0.9339988671200306;0.9662270996536341;0.9412735395781082;0.9662270996536341
3.0;0.9723589161860011;0.9792214157978035;0.9730317498420085;0.9792214157978035;0.8748497392140957;0.9683018398087925;0.9065104101072617;0.9683018398087925
3.0;0.9840146493766825;0.9785665820706874;0.9819456756072181;0.9785665820706874;0.9878350572068333;0.9723344302047496;0.9893785206087647;0.9723344302047496
5.0;0.9831021137978253;0.9932387474110046;0.9847187309222756;0.9932387474110046;0.9735209264489064;0.9922491906474661;0.979416062111946;0.9922491906474661
3.5;0.9588602865220633;0.9662502628352505;0.9626637986211342;0.9662502628352505;0.9187249822552649;0.9591793913152786;0.8917271398190524;0.9591793913152786
0.0;0.8828594300840066;0.9150070263116479;0.8906195016451457;0.9150070263116479;0.9453328098399156;0.9195553267112588;0.9677265365927488;0.9195553267112588
4.0;0.941055074496964;0.9523453371252644;0.9362408289272394;0.9523453371252644;0.9030182489244472;0.9524463243132041;0.8584611542374335;0.9524463243132041
4.5;0.9969547840980947;0.993560399869161;0.9918062795510367;0.993560399869161;0.9789666171487751;0.9831146107060363;0.9713660382247692;0.9831146107060363
3.0;0.9663622687282214;0.9861402727685764;0.9621869605784477;0.9861402727685764;0.9745344266001246;0.9810708987391784;0.9841497432552512;0.9810708987391784
3.5;0.9855129445225855;0.9899534757504923;0.9882878483040414;0.9899534757504923;0.9357306444857505;0.9862902142400644;0.9024682867056446;0.9862902142400644
4.0;0.9838970343654486;0.9917584242528035;0.9880505315567155;0.9917584242528035;0.9844969781509871;0.9883685397353866;0.9920929242231399;0.9883685397353866
3.0;0.9851353243310885;0.9779618582065132;0.9845221287597544;0.9779618582065132;0.9951441062700426;0.9743823517261938;0.9939451981726226;0.9743823517261938
3.0;0.9583290893043711;0.9681818771051254;0.9688752705156086;0.9681818771051254;0.982460082015806;0.9681903142949995;0.9897104765843638;0.9681903142949995
3.5;0.9624704147560202;0.9708904756160208;0.9821560579728323;0.9708904756160208;0.9592552509741925;0.9664379162278942;0.9796445078487467;0.9664379162278942
2.5;0.9404563057725344;0.9528066148831427;0.9339879260733002;0.9528066148831427;0.9756180173485305;0.9545381248212931;0.973172073116477;0.9545381248212931
3.5;0.9692779916372625;0.9916188818163926;0.9814584278557428;0.9916188818163926;0.9689596835201574;0.9904029559144721;0.981018424454257;0.9904029559144721
3.5;0.916818113178309;0.9571483549921698;0.8990715942066486;0.9571483549921698;0.8736542901977028;0.9436760107908924;0.8664507085421213;0.9436760107908924
3.0;0.9669009298029501;0.9826601069181676;0.9674376958261528;0.9826601069181676;0.9847504103469674;0.982488686015007;0.9862490239488053;0.982488686015007
4.5;0.9467771057760187;0.9588147522089611;0.9517180739844431;0.9588147522089611;0.8353987478119377;0.9269239935772883;0.8628034019262798;0.9269239935772883
2.5;0.9274407294261946;0.9584934704432281;0.9341747228406555;0.9584934704432281;0.8342020762396201;0.9495191854609788;0.8141455658190402;0.9495191854609788
3.5;0.9315259591394457;0.936984918308272;0.9368881055249447;0.936984918308272;0.9245183923268071;0.9297613879582394;0.9300312361759746;0.9297613879582394
3.0;0.9739692560250346;0.9823316073079534;0.9781491971172029;0.9823316073079534;0.9890077527847135;0.9809724498123181;0.9911081485855928;0.9809724498123181
2.5;0.9602455050251143;0.9795963320561443;0.9519241700003429;0.9795963320561443;0.9678117248408454;0.9704310204359012;0.9656186455306768;0.9704310204359012
4.0;0.972035161056058;0.9740628113316271;0.963264529068426;0.9740628113316271;0.7485855948853586;0.8515160443619431;0.7066145488952051;0.8515160443619431
3.5;0.9746370726751297;0.9888417351645565;0.9728777588973603;0.9888417351645565;0.96916240551079;0.9891116156609263;0.9680856281485268;0.9891116156609263
3.5;0.9470347369698683;0.953096793040837;0.9413441397500869;0.953096793040837;0.8824654047070636;0.9498221794010729;0.8551489033507718;0.9498221794010729
3.0;0.9797200985428259;0.9878466781044557;0.9724965619672685;0.9878466781044557;0.9905614606244079;0.9879366103419309;0.9880420972427515;0.9879366103419309
