Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Sum;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Sum;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Sum;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum
3.5;0.9808522976460314;0.9872771200957379;0.9816207737449786;0.995725965368544;0.9820837976049783;0.9862446768768951;0.9834921136925463;0.9879296188966564
2.5;0.9582039975864715;0.971883201536337;0.971883201536337;0.971883201536337;0.9310536402258843;0.9545715003086238;0.9545715003086238;0.9545715003086238
3.45;0.9926002189915828;0.9880742074963252;0.9880742074963252;0.9880742074963252;0.9654119535506983;0.9648965523946291;0.9648965523946291;0.9648965523946291
4.0;0.9933955792923939;0.9936996743028526;0.9927010613566829;0.9936996743028526;0.9884193575758672;0.9886954640648971;0.9875023668793278;0.9886954640648971
3.0;0.9621089133688333;0.9619425825027162;0.9619425825027162;0.9635901374614008;0.9267396204085854;0.9248525808106784;0.9248525808106784;0.9277580088737996
2.0;0.9446293930899093;0.9411895707742258;0.9411895707742258;0.9411895707742258;0.8978169176847038;0.8959072442408512;0.8959072442408512;0.8959072442408512
2.5;0.9901533411267166;0.9880535101533444;0.9873964700369129;0.9880535101533444;0.9811942498235225;0.9792770495671917;0.9786485591796384;0.9792770495671917
3.0;0.9468001731843305;0.9577274333728417;0.9577274333728417;0.9577274333728417;0.9183037334171454;0.9255261500610087;0.9255261500610087;0.9255261500610087
0.0;0.9470787265203177;0.9408406150148314;0.9408406150148314;0.9408406150148314;0.8956372877796939;0.8737615513685929;0.8737615513685929;0.8737615513685929
2.5;0.934844526519245;0.8887442335606246;0.8887442335606246;0.8887442335606246;0.9184375679327593;0.8826099316533016;0.8826099316533016;0.8826099316533016
3.0;0.9863507584971715;0.9899131242075355;0.9899131242075355;0.9899131242075355;0.9816953208749521;0.9865953863380745;0.9865953863380745;0.9865953863380745
0.5;0.9592934187363649;0.9510627798984036;0.9510627798984036;0.9510627798984036;0.899177069019494;0.8913106400229598;0.8913106400229598;0.8913106400229598
3.0;0.981837844615546;0.9784233687014776;0.9806026550815417;0.9784233687014776;0.9619465181967466;0.9602126365667008;0.9605038655797276;0.9602126365667008
4.1;0.9894356156320442;0.9921533433679197;0.9921533433679197;0.9921533433679197;0.9800640648554386;0.986747108878154;0.986747108878154;0.986747108878154
3.5;0.9828950935125872;0.9868410135594925;0.9868410135594925;0.9868410135594925;0.9419978810363285;0.9618092018746386;0.9618092018746386;0.9618092018746386
4.0;0.993622782324057;0.9968998811119328;0.9968998811119328;0.9968998811119328;0.989009467768779;0.9944614589241942;0.9944614589241942;0.9944614589241942
2.5;0.9788580850937643;0.979135845611503;0.979135845611503;0.979135845611503;0.9612543481634857;0.9617335436293215;0.9617335436293215;0.9617335436293215
4.0;0.9973503192528804;0.9978705202471286;0.9978705202471286;0.9979396119944773;0.9922401649042151;0.9938857128420074;0.9938857128420074;0.9941874467776839
4.0;0.9932569319667599;0.9937775584386457;0.9937775584386457;0.9945043680813141;0.9853657568146271;0.987912531692715;0.987912531692715;0.9881713234191113
4.1;0.9879667656142831;0.9916354051054882;0.9916354051054882;0.9916354051054882;0.9681393403109002;0.9775816462111945;0.9775816462111945;0.9775816462111945
4.0;0.9926205872986344;0.9811594855397271;0.9811594855397271;0.9811594855397271;0.983499021375994;0.9682513290802289;0.9682513290802289;0.9682513290802289
3.0;0.989366966231563;0.9922710474607731;0.9922710474607731;0.9929146555804703;0.9786950600920977;0.9838224519033899;0.9838224519033899;0.9847016583126441
4.0;0.9827369469401802;0.9862116460222015;0.9862116460222015;0.9862116460222015;0.9678641851715848;0.9770715482978352;0.9770715482978352;0.9770715482978352
3.0;0.9864016228550359;0.9621476729039787;0.9621476729039787;0.9621476729039787;0.9756260781157894;0.9567364357782132;0.9567364357782132;0.9567364357782132
