Human;oubiobert-base-uncasedoubiobert-base-uncased_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;oubiobert-base-uncasedoubiobert-base-uncased_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;oubiobert-base-uncasedoubiobert-base-uncased_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;scibert_scivocab_uncased_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;scibert_scivocab_uncased_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;scibert_scivocab_uncased_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstractpubmedbert-base-uncased-abstract_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstractpubmedbert-base-uncased-abstract_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstractpubmedbert-base-uncased-abstract_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstract-fulltextpubmedbert-base-uncased-abstract-fulltext_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstract-fulltextpubmedbert-base-uncased-abstract-fulltext_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstract-fulltextpubmedbert-base-uncased-abstract-fulltext_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.0_pubmed_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.0_pubmed_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.0_pubmed_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.0_pmc_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.0_pmc_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.0_pmc_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.0_pubmed_pmc_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.0_pubmed_pmc_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.0_pubmed_pmc_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;bio+clinicalbert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;bio+clinicalbert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;bio+clinicalbert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;bio+dischargesummarybert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;bio+dischargesummarybert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;bio+dischargesummarybert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;clinicalbert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;clinicalbert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;clinicalbert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;dischargesummarybert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;dischargesummarybert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;dischargesummarybert_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_large_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_large_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none;biobert_large_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-user_cf-default_ner-none
4.0;0.759024734148299;0.7554987594336506;0.7910883861102849;0.8936394282207245;0.877127470164922;0.9170844280795859;0.9713422825889786;0.9692452532601596;0.9700414986489452;0.9624007641376902;0.96007330816396;0.9723725135146131;0.9416600900418205;0.9445654531424891;0.9627738598341244;0.950507505585372;0.9490722513333848;0.9627268105136021;0.9465401477165253;0.943522811184967;0.9572438488098804;0.9074641766925683;0.8994363156252315;0.9097172018377687;0.9080040048335348;0.9095406359511365;0.9457713189352625;0.8466738604850635;0.8501676419511219;0.8766082362923631;0.9092302853694098;0.9067412515206066;0.9495186112539036;0.954466936016109;0.9692047748607838;0.9783576000652455;0.9623648914573862;0.9626584043076355;0.9781072388632019;0.9590881048384496;0.9646924015325694;0.9811860917424897;0.9602288792171108;0.9633039356616134;0.9841680412921614;0.8695248493734365;0.8719865810098181;0.9382561660055591;0.9422507639433475;0.9400590196901509;0.9392280051763865
3.0;0.881470504816054;0.8652966021987732;0.8474985143047342;0.9288675481035467;0.9389388453971994;0.9295886784263823;0.9889870016067734;0.9872348514745226;0.9861915236816748;0.9872983462600643;0.98569234748564;0.9864620666385636;0.9392384086466464;0.9389579641772444;0.9521092260957612;0.9575929106258201;0.9559484176133548;0.9504284520946805;0.9534929942850143;0.953597406657619;0.950323561964451;0.8914024569038492;0.9050511178138555;0.8979345603080184;0.9108964031257428;0.9135821079082689;0.9268189351171615;0.9063138043793696;0.9140235927795569;0.8847781029161907;0.9364910997421212;0.9360634168538763;0.9284417457487523;0.9432764715454076;0.9621718547429373;0.9733922170002143;0.9603597222605134;0.9511917015204919;0.9762303706335754;0.9521946897810037;0.9586680990214821;0.9754472912191361;0.9593840134013063;0.963053305883912;0.9740397312785931;0.9123890002603873;0.9282629387409319;0.9369706889127675;0.965329386049036;0.9683582803227151;0.948648121406946
2.2;0.841283534754038;0.8323041867610775;0.8068568112985506;0.9231500046380524;0.9185364111491219;0.9084405169214017;0.9788206081308362;0.9789210140515281;0.9696285860021497;0.9756192496319591;0.9751931392304515;0.9836827272698158;0.9349578647062338;0.9328405613014357;0.9544068443966113;0.9490997841693415;0.9464496649038624;0.9423480518953131;0.9399042726388077;0.9379637582426928;0.947969745687231;0.894265177033855;0.8953337947356793;0.8826749530638638;0.9289700701625888;0.9251868793025642;0.9291037917217047;0.8281088298073069;0.8230230483578826;0.8117993618883153;0.9066206531846623;0.9063818504379982;0.9148388147180129;0.9326435811783877;0.9464755362969426;0.9715806667289391;0.957354354430883;0.9461698363056408;0.9725213521229262;0.9471768428055052;0.9487232968551915;0.9733569197083024;0.9398537053347729;0.9442873594639287;0.9758233500333403;0.9064969461618504;0.9026367275291235;0.9344554369850735;0.9716965313771242;0.9689493708248742;0.930163992786701
3.2;0.9102302029647169;0.9206819449175377;0.9259344683688547;0.9481193785494216;0.946720797627403;0.9387091493074087;0.9936547487592639;0.993765662725445;0.991373302051931;0.9888598727078334;0.9888915771521305;0.9915190583599406;0.9576207386432025;0.9655710964912703;0.9572012911019753;0.9778157864910796;0.9842057074381653;0.9705329303998964;0.974281294644861;0.9814827114239191;0.9619008974301866;0.9525940768184492;0.9515992804396695;0.907732243792767;0.951679102893411;0.945047995361906;0.9413195336132021;0.9185486356346407;0.9132255777373456;0.8661443173792107;0.9288901549273697;0.92896568120424;0.9431946400277303;0.9844221575497095;0.9891389611386431;0.984523613970301;0.9885836394218256;0.9897459631924941;0.9805060597436481;0.9896181062594731;0.9892132857505099;0.9850892750877048;0.9892062139102867;0.989706734949658;0.9846363005591783;0.9635373156100586;0.9742881288480594;0.9510371945086702;0.982834159813315;0.982740757144183;0.9544238321640337
3.2;0.8803916230787321;0.8803916230787321;0.8070543382465161;0.9366434803409945;0.9366434803409945;0.9544226217922082;0.9892005582752524;0.9892005582752524;0.9817091481738873;0.9862209032164115;0.9862209032164115;0.988291714734328;0.9717998974890371;0.9717998974890371;0.9747379238999145;0.9658097030407056;0.9658097030407056;0.9763387188744689;0.9651353267115913;0.9651353267115913;0.9764187996769425;0.9074487869712388;0.9074487869712388;0.92051205704003;0.9146011512501142;0.9146011512501142;0.9248741065601692;0.9054145961244902;0.9054145961244902;0.8672964567768994;0.9090981013775284;0.9090981013775284;0.925946578535701;0.9764743376613726;0.9827863275815435;0.9822428251024299;0.9788474475346222;0.980997721520169;0.9787880569645067;0.9804304976515714;0.980734486732553;0.9809578859192422;0.9769635022485663;0.9808006866187106;0.9810044705421221;0.93630784621229;0.93630784621229;0.9631236114129827;0.9541611625226688;0.9541611625226688;0.9422253121647021
3.2;0.8862807564685065;0.8862807564685065;0.8735891756759984;0.9494714225461492;0.9494714225461492;0.945512855806212;0.9879582975863085;0.9879582975863085;0.9809864694906223;0.9829117429431705;0.9829117429431705;0.9888571516579662;0.9712948153918906;0.9712948153918906;0.9558742612004716;0.9674698897637595;0.9674698897637595;0.9715683314526833;0.9654419656759885;0.9654419656759885;0.9620987543499752;0.927022155084464;0.927022155084464;0.9420501058136219;0.9359609697156392;0.9359609697156392;0.9463009462949264;0.9205944823860928;0.9205944823860928;0.8434411265418197;0.9527286353658988;0.9527286353658988;0.945380340119832;0.9639582141396775;0.9730919855696063;0.9698238566098631;0.9724278374004797;0.9747103148494718;0.9713193370776196;0.9709801837316239;0.9757524969375347;0.9760558433048778;0.9710200755018551;0.9727039835241588;0.9750371747314214;0.9451381237117414;0.9451381237117414;0.935340562067076;0.972580403321216;0.972580403321216;0.9709299031047282
1.4;0.7860858493777334;0.7860858493777334;0.6997608827952561;0.8909370693604304;0.8909370693604304;0.8973560590243002;0.973417414559889;0.973417414559889;0.9626488900844419;0.9654684694839029;0.9654684694839029;0.9635377600632097;0.9163583617906913;0.9163583617906913;0.9253824849361493;0.9301493832341734;0.9301493832341734;0.9478398310868704;0.9346195784248087;0.9346195784248087;0.9336366311991525;0.8037758863062155;0.8037758863062155;0.831723522842095;0.8553725976043467;0.8553725976043467;0.9025432296885498;0.8017193828467427;0.8017193828467427;0.7886267160347894;0.8970961694117029;0.8970961694117029;0.8929158775708326;0.8839660163310582;0.9176943040647586;0.9485060271440027;0.9206734839801084;0.9137698330167062;0.949445628978907;0.9122849380765399;0.9163173942907239;0.9428545550189706;0.9042467198458417;0.9231961840230601;0.9545777277230179;0.8481514566926766;0.8481514566926766;0.8808111580495863;0.9522882326621408;0.9522882326621408;0.9322557133762481
3.0;0.8969486954959123;0.8753325110382073;0.8216044107421564;0.9610922359071262;0.9567997270660573;0.9532841188083686;0.9832625331670856;0.9849083845641279;0.9656277048017357;0.9772197540193632;0.9804567711836318;0.9802189435915233;0.9748954746176962;0.9785594172327677;0.961798183009135;0.9809359390961869;0.975848457077196;0.9652390916498993;0.9791880715459165;0.9743725547629303;0.9615039827411311;0.9241753529644681;0.911047789816238;0.9149872537947015;0.9102353915159255;0.9126358274521177;0.9213221922824922;0.8742504647746143;0.8585470982165206;0.8886704439606545;0.858948013794315;0.8724572355981232;0.8764718791001265;0.966988777447564;0.9767504434013248;0.9773635245698442;0.9720755989088136;0.9718951332008825;0.9787453236430375;0.9661118488971208;0.9738378760394087;0.9791430172686459;0.9713994153382118;0.9754843475245721;0.9777536015904874;0.9549283186537058;0.9566532673929931;0.9336792752872048;0.9651363523611229;0.9619122882117443;0.9499753018644713
1.4;0.8641518194450927;0.8658750699823493;0.7978259626531645;0.9363568427099075;0.9410627020881158;0.911097862451477;0.9836790987944931;0.9834005108133833;0.9609096295668531;0.9756437297027216;0.9772026871887807;0.977351184967494;0.955547306622631;0.9546513176272124;0.9386323161514671;0.9630055647762273;0.9647265860794964;0.9529445606444689;0.945225240877185;0.9537450974186381;0.9441269598382624;0.9100835213044138;0.8984948029044191;0.8636228971565223;0.9383175288948601;0.9262777237049599;0.9048631655087934;0.8845501524045565;0.8816883888265156;0.811305533530358;0.9335724389378752;0.9400126502066866;0.8907545864006864;0.9570057157399982;0.9718428362181911;0.9713294925650692;0.965858032370738;0.9746905548553265;0.9705191201500881;0.9717076211567663;0.9742700627166466;0.9719021666056126;0.9648789710250967;0.9735600344393457;0.970762680712649;0.9443650862942271;0.941329866499463;0.9133963938840872;0.9138364129690377;0.9131542159527768;0.8852781642239225
3.0;0.8929696513069544;0.8947015606554352;0.8910403822923001;0.9408076273472087;0.947713355294387;0.9183424625919637;0.9886229600124004;0.988009066437034;0.9838587298964192;0.9794900018378657;0.9803714942291143;0.9895599250735359;0.9704347267826802;0.9726597638305964;0.9386635901275768;0.9764659324505928;0.9756046177345737;0.953364881449139;0.9718712879994577;0.9705225833918476;0.9502837325298173;0.9145492213969441;0.913687603487268;0.8642545948057471;0.9314060184739471;0.9218521310533921;0.9223916939087577;0.9179761430769917;0.9327895413430907;0.8293881790260517;0.9334602166626942;0.9325343569322899;0.9336250049641165;0.9532510929046242;0.9625541437386214;0.9765080216441154;0.9607512381198505;0.9628037543064973;0.9690367244168204;0.9627474965360803;0.9630256389931234;0.974354279265338;0.9648675951125287;0.9697168093695332;0.9736351659743141;0.9556847481993184;0.95926837092973;0.9225411073566543;0.9766447810722974;0.97586798442277;0.9537035597887172
