Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max
4.0;0.9342027284782517;0.9342027284782517;0.9438761171680595;0.884698911790231;0.884698911790231;0.9301406184561134
3.0;0.9305793038580232;0.9305793038580232;0.9401762396035995;0.9406203676370343;0.9406203676370343;0.9508753637345667
2.2;0.9321118026426644;0.9321118026426644;0.9331828713103683;0.9315806099492006;0.9315806099492006;0.9407775986607161
3.2;0.9599747137601372;0.9606501712254404;0.9626126358508016;0.9465191345631726;0.9467187013044115;0.9508902053453856
3.2;0.9701914424477153;0.9701914424477153;0.9719606127564285;0.9528064291514765;0.9528064291514765;0.9555357791247577
3.2;0.9470931851293869;0.9470931851293869;0.9500661489425183;0.9126109550030795;0.9126109550030795;0.9289734866681687
1.4;0.9185417229989007;0.9185417229989007;0.9220590036444344;0.8786928674454004;0.8786928674454004;0.8993540808409981
3.0;0.9547525748342137;0.9544357833034371;0.957069246885422;0.9351849639254025;0.9371682993452887;0.944808933121988
1.4;0.9245158887903312;0.9245158887903312;0.9271493893303269;0.9285445413042969;0.9285445413042969;0.9413119022310992
3.0;0.9559205373853801;0.9559205373853801;0.9581823344968214;0.9435098915985921;0.9435098915985921;0.9474487309252871
3.0;0.958655779364715;0.9604302868637741;0.9610758206357151;0.9489771299424008;0.9487085335346656;0.9565348908699292
1.0;0.9184629514183511;0.9184629514183511;0.92822899262827;0.8828851181644767;0.8828851181644767;0.9100172974263743
3.0;0.9330300522265136;0.9330300522265136;0.9480535698405499;0.8509709497655321;0.8509709497655321;0.886111933583721
2.0;0.9530798844321384;0.9524778709613156;0.955593874414101;0.9290990216439413;0.9310410759105076;0.9359444773847767
2.4;0.9740538335543696;0.9740538335543696;0.9750801815147231;0.9251753843267261;0.9251753843267261;0.9351193261431399
3.4;0.9482673452287871;0.9482673452287871;0.9507894041751024;0.9330434972227568;0.9330434972227568;0.9485996761982555
3.0;0.9598158672253506;0.9598158672253506;0.9627353418454184;0.9546493557721323;0.9546493557721323;0.9623127402401138
2.0;0.9282878298191047;0.9282878298191047;0.9357264913417986;0.9018757364145734;0.9018757364145734;0.9300226475805501
3.2;0.9449470239544827;0.9449470239544827;0.9487469972427882;0.9274752438018351;0.9274752438018351;0.9492316626399989
2.0;0.9537026563820243;0.9537026563820243;0.9580059504163515;0.9463831477225494;0.9463831477225494;0.9556327961167316
3.0;0.8758660716910783;0.8758660716910783;0.9005034458412902;0.8849995119092697;0.8849995119092697;0.9028367750277178
1.2;0.9019535410819987;0.9019535410819987;0.9104118074831977;0.866986329492473;0.866986329492473;0.9062395365148722
3.4;0.933810837784971;0.933810837784971;0.9400290317018819;0.9265792914074129;0.9265792914074129;0.9422764993208944
1.8;0.9109395374606698;0.9109395374606698;0.9204979534937446;0.906987976977366;0.906987976977366;0.9320656147260759
3.6;0.879655684428201;0.879655684428201;0.8974881444190932;0.9071635460634734;0.9071635460634734;0.9304536677646524
2.0;0.8982803594519871;0.8982803594519871;0.9112753040121867;0.8809557238628655;0.8809557238628655;0.9155144697111165
2.4;0.8850289000034322;0.8850289000034322;0.8963068107428096;0.9097538515274654;0.9097538515274654;0.9374297660916825
3.4;0.9364147714228753;0.9364147714228753;0.9481147494509262;0.8215879304205231;0.8215879304205231;0.8779153588307815
3.0;0.9644517103043098;0.9644517103043098;0.9657763925475406;0.9301513421366389;0.9301513421366389;0.9366521788389275
4.0;0.9552081175404863;0.9523856296740602;0.9597336276083748;0.8981667909810533;0.8939971915734303;0.9113091266969295
4.0;0.9782100464223868;0.9782100464223868;0.9804040213767897;0.9332470054650132;0.9332470054650132;0.9335719033157932
3.4;0.9720858230740044;0.9720858230740044;0.9730153714394068;0.9029085359145993;0.9029085359145993;0.9343715302117901
3.4;0.9686056723880782;0.9686056723880782;0.9729030831173024;0.8830295842520538;0.8830295842520538;0.91569225350276
3.0;0.887326031019712;0.887326031019712;0.8966825097311034;0.7954210229665617;0.7954210229665617;0.850005859855728
