Human;LiBlock - Original;LiBlock - CTakes;LiBlock - Metamap;LiBlock - MetamapLite
2.6666666666666665;0.2772821175512754;0.2772821175512754;0.3076036827904838;0.2772821175512754
1.3333333333333333;0.1305789023935942;0.1305789023935942;0.1323623770519868;0.1305789023935942
4.0;0.3333333233992259;0.3333333233992259;0.4175392597346865;0.3333333233992259
2.6666666666666665;0.2229145033633623;0.26018230298835876;0.23654740598943644;0.26541445445046474
2.6666666666666665;0.23611682736303674;0.23611682736303674;0.25632210086752555;0.2402749197082114
1.6666666666666667;0.09529217424301081;0.09529217424301081;0.09326259123949504;0.09529217424301081
2.3333333333333335;0.334671425864569;0.334671425864569;0.2696981294429216;0.334671425864569
1.0;0.0;0.0;0.0;0.0
1.6666666666666667;0.41245748849937225;0.38650750454239036;0.38650750454239036;0.341963964223653
3.0;0.35890229361977455;0.35890229361977455;0.22039473056793213;0.3160086135763511
1.6666666666666667;0.21067239911679325;0.2163742548889584;0.16418870887672624;0.2163742548889584
1.3333333333333333;0.0824914857789455;0.08469980502375271;0.0862101970512966;0.0862101970512966
1.3333333333333333;0.05724057357269388;0.058094744152796016;0.05555558204650879;0.058094744152796016
1.0;0.19875992968439193;0.19875992968439193;0.17391306161880493;0.19875992968439193
1.6666666666666667;0.25409944487358055;0.25409944487358055;0.19716878364870322;0.25409944487358055
2.3333333333333335;0.19906085573900972;0.19906085573900972;0.12500000993410748;0.19906085573900972
3.0;0.4982484327136873;0.4982484327136873;0.42238240123310455;0.4982484327136873
2.3333333333333335;0.0824914857789455;0.0824914857789455;0.08333331346511841;0.0824914857789455
3.0;0.22177419066429138;0.22177419066429138;0.18516253831260981;0.21804200318245787
1.6666666666666667;0.2467464966847988;0.2467464966847988;0.23891486432938475;0.2467464966847988
3.0;0.2850787886282294;0.2850787886282294;0.2945331601942178;0.2850787886282294
2.6666666666666665;0.08195780493382822;0.08195780493382822;0.0862101970512966;0.08392436946898503
1.6666666666666667;0.0;0.0;0.0;0.0
3.0;0.3036851096110955;0.3036851096110955;0.24173550217309026;0.3036851096110955
2.6666666666666665;0.5006402059138015;0.5006402059138015;0.49152294576982397;0.5006402059138015
2.6666666666666665;0.44466403939507226;0.44466403939507226;0.4173913121223449;0.44466403939507226
2.0;0.27247912269710706;0.27247912269710706;0.26107035299922393;0.27247912269710706
2.0;0.08029113985661875;0.08029113985661875;0.08767312111762934;0.08225770439177556
2.6666666666666665;0.5041033377643226;0.5375109930033757;0.49612358527276396;0.5041033377643226
1.0;0.20257143751650175;0.20257143751650175;0.23517135623730948;0.1998160171779821
3.0;0.21086550285731875;0.21086550285731875;0.25775162171349575;0.21086550285731875
3.0;0.28637430609197567;0.25409944487358055;0.30177669529663687;0.2905665446331305
1.0;0.0;0.0;0.040291148201269014;0.0
2.0;0.043390416676261076;0.043390416676261076;0.06415138228727377;0.043390416676261076
2.0;0.2619630995705854;0.2619630995705854;0.2729443647646011;0.2619630995705854
0.0;0.0717948698080503;0.0717948698080503;0.0703957971795669;0.0703957971795669
1.3333333333333333;0.06298905372916166;0.06298905372916166;0.06060606241226196;0.06060606241226196
2.3333333333333335;0.12036927139527549;0.12036927139527549;0.1279949722922166;0.12036927139527549
0.3333333333333333;0.16058230951555988;0.16058230951555988;0.15784990752917416;0.1600000262260437
1.0;0.22658115832629794;0.19771364486681664;0.20239819740590048;0.23373897238536595
3.0;0.339327927477406;0.339327927477406;0.339327927477406;0.339327927477406
2.0;0.21925871857554785;0.22222221559948394;0.22222221559948394;0.22222221559948394
1.0;0.21917578422297274;0.21917578422297274;0.237078892707616;0.22203368400771803
1.3333333333333333;0.06291503052901208;0.0637551029721994;0.06494408607779448;0.06494408607779448
1.6666666666666667;0.06042044660010668;0.06042044660010668;0.059292478186164406;0.06042044660010668
0.6666666666666666;0.06704332446967394;0.06783660931362956;0.07286180209861659;0.06704332446967394
1.3333333333333333;0.4341696832704761;0.4341696832704761;0.38057811740533676;0.41543576898542256
2.0;0.29452575424987915;0.29452575424987915;0.242254942332689;0.2781217133762013
2.0;0.22888457325246742;0.22888457325246742;0.18101142525065667;0.21224680672371496
0.6666666666666666;0.0;0.0;0.0;0.0
3.0;0.44771278603299525;0.43793847923931084;0.3855510576495209;0.4083806307184019
3.0;0.2721714586914027;0.22849284888203453;0.22849284888203453;0.22849284888203453
1.3333333333333333;0.17535642630539566;0.14773164789992038;0.14934275690289395;0.14773164789992038
2.0;0.3516731280115179;0.333665218570401;0.28552134073765045;0.3118434295468018
2.0;0.21456009676372134;0.21456009676372134;0.18167846490779938;0.14294860935977804
