Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;bioconceptvec_fasttext__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Min
2.6666666666666665;0.9921787233450954;0.9930680099477092
1.3333333333333333;0.982092208739402;0.9926911786185063
4.0;0.9952639209131224;0.9647483285262025
2.6666666666666665;0.9564447484789989;0.9805126412682416
2.6666666666666665;0.9753505335998844;0.9902019353741335
1.6666666666666667;0.9945845845892586;0.9953910709059962
2.3333333333333335;0.9885842303974057;0.9837347018128372
1.0;0.9599294111302816;0.9796535273571843
1.6666666666666667;0.9659723397084232;0.9657653780724386
3.0;0.9665110781188876;0.9745282023633062
1.6666666666666667;0.9879998816977096;0.9868763890969969
1.3333333333333333;0.9760997542646674;0.9836347585646649
1.3333333333333333;0.9773019766340277;0.9901961794958863
1.0;0.9743287626398003;0.9796871656557904
1.6666666666666667;0.9751998208759713;0.9861581621632538
2.3333333333333335;0.9149761434623641;0.9123562095551305
3.0;0.944250759956934;0.9371588388407156
2.3333333333333335;0.9694484492772897;0.996331542197401
3.0;0.9719053357390487;0.9933815900143902
1.6666666666666667;0.9876249290857945;0.9876203203830816
3.0;0.9953585891889509;0.9950405652251577
2.6666666666666665;0.9652078474151966;0.9773923312906371
1.6666666666666667;0.9647942046645867;0.976216338594991
3.0;0.9734982128840957;0.9825009415141079
2.6666666666666665;0.9845315979219008;0.9831688530133492
2.6666666666666665;0.9989651343205395;0.9983601431978444
2.0;0.9664805159078446;0.9834293308317905
2.0;0.9700494324674345;0.9864745662545401
2.6666666666666665;0.985382056885609;0.9949919926152864
1.0;0.9855927390598541;0.99878081754927
3.0;0.9916395043911556;0.9868184035171672
3.0;0.9737958376302696;0.9887094105202626
1.0;0.9939760853510333;0.9939760853510333
2.0;0.9350549755941496;0.9864739993275953
2.0;0.997651263048935;0.9721298731379857
0.0;0.9719399735156647;0.9713372780791578
1.3333333333333333;0.9405912943108968;0.9382566450769778
2.3333333333333335;0.9776845674951934;0.9739390290076423
0.3333333333333333;0.9907833299518365;0.9908175605692867
1.0;0.9844502671009526;0.9879616238689508
3.0;0.9929445064068474;0.971922575744784
2.0;0.9825857495265015;0.9814740562340293
1.0;0.9748294691745336;0.9745642946050367
1.3333333333333333;0.9798167551304569;0.9840922048181517
1.6666666666666667;0.9792541528746751;0.9872205973485076
0.6666666666666666;0.9687632788257422;0.9878813136034761
1.3333333333333333;0.9781723749722062;0.9681384151731279
2.0;0.9872114721404756;0.9912172833101706
2.0;0.9864434353939213;0.9944856004517513
0.6666666666666666;0.9855042602384013;0.9926648060977377
3.0;0.9904688004937001;0.9706912288895813
3.0;0.9863427793487426;0.9847012341366058
1.3333333333333333;0.9589738184323472;0.9627102120058849
2.0;0.9910659416438463;0.9892902170881626
2.0;0.9628330458980489;0.9675705502190897
1.0;0.9842585059505766;0.9875044924747716
1.6666666666666667;0.9491576564815025;0.9892999020594229
2.0;0.9701571632617194;0.9717637423438215
0.3333333333333333;0.9314557981496684;0.9861814604159537
2.3333333333333335;0.9696308837187918;0.9327978213931994
2.0;0.9949549550696423;0.9945694996632404
1.3333333333333333;0.9781616292430158;0.9898480508917219
2.6666666666666665;0.9999874958279001;0.9999874589134269
1.0;0.9723149856893181;0.9914953577333168
0.3333333333333333;0.9783577903334836;0.984646711895779
1.3333333333333333;0.9863182600811435;0.9863182600811434
1.3333333333333333;0.9669828690488171;0.9688231014031602
2.3333333333333335;0.962287007481506;0.9672258156439401
3.0;0.9699057632243102;0.9922640021764492
3.0;0.9815125621095603;0.9377538656880362
3.0;0.9948140399495436;0.993108620797239
1.3333333333333333;0.9333634747255134;0.9321376001383398
3.0;0.8847338489892673;0.880281776529987
1.3333333333333333;0.9862395276048801;0.99432237166065
4.0;0.994971946227107;0.9868240262359879
2.6666666666666665;0.9784608960411815;0.9795757091731194
0.3333333333333333;0.9437550329336208;0.981958834414572
0.0;0.9745026763638763;0.9782832642184712
0.0;0.9931264736590799;0.9817023740060347
0.0;0.9791309696734515;0.9854184075363304
0.6666666666666666;0.9829255459983484;0.9627433618341547
0.3333333333333333;0.9852507759678713;0.9883994017584591
0.6666666666666666;0.9727378623181528;0.9829298783848607
0.3333333333333333;0.9929096306610993;0.9916051818618937
0.3333333333333333;0.9543787641276665;0.9862120653602826
0.0;0.9920525642419803;0.9919612329506201
0.0;0.9919806727493313;0.9937178586817504
0.0;0.9606777712185132;0.9582345898110467
1.0;0.9845582395838761;0.9901134946304757
0.0;0.9673610800722243;0.9904494422348755
0.0;0.9589957498183672;0.9643603077033244
0.0;0.9737085736054021;0.9801226222722962
0.6666666666666666;0.9528737619288975;0.9730960994433555
0.0;0.9923144616008488;0.9912346190441897
0.0;0.979927230582527;0.991908660891492
0.6666666666666666;0.9410191445232414;0.9903894356526698
0.0;0.9874374703204262;0.9799030473150342
0.0;0.9759401488493976;0.9960275792520722
0.6666666666666666;0.9824615749036527;0.9916638556493771
0.3333333333333333;0.9731665304649612;0.9891422043206487
0.0;0.9832507656661358;0.9721668468347816
