Human;WBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-biosses_ner-none;WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-biosses_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-biosses_ner-none;WBSM_AncSPLCaiStrategy1_tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-biosses_ner-none;WBSM_JiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-biosses_ner-none
3.5;0.894427190999916;0.894427190999916;0.894427190999916;0.894427190999916;0.894427190999916
2.5;0.8141851358686788;0.6052275326688025;0.7534069995734848;0.8380354838526015;0.8141851358686788
3.45;0.9440116087112554;0.6735645239877782;0.8886149033452616;0.9652358418113796;0.9440116087112554
4.0;0.9081831013578219;0.8541676720110636;0.9003009021826299;0.9098130485440596;0.9081831013578219
3.0;0.7858020909854989;0.33097152151364845;0.706636924580151;0.8099779401213413;0.7858020909854989
2.0;0.6792534064095894;0.3872983346207417;0.6016808348630672;0.7068669855172826;0.6792534064095895
2.5;0.7692678558872525;0.6293908122274613;0.7325721308490473;0.7811291087919702;0.7692678558872525
3.0;0.7873746956337001;0.5604485383178051;0.7175379094128757;0.8173369356558706;0.7873746956337001
0.0;0.4256901298655892;0.0;0.2410162878644628;0.5235841148156304;0.4256901298655892
2.5;0.7650130036518026;0.4767312946227962;0.6698073427078447;0.8156347293646939;0.7650130036518026
3.0;0.9588826664386355;0.8581163303210331;0.920931857196953;0.974748001262636;0.9588826664386355
0.5;0.5297628217881987;0.1091089451179962;0.44203724772670216;0.5548343382137181;0.5297628217881987
3.0;0.8072433232696172;0.5554342653401613;0.7675004352898233;0.8178705087439364;0.8072433232696172
4.1;0.900788075716021;0.8153742483272114;0.8724860403880645;0.9114142075514142;0.900788075716021
3.5;0.9907955459535791;0.8528028654224417;0.9775088589287172;0.9927949634350519;0.9907955459535791
4.0;0.9721377225215599;0.925089935476782;0.9627220521957094;0.974091682630852;0.9721377225215599
2.5;0.8106931046769553;0.5734146386569556;0.7700428891111764;0.8233384868788572;0.8106931046769553
4.0;0.9567404166953508;0.917463421851129;0.9530996753244386;0.9573543293357208;0.9567404166953508
4.0;0.8850229388886444;0.7409585736349483;0.8595621946716353;0.8910680721576375;0.8850229388886444
4.1;0.8371085074042474;0.769800358919501;0.8097944552671807;0.851050317293979;0.8371085074042474
4.0;0.9255551222198802;0.8888888888888888;0.9087710335345233;0.9336763095033056;0.9255551222198802
3.0;0.9203039382670672;0.7468160448149386;0.8926129140546489;0.9287060859123771;0.9203039382670672
4.0;0.9435922699897703;0.8183879352825012;0.897539075974003;0.968789051025585;0.9435922699897703
3.0;0.906725720611522;0.7627700713964739;0.8648002560125376;0.9285169448026561;0.906725720611522
4.5;0.9667483718564529;0.9343444611603282;0.960819862952192;0.9690937248248594;0.9667483718564529
3.5;0.9382568062075174;0.8432740427115678;0.8919214524479813;0.9664617756043427;0.9382568062075172
3.5;0.7007788739952749;0.25819888974716115;0.6196213504367517;0.7191174949322994;0.7007788739952749
3.0;0.9383687464682997;0.7858252779857413;0.9097881534540263;0.9459584900659573;0.9383687464682997
3.5;0.9672494071218712;0.884651736929383;0.954757984801758;0.9706547217647457;0.9672494071218712
4.0;0.9801578677309991;0.9668009539030813;0.9767536695349529;0.9812068617981523;0.9801578677309991
4.0;0.9729761990992775;0.9335638713962128;0.9660502973586921;0.9743893675286635;0.9729761990992775
4.0;0.9694507853303367;0.9393364366277241;0.9684533694021519;0.9695112821963902;0.9694507853303367
3.0;0.8192782061299115;0.5809475019311126;0.7751765640255016;0.834656194707329;0.8192782061299115
2.5;0.8853062963355718;0.6928203230275508;0.8383584714003319;0.8984322812847663;0.8853062963355718
2.5;0.5392595815065044;0.3265986323710904;0.48527832661705583;0.5554974136817129;0.5392595815065044
3.0;0.8488930286988388;0.6666666666666666;0.8073094942744095;0.8705336932389197;0.8488930286988388
0.0;0.5603297887556532;0.0;0.3285729742668491;0.6759657411206629;0.5603297887556532
4.25;0.831181468093384;0.7216878364870323;0.7933364620036486;0.8461924625814938;0.831181468093384
3.0;0.8473352874195517;0.558156305651438;0.7541502766142764;0.8941595793363457;0.8473352874195517
3.0;0.9339072729987908;0.6708203932499369;0.8927704736887502;0.9494532803097333;0.9339072729987908
4.0;0.8711117101399667;0.7035264706814485;0.8082621887580421;0.9103280238923488;0.8711117101399667
0.0;0.5836083043692056;0.0784917508278223;0.4816047022254474;0.6159421467657449;0.5836083043692056
3.5;0.8787011651040371;0.7170016393468321;0.832028283572566;0.8967441033608458;0.8787011651040371
1.0;0.5806109990992692;0.19069251784911848;0.4025489477751161;0.6879446461359536;0.5806109990992692
0.0;0.5956522737532983;0.14126448280440332;0.4259702082578119;0.6777947432900665;0.5956522737532981
1.5;0.6053871716063388;0.4999999999999999;0.5548341890428629;0.6338156650070255;0.6053871716063388
3.6;0.7290502924109074;0.5853694070049636;0.6822515982257333;0.7460998881488573;0.7290502924109074
3.0;0.8656254318718033;0.7238423518714865;0.8379112088015612;0.878656492061216;0.8656254318718033
3.0;0.9087549941062949;0.8166959939435039;0.8837211396124134;0.9160042137873973;0.9087549941062949
5.0;0.9748123942435022;0.8999999999999998;0.9495918514582318;0.9842226480161861;0.9748123942435022
3.5;0.6889357407397126;0.5720775535473553;0.6470404281858786;0.705083712103734;0.6889357407397128
0.0;0.39149595795492914;0.09245003270420486;0.3178571142469995;0.4118673422347713;0.39149595795492914
4.0;0.8643764356974174;0.6681531047810609;0.7938597979421506;0.8973460921630602;0.8643764356974174
4.5;0.9534625892455924;0.9534625892455924;0.9534625892455924;0.9534625892455924;0.9534625892455924
3.0;0.8388163740411246;0.6929348671835833;0.8020151935917108;0.8500275868012624;0.8388163740411244
3.5;0.8640651343719347;0.8190283593479223;0.8581903724761637;0.8651182583045612;0.8640651343719347
4.0;0.9058110567296669;0.8751788784110126;0.8967000891105601;0.9080843797041938;0.9058110567296669
3.0;0.9398776221252818;0.8864052604279183;0.917650278057636;0.949489405847536;0.9398776221252818
3.0;0.8021688031883876;0.5860942701532693;0.7553047105326357;0.8166532927269058;0.8021688031883875
3.5;0.990637209652401;0.8432740427115678;0.9777868425592772;0.9921511308130635;0.990637209652401
