Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-ctakes;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-ctakes;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes
4.0;0.5345224838248487;0.5345224838248487;0.6445033866354896;0.5345224838248487;0.5345224838248487;0.6445033866354896;0.5345224838248487;0.5345224838248487;0.6445033866354896;0.5345224838248487;0.5345224838248487;0.6445033866354896;0.5345224838248487;0.5345224838248487;0.6445033866354896
3.0;0.4203209989704421;0.4203209989704421;0.40683397133172255;0.2445579940222592;0.2445579940222592;0.2988071523335984;0.37282839752038616;0.37282839752038616;0.37713747013679955;0.4443161036614531;0.4443161036614531;0.422254581202002;0.4311432682288086;0.4311432682288086;0.4138217163390266
2.2;0.17154647683413116;0.17154647683413116;0.28765450143864085;0.11764705882352941;0.11764705882352941;0.2502172968684897;0.13911024183080092;0.13911024183080092;0.2652923635132882;0.20055244164595476;0.20055244164595476;0.30728166133365475;0.17154647683413118;0.17154647683413118;0.28765450143864085
3.2;0.48478745308581483;0.4759624823965569;0.45366345920114737;0.28284271247461906;0.2773500981126146;0.3061862178478973;0.44528767223066346;0.4370610679158121;0.4242471192483741;0.4998311058091601;0.4907704827942166;0.4649635141938074;0.4996981785687113;0.4906336900996097;0.4649501623460054
3.2;0.37573457465108967;0.37573457465108967;0.3903600291794133;0.37573457465108967;0.37573457465108967;0.3903600291794133;0.37573457465108967;0.37573457465108967;0.3903600291794133;0.37573457465108967;0.37573457465108967;0.3903600291794133;0.37573457465108967;0.37573457465108967;0.3903600291794133
3.2;0.23499112475073738;0.23499112475073738;0.3521605627323637;0.17647058823529413;0.17647058823529413;0.31378581622109447;0.19580429354258794;0.19580429354258794;0.32659407181350525;0.2793390318824334;0.2793390318824334;0.38057027296802376;0.3357218590728369;0.3357218590728369;0.41505634481097237
1.4;0.14904601287423688;0.14904601287423688;0.20844045179326534;0.08084520834544433;0.08084520834544433;0.16317848796612636;0.10561962354955211;0.10561962354955211;0.17974800735872204;0.19073601225733858;0.19073601225733858;0.23574436362170484;0.19788925444505243;0.19788925444505243;0.2397331654763267
3.0;0.5803652840425337;0.5551313983920719;0.4781121311273401;0.31426968052735443;0.29814239699997197;0.27863910628767646;0.5229088689360009;0.49843703704707937;0.43197109070386724;0.6157186155899974;0.5914163832187567;0.5095940284720388;0.6210178922291009;0.5967109078605322;0.5144835698962863
1.4;0.3044926770004239;0.3044926770004239;0.3552486986481779;0.10526315789473682;0.10526315789473682;0.21908902300206642;0.2367375382372396;0.2367375382372396;0.30887486729371055;0.3371104289191621;0.3371104289191621;0.37785004303139286;0.401206807317391;0.401206807317391;0.4227292675297546
3.0;0.31898084987716274;0.31898084987716274;0.3769709774433292;0.1709408646894569;0.1709408646894569;0.2766992952647332;0.2824894241957281;0.2824894241957281;0.3521716285828788;0.33698603781413367;0.33698603781413367;0.38926188888709623;0.3460078291439254;0.3460078291439254;0.39545279498351876
3.0;0.41065630275684;0.39685246579651184;0.508651707287808;0.2956561979945413;0.2849014411490949;0.43481317827315213;0.38003118158142996;0.3668973982285895;0.4891576721357369;0.425066409055508;0.41101413398183834;0.517801150277986;0.41065630275684;0.39685246579651184;0.508651707287808
1.0;0.12409460632787374;0.12409460632787374;0.2027592025929508;0.0;0.0;0.11952286093343936;0.07953294681212796;0.07953294681212796;0.17316978682917555;0.1478495975711572;0.1478495975711572;0.21845222494884625;0.12409460632787374;0.12409460632787374;0.2027592025929508
3.0;0.3086066999241838;0.3086066999241838;0.21081851067789195;0.3086066999241838;0.3086066999241838;0.21081851067789195;0.3086066999241838;0.3086066999241838;0.21081851067789195;0.3086066999241838;0.3086066999241838;0.21081851067789195;0.43301270189221935;0.43301270189221935;0.29999999999999993
2.0;0.32926256027042544;0.32926256027042544;0.36764600408849296;0.28867513459481287;0.28867513459481287;0.34114411961050656;0.3091098985170345;0.3091098985170345;0.35450749172959395;0.3437666559864654;0.3437666559864654;0.3771075572931445;0.3598300312950116;0.3598300312950116;0.38754660515049527
2.4;0.3563483225498992;0.3563483225498992;0.35856858280031806;0.3563483225498992;0.3563483225498992;0.35856858280031806;0.3563483225498992;0.3563483225498992;0.35856858280031806;0.3563483225498992;0.3563483225498992;0.35856858280031806;0.3563483225498992;0.3563483225498992;0.35856858280031806
3.4;0.42871050643295155;0.42871050643295155;0.4993778294789865;0.372677996249965;0.372677996249965;0.4616902584383193;0.42815392620132264;0.42815392620132264;0.4990158204771553;0.4284474909500985;0.4284474909500985;0.49920682168607594;0.42871050643295155;0.42871050643295155;0.4993778294789865
3.0;0.44681701927137557;0.4791180641258495;0.528964870450728;0.3241018617760822;0.36514837167011077;0.4536323543632774;0.4091257069706249;0.44432290685819875;0.5061936137541042;0.4622933019786295;0.49336384816045764;0.538286843768465;0.44681701927137557;0.4791180641258495;0.528964870450728
2.0;0.3317712523771334;0.35723573276842113;0.4344202221032508;0.1386750490563073;0.1386750490563073;0.2870189239409639;0.2779607813387922;0.2779607813387922;0.38129549643641025;0.39227492143036213;0.39227492143036213;0.4580916055304721;0.38626059077136843;0.38626059077136843;0.45365235361737766
3.2;0.5083439081302286;0.5083439081302286;0.5554978835141199;0.3857583749052298;0.3857583749052298;0.4736842105263157;0.4862091688401868;0.4862091688401868;0.5405262074064451;0.5191811918492224;0.5191811918492224;0.5629786117979643;0.5434772291079362;0.5434772291079362;0.5794923105472568
2.0;0.6537997669902078;0.6537997669902078;0.6556368262687489;0.2098688729188412;0.2098688729188412;0.3253574116367822;0.6241253514991737;0.6241253514991737;0.6315490331726734;0.6588980047269961;0.6588980047269961;0.6597705859798042;0.6631044336103574;0.6631044336103574;0.663340657141886
3.0;0.43494000284977624;0.41787683803388403;0.39926663197538176;0.2182178902359924;0.20965696734438366;0.26490647141300877;0.3850913466808041;0.36998379834187156;0.36729848007997973;0.4550598266919835;0.4372073395143014;0.4124109565819074;0.43494000284977624;0.41787683803388403;0.39926663197538176
1.2;0.01235107997893556;0.01235107997893556;0.14581153696661522;0.0;0.0;0.13834289277321493;8.257910697865091E-4;8.257910697865091E-4;0.13884399889976398;0.08564543837127933;0.08564543837127933;0.18923185937237785;0.012351079978935548;0.012351079978935548;0.14581153696661522
3.4;0.4735890223458872;0.4735890223458872;0.49054569830591316;0.3913118960624632;0.3913118960624632;0.42796049251091295;0.4508681096936339;0.4508681096936339;0.47323860529034933;0.4839813047440636;0.4839813047440636;0.49847518178261235;0.4791367690755489;0.4791367690755489;0.494708405433918
1.8;0.1942955030338259;0.1942955030338259;0.23536234316621543;0.15075567228888181;0.15075567228888181;0.2057377999494559;0.1654919604136257;0.1654919604136257;0.21577191244284505;0.24482994322731752;0.24482994322731752;0.2699631437401584;0.2446865694954008;0.2446865694954008;0.26985673645126945
3.6;0.254502691884673;0.254502691884673;0.34570059371302997;0.20412414523193148;0.20412414523193148;0.314970394174356;0.22017036379878827;0.22017036379878827;0.3248336373469143;0.2924219967565523;0.2924219967565523;0.3684751875838363;0.254502691884673;0.254502691884673;0.34570059371302997
2.0;0.1764319585119997;0.1764319585119997;0.27064944808047287;0.0944911182523068;0.0944911182523068;0.22291128503014115;0.1181368357392376;0.1181368357392376;0.23679249860584503;0.2535057979475278;0.2535057979475278;0.31520178469141724;0.1764319585119997;0.1764319585119997;0.27064944808047287
2.4;0.3807838370358986;0.37279247518557507;0.37058478370060965;0.3296902366978935;0.32274861218395146;0.33776026473659926;0.34402572037385787;0.3367849533197876;0.3469427797484726;0.45262765732838406;0.44318813499348486;0.41792562273708717;0.4893541490399823;0.47946718746473094;0.44492633766783574
3.4;0.2773500981126146;0.2773500981126146;0.26013299085723596;0.2773500981126146;0.2773500981126146;0.26013299085723596;0.2773500981126146;0.2773500981126146;0.26013299085723596;0.2773500981126146;0.2773500981126146;0.26013299085723596;0.2773500981126146;0.2773500981126146;0.26013299085723596
3.0;0.5401293192720515;0.5401293192720515;0.5110966858844073;0.43152212018178815;0.43152212018178815;0.4236592728681617;0.4982055511988348;0.4982055511988348;0.4770212984708005;0.5626751950197353;0.5626751950197353;0.5296050207489962;0.5507127076144118;0.5507127076144118;0.5203759317386092
4.0;0.3113995776646092;0.3265986323710904;0.2795084971874737;0.3113995776646092;0.3265986323710904;0.2795084971874737;0.3113995776646092;0.3265986323710904;0.2795084971874737;0.3113995776646092;0.3265986323710904;0.2795084971874737;0.3113995776646092;0.3265986323710904;0.2795084971874737
4.0;0.45463496416127475;0.45463496416127475;0.4722466003726713;0.4193139346887673;0.4193139346887673;0.447213595499958;0.43666605304359635;0.43666605304359635;0.45952681194035877;0.46538736331600156;0.46538736331600156;0.4798557796458996;0.45463496416127475;0.45463496416127475;0.4722466003726713
3.4;0.45815006524157226;0.45815006524157226;0.49384354566621075;0.39223227027636803;0.39223227027636803;0.4558423058385518;0.42430850572226153;0.42430850572226153;0.47438844306744676;0.4794558900145386;0.4794558900145386;0.5060904974517126;0.45815006524157226;0.45815006524157226;0.49384354566621075
3.4;0.5423757008750048;0.5423757008750048;0.5096431669427554;0.4714045207910316;0.4714045207910316;0.46291004988627577;0.5014904937299342;0.5014904937299342;0.482630545455551;0.5730113275241688;0.5730113275241688;0.5302538066466104;0.5423757008750048;0.5423757008750048;0.5096431669427554
3.0;0.03971896379422083;0.03971896379422083;0.09819412924809709;0.0;0.0;0.07142857142857142;0.009231785424082605;0.009231785424082605;0.07767493803547754;0.09038243808479139;0.09038243808479139;0.13210606385390972;0.03971896379422084;0.03971896379422084;0.09819412924809709
2.0;0.4749313642975501;0.4749313642975501;0.3456116125948058;0.31622776601683794;0.31622776601683794;0.2279211529192759;0.39633744624874445;0.39633744624874445;0.28639913850854865;0.5319583757492752;0.5319583757492752;0.39002733551217567;0.4749313642975501;0.4749313642975501;0.3456116125948058
3.8;0.4658801021103825;0.4802182174686621;0.5037134491022621;0.4601789933084222;0.4743416490252569;0.5;0.4607250152484561;0.47490447555842297;0.5003559312803487;0.4864019577782983;0.5013716621067864;0.5170459357901411;0.5118906968889915;0.5276448530110863;0.5335783750799326
3.4;0.32896613053492285;0.3390905258615535;0.3705000491082296;0.3241018617760822;0.33407655239053047;0.3670651741928988;0.3245637355256824;0.3345526409543559;0.3673920373805993;0.3474958799814872;0.35819055440765735;0.38342561994309166;0.37573457465108967;0.3872983346207417;0.40249223594996214
2.0;0.30151134457776363;0.30151134457776363;0.19999999999999998;0.30151134457776363;0.30151134457776363;0.19999999999999998;0.30151134457776363;0.30151134457776363;0.19999999999999998;0.30151134457776363;0.30151134457776363;0.19999999999999998;0.30151134457776363;0.30151134457776363;0.19999999999999998
4.0;0.5673427090603287;0.5673427090603287;0.5291095590026187;0.4669239959758098;0.4669239959758098;0.4558028440970729;0.5099268671506059;0.5099268671506059;0.4866346629835556;0.6154798289515243;0.6154798289515243;0.565645810812431;0.6413680823583182;0.6413680823583182;0.5864302123715562
3.2;0.5651062910663802;0.5651062910663802;0.6006018219334843;0.4558423058385518;0.4558423058385518;0.5227364079078812;0.5263546643390496;0.5263546643390496;0.5724316423243636;0.6017888991767122;0.6017888991767122;0.6270421845897901;0.6242461672129802;0.6242461672129802;0.6431183613014426
2.2;0.35043340074485774;0.35043340074485774;0.33905873441471557;0.08006407690254358;0.08006407690254358;0.15990053726670783;0.2871911935551387;0.2871911935551387;0.29670082100996364;0.36838172702167415;0.36838172702167415;0.351242970167693;0.35043340074485774;0.35043340074485774;0.33905873441471557
3.0;0.25286086871208685;0.25286086871208685;0.2904737509655563;0.25286086871208685;0.25286086871208685;0.2904737509655563;0.25286086871208685;0.25286086871208685;0.2904737509655563;0.25286086871208685;0.25286086871208685;0.2904737509655563;0.25286086871208685;0.25286086871208685;0.2904737509655563
2.0;0.346319546207032;0.346319546207032;0.31067935226753945;0.23338001400466832;0.23338001400466832;0.2301585822275002;0.29910441044508285;0.29910441044508285;0.27671489850483544;0.3911716231372292;0.3911716231372292;0.34382066254478716;0.3743509012111087;0.3743509012111087;0.33137718578158953
0.6;0.39652994981040385;0.39652994981040385;0.390119680178662;0.21693045781865616;0.21693045781865616;0.2645751311064591;0.3358137139047351;0.3358137139047351;0.347288983663145;0.43013454459413303;0.43013454459413303;0.41434398485577384;0.4438806350516995;0.4438806350516995;0.42458041960623494
3.2;0.29441073694942327;0.29441073694942327;0.36963052240060607;0.19446111706564934;0.19446111706564934;0.2948839123097943;0.23717724759026423;0.23717724759026423;0.3270234365751671;0.3428592214849453;0.3428592214849453;0.405492603148341;0.35943720493518716;0.35943720493518716;0.4166868025662657
3.6;0.46406968525248155;0.46406968525248155;0.48896102946284176;0.3577708763999663;0.3577708763999663;0.42714364638469876;0.4433681182767255;0.4433681182767255;0.4764330477650824;0.47842696640385823;0.47842696640385823;0.4976115694946907;0.46406968525248155;0.46406968525248155;0.48896102946284176
1.0;0.18177893542218562;0.18177893542218562;0.2260913565186045;0.058823529411764705;0.058823529411764705;0.1336306209562122;0.10212808441505662;0.10212808441505662;0.16630116464218272;0.29415518723316475;0.29415518723316475;0.3104955119523298;0.38074633522719264;0.38074633522719264;0.3777052365490026
1.8;0.16982886367620698;0.16982886367620698;0.3191732314965733;0.12573892269238632;0.12573892269238632;0.291161615782696;0.14581241276390478;0.14581241276390478;0.3041969368977982;0.20731792997493415;0.20731792997493415;0.3406584867208928;0.199451014066291;0.199451014066291;0.33573671275470457
2.8;0.2776527903202802;0.2776527903202802;0.2908951216937784;0.11180339887498948;0.11180339887498948;0.16724840200141816;0.23478429027936765;0.23478429027936765;0.2585611873092626;0.3052182709432509;0.3052182709432509;0.31181287371279287;0.2776527903202802;0.2776527903202802;0.2908951216937784
2.8;0.21898153528444878;0.21419595054623186;0.20331782991766068;0.05292561240249631;0.051708768999501914;0.07881104062391006;0.19162531062837268;0.18741670531204266;0.18250145263411632;0.23162650044160427;0.2265921019132911;0.21299260253879798;0.2441106054478423;0.2389628636198358;0.2226347685925542
1.8;0.17861041102856412;0.17861041102856412;0.2192961506047931;0.09701425001453319;0.09701425001453319;0.16484511834894675;0.14591669413361955;0.14591669413361955;0.19748846047974913;0.20030729375043532;0.20030729375043532;0.23380775128437783;0.17861041102856412;0.17861041102856412;0.21929615060479313
1.8;0.1392261579228341;0.1392261579228341;0.174741944051486;0.10050378152592121;0.10050378152592121;0.1466471150213533;0.11479253363300043;0.11479253363300043;0.15704293439896524;0.1688250847278941;0.1688250847278941;0.19616933387130625;0.1392261579228341;0.1392261579228341;0.174741944051486
2.6;0.5337324787819999;0.5337324787819999;0.5360889626665721;0.45643546458763834;0.45643546458763834;0.48418202613504197;0.5115559293084664;0.5115559293084664;0.5211048722359084;0.5469934544081606;0.5469934544081606;0.5449306231084874;0.5337324787819999;0.5337324787819999;0.5360889626665721
1.4;0.29661557769616526;0.29661557769616526;0.2599427997284267;0.09128709291752768;0.09128709291752768;0.12171612389003691;0.2257753737559512;0.2257753737559512;0.21159370921298665;0.33790172920840533;0.33790172920840533;0.28853535997012636;0.29661557769616526;0.29661557769616526;0.2599427997284267
3.0;0.39616391905924053;0.39616391905924053;0.36615222976823864;0.30304576336566325;0.30304576336566325;0.30656966974248284;0.37501760968230663;0.37501760968230663;0.3523051431944015;0.41019178272550394;0.41019178272550394;0.37540794535537225;0.43870392470251246;0.43870392470251246;0.39618324042417996
0.6;0.2900043408043641;0.2900043408043641;0.3190459349360382;0.05547001962252291;0.05547001962252291;0.1556997888323046;0.23094806869006113;0.23094806869006113;0.2773755436966075;0.3424045063937397;0.3424045063937397;0.35657745146608244;0.33199089496710577;0.33199089496710577;0.348977711573513
1.8;0.19149503434136672;0.19149503434136672;0.28832659476964695;0.17541160386140586;0.17541160386140586;0.27820744203732856;0.17915976386250806;0.17915976386250806;0.2805805804577555;0.211691334523008;0.211691334523008;0.3008159448220607;0.19149503434136672;0.19149503434136672;0.28832659476964695
3.0;0.4021547142510987;0.4021547142510987;0.4519541583699257;0.25712973861328997;0.25712973861328997;0.35424595421603805;0.34147139984180946;0.34147139984180946;0.4113714719622905;0.4397149010189638;0.4397149010189638;0.4767888317032238;0.47216127263419344;0.47216127263419344;0.49749035625828014
3.0;0.251758979705849;0.24353070218163847;0.2754908885709446;0.18898223650461363;0.18257418583505539;0.23643312187173018;0.22625732747410585;0.21872833153826468;0.2595833648956706;0.3311629965001067;0.32122872323579893;0.32579640049384534;0.34713506292164115;0.33712367726947484;0.3361756855309711
3.8;0.5244329377543715;0.5244329377543715;0.5017760138960239;0.4507489358552088;0.4507489358552088;0.4522670168666454;0.5026487299931878;0.5026487299931878;0.48704072825540523;0.5357759476797214;0.5357759476797214;0.5095007527831483;0.551894664436066;0.551894664436066;0.5206693517676352
2.4;0.4162325405211961;0.4162325405211961;0.4435126528773913;0.0716114874039433;0.0716114874039433;0.20228869496966947;0.29700564253294787;0.29700564253294787;0.3591716714549302;0.4773195319351978;0.4773195319351978;0.4878780839699052;0.5442751424442887;0.5442751424442887;0.5387563424323669
3.6;0.33001340704010235;0.33001340704010235;0.38997103768139735;0.2700308624336608;0.2700308624336608;0.345834250622541;0.3028716168662102;0.3028716168662102;0.37013213804386486;0.3472410221147328;0.3472410221147328;0.40248623264091965;0.3644673176870918;0.3644673176870918;0.41461953989816674
2.8;0.22237479499833038;0.22237479499833038;0.27975144247209416;0.22237479499833038;0.22237479499833038;0.27975144247209416;0.22237479499833038;0.22237479499833038;0.27975144247209416;0.22237479499833038;0.22237479499833038;0.27975144247209416;0.22237479499833038;0.22237479499833038;0.27975144247209416
3.6;0.4858228174759163;0.46230479809258196;0.42053008516843654;0.2581988897471611;0.24494897427831777;0.2727723627949905;0.4363001222574949;0.4148115244457724;0.38729832701072525;0.5462625625242425;0.519909072439528;0.4623143266417039;0.5544679250411336;0.5276268897099741;0.4681774723274126
