Human;bio_embedding_extrinsic__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;bio_embedding_extrinsic__tok-whitespace_notlc_sw-user_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_notlc_sw-user_cf-default_ner-none_Sum
4.0;0.9510660772880848;0.9319781903229594;0.9257305399905698;0.9202915285788793
3.0;0.9556731292571977;0.9554477874151323;0.9202352978308699;0.9227299012937935
2.2;0.948499921673979;0.9388753711871111;0.9197503093661554;0.9242539130276778
3.2;0.9725114656436692;0.9688964527308399;0.947649212008317;0.9517643787599118
3.2;0.9488047129848638;0.9411129962306685;0.9048489757644718;0.9092224102120381
3.2;0.9475502590201591;0.951967232088782;0.9215965968689485;0.9238196344211456
1.4;0.8884993792565831;0.8924568058065068;0.8529421275876152;0.8421797526057848
3.0;0.9567230433194424;0.9478598508898954;0.9299472904460618;0.929352479584841
1.4;0.9081313567980577;0.908428510352668;0.8649330077554176;0.8672268372816799
3.0;0.9663566801680071;0.9655230671443685;0.9467991533090427;0.9466805752970069
3.0;0.9620913605818845;0.9580730862088245;0.9367117634711181;0.9356615869844562
1.0;0.9063163157528982;0.9001766297403865;0.8400965140056521;0.8353550944132133
3.0;0.8879947778938138;0.8397526007160653;0.8105723431733995;0.8373171507462605
2.0;0.9512248040634311;0.941013717861006;0.9264242143248865;0.9175913974909105
2.4;0.9608571909289134;0.9328026755924841;0.9097709164502913;0.9349832643167169
3.4;0.9668062443252309;0.9647543465065908;0.9400085384191679;0.9384430320494548
3.0;0.9637098472471205;0.9513616848504682;0.9382195856207528;0.9340114714862433
2.0;0.9112914288189637;0.9114636088083753;0.8900003285418789;0.8879561279874699
3.2;0.9670607062520732;0.9631679949988126;0.9404907613643214;0.9396847565681181
2.0;0.9171562014112732;0.9265946537145118;0.9076327255017967;0.9037937245791727
3.0;0.9397793708062816;0.9310773902868769;0.9105225417697059;0.9130692666326015
1.2;0.9332548067058579;0.9226089152114986;0.8694122192366565;0.8882996133363286
3.4;0.9318338547690357;0.9263975441686821;0.8777634842264689;0.8855216845377204
1.8;0.9123794597637321;0.9254230799396851;0.884725276750018;0.8773018293811234
3.6;0.9286534842169624;0.9233627688952553;0.8957786700582658;0.8953682613886618
2.0;0.9175636521904325;0.9194600700947414;0.8922856351879249;0.8809356069246257
2.4;0.9271950557084786;0.9410007788961586;0.9127760406415035;0.8972192252715367
3.4;0.9080560495801634;0.8831396465723034;0.8377032603657777;0.8674178666859271
3.0;0.9383704982977373;0.9311148945597268;0.8882887314909572;0.8944082366753441
4.0;0.9279019287260437;0.8977460357799626;0.8379426260965237;0.8722967777949207
4.0;0.9478889162192436;0.9200197848030999;0.9274081309759016;0.9106224490485844
3.4;0.9556867069611595;0.9360769182091161;0.9096440510668695;0.9246031762385356
3.4;0.9458964969928394;0.9180437925534269;0.8752250920847663;0.8883256775174344
3.0;0.8552987683247842;0.8542922942227412;0.7864835571438702;0.7965073386375069
2.0;0.8835560247793044;0.8240351236181135;0.7992627008243444;0.780237398195843
3.8;0.9537806932874716;0.9547577416573875;0.92160348300377;0.920648091248677
3.4;0.9489192020126896;0.9552298334844763;0.9320321100446363;0.9215917305226726
2.0;0.9089051423654962;0.8711868600160156;0.8044466396860378;0.8350857856929308
4.0;0.9220538873392916;0.8812814060665951;0.8739196669363992;0.8755528665614081
3.2;0.9577581481027857;0.9560792602506881;0.9259722768536051;0.923284390109612
2.2;0.8470903932112098;0.8463196786058027;0.7961995876509131;0.7795531923615275
3.0;0.9695687382397031;0.9696398596131879;0.9483908509868827;0.941462474242066
2.0;0.928579651101248;0.9244181034067896;0.8944855297270521;0.893684851689577
0.6;0.9518775265730293;0.9481296682075167;0.9234154742391367;0.9209610866400944
3.2;0.9525736702205264;0.9336820853090666;0.9194219735110399;0.9173306911566385
3.6;0.9455346650158073;0.926812848949787;0.9047418085795277;0.9075472623039863
1.0;0.9298023801753339;0.9424642650606626;0.9057327686923913;0.8848810978678582
1.8;0.9053903935723931;0.9352693551220304;0.8936226021203917;0.8738289417643212
2.8;0.9289718296198094;0.9086999827787015;0.8775869887470353;0.8884775017703223
2.8;0.9177787205840616;0.8961616910859765;0.8428706188337317;0.8584203991426601
1.8;0.9483457664655438;0.9360910769971159;0.9136798163682203;0.9121599964080116
1.8;0.9091607596809681;0.935478026516615;0.9013594914593446;0.8716899553997784
2.6;0.9345541831076364;0.9316378091566976;0.912410946483064;0.9063049554089765
1.4;0.8341236042600318;0.8721619478609773;0.8180294415831693;0.8200214867400838
3.0;0.9059531457560396;0.8983144324011457;0.8511484490175265;0.8376675174167447
0.6;0.9247964960145745;0.9180882385797594;0.861684765551979;0.8749856897357191
1.8;0.8926395374977488;0.8617471894477197;0.8458443113439339;0.8400270797070911
3.0;0.9098834714109891;0.9367960983205645;0.892139732899862;0.8952238611275394
3.0;0.9566012051833075;0.9567959346952147;0.9389445217965179;0.9384368676933773
3.8;0.9787304856415681;0.9692695643823724;0.966725218582538;0.9640858280848611
2.4;0.9413842165378428;0.9240077726991142;0.8986180725608263;0.903124711311121
3.6;0.9610718514917416;0.9648052218306049;0.9529360026116783;0.9502472240568349
2.8;0.9350033211506971;0.9266947085918112;0.893690140949732;0.9044349069881612
3.6;0.968766257702443;0.955963495836604;0.9371736792357398;0.927186639676194
3.0;0.9504219424164403;0.9531678122724384;0.9213737451702215;0.9029526001231374
0.0;0.8431345490468262;0.8943505430834697;0.8243418853948298;0.8012373147375107
0.0;0.9269184430124269;0.914709780794072;0.887324932699838;0.8836679840927499
0.2;0.8896092112991191;0.8870784334272536;0.8431578786058254;0.8420917032265779
0.0;0.9107392124049364;0.9226156483683114;0.8638435372287592;0.8626895864097599
0.2;0.8697350605506918;0.8941224786770889;0.863015084087092;0.832436526943002
0.2;0.9128635336850915;0.9091639330645073;0.8913872091324161;0.8816771952716098
1.8;0.9032344762816791;0.8590052567375067;0.8133453855803663;0.8274860067475036
1.4;0.9026973925166714;0.9349950816475846;0.900441165411976;0.8496165360726061
1.8;0.8868827878218565;0.8768362447930721;0.834525658362658;0.8482162386009088
2.0;0.9333989108832752;0.915612117037097;0.8688620082338115;0.883778622662377
0.0;0.913511562639759;0.9273850033010084;0.9112068853749897;0.8958085668166021
0.8;0.9568282513471685;0.9544040024374201;0.928736344343849;0.9229805005979075
2.2;0.9314442476366607;0.9266418426442067;0.8953270097551298;0.8957669041753268
1.4;0.900513888671849;0.8851325245646446;0.8329836630300258;0.8264429651178798
1.8;0.9369083839569854;0.9431590250613082;0.9154353112703888;0.9022520801745603
3.0;0.9621158114069341;0.9611228161910027;0.9256760012900445;0.9269582820683477
1.2;0.9412833278816243;0.9233740123031673;0.8657772715304314;0.8764617083947951
0.2;0.8658235907122732;0.858629755642231;0.8315180792394443;0.8235475062373615
0.2;0.9000879429309245;0.8971328761243015;0.8404998472314423;0.8456104793184862
0.6;0.8912754920616558;0.8859787164847391;0.8327247693850227;0.8189304900447358
0.2;0.8781592447926878;0.8711417284339434;0.8362981775123314;0.8468777255690698
0.2;0.8368671237893563;0.8490497607521751;0.8282470446563346;0.8059273536920735
0.0;0.8937028019318642;0.8984964396604904;0.849106834615445;0.8510432650751336
0.2;0.8553548767994447;0.8293184345994771;0.807568931431135;0.8237834937130691
0.2;0.8750688344258183;0.854518836100124;0.8333797274970536;0.8282618263456747
2.0;0.8614290682353367;0.8344674104628748;0.8066903198958877;0.7902367935061346
2.8;0.9414672707119637;0.9370571186266191;0.9057793116274958;0.9061124157414462
2.0;0.8504486464243164;0.8529567263450103;0.7784144226118919;0.7791239699742848
4.0;0.9534929637850635;0.943858941134556;0.9327938542220622;0.9333765809607633
3.0;0.9178609889872843;0.9194551791609074;0.8611039668568994;0.8626594884061239
3.2;0.9548245002039386;0.9527876333777048;0.9264709395596489;0.9190144422250666
1.6;0.9059259308213586;0.8917739973102538;0.8551505904311559;0.8589684763714398
2.4;0.9257049481537368;0.9432303453964861;0.9127068882392619;0.896234853376198
3.2;0.9276879089326471;0.9249889566165811;0.8847298203505644;0.8924961259183604
1.8;0.8140251821597398;0.8156301905171628;0.7152637858601731;0.7216261209801242
