Human;oubiobert-base-uncasedoubiobert-base-uncased_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;oubiobert-base-uncasedoubiobert-base-uncased_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;scibert_scivocab_uncased_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;scibert_scivocab_uncased_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstractpubmedbert-base-uncased-abstract_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstractpubmedbert-base-uncased-abstract_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstract-fulltextpubmedbert-base-uncased-abstract-fulltext_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstract-fulltextpubmedbert-base-uncased-abstract-fulltext_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pubmed_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pubmed_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pmc_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pmc_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pubmed_pmc_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pubmed_pmc_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;bio+clinicalbert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;bio+clinicalbert_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;bio+dischargesummarybert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;bio+dischargesummarybert_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;clinicalbert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;clinicalbert_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;dischargesummarybert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;dischargesummarybert_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;biobert_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.1_pubmed_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;biobert_large_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_large_v1.1_pubmed_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none
4.0;0.7910883861102849;0.7910883861102849;0.9170844280795859;0.9170844280795859;0.9700414986489452;0.9700414986489452;0.9723725135146131;0.9723725135146131;0.9627738598341244;0.9627738598341244;0.9627268105136021;0.9627268105136021;0.9572438488098804;0.9572438488098804;0.9097172018377687;0.9097172018377687;0.9457713189352625;0.9457713189352625;0.8766082362923631;0.8766082362923631;0.9495186112539036;0.9495186112539036;0.9817659135877402;0.9758176731092504;0.9775827749192151;0.9744468556448264;0.9785931026550739;0.978324390100337;0.9758477894825917;0.974908104541757;0.9382561660055591;0.9382561660055591;0.9392280051763865;0.9392280051763865
3.0;0.8474985143047342;0.8474985143047342;0.9295886784263823;0.9295886784263823;0.9861915236816748;0.9861915236816748;0.9864620666385636;0.9864620666385636;0.9521092260957612;0.9521092260957612;0.9504284520946805;0.9504284520946805;0.950323561964451;0.950323561964451;0.8979345603080184;0.8979345603080184;0.9268189351171615;0.9268189351171615;0.8847781029161907;0.8847781029161907;0.9284417457487523;0.9284417457487523;0.9772529513855064;0.9708964722527222;0.973746538587598;0.9691294498980514;0.9692655911699456;0.9684957743500634;0.973606837233215;0.9671260379026222;0.9369706889127675;0.9369706889127675;0.948648121406946;0.948648121406946
2.2;0.8068568112985506;0.8068568112985506;0.9084405169214017;0.9084405169214017;0.9696285860021497;0.9696285860021497;0.9836827272698158;0.9836827272698158;0.9544068443966113;0.9544068443966113;0.9423480518953131;0.9423480518953131;0.947969745687231;0.947969745687231;0.8826749530638638;0.8826749530638638;0.9291037917217047;0.9291037917217047;0.8117993618883153;0.8117993618883153;0.9148388147180129;0.9148388147180129;0.9783214828786396;0.9669026392996225;0.967043059915037;0.9722337795459887;0.969634134723897;0.9638905892841766;0.9693179142387632;0.9706302093144553;0.9344554369850735;0.9344554369850735;0.930163992786701;0.930163992786701
3.2;0.9259344683688547;0.9259344683688547;0.9387091493074087;0.9387091493074087;0.991373302051931;0.991373302051931;0.9915190583599406;0.9915190583599406;0.9572012911019753;0.9572012911019753;0.9705329303998964;0.9705329303998964;0.9619008974301866;0.9619008974301866;0.907732243792767;0.907732243792767;0.9413195336132021;0.9413195336132021;0.8661443173792107;0.8661443173792107;0.9431946400277303;0.9431946400277303;0.9872208417540278;0.9822754554776904;0.9839577179932735;0.9861970628542179;0.9826338761421409;0.9826060911692043;0.9805873604075557;0.9825510731250455;0.9510371945086702;0.9510371945086702;0.9544238321640337;0.9544238321640337
3.2;0.8070543382465161;0.8070543382465161;0.9544226217922082;0.9544226217922082;0.9817091481738873;0.9817091481738873;0.988291714734328;0.988291714734328;0.9747379238999145;0.9747379238999145;0.9763387188744689;0.9763387188744689;0.9764187996769425;0.9764187996769425;0.92051205704003;0.92051205704003;0.9248741065601692;0.9248741065601692;0.8672964567768994;0.8672964567768994;0.925946578535701;0.925946578535701;0.9871172867219721;0.9807895021579188;0.9820476377127686;0.9792482864329239;0.9818818337098303;0.9815443665877039;0.9803249728925341;0.9788788338293011;0.9631236114129827;0.9631236114129827;0.9422253121647021;0.9422253121647021
3.2;0.8735891756759984;0.8735891756759984;0.945512855806212;0.945512855806212;0.9809864694906223;0.9809864694906223;0.9888571516579662;0.9888571516579662;0.9558742612004716;0.9558742612004716;0.9715683314526833;0.9715683314526833;0.9620987543499752;0.9620987543499752;0.9420501058136219;0.9420501058136219;0.9463009462949264;0.9463009462949264;0.8434411265418197;0.8434411265418197;0.945380340119832;0.945380340119832;0.9806610183153371;0.9753257462899476;0.9751209463449125;0.9749697791338487;0.9734448951973277;0.9727366322693819;0.9691436045812843;0.9734309961190779;0.935340562067076;0.935340562067076;0.9709299031047282;0.9709299031047282
1.4;0.6997608827952561;0.6997608827952561;0.8973560590243002;0.8973560590243002;0.9626488900844419;0.9626488900844419;0.9635377600632097;0.9635377600632097;0.9253824849361493;0.9253824849361493;0.9478398310868704;0.9478398310868704;0.9336366311991525;0.9336366311991525;0.831723522842095;0.831723522842095;0.9025432296885498;0.9025432296885498;0.7886267160347894;0.7886267160347894;0.8929158775708326;0.8929158775708326;0.9591021275074643;0.9431158403055263;0.948350561252867;0.9491883560382015;0.9398260339164691;0.9519787400858832;0.9477664110781303;0.9582129950053704;0.8808111580495863;0.8808111580495863;0.9322557133762481;0.9322557133762481
3.0;0.8216044107421564;0.8216044107421564;0.9532841188083686;0.9532841188083686;0.9656277048017357;0.9656277048017357;0.9802189435915233;0.9802189435915233;0.961798183009135;0.961798183009135;0.9652390916498993;0.9652390916498993;0.9615039827411311;0.9615039827411311;0.9149872537947015;0.9149872537947015;0.9213221922824922;0.9213221922824922;0.8886704439606545;0.8886704439606545;0.8764718791001265;0.8764718791001265;0.9775283580718547;0.9744267468328652;0.9735463889724412;0.9790336703442475;0.9718379364377334;0.9775387968215759;0.9743446568640719;0.9794170610748805;0.9336792752872048;0.9336792752872048;0.9499753018644713;0.9499753018644713
1.4;0.7978259626531645;0.7978259626531645;0.911097862451477;0.911097862451477;0.9609096295668531;0.9609096295668531;0.977351184967494;0.977351184967494;0.9386323161514671;0.9386323161514671;0.9529445606444689;0.9529445606444689;0.9441269598382624;0.9441269598382624;0.8636228971565223;0.8636228971565223;0.9048631655087934;0.9048631655087934;0.811305533530358;0.811305533530358;0.8907545864006864;0.8907545864006864;0.9768584133606659;0.9762005926104856;0.9725279475176437;0.9718240215868638;0.9660799661427006;0.968171635188632;0.9687136810642019;0.9684995603589545;0.9133963938840872;0.9133963938840872;0.8852781642239225;0.8852781642239225
3.0;0.8910403822923001;0.8910403822923001;0.9183424625919637;0.9183424625919637;0.9838587298964192;0.9838587298964192;0.9895599250735359;0.9895599250735359;0.9386635901275768;0.9386635901275768;0.953364881449139;0.953364881449139;0.9502837325298173;0.9502837325298173;0.8642545948057471;0.8642545948057471;0.9223916939087577;0.9223916939087577;0.8293881790260517;0.8293881790260517;0.9336250049641165;0.9336250049641165;0.977617713842962;0.973335965137641;0.9731807184748202;0.9699400580606214;0.9665625286572682;0.9726480462473752;0.9677394293507375;0.9698964807036196;0.9225411073566543;0.9225411073566543;0.9537035597887172;0.9537035597887172
