Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max
2.6666666666666665;0.9674457838600209;0.966451004131551;0.9681157451408343;0.9405625350641946;0.9316943405923216;0.949002910472904
1.3333333333333333;0.9426089252655374;0.9400418144815126;0.9485251254714637;0.8809130821147492;0.8645410927310808;0.9104581741460451
4.0;0.9745736067052956;0.973836051753656;0.9776121436277896;0.9351479507941066;0.9343411574150338;0.9493915047356709
2.6666666666666665;0.9434521144153323;0.9434521144153323;0.9489713347881807;0.9039347730266855;0.9039347730266855;0.926474061145845
2.6666666666666665;0.9719932966993949;0.9720382668483867;0.9747856592956681;0.9280339786265387;0.9290646841643025;0.940534005749978
1.6666666666666667;0.8731062404795504;0.8769608599350942;0.884794051609083;0.8358155028977782;0.843337439619719;0.8891321851870876
2.3333333333333335;0.9466315095991223;0.9466315095991223;0.9527337135091449;0.9033100550586899;0.9033100550586899;0.9288466307877202
1.0;0.8849596491816674;0.8849596491816674;0.9004073969280022;0.8822036707243799;0.8822036707243799;0.9135850336286316
1.6666666666666667;0.9389606266934041;0.9389606266934041;0.9461349653380364;0.942233414913029;0.942233414913029;0.9606784638112115
3.0;0.9768754858071097;0.9768754858071097;0.9780896492857177;0.9032753686528728;0.9032753686528728;0.9392637446608084
1.6666666666666667;0.9482456236542574;0.9482456236542574;0.9525135597441942;0.903058576210477;0.903058576210477;0.9233616878231637
1.3333333333333333;0.8834660613544304;0.8834660613544304;0.8927674087189035;0.8822281430681453;0.8822281430681453;0.9054893856681405
1.3333333333333333;0.9105426153241232;0.9105426153241232;0.9127415743306094;0.920956759182105;0.920956759182105;0.9399383590659501
1.0;0.9247824714798277;0.9247824714798277;0.9236605206810828;0.8189851272435322;0.8189851272435322;0.8228989820697193
1.6666666666666667;0.8255936457025319;0.8255936457025319;0.8260170232508206;0.8092329010326962;0.8092329010326962;0.8088944560178712
2.3333333333333335;0.887831805937732;0.887831805937732;0.9006242437046826;0.8689664914669272;0.8689664914669272;0.8988466750242099
3.0;0.9484287101849043;0.9484287101849043;0.9566147374336216;0.935378496299568;0.935378496299568;0.9505103779541156
2.3333333333333335;0.9162443695828706;0.9162443695828706;0.9269721165124736;0.9138367432685311;0.9138367432685311;0.9332556291495646
3.0;0.9637602452952463;0.9637602452952463;0.9662848904124124;0.910904675387307;0.910904675387307;0.9215901728549817
1.6666666666666667;0.9620023713948301;0.9620023713948301;0.9655388513994726;0.9231682087286567;0.9231682087286567;0.9420822131176336
3.0;0.9599529809808725;0.9599529809808725;0.9636559177105758;0.8988999390390312;0.8988999390390312;0.9313435072668466
2.6666666666666665;0.9486997379005404;0.9486997379005404;0.9509893761347826;0.8814331049308115;0.8814331049308115;0.9083627132457998
1.6666666666666667;0.9243197732851014;0.9243197732851014;0.9251523625684268;0.8767009721671145;0.8767009721671145;0.9002860572982923
3.0;0.9629939562466892;0.9631349541084612;0.9637210081065386;0.9229838416094914;0.9224384918441674;0.9301276164120668
2.6666666666666665;0.9736791863217099;0.9736791863217099;0.9741448564856735;0.9252406047074809;0.9252406047074809;0.9352394934898031
2.6666666666666665;0.9226695798421505;0.9226695798421505;0.9259399967833072;0.92759265097097;0.92759265097097;0.9506260378353422
2.0;0.9262284539379037;0.9262284539379037;0.9329459789341195;0.8428503734019693;0.8428503734019693;0.9177041928376315
2.0;0.9512608100768497;0.9512608100768497;0.9543475137479545;0.8755199018158566;0.8755199018158566;0.8976659728786998
2.6666666666666665;0.9891343723260504;0.9891343723260504;0.9908776969679502;0.9650737286020628;0.9650737286020628;0.9708257466492194
1.0;0.8941980118267902;0.8941980118267902;0.8991753903515051;0.9250655965307496;0.9250655965307496;0.944783014182253
3.0;0.9801800857620719;0.9801800857620719;0.980670794190261;0.9342269104503937;0.9342269104503937;0.9404840627269438
3.0;0.9390368669672164;0.9390368669672164;0.9465411476250786;0.8899278441291801;0.8899278441291801;0.9201084308649011
1.0;0.8951894316326918;0.8951894316326918;0.9184506726925682;0.8812560173506283;0.8812560173506283;0.9171082573978174
2.0;0.912737096271333;0.9165205393347736;0.9224371394183569;0.9147385481356334;0.9239941332660746;0.9350161625113758
2.0;0.9257582438077664;0.9310462586641381;0.9343046082027058;0.9480921691849166;0.9520027669371611;0.9610744627229577
0.0;0.9028065697450535;0.9014664962156657;0.9084842504501653;0.8132687614905926;0.8298116120806349;0.8347321770413684
1.3333333333333333;0.8936875461602487;0.8961959401606031;0.8975572908560102;0.9006006377065181;0.9042948678834591;0.9191377984631843
