Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioconceptvec_fasttext__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Min;bioconceptvec_fasttext__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Min
4.0;0.9542521322382311;0.9542521322382311;0.9547077867250098
3.0;0.9923328272462616;0.9923328272462616;0.9924990812713894
2.2;0.9875508598212593;0.9875508598212593;0.984022198935482
3.2;0.9887091950236073;0.9887091950236073;0.9881973184288875
3.2;0.9991580653891982;0.9991580653891982;0.9579953844003671
3.2;0.9640506284665843;0.9640506284665843;0.9763426805409804
1.4;0.9507856425579655;0.9507856425579655;0.9507856425579655
3.0;0.993438793766291;0.993438793766291;0.993438793766291
1.4;0.9898092706006656;0.989681931555618;0.982715831610621
3.0;0.8406354987748607;0.8406354987748607;0.8406792313244523
3.0;0.9945912903653307;0.9945912903653307;0.9945912903653307
1.0;0.9901264874846736;0.9901264874846736;0.9901264874846736
3.0;0.9658430054902561;0.9658430054902561;0.9658430054902561
2.0;0.9451875871748647;0.9451875871748647;0.9453210700007667
2.4;0.9795471024915349;0.9795471024915349;0.9842138772684886
3.4;0.9495005146672607;0.9418899380455812;0.9657400872514579
3.0;0.9987037064430555;0.9987037064430555;0.9983061997359528
2.0;0.9742276111212518;0.9762035000743621;0.976203500074362
3.2;0.9799371777969638;0.9799371777969638;0.9920743637463588
2.0;0.9442575434876072;0.9442575434876072;0.9447913253626122
3.0;0.9811086906623877;0.9811086906623877;0.9899609899131249
1.2;0.982182526628869;0.982182526628869;0.9840745483932509
3.4;0.9852551864950313;0.9852551864950313;0.9901648835422894
1.8;0.9773810298631217;0.9773810298631217;0.9172861932570826
3.6;0.9942239253146582;0.9942239253146582;0.9943942936320893
2.0;0.9777541225188386;0.9777541225188386;0.979308940540345
2.4;0.9746934652812441;0.9748468647739578;0.9782194939480888
3.4;0.9809554469070028;0.9809554469070028;0.9809554469070028
3.0;0.9910100995654282;0.9910100995654282;0.9678301892539309
4.0;0.9957667261608479;0.9957667261608479;0.9950297361582449
4.0;0.9930352720388118;0.9930352720388118;0.9930352720388118
3.4;0.9519280384432622;0.9519280384432622;0.9521040630357686
3.4;0.9316095737234171;0.9316095737234171;0.9316095737234171
3.0;0.970735744699593;0.970735744699593;0.950195370567042
2.0;0.9800568520934746;0.9800568520934746;0.9800568520934746
3.8;0.994446973997099;0.994446973997099;0.9951341370278093
3.4;0.9976785980932019;0.9976785980932019;0.996796723695587
2.0;0.9914583968248425;0.9914583968248425;0.9938596262809691
4.0;0.9924475148726903;0.9924475148726903;0.9929008956136136
3.2;0.9870643905518134;0.9870643905518134;0.9870643905518135
2.2;0.9181442869969256;0.9181442869969256;0.9291444093290676
3.0;0.9886327950311748;0.9886327950311745;0.9886179965397687
2.0;0.9675712671537262;0.9675712671537262;0.9860176078187319
0.6;0.9810639243943625;0.9810639243943625;0.9710367276639197
3.2;0.9798493714361923;0.9798493714361923;0.9798943191843468
3.6;0.9970519123536692;0.9970519123536692;0.9970519123536692
1.0;0.9872580151708024;0.9872580151708024;0.9863896706786917
1.8;0.8031650535431678;0.8031650535431678;0.8403332751481629
2.8;0.9918378487804981;0.9918351050698712;0.9867837298483574
2.8;0.991402102847692;0.9914075389333031;0.9921650550043084
1.8;0.9734499648922537;0.9734525707670659;0.977464743880177
1.8;0.9644146690235905;0.9649325926858263;0.9814063977554439
2.6;0.8847594796216585;0.8847594796216585;0.8846414363359072
1.4;0.9923737402615515;0.9923737402615515;0.9930713490256144
3.0;0.9954583728350642;0.9954583728350642;0.9954583728350642
0.6;0.9817707460501635;0.9817815504086927;0.9829260863864953
1.8;0.8774871659133351;0.8774871659133351;0.8790960004446268
3.0;0.9957800995043481;0.9957800995043481;0.9958616472584169
3.0;0.9811606364960233;0.9811606364960233;0.9812902988501409
3.8;0.9984576166594116;0.9984576166594116;0.9855698397140079
2.4;0.9305471761134309;0.9305471761134309;0.930558541806458
3.6;0.913820229456804;0.913820229456804;0.9936254358976232
2.8;0.9241488717543221;0.9241488717543221;0.9929101526192938
3.6;0.995828549147661;0.995828549147661;0.995828549147661
3.0;0.9947326028966392;0.9947326028966392;0.9923871714680156
0.0;0.9726225023375781;0.9726225023375781;0.9627212024134223
0.0;0.9795577116647065;0.9795577116647065;0.9795550856046055
0.2;0.8932839374692104;0.8932839374692104;0.8999988383580222
0.0;0.9596185695879891;0.9596185695879891;0.9590650996982353
0.2;0.9789359996299825;0.9789359996299825;0.9789342479585381
0.2;0.952639206683618;0.952639206683618;0.941656783359907
1.8;0.970290199644024;0.970290199644024;0.9702901996440236
1.4;0.9614885591316471;0.9614885591316471;0.9510693375111294
1.8;0.9883526203033133;0.9883526203033133;0.9882979267931793
2.0;0.990162171221768;0.990162171221768;0.987385995198862
0.0;0.9459619105045384;0.9459619105045384;0.9459619105045387
0.8;0.9302080352220385;0.9302080352220385;0.9303404537813911
2.2;0.9652190808142586;0.9652190808142586;0.9652190808142587
1.4;0.9746246592353619;0.9746246592353619;0.9786364267648787
1.8;0.9898466626155935;0.9898466626155935;0.9898466626155924
3.0;0.996205860822425;0.996205860822425;0.989805117107482
1.2;0.9734917115487258;0.9734917115487258;0.7751084004865934
0.2;0.9636086314689704;0.9636086314689704;0.9634806140514753
0.2;0.9713287455275487;0.9878444809880224;0.9719447983112223
0.6;0.9872699098145954;0.9872699098145954;0.9881585276787072
0.2;0.9493240514077199;0.9493240514077199;0.9848164374348573
0.2;0.9835285670619305;0.9835285670619305;0.9838234828821493
0.0;0.9793958866693274;0.9793958866693274;0.9816785578729702
0.2;0.9434352582095574;0.9434352582095574;0.9570424339561368
0.2;0.9490811973471465;0.9490811973471465;0.7895109525822683
2.0;0.9815522502067754;0.9815522502067754;0.9815522502067754
2.8;0.968085589494985;0.968085589494985;0.968085512852962
2.0;0.9605970213440695;0.9605970213440695;0.959071604351946
4.0;0.990603942440153;0.990603942440153;0.9920180674406694
3.0;0.9842717940464992;0.9842717940464992;0.9822440084073274
3.2;0.9405522265257679;0.9405522265257679;0.9405522265257679
1.6;0.8881117075623387;0.8881117075623387;0.890368568650007
2.4;0.9980790165855561;0.9980776293092565;0.9996387606053259
3.2;0.984245725773017;0.984245725773017;0.984245725773017
1.8;0.9480769537938665;0.9480769537938665;0.9060745023335689
