Human;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Flair_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none
4.0;0.8416621873833124;0.8504823546226368
3.0;0.8026037636483426;0.8156077083395883
2.2;0.7216693423675736;0.7471819425319929
3.2;0.8929330631914931;0.889886521496227
3.2;0.8413668643367719;0.8516961113281233
3.2;0.7846164219174036;0.8059723943774153
1.4;0.6371706186776998;0.6339593213529278
3.0;0.8230262350526892;0.8140128130712497
1.4;0.6710130182408253;0.6659208870362384
3.0;0.8566237503068789;0.8505011916992641
3.0;0.8881726247364577;0.8817883446271235
1.0;0.7083077538466193;0.7060856474622784
3.0;0.7451441986805931;0.7661264909640836
2.0;0.7938993189383048;0.7987679961280135
2.4;0.8190372729032018;0.8533265508607314
3.4;0.8046975727355665;0.794546252445929
3.0;0.8264483014764531;0.8153921872754262
2.0;0.7927352948715393;0.7833421145015385
3.2;0.8404119916547921;0.8557106646256455
2.0;0.7615781971784125;0.7576210058497118
3.0;0.7899763202984306;0.7850763807444845
1.2;0.7394967175024995;0.7487538907294253
3.4;0.8482464345339346;0.8402730137507006
1.8;0.6987767001490102;0.6858107776469791
3.6;0.8181842423239013;0.825389425215847
2.0;0.7304926277194943;0.7342382996563304
2.4;0.8088883843954009;0.802553046867126
3.4;0.7092505485409282;0.6957887498606107
3.0;0.8188960082947672;0.8207056446322109
4.0;0.59151948105289;0.6217166797935973
4.0;0.8671710742882576;0.8499782415859471
3.4;0.843862069628178;0.8560478493187507
3.4;0.8351131896065243;0.8372872525551586
3.0;0.72985018090022;0.7334557496322845
2.0;0.7599663528029165;0.7483240525917658
3.8;0.9321701818049761;0.930636236471253
3.4;0.8927996882729314;0.8925164577840418
2.0;0.8110625627278772;0.7980830760957276
4.0;0.8465205815239226;0.8503681779696559
3.2;0.8700410579677021;0.8719442439260009
2.2;0.6662100156906459;0.6667222370374294
3.0;0.7690225904481558;0.7713018230681612
2.0;0.742881178763942;0.735200035896109
0.6;0.7794749858767772;0.7847452639440428
3.2;0.7633157064233185;0.7679285620668447
3.6;0.7902939758788853;0.7960295692486694
1.0;0.8107756831002823;0.8262169955236082
1.8;0.8471791066027832;0.8356852219349216
2.8;0.4919154118128173;0.5197947279497226
2.8;0.5226702148346672;0.540438511048116
1.8;0.6956404732785506;0.7112635724961145
1.8;0.8019739663173059;0.7969638758928295
2.6;0.8770833836703157;0.87650465272667
1.4;0.7224930775827172;0.7224801967447181
3.0;0.7193811245728271;0.7047494619317439
0.6;0.7357795957321271;0.7101876564926605
1.8;0.7428205580385072;0.7439974194626479
3.0;0.779023763301604;0.7870742145325977
3.0;0.8310620964417298;0.8333378073342256
3.8;0.8807342286744624;0.8870057756213883
2.4;0.8223825836899638;0.8203085893796077
3.6;0.8622853736674806;0.8635545525126299
2.8;0.8398098313986224;0.8388298247384008
3.6;0.8222742416507257;0.8098681109833599
3.0;0.8752884521608295;0.8713205062623549
0.0;0.6302459967197148;0.6237595115247495
0.0;0.6692157133116121;0.6411763936568118
0.2;0.5429965815499576;0.5322908037600328
0.0;0.6227217452355637;0.6205185620110892
0.2;0.6592355579001495;0.6857402470728692
0.2;0.7761364211725571;0.7765767848480128
1.8;0.604984034672605;0.6113113864227931
1.4;0.6158357759730501;0.65399494743941
1.8;0.681902008623006;0.6760983040807942
2.0;0.791911252703275;0.7963694461769818
0.0;0.6844551649355513;0.6772629674596422
0.8;0.8666989713216021;0.8642520428068992
2.2;0.7466660158161289;0.7441181093849669
1.4;0.6917611851708696;0.6707262772604801
1.8;0.7255361334325946;0.7301610985796189
3.0;0.8755671630330422;0.8864846799110655
1.2;0.8577593667200392;0.8529949629902045
0.2;0.6394303973006735;0.624808558544453
0.2;0.6668677347048879;0.6651379853670856
0.6;0.6316554564641897;0.637518850885103
0.2;0.7145822363349931;0.7159468285432782
0.2;0.7274230201796507;0.7099551911413629
0.0;0.5929387517837835;0.5862077067193732
0.2;0.6499303047250673;0.6638296627902912
0.2;0.731588987162992;0.7333567778806359
2.0;0.7025306378906762;0.6973059241238949
2.8;0.8229221480221708;0.821766611869489
2.0;0.6777592815878077;0.6812346225668391
4.0;0.8760621863563006;0.8701257484113456
3.0;0.7945564616866083;0.7920579976821888
3.2;0.7195469371811297;0.7091553298055084
1.6;0.8315343588411919;0.8348106318382322
2.4;0.7896121125393155;0.7873228686379116
3.2;0.8241999253078308;0.8105282875882915
1.8;0.7259102610624901;0.7246212409945366
