Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes
3.5;0.8512568729806494;0.8512568729806494;0.8215838362577491;0.8215838362577491;0.8364259205036834;0.8364259205036834;0.8600152893790315;0.8600152893790315;0.8512568729806494;0.8512568729806494
2.5;0.6945385053356156;0.7090576224477299;0.6227523687795278;0.6414269805898185;0.6597269650039154;0.6762894076795645;0.71581505944733;0.7290799554043039;0.7411328244972558;0.7527242737722804
3.45;0.6619825354793264;0.6619825354793264;0.5728918992315464;0.5728918992315464;0.6578422833006351;0.6578422833006351;0.6622110014164161;0.6622110014164161;0.6619825354793264;0.6619825354793264
4.0;0.8911418017623701;0.8911418017623701;0.8600732686214939;0.8600732686214939;0.8830656143408875;0.8830656143408875;0.8975924304089206;0.8975924304089206;0.8972142445641591;0.8972142445641591
3.0;0.3464101615137754;0.3380617018914066;0.3464101615137754;0.3380617018914066;0.3464101615137754;0.3380617018914066;0.3464101615137754;0.3380617018914066;0.3464101615137754;0.3380617018914066
2.0;0.5800521967027824;0.5800521967027824;0.42857142857142855;0.42857142857142855;0.5308888440776693;0.5308888440776693;0.6134111565877911;0.6134111565877911;0.6054161500486398;0.6054161500486398
2.5;0.7516152442614803;0.7516152442614803;0.6774581282657174;0.6774581282657174;0.7229958906801058;0.7229958906801058;0.7693455805775434;0.7693455805775434;0.7815939467538902;0.7815939467538902
3.0;0.7526511357478985;0.7526511357478985;0.502518907629606;0.502518907629606;0.7190566426597441;0.7190566426597441;0.7661452420359502;0.7661452420359502;0.7903013885939969;0.7903013885939969
0.0;0.36991792446584393;0.36991792446584393;0.29971166621518747;0.29971166621518747;0.35819859558175154;0.35819859558175154;0.37196863986452205;0.37196863986452205;0.36991792446584393;0.36991792446584393
2.5;0.8512255360606443;0.8512255360606443;0.5720775535473553;0.5720775535473553;0.7790038189082376;0.7790038189082376;0.8955243359728928;0.8955243359728928;0.8822450463574514;0.8822450463574514
3.0;0.9545424072041568;0.9545424072041568;0.9285714285714286;0.9285714285714286;0.9447422701738222;0.9447422701738222;0.9585799586701171;0.9585799586701171;0.9545424072041568;0.9545424072041568
0.5;0.3439477716239314;0.3788491748276503;0.2946278254943948;0.3328201177351375;0.32242563500637167;0.35886590358855736;0.35492610096295846;0.38897069697118564;0.3439477716239314;0.3788491748276503
3.0;0.6333118692784048;0.6085997357356516;0.4743416490252569;0.4479893351905204;0.5857893922824627;0.5604170331175918;0.6697651613069608;0.6458444197411953;0.6623281244171485;0.63858817226832
4.1;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699
3.5;0.7701540462154054;0.6804138174397718;0.7701540462154054;0.6804138174397718;0.7701540462154054;0.6804138174397718;0.7701540462154054;0.6804138174397718;0.7701540462154054;0.6804138174397718
4.0;0.8954430086935637;0.8996469021204839;0.8954430086935637;0.8996469021204839;0.8954430086935637;0.8996469021204839;0.8954430086935637;0.8996469021204839;0.8954430086935637;0.8996469021204839
2.5;0.6622295757443726;0.6524710715329124;0.607789741118069;0.5987849508520958;0.6382184012118229;0.6287759807867095;0.674445637015213;0.6645450059005648;0.683679213764792;0.6738415898913906
4.0;0.9433580473843999;0.9466218985386364;0.9231861823449954;0.9276336570439173;0.934880236787375;0.9386445830586525;0.9481405958586678;0.9511192815592378;0.9433580473843999;0.9466218985386364
4.0;0.7802855525871036;0.7731893683970491;0.7463904912524668;0.7412493166611012;0.7682007892414001;0.7617778269065468;0.7955149045719546;0.7876992000982148;0.8038379799348572;0.795821221915744
4.1;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942
4.0;0.8164965809277261;0.7581753965757457;0.8164965809277261;0.7581753965757457;0.8164965809277261;0.7581753965757457;0.8164965809277261;0.7581753965757457;0.8164965809277261;0.7581753965757457
3.0;0.836913525542265;0.8462108508316369;0.7824758900557375;0.7953559537197223;0.8189854259818534;0.8294692135595121;0.8518032789298279;0.8601451137045069;0.850834221281266;0.8592685602899102
4.0;0.7544011041964394;0.6932746391408949;0.7357672073819589;0.6744532734334623;0.7439996543558717;0.682717581322845;0.7618550532736517;0.7009571156373697;0.7544011041964394;0.6932746391408949
3.0;0.9403542680760839;0.9403542680760839;0.8040302522073697;0.8040302522073697;0.8862364466003234;0.8862364466003234;0.9653655355429541;0.9653655355429541;0.9688683246746813;0.9688683246746813
4.5;0.936409381672243;0.936409381672243;0.9014201887444078;0.9014201887444078;0.9319831411140199;0.9319831411140199;0.9384441711604732;0.9384441711604732;0.94059237393381;0.94059237393381
3.5;0.8362420100070909;0.8362420100070909;0.8362420100070909;0.8362420100070909;0.8362420100070909;0.8362420100070909;0.8362420100070909;0.8362420100070909;0.8362420100070909;0.8362420100070909
3.5;0.43633747221761754;0.42060559762071664;0.34668762264076824;0.33407655239053047;0.38032331503074235;0.36650587347565494;0.4933550474205276;0.4759413408939322;0.43633747221761754;0.42060559762071664
3.0;0.8251987062224513;0.8355410876990542;0.8113480845393759;0.8226035963188325;0.8159350401990816;0.8268929324316253;0.8363778085311394;0.8459653045402779;0.8378127229138072;0.8473283917126867
3.5;0.9144719318660746;0.9198769665583479;0.8980265101338746;0.9045340337332908;0.9079250865486221;0.9137670667604122;0.9243401011044079;0.9290904914839785;0.9293764344465233;0.9338059916769718
4.0;0.9610094896303252;0.9610094896303252;0.940721563831303;0.940721563831303;0.9565736264138076;0.9565736264138076;0.963945491821145;0.963945491821145;0.9630719594968851;0.9630719594968851
4.0;0.9785607572619714;0.9798587607538246;0.9509474618867318;0.9539590550898286;0.9722278509686727;0.9739211448528798;0.9802268658853479;0.9814204181378618;0.9785607572619714;0.9798587607538246
4.0;0.8902638145194514;0.8902638145194514;0.8902638145194514;0.8902638145194514;0.8902638145194514;0.8902638145194514;0.8902638145194514;0.8902638145194514;0.8902638145194514;0.8902638145194514
3.0;0.6221801180211659;0.6103541994607516;0.5482801942347868;0.5457051563317492;0.5915852836379141;0.5915852836379141;0.6396005858246904;0.6393118323900656;0.6666666666666669;0.6666666666666669
2.5;0.7266676920839308;0.7404346175464877;0.7092081432669752;0.7239227659930269;0.7179717367443781;0.7322211495201186;0.7318511732016806;0.745313868538786;0.7266676920839308;0.7404346175464877
2.5;0.5257610938805705;0.5159117781875541;0.45;0.44126130406091413;0.5068890358969892;0.49730084643879485;0.5340254609281296;0.5240719265209451;0.5257610938805705;0.5159117781875541
3.0;0.7059417325477748;0.6238134900653688;0.6666666666666667;0.5833333333333334;0.6957759852531589;0.6130109401592776;0.7153862203023262;0.6343168469322997;0.7154599467792043;0.6344018505182535
0.0;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.14285714285714285
4.25;0.7863570994927849;0.7863570994927849;0.7863570994927849;0.7863570994927849;0.7863570994927849;0.7863570994927849;0.7863570994927849;0.7863570994927849;0.7863570994927849;0.7863570994927849
3.0;0.8553101787186976;0.8553101787186976;0.6722139969935249;0.6722139969935249;0.7988646942111507;0.7988646942111507;0.8819413616741932;0.8819413616741932;0.8918898453426771;0.8918898453426771
3.0;0.710046946804693;0.6929348671835833;0.710046946804693;0.6929348671835833;0.710046946804693;0.6929348671835833;0.710046946804693;0.6929348671835833;0.710046946804693;0.6929348671835833
4.0;0.6210590034081188;0.6454972243679028;0.6210590034081188;0.6454972243679028;0.6210590034081188;0.6454972243679028;0.6210590034081188;0.6454972243679028;0.6210590034081188;0.6454972243679028
0.0;0.34611247135660583;0.3371298198432799;0.2286647801900118;0.22256595362986284;0.31262075220337815;0.3044270832122007;0.36037429091459283;0.351045059626785;0.34611247135660583;0.3371298198432799
3.5;0.8061761440790216;0.716336249063379;0.7468160448149386;0.6534640392130713;0.7956197868603079;0.7046291155344468;0.8098280033350113;0.720464674821308;0.8061761440790216;0.716336249063379
1.0;0.4879598904288154;0.4879598904288154;0.41602514716892186;0.41602514716892186;0.43671833752304173;0.43671833752304173;0.5537124672595289;0.5537124672595289;0.4879598904288154;0.4879598904288154
0.0;0.23570226039551587;0.1720618004029213;0.23570226039551587;0.1720618004029213;0.23570226039551587;0.1720618004029213;0.23570226039551587;0.1720618004029213;0.23570226039551587;0.1720618004029213
1.5;0.5161854012087639;0.5007733956671914;0.5161854012087639;0.5007733956671914;0.5161854012087639;0.5007733956671914;0.5161854012087639;0.5007733956671914;0.5161854012087639;0.5007733956671914
3.6;0.6842105263157894;0.6842105263157894;0.6842105263157894;0.6842105263157894;0.6842105263157894;0.6842105263157894;0.6842105263157894;0.6842105263157894;0.6842105263157894;0.6842105263157894
3.0;0.9128361375902571;0.9128361375902571;0.8232127859153064;0.8232127859153064;0.9020838852888307;0.9020838852888307;0.9154355152105578;0.9154355152105578;0.9151953193555699;0.9151953193555699
3.0;0.7474093186836597;0.722897396012249;0.7474093186836597;0.722897396012249;0.7474093186836597;0.722897396012249;0.7474093186836597;0.722897396012249;0.7474093186836597;0.722897396012249
