Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Average
2.6666666666666665;0.7345072166553216;0.7088562175225602;0.817738914988921
1.3333333333333333;0.6396867446947686;0.5802153520720437;0.7374733059190084
4.0;0.8115391556427825;0.8052089660601799;0.8748190154412948
2.6666666666666665;0.7375833872146826;0.7375833872146826;0.7887929286086145
2.6666666666666665;0.6900643970171091;0.6949974059179719;0.7579495581764862
1.6666666666666667;0.5362890654996975;0.5359322309830208;0.7276972283023508
2.3333333333333335;0.6799431700430577;0.6799431700430577;0.7703626032479886
1.0;0.6150865254777904;0.6150865254777904;0.7383576464580186
1.6666666666666667;0.7349788239820073;0.7349788239820073;0.8071774562544848
3.0;0.6930888973006595;0.6930888973006595;0.7794731034810222
1.6666666666666667;0.7155783770602651;0.7155783770602651;0.8098891283160552
1.3333333333333333;0.6005388100938495;0.6005388100938495;0.7363232452280248
1.3333333333333333;0.5908497089215012;0.5908497089215012;0.7332260006673003
1.0;0.4656300099363434;0.4656300099363434;0.4931494774657328
1.6666666666666667;0.5790286551789517;0.5790286551789517;0.5725016441977869
2.3333333333333335;0.5469222409478139;0.5469222409478139;0.6677453482825297
3.0;0.7509680809214145;0.7509680809214145;0.8068678206155493
2.3333333333333335;0.6925483958079102;0.6925483958079102;0.7994095358982084
3.0;0.6811240298320228;0.6811240298320228;0.7439936026159821
1.6666666666666667;0.6969899421867015;0.6969899421867015;0.8090909716890697
3.0;0.7145909319613165;0.7145909319613165;0.8168298202753907
2.6666666666666665;0.506077806602236;0.506077806602236;0.719402533356002
1.6666666666666667;0.5470093958959839;0.5470093958959839;0.7200282651366006
3.0;0.7904392344710733;0.783261293310256;0.8433234849568625
2.6666666666666665;0.7504400878567169;0.7504400878567169;0.8262985035923793
2.6666666666666665;0.8157599750625901;0.8157599750625901;0.8602661385603684
2.0;0.6179688253819235;0.6179688253819235;0.8367645374322332
2.0;0.467158312030417;0.467158312030417;0.5893575889770899
2.6666666666666665;0.7901944851032657;0.7901944851032657;0.8876927228936723
1.0;0.7304246926149947;0.7304246926149947;0.8304561870707198
3.0;0.8234150249971278;0.8234150249971278;0.8465767172037076
3.0;0.6138418676070736;0.6138418676070736;0.7536617210578114
1.0;0.6471490834815273;0.6471490834815273;0.8028722002423633
2.0;0.6108046611050059;0.7453529558586741;0.7273667317804603
2.0;0.7697879350180468;0.8258675434926118;0.8580036606772595
0.0;0.12809693894076515;0.1403625722499736;0.14748092634987717
1.3333333333333333;0.5807971142137872;0.5812148551354182;0.6641071524117893
2.3333333333333335;0.610730467932231;0.610730467932231;0.7571028722357848
0.3333333333333333;0.7421131655947508;0.7421131655947508;0.657180459613289
1.0;0.5532868698429471;0.5532868698429471;0.7302660411567355
3.0;0.7561865792045905;0.7561865792045905;0.8658449069557955
2.0;0.7034097199908442;0.6997434516538819;0.7925805316203155
1.0;0.6721001185455255;0.6721001185455255;0.791326347869845
1.3333333333333333;0.6919837689498212;0.6919837689498212;0.7842458208949031
1.6666666666666667;0.7103025173172898;0.6547972995060034;0.752689124078651
0.6666666666666666;0.7102660154705965;0.7102660154705965;0.7663657020023794
1.3333333333333333;0.8903856942035054;0.8903856942035054;0.937395298499277
2.0;0.8881110001658492;0.8706596854145933;0.9282999758236291
2.0;0.7347811802052562;0.7347811802052562;0.846387271682522
0.6666666666666666;0.6224388117063695;0.6224388117063695;0.7807786640917794
3.0;0.821157467351435;0.821157467351435;0.9060896016803816
3.0;0.8737104626131191;0.8737104626131191;0.892553394016224
1.3333333333333333;0.8210145001973386;0.8210145001973386;0.8774451471875221
2.0;0.8586273794291803;0.8586273794291803;0.8847923331211563
2.0;0.7358824655749538;0.7358824655749538;0.8286037566797226
1.0;0.6207114220326018;0.6207114220326018;0.7306221679255147
1.6666666666666667;0.7735671770680816;0.7722168027514164;0.8641607544552786
2.0;0.7961967997690231;0.7813035818622553;0.8458661844930304
0.3333333333333333;0.614467003025476;0.614467003025476;0.717546756762372
2.3333333333333335;0.8026068584053941;0.8026068584053941;0.839080333537537
2.0;0.5458707056780772;0.5458707056780772;0.5573201392588824
1.3333333333333333;0.7694944192128155;0.7493843109849172;0.8386778154207324
2.6666666666666665;0.995231184554947;0.995231184554947;0.9970135634259337
1.0;0.7481775758560605;0.7481775758560605;0.8123790911198568
0.3333333333333333;0.623147253722912;0.623147253722912;0.709839655439145
1.3333333333333333;0.826074011122316;0.826074011122316;0.8683111230994904
1.3333333333333333;0.8411658212201832;0.8411658212201832;0.8906265492426612
2.3333333333333335;0.5276575110103724;0.5276575110103724;0.7050548299868156
3.0;0.803394097081177;0.803394097081177;0.8417295342404149
3.0;0.7950676485423321;0.7959825482864215;0.8754190972548727
3.0;0.8790037965168468;0.8790037965168468;0.9067678626995432
1.3333333333333333;0.5704563462007731;0.5704563462007731;0.7679903552153449
3.0;0.4606101614277241;0.4606101614277241;0.7239245062262483
1.3333333333333333;0.6053456491045948;0.6053456491045948;0.7115331218252658
4.0;0.8402890334839016;0.8402890334839016;0.8673297350404329
2.6666666666666665;0.8144517095597351;0.8144517095597351;0.8777202526260917
0.3333333333333333;0.38900292863328506;0.38900292863328506;0.5395025465014026
0.0;0.554348236972138;0.554348236972138;0.7200956041802287
0.0;0.37530677950693087;0.37530677950693087;0.5642211398583864
0.0;0.4082140902124151;0.4082140902124151;0.5790919870162494
0.6666666666666666;0.5104693113737863;0.5104693113737863;0.6181651861121705
0.3333333333333333;0.3813348652216605;0.4589165496418015;0.7021168171906502
0.6666666666666666;0.5902987744465433;0.5902987744465433;0.7017091242325459
