Human;UBSM_Metamap_AncSPLRada;UBSM_MetamapLite_AncSPLRada;UBSM_Ctakes_AncSPLRada;UBSM_Metamap_AncSPLWeightedJiangConrath;UBSM_MetamapLite_AncSPLWeightedJiangConrath;UBSM_Ctakes_AncSPLWeightedJiangConrath;UBSM_Metamap_AncSPLCosineNormWeightedJiangConrath;UBSM_MetamapLite_AncSPLCosineNormWeightedJiangConrath;UBSM_Ctakes_AncSPLCosineNormWeightedJiangConrath;UBSM_Metamap_AncSPLCaiStrategy1;UBSM_MetamapLite_AncSPLCaiStrategy1;UBSM_Ctakes_AncSPLCaiStrategy1;UBSM_Metamap_JiangConrath;UBSM_MetamapLite_JiangConrath;UBSM_Ctakes_JiangConrath;COM_WBSM_UBSM_Metamap_AncSPLRada;COM_WBSM_UBSM_MetamapLite_AncSPLRada;COM_WBSM_UBSM_Ctakes_AncSPLRada
2.6666666666666665;0.35714285714285715;0.2964997266644405;0.2964997266644405;0.5321000209782686;0.3486467544237662;0.2964997266644405;0.46344681944640786;0.32098887848696517;0.2964997266644405;0.5658909669159963;0.36705261846126136;0.2964997266644405;0.6079471844450645;0.3486467544237662;0.2964997266644405;0.3605099401061693;0.330188374866961;0.330188374866961
1.3333333333333333;0.09805806756909201;0.0944911182523068;0.0944911182523068;0.3255431302726106;0.0944911182523068;0.0944911182523068;0.21112372763116186;0.0944911182523068;0.0944911182523068;0.469187318144084;0.0944911182523068;0.0944911182523068;0.5576025216200097;0.0944911182523068;0.0944911182523068;0.0962745929106994;0.0944911182523068;0.0944911182523068
4.0;0.5017452060042545;0.33333333333333337;0.33333333333333337;0.6974103725500632;0.3874226481395987;0.3562509736695661;0.6326939057822382;0.36252816735953486;0.34168091496018455;0.7630000425234201;0.41140100724865863;0.3949411678769586;0.7799926445877053;0.3874226481395987;0.4003203845127179;0.41753926966879396;0.33333333333333337;0.33333333333333337
2.6666666666666665;0.25087260300212727;0.3086066999241839;0.29814239699997197;0.45599313203731756;0.3392955197990953;0.3127643616996613;0.3404693415105821;0.3250212217463862;0.3018333992830311;0.5608921896178853;0.34693948515254286;0.3554769361697819;0.620939031344415;0.3392955197990953;0.36084391824351614;0.23723970037605313;0.2661067488370814;0.2608745973749755
2.6666666666666665;0.2773500981126146;0.2452557357939863;0.23693955110363693;0.4233768568014424;0.38374315146105253;0.32181480228701576;0.33036451999981603;0.33627964340617245;0.29333919330929076;0.5110820782459083;0.40909761682979107;0.3357009956832116;0.528257226155821;0.38374315146105253;0.32181480228701576;0.25714482460812577;0.24109764344881163;0.23693955110363693
1.6666666666666667;0.09128709291752768;0.09534625892455924;0.09534625892455924;0.09128709291752768;0.09534625892455924;0.09534625892455924;0.09128709291752768;0.09534625892455924;0.09534625892455924;0.09128709291752768;0.09534625892455924;0.09534625892455924;0.09128709291752768;0.09534625892455924;0.09534625892455924;0.09331667592104345;0.09534625892455924;0.09534625892455924
2.3333333333333335;0.22360679774997896;0.35355339059327373;0.35355339059327373;0.5244292641351463;0.35355339059327373;0.35355339059327373;0.39994567131600417;0.35355339059327373;0.35355339059327373;0.5904780587648565;0.35355339059327373;0.35355339059327373;0.7080886683855953;0.35355339059327373;0.35355339059327373;0.33541019662496846;0.4003834930466158;0.4003834930466158
1.0;0.0;0.0;0.0;0.3728195049090226;0.21443346761660984;0.08914183657239237;0.2037706997748473;0.1478257277881837;0.04254552277605281;0.49953494506094015;0.25084512102755785;0.1226572833706622;0.5954349558363887;0.21443346761660986;0.08914183657239239;0.0;0.0;0.0
1.6666666666666667;0.43550355630934223;0.2672612419124244;0.3563483225498992;0.6959370404869524;0.37621341639946515;0.4757293809778799;0.6266470322961766;0.31592037215523844;0.4020812046830246;0.7201047346610323;0.4290062156055937;0.5440642129701969;0.7274551444647047;0.37621341639946515;0.4757293809778799;0.4218759233866026;0.3377547661881437;0.38229830650688107
3.0;0.12499999999999997;0.31622776601683794;0.40201512610368484;0.2475516655995768;0.48643130265839934;0.494622986087135;0.17030842786022662;0.4174133872244093;0.46301740250438056;0.3405597416990474;0.5219736379301276;0.5066684383137079;0.5458060185946181;0.48643130265839934;0.494622986087135;0.2635075630518424;0.3591214460602614;0.40201512610368484
1.6666666666666667;0.1178511301977579;0.2222222222222222;0.2222222222222222;0.3634733304727395;0.31383556822886804;0.31741206397836685;0.2224915024482986;0.25857080869523474;0.2786541799141275;0.5508623422287123;0.3695774288265226;0.33828948554925153;0.7033291962896148;0.31383556822886804;0.31741206397836685;0.16433482043782494;0.21652036645005707;0.21652036645005707
1.3333333333333333;0.0890870806374748;0.0890870806374748;0.08606629658238703;0.3404146709965149;0.15533902401351682;0.1383876743762228;0.1973062331331495;0.1098821554551781;0.10694420482756106;0.5009527316396427;0.20671300290472341;0.16749498567413185;0.6407452002084607;0.3485566129158596;0.13838767437622276;0.0853683693651237;0.0853683693651237;0.08385797733757981
1.3333333333333333;0.0;0.06063390625908324;0.06063390625908324;0.2910075798046968;0.25753222131092074;0.3104104598171901;0.14578823777234184;0.1850341215121441;0.20727374675046398;0.41989286055067615;0.29283730374548755;0.39864845183018904;0.5488346298421011;0.3266301971274048;0.460933905501421;0.029462782549439483;0.05977973567898111;0.05977973567898111
1.0;0.0;0.22360679774997896;0.22360679774997896;0.2466885954906756;0.31075002542024055;0.3345818286280283;0.1271864523456987;0.26483249562038397;0.2548763382552181;0.40140959156871237;0.4019331751132458;0.43603814863033014;0.4242993260045057;0.40989215414163266;0.4552228121691973;0.11180339887498948;0.22360679774997896;0.22360679774997896
