Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Max
3.5;0.9974998838148084;0.9974998838148084;0.9975855556642786
2.5;0.9625245745062029;0.9625245745062029;0.9624791788453019
3.45;0.9594284866155909;0.9594284866155909;0.95979058487933
4.0;0.9839141832941817;0.9839141832941817;0.9861350454596004
3.0;0.9170340213480258;0.9170340213480258;0.9354651888462484
2.0;0.9206830031731175;0.9206830031731175;0.9320571240718875
2.5;0.9680653117113865;0.9680653117113865;0.9726128223583022
3.0;0.9176743276389911;0.9176743276389911;0.9179087997357765
0.0;0.847321795797621;0.847321795797621;0.8695846301270969
2.5;0.9216962379181632;0.9216962379181632;0.9235405842275071
3.0;0.9766521085854735;0.9766521085854735;0.9813486744187958
0.5;0.8471004380073922;0.8471004380073922;0.8835274476138489
3.0;0.9580078458531983;0.9580078458531983;0.9678864515825256
4.1;0.9688505450146023;0.9688505450146023;0.9752092487602475
3.5;0.9575349805679901;0.9575349805679901;0.9631401275725371
4.0;0.991434244294285;0.991434244294285;0.9914879313952444
2.5;0.9673660718709389;0.9673660718709389;0.969284948959349
4.0;0.9924837548535509;0.9924837548535509;0.9934560807828037
4.0;0.9747501125681062;0.9747501125681062;0.9795309621600843
4.1;0.9533152353090368;0.9533152353090368;0.9656012526970235
4.0;0.993771518738495;0.993771518738495;0.9846515862167661
3.0;0.9754659557253844;0.9754659557253844;0.9790265060008884
4.0;0.9794997205054082;0.9794997205054082;0.9844637519569115
3.0;0.9673814483752242;0.9673814483752242;0.967166858189897
4.5;0.9949608991035087;0.9949608991035087;0.9952036529223574
3.5;0.9536231090397727;0.9536231090397727;0.9596819857872413
3.5;0.8171215326217214;0.8171215326217214;0.8447897169813686
3.0;0.9831212658584776;0.9831212658584776;0.9858018940830097
3.5;0.9895321329182781;0.9895321329182781;0.9911645447961638
4.0;0.9985734129505578;0.9985734129505578;0.99863530562902
4.0;0.9932767953767915;0.9932767953767915;0.993772877618084
4.0;0.9991005193809039;0.9991005193809039;0.9986361190803438
3.0;0.9366216041970546;0.9366216041970546;0.9395462833657178
2.5;0.9707742030892713;0.9707742030892713;0.9719025230027666
2.5;0.9154767416194552;0.9145780994950675;0.9285933156705303
3.0;0.9513881587844941;0.9513881587844941;0.9616487978675528
0.0;0.8179783490524797;0.8179783490524797;0.8654245925669108
4.25;0.9517017421447002;0.9517017421447002;0.9546640044743061
3.0;0.907447139241974;0.907447139241974;0.9137907827342874
3.0;0.9349401102446065;0.9349401102446065;0.9389892303274356
4.0;0.9331489424497794;0.9331489424497794;0.911862005981938
0.0;0.8674997344274481;0.8674997344274481;0.8967668278851754
3.5;0.9103482677347493;0.9103482677347493;0.9175966881753195
1.0;0.8249833107686634;0.8269903076003978;0.8604265147728327
0.0;0.8291845668393422;0.8291845668393422;0.856305479356644
1.5;0.9133382243532581;0.9133382243532581;0.951146681056329
3.6;0.9232760143274968;0.9232760143274968;0.9381490282569412
3.0;0.9492128751338641;0.9492128751338641;0.9670138561543619
3.0;0.9804667367309691;0.9804667367309691;0.9832955116801211
5.0;0.9820013133244876;0.9820013133244876;0.9840167273601675
3.5;0.925260896634076;0.925260896634076;0.9393090042599648
0.0;0.8188830394373744;0.8188830394373744;0.8381656295575479
4.0;0.9523464062900823;0.9523464062900823;0.9481927966786409
4.5;0.9867641250307171;0.9867641250307171;0.9888442318264304
3.0;0.9624917279572465;0.9624917279572465;0.9705638867337272
3.5;0.9671603894217959;0.9671603894217959;0.970312730774388
4.0;0.983801445291747;0.983801445291747;0.984245019741525
3.0;0.9839912474083873;0.9839912474083873;0.9845748649940694
3.0;0.9692591371574878;0.9692591371574878;0.967457247360424
3.5;0.9721136213972941;0.9721136213972941;0.9653135284981997
2.5;0.8973349625434969;0.8973349625434969;0.9103873060286805
3.5;0.9647795535874238;0.9647795535874238;0.9735093577642652
3.5;0.8502402539102598;0.8502402539102598;0.8987769159290243
3.0;0.9639898851953821;0.9639898851953821;0.9652801292603403
4.5;0.9742326826200219;0.9742326826200219;0.9543753795546507
2.5;0.9223027888918692;0.9188454171202859;0.9312954192758051
3.5;0.9221724405817512;0.9221724405817512;0.9255446990242339
3.0;0.9648799798079035;0.9648799798079035;0.960050794590203
2.5;0.9553556298168634;0.9553556298168634;0.9565718112882161
4.0;0.9687128244094259;0.9687128244094259;0.9659973095849484
3.5;0.9672416270399995;0.9672416270399995;0.9743046957128001
3.5;0.9328465854296167;0.9328465854296167;0.9429966180525738
3.0;0.9842127143565329;0.9842127143565329;0.9879617083005812
2.5;0.9794138272863007;0.9794138272863007;0.9797676743645526
4.0;0.9648819127850977;0.9648819127850977;0.9772016681722488
3.5;0.8281673557314293;0.8514875353858244;0.9031517333039031
2.5;0.817335768905807;0.8183580689525768;0.8410748376444812
2.5;0.946808011934813;0.946808011934813;0.9478028830122364
5.0;0.9595173101029392;0.9595173101029392;0.9608006394563299
4.25;0.9572540416592319;0.9572540416592319;0.9624466437226936
2.5;0.9343130096295543;0.9343130096295543;0.9538405359345833
2.95;0.939577690022565;0.939577690022565;0.9416810867988971
3.0;0.9767670868723602;0.9767670868723602;0.9781043438203673
3.45;0.9669178659557517;0.9669178659557517;0.966544893251276
2.5;0.9461998117813798;0.9461998117813798;0.9478409725518526
0.5;0.9005298502463212;0.9005298502463212;0.9057952227361971
4.5;0.8795269532733918;0.8795269532733918;0.9365121163179814
2.0;0.8432835300091711;0.8432835300091711;0.8518906912462261
2.0;0.9238463364091104;0.9246770877184314;0.9263532898276647
3.5;0.9919536201166355;0.9919536201166355;0.9929247170785754
3.5;0.9782043840424898;0.9782043840424898;0.9811281619224802
4.0;0.979286717246542;0.979286717246542;0.9906162061916777
3.5;0.9847045921479186;0.9847045921479186;0.9787884368658509
4.0;0.9892692838918029;0.9892692838918029;0.9905376438999404
2.5;0.8961231676403871;0.900033214078588;0.9211234959936184
3.0;0.9679465996913951;0.9679465996913951;0.9688021459911271
3.0;0.9483836591052928;0.9483836591052928;0.9450723671122148
3.0;0.877355959428646;0.877355959428646;0.8859997902268505
1.0;0.8379048056397687;0.8379048056397687;0.8709430145851442
2.0;0.9293414509126796;0.9293414509126796;0.9398445260374826
2.0;0.8541369970969673;0.8541369970969673;0.9088619031220477
4.5;0.9780157399435594;0.9780157399435594;0.9899049122618133
4.0;NaN;NaN;NaN
3.0;0.9859104985941196;0.9859104985941196;0.9777154132133417
3.0;0.9641826319624399;0.9641826319624399;0.974978556306138
4.15;0.8932776876688465;0.8932776876688465;0.9043702575995398
2.5;0.9039230719793494;0.9039230719793494;0.9142794330139814
3.5;0.9545415003936062;0.9545415003936062;0.9579396950880323
4.0;0.8701466605045507;0.8852861409326875;0.913367872824324
5.0;0.9788868651311252;0.9788868651311252;0.9654414377944892
4.8;0.9937667165695545;0.9937667165695545;0.996563805421387
