Human;Sent2vec_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;Sent2vec_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.6232987330020949;0.6312621702248397;0.6686960618703145
1.3333333333333333;0.34850901904988363;0.32313499375867455;0.3678221634904287
4.0;0.6086246289117901;0.6112913330121998;0.6176781861032871
2.6666666666666665;0.5164462934159624;0.5164462934159624;0.5001823477854963
2.6666666666666665;0.5480547704363375;0.5549340741999284;0.5480723271093838
1.6666666666666667;0.4484476546885387;0.431660335514344;0.482375622385753
2.3333333333333335;0.49708956288092626;0.49708956288092626;0.42038506712817997
1.0;0.43180876379816796;0.43180876379816796;0.48275986492168826
1.6666666666666667;0.7275316784220964;0.7275316784220964;0.7172720872030859
3.0;0.35895975670971586;0.35895975670971586;0.4027367501092103
1.6666666666666667;0.4090453825509723;0.4090453825509723;0.511271220902552
1.3333333333333333;0.35074879313761137;0.35074879313761137;0.4120069261957588
1.3333333333333333;0.44996481427757556;0.44996481427757556;0.5095913047264999
1.0;0.41825311449879676;0.41825311449879676;0.3668581171987685
1.6666666666666667;0.5123143562147899;0.5123143562147899;0.47025596448546214
2.3333333333333335;0.500561790053619;0.500561790053619;0.4848794422512014
3.0;0.7313422995623741;0.7313422995623741;0.7472417477326264
2.3333333333333335;0.5307810322934322;0.5307810322934322;0.5130061408484404
3.0;0.5508062039605439;0.5508062039605439;0.5404818188679732
1.6666666666666667;0.5481556327977204;0.5481556327977204;0.5960305231136083
3.0;0.47357173658031354;0.47357173658031354;0.4836485730282221
2.6666666666666665;0.35385173318796875;0.35385173318796875;0.34894284368258777
1.6666666666666667;0.35011278036039495;0.35011278036039495;0.34381303842261796
3.0;0.6511497369921749;0.6390874189430636;0.5834185894130819
2.6666666666666665;0.7418116292976645;0.7418116292976645;0.7660859285252163
2.6666666666666665;0.7395672345671674;0.7395672345671674;0.7469729335365163
2.0;0.5065530923987716;0.5065530923987716;0.5472431691189811
2.0;0.33366967631008426;0.33366967631008426;0.3837596424511376
2.6666666666666665;0.7318075345389814;0.7318075345389814;0.7869592084762138
1.0;0.6709930960445327;0.6709930960445327;0.5663938560536907
