Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamaplite;UBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-default_ner-metamaplite;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamaplite;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-default_ner-metamaplite;UBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamaplite
3.5;0.9128709291752769;0.9128709291752769;0.9128709291752769;0.9128709291752769;0.9128709291752769
2.5;0.6721148396631255;0.6092848842499201;0.641309103965903;0.7268641245755055;0.6978391757370003
3.45;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.6262242910851494
4.0;0.8631370943514707;0.8519389849657506;0.8555102817202699;0.8802616641161932;0.8770860810508555
3.0;0.4651103197635863;0.38218767082460564;0.39442545408214397;0.5519328510453044;0.5303988266173861
2.0;0.55581467481953;0.48575205216218625;0.5222076597290781;0.6075446125683764;0.5826416089551171
2.5;0.7037610473041865;0.6789641291451218;0.6669306895893578;0.784762945395535;0.7811348379606248
3.0;0.4922154594259036;0.5890150893739515;0.481120713967989;0.6427582485658121;0.6428571428571429
0.0;0.409762605479743;0.25197631533948484;0.34339398289017137;0.48045542732810154;0.4097626054797429
2.5;0.7095098197572364;0.5477225575051661;0.6401582079143846;0.746601880445876;0.7095098197572364
3.0;0.8970852271450606;0.8970852271450606;0.8970852271450606;0.8970852271450606;0.8970852271450606
0.5;0.47164502666535046;0.4986206870274041;0.43395236864012066;0.5521429035004513;0.542078707149818
3.0;0.5652043255734872;0.5798499685225234;0.524342175185004;0.6385564642438569;0.6227786094872684
4.1;0.827496629996262;0.7803989725717079;0.8091225496928951;0.8680942843215979;0.8581601209330643
3.5;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054
4.0;0.9383051212703145;0.933624235740937;0.9221894481774215;0.9591518747146259;0.9591663046625439
2.5;0.6592554465669452;0.6636858549455118;0.6484597422341696;0.6787831267425;0.678722248555023
4.0;0.9628745051168383;0.9087389347953037;0.9575005122816881;0.9656561440468063;0.9636379125963219
4.0;0.8028095802197334;0.7722633347337537;0.7933969023323654;0.821285685980454;0.8210631745698025
4.1;0.7967026441173052;0.7745966692414834;0.7799879773995938;0.8207472560993888;0.7967026441173052
4.0;0.7850799479369089;0.7666600185857219;0.773266960199443;0.8074234002608159;0.785334664605817
3.0;0.8611293323362649;0.7962964294965887;0.8492694100893134;0.8750864712187764;0.8733016268981865
4.0;0.7677455291217593;0.6999132392733555;0.7293351865590336;0.7999053905566299;0.7677455291217593
3.0;0.7695747349089008;0.7272727272727273;0.7593042931953441;0.7720581416465305;0.7695747349089008
4.5;0.9063274063293819;0.8854565592280029;0.8987547648517736;0.9189775943168196;0.9189889070029846
3.5;0.8362420100070909;0.8362420100070909;0.8362420100070909;0.8362420100070909;0.8362420100070909
3.5;0.4448471420660289;0.496742636335202;0.3920504902339455;0.591839184305213;0.5856592247586162
3.0;0.8289131164156094;0.8141045858043442;0.8232166366746853;0.8322118242957737;0.8289131164156094
3.5;0.9278300339216757;0.9092657174588533;0.9226627510086092;0.9296896209042195;0.9278300339216757
4.0;0.9668453329311166;0.9587172674950462;0.9645002175504311;0.9722258024484087;0.9722222222222224
4.0;0.9942878362034797;0.9326427425370878;0.9886805380114253;0.9968463926824965;0.9949012434230163
4.0;0.8902638145194514;0.8902638145194514;0.8902638145194514;0.8902638145194514;0.8902638145194514
