Human;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Sent2vec_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Sent2vec_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.6686960618703145;0.6686960618703145;0.6686960618703145
1.3333333333333333;0.3678221634904287;0.3678221634904287;0.3678221634904287
4.0;0.6176781861032871;0.6176781861032871;0.6176781861032871
2.6666666666666665;0.5001823477854963;0.5001823477854963;0.5001823477854963
2.6666666666666665;0.5480723271093838;0.5480723271093838;0.5480723271093838
1.6666666666666667;0.482375622385753;0.482375622385753;0.482375622385753
2.3333333333333335;0.42038506712817997;0.42038506712817997;0.42038506712817997
1.0;0.48275986492168826;0.48275986492168826;0.48275986492168826
1.6666666666666667;0.7172720872030859;0.7172720872030859;0.7172720872030859
3.0;0.4027367501092103;0.4027367501092103;0.4027367501092103
1.6666666666666667;0.511271220902552;0.511271220902552;0.511271220902552
1.3333333333333333;0.4120069261957588;0.4120069261957588;0.4120069261957588
1.3333333333333333;0.5095913047264999;0.5095913047264999;0.5095913047264999
1.0;0.3668581171987685;0.3668581171987685;0.3668581171987685
1.6666666666666667;0.47025596448546214;0.47025596448546214;0.47025596448546214
2.3333333333333335;0.4848794422512014;0.4848794422512014;0.4848794422512014
3.0;0.7472417477326264;0.7472417477326264;0.7472417477326264
2.3333333333333335;0.5130061408484404;0.5130061408484404;0.5130061408484404
3.0;0.5404818188679732;0.5404818188679732;0.5404818188679732
1.6666666666666667;0.5960305231136083;0.5960305231136083;0.5960305231136083
3.0;0.4836485730282221;0.4836485730282221;0.4836485730282221
2.6666666666666665;0.34894284368258777;0.34894284368258777;0.34894284368258777
1.6666666666666667;0.34381303842261796;0.34381303842261796;0.34381303842261796
3.0;0.5834185894130819;0.5834185894130819;0.5834185894130819
2.6666666666666665;0.7660859285252163;0.7660859285252163;0.7660859285252163
2.6666666666666665;0.7469729335365163;0.7469729335365163;0.7469729335365163
2.0;0.5472431691189811;0.5472431691189811;0.5472431691189811
2.0;0.3837596424511376;0.3837596424511376;0.3837596424511376
2.6666666666666665;0.7869592084762138;0.7869592084762138;0.7869592084762138
1.0;0.5663938560536907;0.5663938560536907;0.5663938560536907
3.0;0.6560596945611116;0.6560596945611116;0.6560596945611116
3.0;0.5437378983497796;0.5437378983497796;0.5437378983497796
