Human;COMMixed_WBSM-AncSPLWeightedJiangConrath_String-Jaccard;COMMixed_WBSM-AncSPLWeightedJiangConrath_String-Jaccard
2.6666666666666665;0.3172931983654041;0.3172931983654041
1.3333333333333333;0.18265189478424665;0.18265189478424665
4.0;0.31718997641533764;0.31718997641533764
2.6666666666666665;0.272440165999213;0.272440165999213
2.6666666666666665;0.2542231264145976;0.2542231264145976
1.6666666666666667;0.31900990596135204;0.31900990596135204
2.3333333333333335;0.3257620569486266;0.3257620569486266
1.0;0.0788523044854085;0.0788523044854085
1.6666666666666667;0.33740256902406385;0.33740256902406385
3.0;0.30528368202424755;0.30528368202424755
1.6666666666666667;0.27546688794794955;0.27546688794794955
1.3333333333333333;0.16051487549656013;0.16051487549656013
1.3333333333333333;0.2421180488083075;0.2421180488083075
1.0;0.2297854346248508;0.2297854346248508
1.6666666666666667;0.24222910534229697;0.24222910534229697
2.3333333333333335;0.18867494390758688;0.18867494390758688
3.0;0.4249723012068637;0.4249723012068637
2.3333333333333335;0.20735729022106986;0.20735729022106986
3.0;0.26380585534223455;0.26380585534223455
1.6666666666666667;0.3371849593243052;0.3371849593243052
3.0;0.3245011455747026;0.3245011455747026
2.6666666666666665;0.1746733768819268;0.1746733768819268
1.6666666666666667;0.13475085447153703;0.13475085447153703
3.0;0.26378323098940776;0.26378323098940776
2.6666666666666665;0.4032455212966164;0.4032455212966164
2.6666666666666665;0.40327291048925096;0.40327291048925096
2.0;0.35148908583734284;0.35148908583734284
2.0;0.19420717000420715;0.19420717000420715
2.6666666666666665;0.4517812340612047;0.4517812340612047
1.0;0.1859011564807482;0.1859011564807482
3.0;0.28923559166162316;0.28923559166162316
3.0;0.23931814682333347;0.23931814682333347
1.0;0.10712666205876886;0.10712666205876886
2.0;0.14756928361990992;0.14756928361990992
2.0;0.3247420152981041;0.3247420152981041
0.0;0.16021678270716255;0.16021678270716255
1.3333333333333333;0.13556277241044956;0.13556277241044956
2.3333333333333335;0.25354282123162697;0.25354282123162697
0.3333333333333333;0.21224712571223794;0.21224712571223794
1.0;0.29292483444056455;0.29292483444056455
3.0;0.2922750959166077;0.2922750959166077
2.0;0.2933098251991583;0.2933098251991583
1.0;0.30594172154316024;0.30594172154316024
1.3333333333333333;0.17151770488443985;0.17151770488443985
1.6666666666666667;0.24877510652040563;0.24877510652040563
0.6666666666666666;0.28164558402080153;0.28164558402080153
1.3333333333333333;0.4236829602539425;0.4236829602539425
2.0;0.36261301536908563;0.36261301536908563
2.0;0.316814232701545;0.316814232701545
0.6666666666666666;0.10782280948862169;0.10782280948862169
3.0;0.43142796665734584;0.43142796665734584
3.0;0.31827619132134455;0.31827619132134455
1.3333333333333333;0.2853753763759084;0.2853753763759084
2.0;0.3737215240504004;0.3737215240504004
2.0;0.2927450747643987;0.2927450747643987
1.0;0.13049000698578456;0.13049000698578456
1.6666666666666667;0.18634193579833921;0.18634193579833921
2.0;0.30439242458789817;0.30439242458789817
0.3333333333333333;0.19744862458651757;0.19744862458651757
2.3333333333333335;0.29544998160417474;0.29544998160417474
2.0;0.22382204915883921;0.22382204915883921
1.3333333333333333;0.24040842844463922;0.24040842844463922
2.6666666666666665;0.6104196704347555;0.6104196704347555
1.0;0.2601916251515382;0.2601916251515382
0.3333333333333333;0.22284968961111148;0.22284968961111148
1.3333333333333333;0.4057083894206451;0.4057083894206451
1.3333333333333333;0.2218470443380746;0.2218470443380746
2.3333333333333335;0.23955548237347374;0.23955548237347374
3.0;0.38277079320941837;0.38277079320941837
3.0;0.2275011014376473;0.2275011014376473
3.0;0.36733220003872025;0.36733220003872025
1.3333333333333333;0.3087774406418531;0.3087774406418531
3.0;0.27250540577994403;0.27250540577994403
1.3333333333333333;0.169591942219736;0.169591942219736
4.0;0.3025854654563796;0.3025854654563796
2.6666666666666665;0.26456404829510494;0.26456404829510494
0.3333333333333333;0.09717255394479188;0.09717255394479188
0.0;0.11425318318828949;0.11425318318828949
0.0;0.16475708008547518;0.16475708008547518
0.0;0.16901232870924665;0.16901232870924665
0.6666666666666666;0.2744519103377816;0.2744519103377816
0.3333333333333333;0.16445933077816677;0.16445933077816677
0.6666666666666666;0.25049295625701296;0.25049295625701296
0.3333333333333333;0.16858980433279447;0.16858980433279447
0.3333333333333333;0.15888958527428193;0.15888958527428193
0.0;0.17872325683135679;0.17872325683135679
0.0;0.1504608035883063;0.1504608035883063
0.0;0.13302310414959762;0.13302310414959762
1.0;0.14986515696084166;0.14986515696084166
0.0;0.22592185725583475;0.22592185725583475
0.0;0.12906277269408695;0.12906277269408695
0.0;0.1888702644105566;0.1888702644105566
0.6666666666666666;0.24730150897883868;0.24730150897883868
0.0;0.19734587717599802;0.19734587717599802
0.0;0.1701508931091038;0.1701508931091038
0.6666666666666666;0.1105946741247198;0.1105946741247198
0.0;0.08767154464877547;0.08767154464877547
0.0;0.14099530054857498;0.14099530054857498
0.6666666666666666;0.12496161237881823;0.12496161237881823
0.3333333333333333;0.11935217232020495;0.11935217232020495
0.0;0.14115055816686684;0.14115055816686684
0.3333333333333333;0.15435835321691793;0.15435835321691793
0.3333333333333333;0.14982122180216043;0.14982122180216043
0.0;0.10977636717154785;0.10977636717154785
1.0;0.13752300795614186;0.13752300795614186
0.0;0.12175303378248808;0.12175303378248808
0.3333333333333333;0.11291565699691436;0.11291565699691436
0.6666666666666666;0.1268815093195213;0.1268815093195213
0.0;0.1257027857399869;0.1257027857399869
0.0;0.16505640445417968;0.16505640445417968
0.3333333333333333;0.08302761898360357;0.08302761898360357
0.0;0.10983101200681003;0.10983101200681003
1.0;0.08980075664487464;0.08980075664487464
0.0;0.2119381345605325;0.2119381345605325
0.0;0.15660055669157313;0.15660055669157313
0.3333333333333333;0.2135417942339013;0.2135417942339013
0.0;0.1978778089842848;0.1978778089842848
0.3333333333333333;0.13732149594868354;0.13732149594868354
0.0;0.17355961976625917;0.17355961976625917
0.0;0.1863544736990685;0.1863544736990685
0.3333333333333333;0.17394458517882488;0.17394458517882488
1.0;0.11058197622754026;0.11058197622754026
0.0;0.12579901202235863;0.12579901202235863
0.3333333333333333;0.1969618062913481;0.1969618062913481
0.6666666666666666;0.14332280022978114;0.14332280022978114
0.0;0.19782176844240523;0.19782176844240523
0.6666666666666666;0.20968689032011867;0.20968689032011867
1.0;0.2096326958909841;0.2096326958909841
0.0;0.20267807709976443;0.20267807709976443
0.0;0.14404848563246975;0.14404848563246975
0.0;0.1469158751145893;0.1469158751145893
0.0;0.17031254663716866;0.17031254663716866
0.6666666666666666;0.20115306500718527;0.20115306500718527
0.3333333333333333;0.07312547362703806;0.07312547362703806
1.0;0.15629050859900645;0.15629050859900645
0.6666666666666666;0.17833469854572748;0.17833469854572748
0.3333333333333333;0.09852662880016949;0.09852662880016949
0.3333333333333333;0.17177654556841648;0.17177654556841648
0.0;0.03641872121144365;0.03641872121144365
0.3333333333333333;0.12608201399406813;0.12608201399406813
0.0;0.154586930566444;0.154586930566444
0.0;0.23471235081617614;0.23471235081617614
0.0;0.09167549482411888;0.09167549482411888
0.3333333333333333;0.13703368584769926;0.13703368584769926
0.3333333333333333;0.144742779968618;0.144742779968618
0.6666666666666666;0.11362919366262575;0.11362919366262575
0.3333333333333333;0.09353878637531865;0.09353878637531865
0.0;0.16916606270032847;0.16916606270032847
0.3333333333333333;0.10996059191947992;0.10996059191947992
0.0;0.12981281784791382;0.12981281784791382
0.0;0.15824502124112128;0.15824502124112128
0.0;0.14353820145402635;0.14353820145402635
0.0;0.15303475181440312;0.15303475181440312
