Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Max
4.0;0.9438761171680595;0.9438761171680595;0.9564320766438875;0.9301406184561134;0.9301406184561134;0.9275385614435507
3.0;0.9401762396035995;0.9401762396035995;0.9645094854334555;0.9508753637345667;0.9508753637345667;0.9564823604342294
2.2;0.9331828713103683;0.9331828713103683;0.9405770685377814;0.9407775986607161;0.9407775986607161;0.9407775986607161
3.2;0.9626126358508016;0.9626126358508016;0.9696941476847974;0.9508902053453856;0.9508902053453856;0.9522277392907583
3.2;0.9719606127564285;0.9719606127564285;0.9658775850697521;0.9555357791247577;0.9555357791247577;0.9490563462520659
3.2;0.9500661489425183;0.9500661489425183;0.9642606742669553;0.9289734866681687;0.9289734866681687;0.9248715689584605
1.4;0.9220590036444344;0.9220590036444344;0.9220590036444344;0.8993540808409981;0.8993540808409981;0.8993540808409981
3.0;0.957069246885422;0.957069246885422;0.957069246885422;0.944808933121988;0.944808933121988;0.944808933121988
1.4;0.9271493893303269;0.9297290061367338;0.9301016117207521;0.9413119022310992;0.9425575874888635;0.9394261106583797
3.0;0.9581823344968214;0.9581823344968214;0.9584064288248397;0.9474487309252871;0.9474487309252871;0.9483548208297511
3.0;0.9610758206357151;0.9610758206357151;0.9610758206357151;0.9565348908699292;0.9565348908699292;0.9565348908699292
1.0;0.92822899262827;0.92822899262827;0.92822899262827;0.9100172974263743;0.9100172974263743;0.9100172974263743
3.0;0.9480535698405499;0.9480535698405499;0.9480535698405499;0.886111933583721;0.886111933583721;0.886111933583721
2.0;0.955593874414101;0.955593874414101;0.9483008291772954;0.9359444773847767;0.9359444773847767;0.9384305398430421
2.4;0.9750801815147231;0.9750801815147231;0.9599395860127193;0.9351193261431399;0.9351193261431399;0.9393659501234151
3.4;0.9507894041751024;0.9572235360137537;0.949551843816875;0.9485996761982555;0.9593081308133802;0.9530814984184456
3.0;0.9627353418454184;0.9627353418454184;0.9623337659225951;0.9623127402401138;0.9623127402401138;0.9627085874835086
2.0;0.9357264913417986;0.9337423252746689;0.9353327992999323;0.9300226475805501;0.9320068373378588;0.9326125902094133
3.2;0.9487469972427882;0.9487469972427882;0.952471852284882;0.9492316626399989;0.9492316626399989;0.9448634790275132
2.0;0.9580059504163515;0.9580059504163515;0.9677710478913589;0.9556327961167316;0.9556327961167316;0.9561264521359308
3.0;0.9005034458412902;0.9005034458412902;0.9414782774028848;0.9028367750277178;0.9028367750277178;0.9249792749368121
1.2;0.9104118074831977;0.9104118074831977;0.9165884342744488;0.9062395365148722;0.9062395365148722;0.9191311398814559
3.4;0.9400290317018819;0.9400290317018819;0.974593556799445;0.9422764993208944;0.9422764993208944;0.9573818741140793
1.8;0.9204979534937446;0.9204979534937446;0.9168766027526146;0.9320656147260759;0.9320656147260759;0.93058904915424
3.6;0.8974881444190932;0.8974881444190932;0.9547117351048104;0.9304536677646524;0.9304536677646524;0.9437928373956503
2.0;0.9112753040121867;0.9112753040121867;0.9418085666351669;0.9155144697111165;0.9155144697111165;0.9253057075787245
2.4;0.8963068107428096;0.8961262211988869;0.934735175452487;0.9374297660916825;0.9283376401741051;0.931052536440794
3.4;0.9481147494509262;0.9481147494509262;0.9481147494509262;0.8779153588307815;0.8779153588307815;0.8779153588307815
3.0;0.9657763925475406;0.9657763925475406;0.9724297500680635;0.9366521788389275;0.9366521788389275;0.9464343076736653
4.0;0.9597336276083748;0.9597336276083748;0.9575565275083355;0.9113091266969295;0.9113091266969295;0.9102985030887866
4.0;0.9804040213767897;0.9804040213767897;0.9804040213767897;0.9335719033157932;0.9335719033157932;0.9335719033157932
3.4;0.9730153714394068;0.9730153714394068;0.9820026509004426;0.9343715302117901;0.9343715302117901;0.9404598649873029
3.4;0.9729030831173024;0.9729030831173024;0.9729030831173024;0.91569225350276;0.91569225350276;0.91569225350276
3.0;0.8966825097311034;0.8966825097311034;0.9338333193831113;0.850005859855728;0.850005859855728;0.8846238196981121
2.0;0.9557861276437462;0.9557861276437462;0.9557861276437462;0.8756254920811476;0.8756254920811476;0.8756254920811476
3.8;0.9831174259314336;0.9831174259314336;0.9857216295254189;0.9561244903248681;0.9561244903248681;0.9720173338803674
3.4;0.9649957269876762;0.9649957269876762;0.9739261358557469;0.9393871989419174;0.9393871989419174;0.9458530845485038
2.0;0.9580519298415963;0.9580519298415963;0.9655382086540798;0.890003298584698;0.890003298584698;0.9345214771589279
4.0;0.9670422665921122;0.9670422665921122;0.9764730704969942;0.9383887415166915;0.9383887415166915;0.961127321043562
3.2;0.9598831649267467;0.9598831649267467;0.9601176777469668;0.9523313886913668;0.9523313886913668;0.9521709730671074
2.2;0.9291674464516391;0.9291674464516391;0.9419066715685813;0.8826710881770804;0.8826710881770804;0.8894111296095233
3.0;0.9532946272427929;0.9683228439407269;0.9688146600184508;0.9680267125982542;0.968026712598254;0.9686153275632792
2.0;0.9330905637909656;0.9330905637909656;0.9632379642066087;0.9368512625460519;0.9368512625460519;0.944674550614718
0.6;0.9268760609723733;0.9268760609723733;0.9440082386190333;0.9298742054276732;0.9298742054276732;0.9310836360932572
3.2;0.9444613571694551;0.9444613571694551;0.9613393659347524;0.9117817129197887;0.9117817129197887;0.9149959370845007
3.6;0.965139188774872;0.965139188774872;0.965139188774872;0.9411328777382776;0.9411328777382776;0.9411328777382776
1.0;0.925065481142947;0.925065481142947;0.9322757848494628;0.9125302801850372;0.9125302801850372;0.905876664593854
1.8;0.8893459862222803;0.8893459862222803;0.9067721111441072;0.9429718844829129;0.9429718844829129;0.9454494176494442
2.8;0.94543040719762;0.9291593242866646;0.9225363167806904;0.9275489476595397;0.9242193501854403;0.9330072839681026
2.8;0.9370080565580376;0.9299188473364339;0.9279579724880314;0.9125297344625167;0.9164085944564898;0.9318682684431091
1.8;0.9463954152606721;0.9443747210907348;0.9462920218276256;0.9310576653585548;0.9290466379024213;0.9457717089775352
1.8;0.9249650174205665;0.9521349412016203;0.9585874177571564;0.9281421325269953;0.9291416816391329;0.9384072296203037
2.6;0.9252502587834688;0.9252502587834688;0.9403780121404116;0.9279631613720872;0.9279631613720872;0.9364424570959198
1.4;0.8990178719707096;0.8990178719707096;0.9257978110601766;0.8913931808360862;0.8913931808360862;0.8913931808360859
3.0;0.9404562594858789;0.9404562594858789;0.9404562594858789;0.9250349876007972;0.9250349876007972;0.9250349876007972
0.6;0.9280560434230781;0.9296637802023955;0.9287120672693658;0.919074910435928;0.9200928193149044;0.9308525812245295
1.8;0.9140575998819312;0.9140575998819312;0.9169446947735329;0.9147158454885167;0.9147158454885167;0.9210387842512134
3.0;0.930737412891741;0.930737412891741;0.9325703238599717;0.91329736846222;0.91329736846222;0.9187177108628574
3.0;0.9582037232894096;0.9582037232894096;0.9550499054524327;0.9503848618023506;0.9503848618023506;0.9495100996500903
3.8;0.9826600936200306;0.9826600936200306;0.9792291327545958;0.9686363448130111;0.9686363448130111;0.9713294978051266
2.4;0.9569941737384322;0.9569941737384322;0.9543129593724766;0.9422723541029004;0.9422723541029004;0.9448425542885424
3.6;0.9468538679946787;0.9468538679946787;0.9543683735269095;0.9526074551531333;0.9526074551531333;0.9527035878511569
2.8;0.9459492831997373;0.9459492831997373;0.9715660450738693;0.9342348606961035;0.9342348606961035;0.9519957608336376
3.6;0.9582999585220833;0.9582999585220833;0.9582999585220833;0.9488856719354627;0.9488856719354627;0.9488856719354627
3.0;0.9364267391134532;0.9364267391134532;0.9532765501206213;0.9474118306470559;0.9474118306470559;0.9546226857337082
0.0;0.876447984600416;0.876447984600416;0.8931432646702704;0.8775330233977481;0.8775330233977481;0.9003007936576114
0.0;0.9115532976532136;0.9115532976532136;0.9166512540303567;0.9214875383044637;0.9214875383044637;0.9250900379351508
0.2;0.9058405227380684;0.9058405227380684;0.9140530164594401;0.9044187509587477;0.9044187509587477;0.8979520805228094
0.0;0.9206829369585039;0.9206829369585039;0.893966901337286;0.9168251828965435;0.9168251828965435;0.9082895453395495
0.2;0.8911596389992449;0.8911596389992449;0.8914810509351291;0.9179929882808656;0.9179929882808656;0.9187231696287026
0.2;0.8858197839417375;0.8858197839417375;0.8905946380831382;0.9105861340835679;0.9105861340835679;0.9072144595813711
1.8;0.9569982402180893;0.9569982402180893;0.9559572495978346;0.9166128662193436;0.9166128662193436;0.9167821029990445
1.4;0.9346471141866318;0.9346471141866318;0.933851557908914;0.9355034758526871;0.9355034758526871;0.9347978302770552
1.8;0.9255202748894596;0.9255202748894596;0.9266431613292161;0.9017414952792132;0.9017414952792132;0.9045943321088746
2.0;0.9483635279462531;0.9483635279462531;0.9594368209356048;0.9180622830344961;0.9180622830344961;0.9176477062694248
0.0;0.8888000959926022;0.8888000959926022;0.8935757318127422;0.9300892226195694;0.9300892226195694;0.9330622188811678
0.8;0.9191360015633889;0.9191360015633889;0.92062152983747;0.9336529978361023;0.9336529978361023;0.9391272150838813
2.2;0.9597437717464379;0.9597437717464379;0.9532149376324563;0.9351674041910218;0.9351674041910218;0.9366949936411821
1.4;0.9235982444612367;0.9235982444612367;0.9216650439919944;0.9069810639670958;0.9069810639670958;0.9027667450145893
1.8;0.9549043064603341;0.9549043064603341;0.9568026970123055;0.9394502141019987;0.9394502141019987;0.9331653811840978
3.0;0.9334826374512286;0.9334826374512286;0.9343385416486453;0.9244265317625392;0.9244265317625392;0.9484420396552287
1.2;0.9207787050439913;0.9207787050439913;0.9266027104791695;0.9380100639041062;0.9380100639041062;0.9452498700606105
0.2;0.9061586130957636;0.9061586130957636;0.902633139370204;0.9020592148891712;0.9020592148891712;0.9030303108941634
0.2;0.908574267965562;0.8972272411129201;0.9103269588753378;0.9061643711124653;0.90117587089721;0.9174055942235085
0.6;0.9221611885013246;0.9221611885013246;0.9145245565791141;0.91605086819569;0.91605086819569;0.921045655172857
0.2;0.8623649279468395;0.8623649279468395;0.8915045466004233;0.8960924573999247;0.8960924573999247;0.9031694325246643
0.2;0.8706080879446824;0.8706080879446824;0.8775355390250278;0.877041040579745;0.877041040579745;0.8776409986202424
