Human;USE_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;USE_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;USE_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.37219816377492665;0.3637215485815369;0.41688787361394564
1.3333333333333333;0.1932546375439393;0.17092589999013935;0.20480965561350328
4.0;0.3209677908801475;0.3456797097297243;0.44876779248052273
2.6666666666666665;0.28375416178358637;0.2837541468941029;0.24623105181427812
2.6666666666666665;0.40773847024164644;0.41279148180314956;0.4315168572685637
1.6666666666666667;0.27760898132503603;0.27624809699897007;0.3528866328553441
2.3333333333333335;0.2995498566136848;0.29954986311445697;0.23479775271144432
1.0;0.4699564476230302;0.4699564627028798;0.4163321910997851
1.6666666666666667;0.5619990878715618;0.5619990831920816;0.5564025571047607
3.0;0.5401657424855153;0.5401657420460331;0.5233248418851368
1.6666666666666667;0.4348564787353197;0.43485648564838236;0.4603804570596723
1.3333333333333333;0.40905378616395427;0.40905379919581636;0.4423034485796035
1.3333333333333333;0.2760364726857181;0.2760364667963771;0.4192910454877214
1.0;0.11572841896864113;0.11572840732350549;0.03853629226208374
1.6666666666666667;0.3831238893492753;0.38312388732137853;0.29210159708335715
2.3333333333333335;0.48732202111966144;0.48732201928595237;0.4145716441576491
3.0;0.699991661591267;0.6999916486703763;0.6834601527495395
2.3333333333333335;0.19923947381395118;0.19923945378785113;0.2527988296520663
3.0;0.1557643087957825;0.15576431227723284;0.13972448457020806
1.6666666666666667;0.4655663281890018;0.4655663093839666;0.565357180074884
3.0;0.5823556066558556;0.5823556115426516;0.5573724773139709
2.6666666666666665;0.14682167361396867;0.14682167027096288;0.07821036195528751
1.6666666666666667;0.14936553737174751;0.14936553238878805;0.17388304690447726
3.0;0.370974929404467;0.36602592615211293;0.38538906080705293
2.6666666666666665;0.5273200576216929;0.5273200730425959;0.558913989506512
2.6666666666666665;0.673753875273226;0.6737538765049931;0.5990914987754088
2.0;0.32167211191564093;0.3216721108032978;0.24639464002120973
2.0;0.17970831339479654;0.17970831913789484;0.13912599120610483
2.6666666666666665;0.705890311555681;0.7058903133644618;0.6577069540637298
1.0;0.4025998398069506;0.40259984546441907;0.36736693019530137
3.0;0.432314326032768;0.4323143179006821;0.4494780582072692
3.0;0.3355435802437501;0.33554358152760594;0.3405573486704726
1.0;0.09384722668496899;0.09384721999042807;0.18976149482601906
2.0;0.3387948904466915;0.30603412177416356;0.31393607328135786
2.0;0.41154697060725887;0.39284913652456466;0.4657276612436153
0.0;0.12270207704906208;0.10263610467659409;0.105319708104584
1.3333333333333333;0.25229992547268204;0.2713870451826297;0.33296451554751094
2.3333333333333335;0.22658023290723567;0.22658022387103055;0.2373956873038599
