Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max
3.5;0.9847441633588704;0.9971212108727014;0.9943204357205;0.9975855556642786
2.5;0.9406075620608035;0.9624791788453019;0.9624791788453019;0.9624791788453019
3.45;0.9607754111641861;0.95979058487933;0.95979058487933;0.95979058487933
4.0;0.9818085317209513;0.9861350454596004;0.9851735636200863;0.9861350454596004
3.0;0.9198880939226962;0.9365099850221099;0.9365099850221099;0.9354651888462484
2.0;0.9129767914211072;0.9320571240718875;0.9320571240718875;0.9320571240718875
2.5;0.969315661787539;0.9726128223583022;0.9696461788787613;0.9726128223583022
3.0;0.895797497824471;0.9179087997357765;0.9179087997357765;0.9179087997357765
0.0;0.8663825746558623;0.8695846301270969;0.8695846301270969;0.8695846301270969
2.5;0.9483514108353905;0.9235405842275071;0.9235405842275071;0.9235405842275071
3.0;0.9742766175931459;0.9813486744187958;0.9813486744187958;0.9813486744187958
0.5;0.8635526551114834;0.8837263045491206;0.8837263045491206;0.8835274476138489
3.0;0.9601991428783423;0.9678864515825256;0.9696358074829098;0.9678864515825256
4.1;0.9412588408251767;0.9752092487602475;0.9752092487602475;0.9752092487602475
3.5;0.9166705643552159;0.9631401275725371;0.9631401275725371;0.9631401275725371
4.0;0.9881011244382806;0.9914879313952444;0.9914879313952444;0.9914879313952444
2.5;0.9512934709309371;0.969284948959349;0.969284948959349;0.969284948959349
4.0;0.9907155170900434;0.9908406954241895;0.9908406954241895;0.9934560807828037
4.0;0.966901413857572;0.9768169055474896;0.9768169055474896;0.9795309621600843
4.1;0.944622669536683;0.9656012526970235;0.9656012526970235;0.9656012526970235
4.0;0.983898888092839;0.9846515862167661;0.9846515862167661;0.9846515862167661
3.0;0.9795437379939722;0.9769847905723986;0.9769847905723986;0.9790265060008884
4.0;0.9869547251096755;0.9844637519569115;0.9844637519569115;0.9844637519569115
3.0;0.9751216125356617;0.967166858189897;0.967166858189897;0.967166858189897
4.5;0.9928660200810067;0.9947154600746022;0.9947154600746031;0.9952036529223574
3.5;0.9335175809456042;0.9622788230017976;0.9622788230017976;0.9596819857872413
3.5;0.8512346038596442;0.8447897169813686;0.8447897169813686;0.8447897169813686
3.0;0.987774281721978;0.9888536142816726;0.9888536142816726;0.9858018940830097
3.5;0.9949030624014465;0.9911645447961638;0.9911645447961638;0.9911645447961638
4.0;0.9943293071965726;0.99863530562902;0.9983651442517878;0.99863530562902
4.0;0.9921241492630679;0.99061252541702;0.99061252541702;0.993772877618084
4.0;0.9609411101662865;0.9761519759394583;0.9761519759394583;0.9986361190803438
3.0;0.9307354514169465;0.9395462833657178;0.9315781457124825;0.9395462833657178
2.5;0.9692148326665077;0.9719025230027666;0.9719025230027666;0.9719025230027666
2.5;0.9321162493947027;0.9285933156705303;0.9285933156705303;0.9285933156705303
3.0;0.9464094083707517;0.9616487978675528;0.9616487978675528;0.9616487978675528
0.0;0.867950120396267;0.8654245925669108;0.8654245925669108;0.8654245925669108
4.25;0.9444565814797851;0.9546640044743061;0.9561284883353696;0.9546640044743061
3.0;0.9192355428687249;0.9225709392768554;0.9171300730516624;0.9137907827342874
3.0;0.9273630613042255;0.9389892303274356;0.9389892303274356;0.9389892303274356
4.0;0.8508796036793832;0.9064446126248834;0.9064446126248834;0.911862005981938
0.0;0.8945073513258421;0.8967668278851757;0.8967668278851757;0.8967668278851754
3.5;0.9038320073944358;0.9175966881753195;0.9175966881753195;0.9175966881753195
1.0;0.8768270230827632;0.8594627504830034;0.8594627504830034;0.8604265147728327
0.0;0.862846892473846;0.856305479356644;0.856305479356644;0.856305479356644
1.5;0.9453279945040927;0.951146681056329;0.951146681056329;0.951146681056329
3.6;0.9339572918296998;0.9381490282569412;0.9381490282569412;0.9381490282569412
3.0;0.975813626255511;0.9692722040926509;0.9671903552149461;0.9670138561543619
3.0;0.9871012456565389;0.9861195676823057;0.9854988340671403;0.9832955116801211
5.0;0.9899576579178321;0.9840167273601675;0.9840167273601675;0.9840167273601675
3.5;0.921009947614246;0.9393090042599648;0.9393090042599648;0.9393090042599648
0.0;0.8714759088554963;0.8493155955886944;0.8480449129189173;0.8381656295575479
4.0;0.9225667028269467;0.9482803499575526;0.9482803499575526;0.9481927966786409
4.5;0.9869560535559385;0.9888442318264304;0.9888442318264304;0.9888442318264304
3.0;0.9495318244015186;0.9705638867337272;0.9705638867337272;0.9705638867337272
3.5;0.9500817912262338;0.970312730774388;0.970312730774388;0.970312730774388
4.0;0.9876268255458298;0.984245019741525;0.984245019741525;0.984245019741525
3.0;0.999857251244416;0.9845748649940694;0.9845748649940694;0.9845748649940694
3.0;0.9601499803957302;0.967457247360424;0.9677472077366954;0.967457247360424
3.5;0.8948798796526276;0.9653135284981997;0.9653135284981997;0.9653135284981997
2.5;0.8965190133216205;0.9103873060286805;0.9103873060286805;0.9103873060286805
3.5;0.9393767805805614;0.9735093577642652;0.9793262243460877;0.9735093577642652
3.5;0.8663901996561808;0.8998782701803325;0.8998782701803325;0.8987769159290243
3.0;0.9626904803763774;0.9700222630266434;0.9700222630266434;0.9652801292603403
4.5;0.931299037090788;0.9543753795546507;0.9543753795546507;0.9543753795546507
2.5;0.9259444807390161;0.9312954192758051;0.9305512282057349;0.9312954192758051
3.5;0.9446589287013423;0.9255446990242339;0.9207406762924778;0.9255446990242339
3.0;0.9573116936627363;0.960050794590203;0.9629952112506526;0.960050794590203
2.5;0.9393134312422865;0.9565718112882161;0.9565718112882161;0.9565718112882161
4.0;0.9613505994651583;0.9659973095849484;0.9659973095849484;0.9659973095849484
3.5;0.9510081321276924;0.9743046957128001;0.9743046957128001;0.9743046957128001
3.5;0.9595252987337578;0.9429966180525738;0.9429966180525738;0.9429966180525738
3.0;0.9847347323844085;0.9879617083005812;0.9858235745683209;0.9879617083005812
2.5;0.9684849937384394;0.9797676743645526;0.9797676743645526;0.9797676743645526
4.0;0.9449405263866165;0.9772016681722488;0.9772016681722488;0.9772016681722488
3.5;0.9148186313685422;0.9069416143668241;0.9069416143668241;0.9031517333039031
2.5;0.8359107427037675;0.8410748376444812;0.8410748376444812;0.8410748376444812
2.5;0.9311112603226281;0.9478028830122364;0.9478028830122364;0.9478028830122364
5.0;0.9432353889200277;0.9608006394563299;0.9608006394563299;0.9608006394563299
4.25;0.9424335465967333;0.9601597685834722;0.9601597685834722;0.9624466437226936
2.5;0.9217382065650533;0.9538405359345833;0.9538405359345833;0.9538405359345833
2.95;0.9847728001377765;0.9416810867988971;0.9416810867988971;0.9416810867988971
3.0;0.9788268011574416;0.9781356953426592;0.9733959760281516;0.9781043438203673
3.45;0.9852576892895185;0.966544893251276;0.966544893251276;0.966544893251276
2.5;0.9480623691378612;0.9478409725518526;0.9478409725518526;0.9478409725518526
0.5;0.8832665851458134;0.914470339414019;0.9031207606263466;0.9057952227361971
4.5;0.9401451610654792;0.9365121163179814;0.9365121163179814;0.9365121163179814
2.0;0.8445444087395195;0.8518906912462261;0.8518906912462261;0.8518906912462261
2.0;0.9177746169463978;0.9263532898276647;0.9263532898276647;0.9263532898276647
3.5;0.9922690614506894;0.99511414662406;0.99511414662406;0.9929247170785754
3.5;0.9671949648169046;0.9811281619224802;0.9811281619224802;0.9811281619224802
4.0;0.9820707559990255;0.9906162061916777;0.9820707559990255;0.9906162061916777
3.5;0.9803544991420674;0.9787884368658514;0.9844754598516343;0.9787884368658509
4.0;1.0000000000000002;0.9929072060220804;0.9923162691917539;0.9905376438999404
2.5;0.9290003937504308;0.9211234959936184;0.9211234959936184;0.9211234959936184
3.0;0.9538261538249161;0.9663536949983191;0.9666669245147864;0.9688021459911271
3.0;0.9356934542556764;0.9450723671122148;0.9428769245001785;0.9450723671122148
3.0;0.8483931001467296;0.8859997902268505;0.8859997902268505;0.8859997902268505
1.0;0.8533927551689751;0.8709430145851442;0.8709430145851442;0.8709430145851442
2.0;0.9357481765869492;0.9398445260374826;0.9398445260374826;0.9398445260374826
2.0;0.8914962218532199;0.9088619031220477;0.9088619031220477;0.9088619031220477
4.5;0.9705720511671552;0.9899049122618133;0.9899049122618133;0.9899049122618133
4.0;NaN;NaN;NaN;NaN
3.0;0.9820194969832003;0.9777154132133417;0.9777154132133417;0.9777154132133417
3.0;0.9792738488507379;0.974978556306138;0.974978556306138;0.974978556306138
4.15;0.9279909000719375;0.9043702575995398;0.9043702575995398;0.9043702575995398
2.5;0.9259584835832096;0.8876473893877407;0.9116791925227801;0.9142794330139814
3.5;0.9477749037721708;0.9579396950880323;0.9579396950880323;0.9579396950880323
4.0;0.9017973245790544;0.913367872824324;0.913367872824324;0.913367872824324
5.0;0.8412279493739322;0.9654414377944892;0.9492264816911891;0.9654414377944892
4.8;0.9851414936417215;0.9964555704575424;0.9964555704575424;0.996563805421387
0.0;0.7701367046902361;0.8050893356735478;0.8050893356735478;0.797770882458422
4.6;0.9720936350294861;0.9622025091207279;0.9622025091207279;0.9622025091207279
3.0;0.928750484916384;0.9391960561276776;0.9391960561276776;0.9393286608433858
2.7;0.9229068493821214;0.9432846155957451;0.9432846155957451;0.9432846155957451
3.6;0.9701280845073783;0.984103403956615;0.984103403956615;0.984103403956615
3.75;0.9707470812246899;0.9717680386432183;0.9755937919346566;0.9717680386432183
3.65;0.893602388424811;0.898625885119115;0.898625885119115;0.898625885119115
0.0;0.9320893503825086;0.9451783903198087;0.9451783903198087;0.9474287619959776
3.0;0.9213159750709392;0.9309607331860403;0.9309607331860403;0.9309607331860403
4.75;0.9852311865062239;0.9922250663387291;0.9922250663387291;0.9922733028221231
3.6;0.9883547072733412;0.991141474224837;0.991141474224837;0.9901336905289108
3.5;0.9845656186504609;0.9874036657435963;0.9874036657435963;0.9874036657435963
2.75;0.9624865245447399;0.9685133702788195;0.9700915667116847;0.9685133702788195
5.0;0.9811682099328841;0.9800875389471824;0.9800875389471824;0.9800875389471824
4.0;0.9431020053430093;0.9517979082861145;0.9476324672254274;0.9517979082861145
3.0;0.8563862398033655;0.9606327786556802;0.9606327786556802;0.947964471213423
3.5;0.9399576300011712;0.9570650478959761;0.9570650478959761;0.9570650478959761
