Human;bio_embedding_extrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;bio_embedding_extrinsic__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Sum
3.5;0.9935725754171454;0.9827216313586126;0.9879296188966564;0.9890739828871168
2.5;0.9621745379902209;0.9409142274486106;0.9545715003086238;0.9481382894858409
3.45;0.9815728293435808;0.9770312312466328;0.9648965523946291;0.9656605977215073
4.0;0.9916514502241852;0.9913974330941082;0.9886954640648971;0.9887930378701125
3.0;0.9519472532788936;0.9486842796192547;0.9277580088737996;0.9211325646515462
2.0;0.9240074826149691;0.9186070156875562;0.8959072442408512;0.895965101800222
2.5;0.9834191025944734;0.9828150945349012;0.9792770495671917;0.9792412797308097
3.0;0.9444165727485196;0.9235917122388662;0.9255261500610087;0.9239151254314882
0.0;0.9168586894966927;0.9130983342611438;0.8737615513685929;0.8594437616981998
2.5;0.8810096202806795;0.8375676784774465;0.8826099316533016;0.8750505300803766
3.0;0.9863875924834393;0.9881611652072617;0.9865953863380745;0.9805779627875528
0.5;0.934073864251372;0.9274233805618246;0.8913106400229598;0.8913019666133467
3.0;0.9721104881562613;0.9704572247472755;0.9602126365667008;0.9601091957430523
4.1;0.9904519754864877;0.9896234327727901;0.986747108878154;0.9867622896551044
3.5;0.9768689866326342;0.9754099503819584;0.9618092018746386;0.9523084145455187
4.0;0.9957604779407075;0.9961026605374853;0.9944614589241942;0.9941650986677159
2.5;0.970759899659111;0.9512667130421595;0.9617335436293215;0.9605660095507067
4.0;0.9964552154457279;0.9920944196567225;0.9941874467776839;0.9928686769922069
4.0;0.9921916161300298;0.9874073528085178;0.9881713234191113;0.9861158968008918
4.1;0.9872944915720798;0.985515127739954;0.9775816462111945;0.9778923018731164
4.0;0.9788638694424108;0.9834295704818827;0.9682513290802289;0.9764797475647903
3.0;0.989928281917052;0.9882978321467276;0.9847016583126441;0.9831378000043629
4.0;0.980253618160185;0.9799537920211688;0.9770715482978352;0.9541992689734157
3.0;0.9605607591339842;0.947509127444488;0.9567364357782132;0.9536595033969106
4.5;0.9963373088251475;0.9962522365945974;0.9950571072493066;0.9950528372490434
3.5;0.9693781626886828;0.9643618486163713;0.9619183524839082;0.9620125853789228
3.5;0.9324527686339081;0.9386701658204162;0.8946260136644436;0.8946225489982651
3.0;0.988105873633602;0.9887694061493771;0.9819173772558413;0.9792249895725663
3.5;0.9959543115430813;0.9944296119653614;0.9951351976674719;0.993777150100998
4.0;0.9992052757292702;0.9993006934708968;0.9990752592883141;0.9988992708309156
4.0;0.9988554230263774;0.9971671106142769;0.9984725630028468;0.998564500357403
4.0;0.996368119090819;0.994251559162784;0.9930390344236377;0.9928199610591597
