Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-none_ner-none_Sum;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Sum;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Sum;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum
4.0;0.9990042513607376;0.9984831202954869;0.9984831202954869;0.9990410221508992
3.0;0.9993773864958057;0.9996528134284797;0.9996528134284797;0.999548977274789
2.2;0.9972328788743389;0.9971426180036662;0.9971426180036662;0.9971426180036662
3.2;0.9990606454425157;0.9992314645401655;0.9993546533399391;0.9993720049117132
3.2;0.9978893000028571;0.9977586622558673;0.9977586622558673;0.9981305427733237
3.2;0.9868721900084102;0.985007776988014;0.985007776988014;0.9863021071826277
1.4;0.9848458067010152;0.9921574166875392;0.988091661461281;0.9921574166875392
3.0;0.9984181996378214;0.9978593157925844;0.9978593157925844;0.9978593157925844
1.4;0.9984570279462825;0.9982264838060141;0.9982264838060141;0.9982264838060141
3.0;0.9979491551125567;0.9978683737308847;0.9978683737308847;0.9975349138772912
3.0;0.9996919182012355;0.9996361294078276;0.9996361294078276;0.9996361294078276
1.0;0.9985381336765466;0.998922746284161;0.998922746284161;0.998922746284161
3.0;0.990009103268744;0.9931187566880124;0.9931187566880124;0.9931187566880124
2.0;0.9991845291833237;0.9990820644882424;0.9990820644882424;0.9991064620353693
2.4;0.9978699547261475;0.9985747025343306;0.9985747025343306;0.9972392879095803
3.4;0.996933195193099;0.9971298611258275;0.9971298611258275;0.9971298611258275
3.0;0.9957780995328132;0.9957499919003874;0.9944849888349203;0.9968323932224064
2.0;0.9963525133439984;0.9967929214114862;0.9967929214114862;0.9974340712546214
3.2;0.9985038091372018;0.9981949682353616;0.9986168451863853;0.9961370277494925
2.0;0.9982856861474053;0.997736365731428;0.9981878939167962;0.9976763033629956
3.0;0.9973197297025002;0.9979540011137903;0.9979540011137903;0.9982110538502401
1.2;0.9961433184623865;0.9969229335467695;0.9969229335467695;0.998176427473896
3.4;0.9992804111319651;0.9974291125210549;0.9986240643809922;0.9992050738345046
1.8;0.9967851203452864;0.9881338710541667;0.9934637271742637;0.9991797791343338
3.6;0.9952799744593153;0.9948905883656446;0.9948905883656446;0.9945622603909914
2.0;0.9969443780488163;0.9986840560879466;0.9987309984868996;0.9986559215146634
2.4;0.9995580492658293;0.9996445697098548;0.9996445697098548;0.9995547362139942
3.4;0.988200323226626;0.9891254694606835;0.9829509198736629;0.9891254694606835
3.0;0.9988990938863884;0.9978844884357865;0.998135714409627;0.9978844884357865
4.0;0.9969362932714958;0.9986519749600188;0.9973067718780777;0.9986519749600188
4.0;0.9978166997343394;0.9975647155352781;0.9975647155352781;0.9975647155352781
3.4;0.9971179825356158;0.9972584397909487;0.9972584397909487;0.9972584397909487
3.4;0.9939697817320525;0.9907514626918186;0.9907514626918186;0.9907514626918186
3.0;0.9961909209282599;0.996806535009498;0.996806535009498;0.9957896569121585
2.0;0.997918934149867;0.9979086863823826;0.9979086863823826;0.9979086863823826
3.8;0.9962356410861745;0.9969717333825249;0.9969717333825249;0.9975376105240992
3.4;0.9957328006787164;0.9976092512367024;0.9971807206042589;0.9980116014812442
2.0;0.9977923359287914;0.9977511631299897;0.9977511631299897;0.9983021523997052
4.0;0.9987887455826716;0.9995592544914208;0.9988294150734872;0.9994885558444748
3.2;0.993541219367087;0.9943517996750256;0.9943517996750256;0.9943517996750256
2.2;0.9934011821426879;0.9943875060670033;0.9933015914152523;0.9947563172812054
3.0;0.9981783383188396;0.9992466478466607;0.9985892398238612;0.9994587932092311
2.0;0.9991647509255374;0.999553179099033;0.999264644748034;0.99916420260276
0.6;0.9989669296551554;0.998922072563799;0.998922072563799;0.9989393378737856
3.2;0.982364810317828;0.9935914484700321;0.9935914484700321;0.9935914484700321
3.6;0.9996355109852506;0.9996226419083583;0.9996226419083583;0.9996226419083583
1.0;0.9982905021404714;0.998632972828347;0.9987674604835296;0.9984874979458324
1.8;0.9871528870715605;0.9851553676589596;0.9831435205321423;0.9901911168064803
2.8;0.9993448974067483;0.9816905685417038;0.9982442000612924;0.9992622100894343
2.8;0.9993319865296288;0.9752627742055558;0.9969899271321222;0.9989225553535854
1.8;0.9983951853595817;0.984961258475498;0.996916936235188;0.9983366887181655
1.8;0.9983726564369146;0.9984403789536924;0.9985581630704273;0.9978303448353015
2.6;0.9962397645750896;0.9971401517007037;0.9971401517007037;0.9950098840460635
1.4;0.9990097880542675;0.9983609985664015;0.9990097880542675;0.9983609985664015
3.0;0.9991358461610147;0.9990596543545947;0.9990596543545947;0.9991907746808992
0.6;0.9981023169246481;0.9981270841517019;0.9977749826304492;0.9980141195384383
