Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-none_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min
4.0;0.8649448362436393;0.9003606412518325;0.9003606412518325;0.9211507557283029
3.0;0.9314169923707323;0.9482373433415806;0.9482373433415806;0.9217650343698904
2.2;0.9076121652829611;0.9087485165342419;0.9087485165342419;0.9087485165342419
3.2;0.9580997694448119;0.9506359369427095;0.9496535529494992;0.9493840112826918
3.2;0.9648463419420478;0.9618832378523643;0.9618832378523643;0.961918387634281
3.2;0.9348649890964298;0.9302090227847918;0.9302090227847918;0.9295482742138124
1.4;0.858376418100236;0.8657387483657252;0.8632929869368202;0.8657387483657252
3.0;0.9468496454666342;0.9546379710711053;0.9546379710711053;0.9546379710711053
1.4;0.9214421472295226;0.9185089901428313;0.9185089901428313;0.9185089901428315
3.0;0.9365281457429656;0.9400593672392134;0.9400593672392134;0.9395212569036462
3.0;0.952374459123123;0.9557555003356282;0.9557555003356282;0.9557555003356282
1.0;0.8690501455723977;0.8711414731497868;0.8711414731497868;0.8711414731497868
3.0;0.790892906534537;0.8878759020506912;0.8878759020506912;0.8878759020506912
2.0;0.9043750952732201;0.902805873131737;0.902805873131737;0.9019436759216932
2.4;0.903452483328515;0.9537317544417896;0.9537317544417896;0.9585097062832443
3.4;0.9388451010978537;0.9301446069175683;0.9301446069175683;0.9301446069175683
3.0;0.9290088764352188;0.9472778607701462;0.9500009556311445;0.9433851403508754
2.0;0.8970799786576723;0.8985260322632983;0.8985260322632983;0.8958226612975071
3.2;0.9437188817280412;0.9092599450108384;0.9152882204162078;0.9146363632055928
2.0;0.9255914478628066;0.9285797434340675;0.9285797434340671;0.9286062317985346
3.0;0.8782864895077482;0.9119098544848881;0.9119098544848881;0.894644127096743
1.2;0.8718948704206642;0.8751469877551477;0.8751469877551477;0.8751469877551477
3.4;0.8984981787326455;0.9227877357883946;0.9227877357883946;0.9265354829010989
1.8;0.9205960123797725;0.9184015644820648;0.9184015644820648;0.9207078740873691
3.6;0.892060188362802;0.8681199005959123;0.8681199005959123;0.8681199005959123
2.0;0.8554523881685089;0.8840796118297299;0.8840651454706826;0.8840651454706826
2.4;0.9110493040461053;0.9161205413250878;0.9161205413250878;0.9157375409948703
3.4;0.8762658138160901;0.8910937686317526;0.8905284394227488;0.8910937686317526
3.0;0.9210816794569753;0.9205512991924014;0.913903140239515;0.9205512991924012
4.0;0.8477158694258811;0.9219340619189554;0.9129553040041655;0.9219340619189554
4.0;0.9422134453374653;0.9503268408346;0.9503268408346;0.9503268408346
3.4;0.9260375133057444;0.9075624144936759;0.9075624144936759;0.9075624144936759
3.4;0.9349589743996369;0.9390086374861742;0.9390086374861742;0.9390086374861742
3.0;0.8628258427925917;0.8433393709731641;0.8433393709731641;0.8423768500661416
2.0;0.8624122746073124;0.8939947632259725;0.8939947632259725;0.8939947632259725
3.8;0.8283046357489908;0.9386582076256201;0.9386582076256201;0.9363650400933298
3.4;0.8063373498390899;0.9083703904569521;0.9056878392374208;0.906190734555746
2.0;0.8505401390433635;0.8596867213243273;0.8596867213243273;0.8596900583256415
4.0;0.8983328134137187;0.9058163167677922;0.8996689850893308;0.9058163167677922
3.2;0.9534417372112524;0.9550904359774466;0.9550904359774466;0.9550904359774466
2.2;0.8632648093402968;0.8544237759127853;0.8544237759127853;0.8550354652018174
3.0;0.9295937485994243;0.9455826383852911;0.9455826383852911;0.9455826383852913
2.0;0.897900172062815;0.8927174746119544;0.8909175701996433;0.8950165689191453
0.6;0.8560809546062146;0.8556794680672889;0.8556794680672889;0.8502504736427444
3.2;0.9158250022849176;0.941070143072969;0.941070143072969;0.941070143072969
3.6;0.9274802847214433;0.9423927533160578;0.9423927533160578;0.9423927533160578
1.0;0.8662265772528684;0.9059054125717203;0.9034877592974678;0.9184345421441946
1.8;0.8578928477457628;0.8499901373644118;0.871629695045269;0.83711810865957
2.8;0.8884671809944813;0.8831166287725304;0.8821931754362343;0.8809416631399215
2.8;0.8839158009210314;0.895174304906358;0.8944814620577423;0.8980383241676786
1.8;0.9204437310675861;0.9226824946986244;0.9140653500159378;0.9163326448060078
1.8;0.903246619837391;0.9275612053740584;0.926258931720321;0.9274627201401314
2.6;0.9285610887881002;0.9105987309397272;0.9105987309397272;0.9020122958748861
1.4;0.8861572285987788;0.8876065052234726;0.8861572285987788;0.8876065052234726
3.0;0.8880136582146773;0.9017515786951568;0.9017515786951568;0.905944294401225
0.6;0.8940380815702934;0.9033994663162389;0.8987362431063688;0.9033994663162389
1.8;0.8999852883819144;0.906094529077797;0.906094529077797;0.8682419212390126
3.0;0.857193109741457;0.8829773322025145;0.8829773322025145;0.8712007770767148
3.0;0.9448516748970731;0.9583792694218441;0.9583792694218441;0.9583792694218441
3.8;0.9875703451299038;0.9853995148810555;0.9853995148810555;0.9853995148810555
2.4;0.9072171100853906;0.9362062442877317;0.9362062442877317;0.9360127098034271
3.6;0.9257984476194461;0.9415803768306387;0.9415803768306387;0.9415803768306387
2.8;0.8991885202585375;0.9069745513033289;0.8976132307601398;0.9069745513033289
3.6;0.9302520328436585;0.9366250649811989;0.9366250649811989;0.9366250649811989
3.0;0.9158554404281212;0.9369214570297052;0.9369214570297052;0.9369214570297052
0.0;0.8140733839316283;0.8166264774424252;0.8116011930476884;0.8108183667706225
0.0;0.8946100935142053;0.9012989996020723;0.9012989996020723;0.904108677030612
0.2;0.8903185871834843;0.8859366746542106;0.8859366746542106;0.8709046773452731
0.0;0.8694660687561075;0.9078192687159375;0.9078192687159375;0.9078192687159375
0.2;0.8901199830772981;0.8971023659850124;0.8971023659850124;0.8961409436006479
0.2;0.9038918611990231;0.9115193258413145;0.9076313795441839;0.9108201021829258
1.8;0.884443348143269;0.9084546933916667;0.9084546933916667;0.9165113842278259
1.4;0.9012136048341828;0.9092603900593952;0.9092603900593952;0.9092603900593952
1.8;0.9103394098571324;0.9221103125617519;0.9221103125617519;0.9208828884997372
2.0;0.9345512448387497;0.9429722325323839;0.9429722325323839;0.9405882672931086
0.0;0.9117209875383105;0.9062395072870855;0.9062395072870855;0.9055070471919784
0.8;0.9098852143093563;0.9111615142665741;0.9111615142665741;0.9084056771407996
2.2;0.9368348054649833;0.9266255171418757;0.9266255171418757;0.9266255171418757
1.4;0.8717245602413206;0.8746206547144766;0.8746206547144766;0.8746206547144766
1.8;0.9174961535980989;0.9330655316002249;0.9330655316002249;0.9330655316002249
3.0;0.9077175169105675;0.9374687090364697;0.9374687090364697;0.9374687090364697
1.2;0.8810127778279102;0.9144468113508546;0.893889981871803;0.9144468113508546
0.2;0.8636703597409107;0.8862474387623441;0.8830849626646521;0.8844743439178935
0.2;0.890469390339923;0.8814007550693336;0.8827330751421151;0.8776849028837649
0.6;0.87439632320762;0.8686242736501169;0.8686242736501169;0.8677660008025726
0.2;0.8478727763159394;0.8572495431182893;0.8572495431182893;0.8401415309722267
0.2;0.8681041988324617;0.8772094141620583;0.8772094141620583;0.8752317399664079
0.0;0.8785150767399124;0.8739458606568814;0.8739458606568814;0.8739458606568814
0.2;0.881550556870067;0.8763553354003757;0.8763553354003757;0.8669836138794029
0.2;0.8581024626503544;0.8617540879388712;0.8617540879388712;0.8469615063498854
2.0;0.8676610708684354;0.8538352773789691;0.8538352773789691;0.8538352773789691
2.8;0.9326743677861052;0.9479048904826075;0.9479048904826075;0.9492943072040153
2.0;0.8684599862752318;0.836320805119282;0.8456689927822314;0.7993739196255745
4.0;0.9181669382392545;0.932497812248148;0.932497812248148;0.9298986874403646
3.0;0.8901108503408148;0.8950088218946313;0.8950088218946313;0.8950088218946313
3.2;0.9358832722870669;0.9470571450501682;0.9470571450501682;0.9537504539877533
1.6;0.9167804347007759;0.9150881010721755;0.9150881010721755;0.8985711073387891
2.4;0.8906507142256402;0.8707033511320981;0.8707033511320981;0.8595064635971187
3.2;0.9156077099601335;0.9111052949719949;0.9111052949719949;0.9111052949719949
1.8;0.8087592719085018;0.8048059296145347;0.8048059296145347;0.8032221760635675
