Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Max
4.0;0.8914341436161326;0.8914341436161326;0.9344272300493098
3.0;0.9005460304427713;0.9005460304427713;0.9258844174826119
2.2;0.9060068663411921;0.9060068663411921;0.9108300989790937
3.2;0.9493314196150087;0.9496118188864103;0.9509176717711358
3.2;0.9439308534708261;0.9439308534708261;0.9472708914783752
3.2;0.922802534667847;0.922802534667847;0.9395891077685068
1.4;0.8183311647590592;0.8183311647590592;0.83164436865008
3.0;0.9201761648046618;0.9234333737399998;0.9305055335023934
1.4;0.8969836273654344;0.8969836273654344;0.9115596207900349
3.0;0.937143053919827;0.937143053919827;0.945958997406969
3.0;0.9331669744446908;0.930988054110775;0.9385813149589108
1.0;0.8660340529467004;0.8660340529467004;0.9030567288249824
3.0;0.8787620460181992;0.8787620460181992;0.9098517840978614
2.0;0.8811380171098449;0.8799782960803391;0.8933430733195592
2.4;0.9580152506642368;0.9580152506642368;0.9557454007359528
3.4;0.9102926444254745;0.9102926444254745;0.9253465542066494
3.0;0.9122247706277957;0.9122247706277957;0.9186560715591918
2.0;0.845590045140763;0.845590045140763;0.8708236130067056
3.2;0.9000965708695414;0.9000965708695414;0.9141379294115459
2.0;0.936972864189972;0.936972864189972;0.9423845092596688
3.0;0.8326791252559987;0.8326791252559987;0.8814121983609687
1.2;0.8519633177305633;0.8519633177305633;0.8888880091916377
3.4;0.8984471044234069;0.8984471044234069;0.9080390443486034
1.8;0.8883710676524865;0.8883710676524865;0.9090677870417306
3.6;0.8404702938440829;0.8404702938440829;0.8689987895278385
2.0;0.8458049262047105;0.8458049262047105;0.8694703570924945
2.4;0.8720825125024824;0.8720825125024824;0.8922300144796272
3.4;0.845401372601717;0.845401372601717;0.8808382878960247
3.0;0.9414392871696259;0.9414392871696259;0.9462748480081771
4.0;0.886032768980844;0.8830207148797211;0.8964600197172542
4.0;0.9480848809354362;0.9480848809354362;0.9461988973838255
3.4;0.8893393373771781;0.8893393373771781;0.9132006990504596
3.4;0.895100372655021;0.895100372655021;0.9217870032579081
3.0;0.7778142073236459;0.7778142073236459;0.8369826718791745
2.0;0.8258202737728458;0.8258202737728458;0.8571450529996009
3.8;0.9185999327062416;0.9223801961263759;0.9227044964763231
3.4;0.8580364096743354;0.8534681863907526;0.8832794053077363
2.0;0.7567560560393001;0.7567560560393001;0.8360307916781482
4.0;0.8796494049124116;0.8796494049124116;0.8991521243038022
3.2;0.9326513171169893;0.9326513171169893;0.934853123731214
2.2;0.8167251117585238;0.8167251117585238;0.8475023877854252
3.0;0.9268164772684728;0.9268164772684728;0.9393402517392447
2.0;0.8943363119927483;0.8943363119927483;0.9059378507683287
0.6;0.845201692692986;0.845201692692986;0.8518734960846476
3.2;0.9232707207975902;0.9232707207975902;0.9262573643711323
3.6;0.9141548648860045;0.9141548648860045;0.9279862613953651
1.0;0.9075480673616644;0.9075480673616644;0.9244001436988041
1.8;0.8427779968770314;0.8427779968770314;0.8584879136330723
2.8;0.8636131150550248;0.8636131150550248;0.885022641355482
2.8;0.8631774449140264;0.8639748268730042;0.8860323703295326
1.8;0.8895319528636286;0.8895319528636286;0.911792741884001
1.8;0.9172559456362616;0.9172559456362616;0.9269199700736054
2.6;0.8378470021184109;0.8378470021184109;0.8707174389781308
