Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-none_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Max
2.6666666666666665;0.9942540191798058;0.991817000149221;0.992125925615851;0.9918169914444749
1.3333333333333333;0.9942101780988593;0.9944406195017985;0.994737803440086;0.9938352232396738
4.0;0.9951653585530182;0.9951645331401238;0.9951645331401238;0.9951645331401238
2.6666666666666665;0.9877439549173344;0.9831793538546824;0.9831770789234318;0.9831793538546824
2.6666666666666665;0.9926392171736411;0.9717292137731854;0.9717269771842633;0.9717292137731854
1.6666666666666667;0.9956961050469192;0.9932664325697309;0.9932671989023392;0.9962402770362507
2.3333333333333335;0.9937749119573961;0.9937749119573962;0.9937749119573962;0.9937749119573962
1.0;0.982418414600922;0.9721478639027348;0.9721516217319158;0.9721478639027348
1.6666666666666667;0.9650357877779216;0.9650601772801383;0.9650354209762322;0.9650601772801383
3.0;0.9698155535872439;0.9642178312676309;0.964208455579894;0.9642178312676309
1.6666666666666667;0.9897561366887918;0.9897561366887918;0.9897561366887918;0.9897561366887918
1.3333333333333333;0.9926606577627354;0.9867409113013208;0.9867419583349208;0.9867409113013208
1.3333333333333333;0.9856052420592137;0.9855980505252898;0.9856052420592132;0.9855980505252898
1.0;0.9807722770141064;0.9778479728948363;0.9778391043292031;0.9778479728948363
1.6666666666666667;0.9825895475110733;0.9813361380191254;0.9813737438248528;0.9813361380191254
2.3333333333333335;0.9614952882090979;0.9620353680559279;0.9620677169977724;0.9620353680559279
3.0;0.9724249470164559;0.9722086268291624;0.9721982377869086;0.9722086268291624
2.3333333333333335;0.991439704128696;0.9914000059648662;0.9913969988513256;0.9914000059648662
3.0;0.9926669574124295;0.9926796441671238;0.9926669574124296;0.9926796441671238
1.6666666666666667;0.9865520800193665;0.9839570183571905;0.9839570169181091;0.9865516303258034
3.0;0.9959187341574908;0.9959187341574903;0.9959187341574903;0.9959187341574903
2.6666666666666665;0.9896970814172295;0.9731218221605582;0.9731218221605582;0.9731218221605582
1.6666666666666667;0.9897364379580909;0.9732837858666512;0.9732837858666512;0.9732837858666512
3.0;0.9944174662933695;0.9788681186121355;0.9788681186121355;0.9788681186121355
2.6666666666666665;0.9879319249955404;0.9882887269121375;0.9879319249955403;0.9882887269121375
2.6666666666666665;0.9986111727439206;0.9986195345464444;0.99861117274392;0.9986195345464444
2.0;0.9815107467279846;0.9809319825949424;0.9815095829662035;0.9809319825949431
2.0;0.9941561123215085;0.9778500658260473;0.9776667985293309;0.9778495157348802
2.6666666666666665;0.9962064486012588;0.9914257219416389;0.9918796370860056;0.9914257219416388
1.0;0.9924392006733431;0.9869720774111918;0.9873320556002309;0.9869720774111918
