Human;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-none_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-none_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-none_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-none_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum
4.0;0.9380767079992813;0.964861080492351;0.9670910042711749;0.964861080492351;0.9455061824915423;0.9658226409554963;0.9631042324332376;0.9658226409554963;0.9455061824915423;0.9658226409554963;0.9631042324332376;0.9658226409554963;0.9395360497846166;0.9578032099314276;0.9680056281749467;0.9578032099314276
3.0;0.9231686966543367;0.9483786691902268;0.897453474299287;0.9483786691902268;0.9535118555308439;0.9615448091078689;0.9575626012784566;0.9615448091078689;0.9535118555308439;0.9615448091078689;0.9575626012784566;0.9615448091078689;0.9373416655619478;0.9617898324858423;0.9431249981409893;0.9617898324858423
2.2;0.9323896172250402;0.9502073917364409;0.9261261207768522;0.9502073917364409;0.9364517487402795;0.9546447711601136;0.9350807222691452;0.9546447711601136;0.9364517487402795;0.9546447711601136;0.9350807222691452;0.9546447711601136;0.9364517487402795;0.9546447711601136;0.9350807222691452;0.9546447711601136
3.2;0.9657079280959421;0.9781545497255252;0.9665981125628909;0.9781545497255252;0.9774373596043404;0.9837305164992551;0.9764437853395808;0.9837305164992551;0.9730698708996948;0.9833361440511629;0.9751574612638183;0.9833361440511629;0.9616188102877928;0.980120993020521;0.9669973991308066;0.980120993020521
3.2;0.9710106955269411;0.9684522253425136;0.9724948892723396;0.9684522253425136;0.954429317041449;0.968639963384244;0.9619276243858846;0.968639963384244;0.954429317041449;0.968639963384244;0.9619276243858846;0.968639963384244;0.9661950230779619;0.9669373732661934;0.9710355505554118;0.9669373732661934
3.2;0.9393770000212605;0.9510666137105247;0.954483247602551;0.9510666137105247;0.9431341097948939;0.9587174899290989;0.9509870811649175;0.9587174899290989;0.9431341097948939;0.9587174899290989;0.9509870811649175;0.9587174899290989;0.9413275611782145;0.9475009428516656;0.9482482355311574;0.9475009428516656
1.4;0.8822295835731383;0.9055477216532265;0.8888643627586323;0.9055477216532265;0.8962106068866746;0.912005422658737;0.8976644580846734;0.912005422658737;0.880091164521521;0.9029364600706603;0.8829637567415901;0.9029364600706603;0.8962106068866746;0.912005422658737;0.8976644580846734;0.912005422658737
3.0;0.9208064467989054;0.9515823564543965;0.8878246153781753;0.9515823564543965;0.9471599284769019;0.9648471447909864;0.9569397775739913;0.9648471447909864;0.9471599284769019;0.9648471447909864;0.9569397775739913;0.9648471447909864;0.9471599284769019;0.9648471447909864;0.9569397775739913;0.9648471447909864
1.4;0.8983890325190853;0.9021073407646539;0.9044289548050899;0.9021073407646539;0.9122619971353231;0.8831671923151404;0.9186649976533097;0.8831671923151404;0.9122619971353231;0.8831671923151404;0.9186649976533097;0.8831671923151404;0.9168270018263878;0.8938720728289319;0.9222365825532994;0.8938720728289319
3.0;0.9514250274603099;0.9739641747681264;0.9479427297340033;0.9739641747681264;0.9263708822662751;0.9632657170091272;0.9029253819070444;0.9632657170091272;0.9263708822662751;0.9632657170091272;0.9029253819070444;0.9632657170091272;0.9495787027174093;0.9725193429312443;0.9479840584314683;0.9725193429312443
3.0;0.9583626805200948;0.972564071577094;0.9544225683851134;0.972564071577094;0.9569408575823047;0.9688129734819598;0.9538878810122386;0.9688129734819598;0.9569408575823047;0.9688129734819598;0.9538878810122386;0.9688129734819598;0.9569408575823047;0.9688129734819598;0.9538878810122386;0.9688129734819598
1.0;0.8318510638289194;0.8575269813839834;0.8130270841974035;0.8575269813839834;0.9091874370348416;0.9241924394660247;0.9026679950944664;0.9241924394660247;0.9091874370348416;0.9241924394660247;0.9026679950944664;0.9241924394660247;0.9091874370348416;0.9241924394660247;0.9026679950944664;0.9241924394660247
3.0;0.9142522693061533;0.8473817410476918;0.910894438318463;0.8473817410476918;0.9550523956835002;0.9113196468123224;0.9564704802413024;0.9113196468123224;0.9550523956835002;0.9113196468123224;0.9564704802413024;0.9113196468123224;0.9550523956835002;0.9113196468123224;0.9564704802413024;0.9113196468123224
2.0;0.8493589098417846;0.944754591341092;0.8827182174203453;0.944754591341092;0.9286373911229071;0.9644642337303231;0.9365245064649987;0.9644642337303231;0.9286373911229071;0.9644642337303231;0.9365245064649987;0.9644642337303231;0.9406770796298345;0.9585377774991797;0.958949898517108;0.9585377774991797
2.4;0.697386150031835;0.8268220137257972;0.725277134354466;0.8268220137257972;0.9658534390713546;0.9672714564993261;0.9669346217656375;0.9672714564993261;0.9658534390713546;0.9672714564993261;0.9669346217656375;0.9672714564993261;0.9695731255317401;0.972045902686719;0.9753742075079536;0.972045902686719
3.4;0.9565296870867551;0.9735785194070741;0.9502624120153926;0.9735785194070741;0.9552689355292204;0.9755025697275737;0.9483572798955332;0.9755025697275737;0.9552689355292204;0.9755025697275737;0.9483572798955332;0.9755025697275737;0.9552689355292204;0.9755025697275737;0.9483572798955332;0.9755025697275737
3.0;0.8566428542099579;0.9515502064495122;0.7981772051557942;0.9515502064495122;0.8650932472783592;0.9559860978581304;0.8121720365119593;0.9559860978581304;0.860789856742087;0.9585084736928449;0.8093088975566346;0.9585084736928449;0.9578199414859693;0.9663250625087654;0.9561063758654209;0.9663250625087654
2.0;0.9197185231364794;0.9259533560100973;0.9189495722249934;0.9259533560100973;0.9263130318797449;0.9243994806565351;0.925367812674447;0.9243994806565351;0.9263130318797449;0.9243994806565351;0.925367812674447;0.9243994806565351;0.9246583502187765;0.9181111537917807;0.922080019591401;0.9181111537917807
3.2;0.9364817687491949;0.9659096554696928;0.9426716719260351;0.9659096554696928;0.9438859019178559;0.9532506407529239;0.9389362383791019;0.9532506407529239;0.9502623319879391;0.9682045644824779;0.9486657191397536;0.9682045644824779;0.9386108026796848;0.9695403299719576;0.9421103672283618;0.9695403299719576
2.0;0.8360591530710793;0.8896886123614711;0.8144237085637299;0.8896886123614711;0.9465927010093873;0.9126534025741954;0.935320903545647;0.9126534025741954;0.9465927010093872;0.9175797488900453;0.9353209035456473;0.9175797488900453;0.9431392629768086;0.9120376005469464;0.9404686613772378;0.9120376005469464
3.0;0.8572714342585092;0.9311276221318566;0.839171493461762;0.9311276221318566;0.9391544568826932;0.9652408238836321;0.9428522793418;0.9652408238836321;0.9391544568826932;0.9652408238836321;0.9428522793418;0.9652408238836321;0.8807359945645856;0.9580407828670745;0.887816548941884;0.9580407828670745
1.2;0.910343893084571;0.9583533424377538;0.9175623352905097;0.9583533424377538;0.8972319117341434;0.9437386628396861;0.913476849984511;0.9437386628396861;0.8972319117341434;0.9437386628396861;0.913476849984511;0.9437386628396861;0.8906991184489212;0.9522140386796604;0.9036525759641135;0.9522140386796604
3.4;0.8928599936075263;0.9456470097096729;0.9142453978295657;0.9456470097096729;0.9489194830480899;0.9664490599177132;0.9553005789897471;0.9664490599177132;0.925117380042557;0.959950475261969;0.9426317496040565;0.959950475261969;0.8988762938059282;0.9483950509927052;0.9185126926908616;0.9483950509927052
1.8;0.9070752041639158;0.9270616762733531;0.9136776682854401;0.9270616762733531;0.8947718254646355;0.9053933799331065;0.9180579012661624;0.9053933799331065;0.9004242748325471;0.9198673408384638;0.9190784993466217;0.9198673408384638;0.898939981764873;0.9215597185595615;0.9023984170689823;0.9215597185595615
3.6;0.871035199425473;0.9563597842943661;0.9008195173303413;0.9563597842943661;0.9380600606608877;0.9453838001641762;0.9367323648642157;0.9453838001641762;0.9380600606608877;0.9453838001641762;0.9367323648642157;0.9453838001641762;0.8832167954049479;0.9284965059057226;0.88871789497245;0.9284965059057226
2.0;0.8649247185209552;0.9201125989054726;0.8822396258897647;0.9201125989054726;0.9249235959842186;0.9173249635421232;0.9316211346428205;0.9173249635421232;0.9250019770493224;0.9282458675671117;0.9344292509207179;0.9282458675671117;0.8894284790805983;0.9194000406061315;0.9083301393847292;0.9194000406061315
2.4;0.8994070869817221;0.9415585360427562;0.8756428523013837;0.9415585360427562;0.9351765059938842;0.9358507352482922;0.922641239930809;0.9358507352482922;0.9333631254406811;0.9388921527630936;0.9243476828179993;0.9388921527630936;0.9013809739842551;0.9373093436609562;0.8756782214429886;0.9373093436609562
3.4;0.928955672222054;0.9323479211864227;0.9365935665967268;0.9323479211864227;0.9292826639134546;0.9101820025015817;0.9257237684497994;0.9101820025015817;0.9396398668399276;0.9061051718063828;0.9391319162220919;0.9061051718063828;0.9292826639134546;0.9101820025015817;0.9257237684497994;0.9101820025015817
3.0;0.9001869200809862;0.9513378849059646;0.8970406787788612;0.9513378849059646;0.9540139163770402;0.9644258001002053;0.9538964842753082;0.9644258001002053;0.9262354515877201;0.9542053049075435;0.9244920577550301;0.9542053049075435;0.9530668068781676;0.9533063110615345;0.9510406530284361;0.9533063110615345
4.0;0.9293622893817447;0.9322149392865864;0.9457337137214317;0.9322149392865864;0.9582854421755997;0.9373457400876255;0.9690974522035172;0.9373457400876255;0.950736073081319;0.9365658779651718;0.9637043721920252;0.9365658779651718;0.9619085027365174;0.9407076123874645;0.9721482519418196;0.9407076123874645
4.0;0.9417656795678752;0.9546295370866809;0.9158191680762718;0.9546295370866809;0.9787620826454532;0.955274783306915;0.9685831301344425;0.955274783306915;0.9787620826454532;0.955274783306915;0.9685831301344425;0.955274783306915;0.9787620826454532;0.955274783306915;0.9685831301344425;0.955274783306915
3.4;0.9236538812685464;0.9626905244930729;0.9311432457394438;0.9626905244930729;0.9736952201287157;0.9752289906077958;0.974672699411601;0.9752289906077958;0.9736952201287157;0.9752289906077958;0.974672699411601;0.9752289906077958;0.9669394736596775;0.9706121494332915;0.9680004373838388;0.9706121494332915
3.4;0.9304659045911242;0.9347929145839887;0.9507507763165712;0.9347929145839887;0.9634463504933649;0.9532321973125584;0.974570606116863;0.9532321973125584;0.9634463504933649;0.9532321973125584;0.974570606116863;0.9532321973125584;0.9634463504933649;0.9532321973125584;0.974570606116863;0.9532321973125584
3.0;0.8725132438514561;0.8826065875242;0.89828499941094;0.8826065875242;0.9268324509988902;0.9269390661331215;0.9435875783975363;0.9269390661331215;0.9268324509988902;0.9269390661331215;0.9435875783975363;0.9269390661331215;0.8644647323298836;0.8640326325245246;0.8950923998737506;0.8640326325245246
