Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_notlc_sw-user_cf-default_ner-none_Max
3.5;0.9999999999999997;0.9999999999999998
2.5;0.998729061881416;0.9987599663541123
3.45;0.9921269414756047;0.9902596846533456
4.0;0.9999624446941832;0.9999624440452397
3.0;0.9936450511506421;0.9936237125225048
2.0;0.9935690795039774;0.9935626616783598
2.5;0.9989936973286394;0.9989920256415927
3.0;0.9933719163349218;0.9947990209476463
0.0;0.9873301280285273;0.9871049961471826
2.5;0.9955090104055355;0.9949567589185618
3.0;0.9968737628055923;0.9972975782965289
0.5;0.9809100490086462;0.9809100490086462
3.0;0.9945989960780592;0.994595985015084
4.1;0.9999941399491129;0.9999930407451436
3.5;0.9785029643597486;0.9983362757008576
4.0;0.9998959652998949;1.0
2.5;0.9960383723622775;0.9954377986640964
4.0;0.9999007740161763;0.9997672677158449
4.0;0.9983539654173548;0.9958322265753756
4.1;0.9918615289941081;0.9918599329663658
4.0;0.9963246941654909;0.9962946931677932
3.0;0.9974320443305428;0.9956880038458371
4.0;0.98842257032229;0.9998227108644471
3.0;0.9852479060202739;0.9852014942237696
4.5;0.9999516962082621;0.9999516962082623
3.5;0.9928182520840146;0.9928182520840153
3.5;0.9957444242267962;0.9957444242267962
3.0;0.998041233822759;0.9970265901128931
3.5;0.9984386629341995;0.9959376078534152
4.0;1.0;1.0000000000000002
4.0;0.9999002907187937;0.9997133805518933
4.0;1.0000000000000004;0.9999999769689094
3.0;0.9983089950106164;0.9984502491652726
2.5;0.9995936703193875;0.9993326878330647
2.5;0.9979308330597616;0.9979288408876815
3.0;0.9912320981418997;0.988702947993969
0.0;0.9757725747504998;0.9823959340666288
4.25;0.9903705674361314;0.9903688275765166
3.0;0.9950134149291854;0.9873326695978633
3.0;0.9968345285348605;0.9899723901012112
4.0;0.9996232103263522;0.9997944683049712
0.0;0.9938523217880495;0.9938481536614738
3.5;0.9900408906802316;0.9897247005964377
1.0;0.9935904857257125;0.9718811214802408
0.0;0.9924018824732905;0.9888363649102744
1.5;0.9977233770393149;0.9977140262796892
3.6;0.9917826446312513;0.9917823986396483
3.0;0.9999905903381849;0.9999099477160366
3.0;0.9997703955029793;0.9843991216953192
5.0;0.9997707245906445;0.9997703357998922
3.5;0.9883660281936885;0.9887090850229723
0.0;0.989208918301411;0.9892089183014109
4.0;0.9961615284087697;0.9999998593528623
4.5;0.99999500471379;0.9963890422101158
3.0;0.9984109644495782;0.9957437352201057
3.5;0.9983196064274156;0.998302272495195
4.0;1.0;0.9999892382799185
3.0;0.9966819841852145;0.9960849235411638
3.0;0.9838496802322062;0.9838231685496468
3.5;0.9894598025987867;0.9894598025987873
2.5;0.9706126121363126;0.9705615355327833
3.5;0.9922578478745817;0.9922562527931197
3.5;0.9955120626126108;0.9780854066488928
3.0;0.9905972284275567;0.9905968722878572
4.5;0.8879554730765719;0.9606889134146288
2.5;0.9896381802705427;0.989639113469366
3.5;0.9995676414774218;0.9991048695094341
3.0;0.99800706824652;0.9980070263058356
2.5;0.998964229287564;0.9990627870697022
4.0;0.9837894085821295;0.9810513314325515
3.5;0.9878731448995423;0.9979657638624853
3.5;0.9838319094481924;0.9828356242981076
3.0;0.9989580170864091;0.9989580098608815
2.5;0.9996838800555758;0.9992947082748619
4.0;0.9922743263082536;0.9922738281800609
3.5;0.89565913748312;0.9882070193969592
2.5;0.9899477953855519;0.9898415697373806
2.5;0.9990173350923075;0.9999671928811369
5.0;0.9997800550164259;0.9997783419125155
4.25;0.99469104214026;0.9946879081488091
2.5;0.997850416839106;0.9978504168391068
2.95;0.9919708063926969;0.991006286192264
3.0;0.9999246789646845;0.9999246789646857
3.45;0.999822344110008;0.9993701033313241
2.5;0.9983180596226605;0.9973607978463787
0.5;0.9749124159764451;0.9813222997849286
4.5;0.9904714978243939;0.986521244328577
2.0;0.9996787378817155;0.9928775220959467
2.0;0.9950791095807495;0.9951196712659289
3.5;0.9999727898350297;0.9999727898350308
3.5;0.9983777432671653;0.9957915120668509
4.0;0.9998626771687525;0.9998626771687532
3.5;0.9991287643827882;0.9991287584563263
4.0;0.999877634590562;0.9998776345905621
2.5;0.9895220609495818;0.9891255633178735
3.0;0.9985225220117159;0.9922964045143855
3.0;0.9965014152295709;0.9965014252366918
3.0;0.9909609253441226;0.9908837127078977
1.0;0.97999975438453;0.9960692367520682
2.0;0.9857896943175961;0.9857464237981624
2.0;0.9999413323853579;0.9987649791042538
4.5;0.987884852898502;0.9878848528985023
4.0;NaN;NaN
3.0;0.9898915930142463;0.9999955090685585
3.0;0.9999169780972746;0.9998890280589006
4.15;0.9719934210629876;0.9999740550339874
2.5;0.9933348130392393;0.9931372743604174
3.5;0.9991859865829885;0.9974288552584154
4.0;0.9788800530346308;0.978882824458818
5.0;0.9751488205250062;0.9819109271232691
4.8;0.9958322318981985;0.9957120989467706
0.0;0.9772251234636166;0.9773656436994792
4.6;0.9999966080856618;0.9999966080856616
3.0;0.9800927946518505;0.9803842166556581
2.7;0.9968427280220314;0.9968426979841052
3.6;0.999809056876738;0.9996675130164591
3.75;0.9932931393897262;0.9923765868407242
3.65;0.9923142949552508;0.9923075843367524
0.0;0.9959152985335723;0.9594675951834938
3.0;0.9829150074665953;0.9789895117481989
4.75;0.9990261030350142;0.9838058108876566
3.6;0.998708756709496;0.9999999999999998
3.5;0.9995384234692457;0.9994930886774349
2.75;0.9989113499201839;0.9989096543095138
5.0;0.9999892142761523;0.9999898734406505
4.0;0.9950640229232978;0.995064022923298
3.0;0.9927478155947723;0.9846488623676577
3.5;0.9498386886998766;0.9894856335607078
3.35;0.9922214984091371;0.9922216107823227
3.2;0.9817377224031225;0.9884770602592106
3.6;0.9952197085909898;0.9952176791971522
3.75;0.9881691841137502;0.9894613247019423
4.0;0.9999942854177707;0.9999942854177711
3.75;0.9984405770847361;0.9959381390697793
3.5;0.9895416761953939;0.9895403518232474
3.5;0.9979783937987833;0.988322646437187
4.25;0.9989019721002341;0.9989019720173605
0.0;0.998501015839754;0.9994542250231171
3.5;0.99803633672255;0.9994268351104991
2.75;0.999500395032292;0.9990325476793048
5.0;0.9975714771019645;0.9974525542594534
3.75;0.9999987155461278;0.9999987155461277
3.45;0.9998963932883359;0.999344766215428
3.0;0.9983844396137617;0.998108389916413
2.25;0.9088495178460738;0.990073187153381
3.25;0.9906147175733723;0.9906038259543684
4.2;0.9999406299512167;0.999667563105952
4.25;0.9985399642590956;0.998539964199633
4.4;0.9999654241088033;0.9999857162658171
2.5;0.9765839440788967;0.9765237094019479
1.75;0.9956738367983999;0.9998845015774163
3.5;0.9998801285112443;0.9998721019894218
3.5;0.9922730286318184;0.9922715405983311
5.0;0.9999979110295092;0.9844274767071297
3.95;0.9998086633756239;0.9998059395067418
3.5;0.997408578256736;0.9974069919534694
3.25;0.9583034293327293;0.9790397148108689
4.5;0.9918461344814282;0.991846134481428
0.0;0.9728781499690795;0.9792491984896667
3.1;0.9999626866620301;0.9971825243047637
3.5;0.999987714144939;0.9998463261557791
4.25;0.998699137224233;0.9995803249196685
2.75;0.9916791460994993;0.9916920813102765
3.5;0.995185196224264;0.9972057196434314
4.5;0.999998357132021;0.9956425147619059
3.5;0.999994870119087;0.9998254176971716
2.9;0.9962398548246022;0.9962312459176202
3.0;0.9986418711023795;0.9997359276132143
3.0;0.9998377352449911;0.9998377003068339
3.0;0.9981311410841671;0.9672660617980428
4.0;0.9892296716946115;0.9894241041115467
0.0;0.9825421295825107;0.9825421295825104
3.75;0.9999729427614141;0.9999297556696837
3.0;0.9999096664683975;0.9999096625956055
2.5;0.9987457493500311;0.999483957537561
3.5;0.9983777432671646;0.9957915120668519
4.0;0.977282493236898;0.9962648727202201
4.5;0.9999658126588469;0.999965433430193
3.5;0.9945256780257912;0.9945301528619958
2.5;0.9998972381116787;0.9995890835313158
3.75;0.9974960666360186;0.9958322265753756
3.5;0.9894004391349485;0.989392934942167
3.0;0.9982710761912638;0.9962720644170646
