Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Min
2.6666666666666665;0.9428172315656159;0.9428172315656159;0.9434312995690658
1.3333333333333333;0.8623523392671859;0.8623523392671859;0.8623523392671859
4.0;0.9486915859605195;0.9486915859605195;0.9460335207864419
2.6666666666666665;0.9033767444673693;0.9033767444673693;0.906979805438185
2.6666666666666665;0.9058590779512387;0.9058590779512387;0.9058590779512387
1.6666666666666667;0.8641559306438495;0.8641559306438495;0.8696444169580101
2.3333333333333335;0.9337917050339037;0.9337917050339037;0.9337917050339037
1.0;0.8413625675946745;0.8413625675946745;0.8368465022079686
1.6666666666666667;0.9483362992533639;0.9483362992533639;0.9561413238486469
3.0;0.8564488841505493;0.8564488841505493;0.8564488841505493
1.6666666666666667;0.8897565553287213;0.8897565553287213;0.8897565553287213
1.3333333333333333;0.8533827873514253;0.8533827873514253;0.8533827873514253
1.3333333333333333;0.8918232514713448;0.8918232514713448;0.8918232514713448
1.0;0.7917788155242597;0.7917788155242597;0.7917788155242597
1.6666666666666667;0.817276528934438;0.817276528934438;0.817276528934438
2.3333333333333335;0.8774827251304267;0.8774827251304267;0.8787161611010097
3.0;0.9418992980828816;0.9418992980828816;0.9592855814172937
2.3333333333333335;0.9262310299707519;0.9262310299707519;0.9057521349452068
3.0;0.9236567791326001;0.9236567791326001;0.9236567791326001
1.6666666666666667;0.9360402001969637;0.9360402001969637;0.9360402001969644
3.0;0.9286209113325835;0.9286209113325835;0.9286209113325828
2.6666666666666665;0.8739021346808035;0.8739021346808035;0.8719921377433228
1.6666666666666667;0.8782810542330468;0.8782810542330468;0.8782810542330468
3.0;0.9123168300098106;0.9123168300098106;0.9123168300098106
2.6666666666666665;0.9293653143118793;0.9293653143118793;0.9429468795658619
2.6666666666666665;0.9562229224791265;0.9562229224791265;0.9562229224791265
2.0;0.8871017756271196;0.8871017756271196;0.902293534647393
2.0;0.8366069998131141;0.8366069998131141;0.8472286467127493
2.6666666666666665;0.9822320263571985;0.9822320263571985;0.9833126103371826
1.0;0.9007519557448923;0.9007519557448923;0.9007519557448923
3.0;0.9405541096187429;0.9405541096187429;0.938461085131047
3.0;0.9021751444741694;0.9021751444741694;0.9251974032801549
1.0;0.888942282853129;0.888942282853129;0.8976488937078118
2.0;0.9017560497282755;0.9017560497282755;0.9066750255752891
2.0;0.9699607427971219;0.9699607427971219;0.9699607427971219
0.0;0.7757847021335781;0.7757847021335781;0.7867540261865399
1.3333333333333333;0.8835694084140657;0.8835694084140657;0.8835694084140657
2.3333333333333335;0.8920727305933134;0.8920727305933134;0.8900907753923472
0.3333333333333333;0.8643116142099674;0.8643116142099674;0.8726142229588597
1.0;0.8990307545532424;0.8990307545532424;0.9163098288696925
3.0;0.9259396062360067;0.9259396062360067;0.9498128672310304
2.0;0.9213691340068229;0.9213691340068229;0.9213691340068229
1.0;0.9170963669686957;0.9170963669686957;0.917840392491101
1.3333333333333333;0.9128080850110878;0.9128080850110878;0.9115835869985379
1.6666666666666667;0.9046074580816966;0.9046074580816966;0.908587089083877
0.6666666666666666;0.8800391909483914;0.8800391909483914;0.8891664137354813
1.3333333333333333;0.9562125139532383;0.9562125139532383;0.9562602905194384
2.0;0.9436821978168628;0.9436821978168628;0.9455364026861472
2.0;0.9524359844313095;0.9524359844313095;0.9488669889238859
