Human;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Flair_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.7683955408308127;0.7538475322478996
1.3333333333333333;0.7532190701970846;0.7596061302631419
4.0;0.8122762846506818;0.8276595762887942
2.6666666666666665;0.7634878514175624;0.7485737041731987
2.6666666666666665;0.7348169784669762;0.7425674593514809
1.6666666666666667;0.7037269634401556;0.6853769890954119
2.3333333333333335;0.7661521743853634;0.7568254540055479
1.0;0.7720597403266892;0.7544497986585179
1.6666666666666667;0.8367764680229643;0.8383482542808537
3.0;0.7639728097188565;0.7806596503841104
1.6666666666666667;0.8045787972210481;0.8010308267653553
1.3333333333333333;0.731058472486944;0.7185711726218762
1.3333333333333333;0.7900234685050681;0.7976895628790593
1.0;0.582676813866746;0.5889142511480812
1.6666666666666667;0.7023208044391752;0.7008853303106145
2.3333333333333335;0.7659666834886267;0.7591563617539498
3.0;0.8826738106059647;0.8906742727948296
2.3333333333333335;0.7272286597810935;0.7366501856134834
3.0;0.6639181024626896;0.6774134698645119
1.6666666666666667;0.7649514089314913;0.7616211950646669
3.0;0.8088975051735635;0.8121746312887036
2.6666666666666665;0.632982858914176;0.625909891343037
1.6666666666666667;0.6291998486191566;0.6277904431907256
3.0;0.744713831947966;0.7684404746886867
2.6666666666666665;0.8568238545686047;0.8599593691999945
2.6666666666666665;0.7593333215354979;0.7488652080888167
2.0;0.7584979177651274;0.7710226077291776
2.0;0.6954506376729875;0.6967233427703083
2.6666666666666665;0.8312229136751662;0.8256043928550181
1.0;0.7809962725977269;0.7939628064302059
3.0;0.834578598034801;0.8423242671445796
3.0;0.47228352436475657;0.6962445249601619
1.0;0.7219549118420312;0.7162079777129419
2.0;0.703380586889657;0.7162582922747012
2.0;0.8300352126986493;0.8300647483079625
0.0;0.6880160757121575;0.6699498762487159
1.3333333333333333;0.7216887210336135;0.6870581211181721
2.3333333333333335;0.690068177335422;0.6926937192152404
0.3333333333333333;0.5906298756274322;0.5689495658334772
1.0;0.7425180350935872;0.7318784148762343
3.0;0.8183911863517384;0.8118016188307504
2.0;0.733649303653907;0.7449270766528864
1.0;0.7349209746997142;0.7257498701374338
1.3333333333333333;0.8207357968332806;0.8292590948803796
1.6666666666666667;0.7191486136731516;0.7932790334587917
0.6666666666666666;0.7081821966191322;0.720118719481555
1.3333333333333333;0.8909279679637021;0.8929305032792814
2.0;0.8953563463548406;0.897113891689419
2.0;0.7578185555249518;0.7643474987046391
0.6666666666666666;0.6694011386772706;0.678661047538964
3.0;0.9107774155937666;0.8923557602396359
3.0;0.7757958514081319;0.7747102276833628
1.3333333333333333;0.7864774079755523;0.7857079064506053
2.0;0.8546067424616549;0.8554056629333617
2.0;0.7341776114617763;0.7506263032963987
1.0;0.6590202385575451;0.6530669159367971
1.6666666666666667;0.7780310407522337;0.7858152660452393
2.0;0.8337878359276532;0.8298325030098568
0.3333333333333333;0.6984036187102703;0.6895458119689021
2.3333333333333335;0.7495227638165272;0.7718751638031179
2.0;0.6169176980313107;0.6127948977883038
1.3333333333333333;0.7802615420037378;0.7766331301441454
2.6666666666666665;0.9983892239270074;0.9985884771179719
1.0;0.7188367167407362;0.7097977638596199
0.3333333333333333;0.7094338535062564;0.707177339323574
1.3333333333333333;0.796209674169218;0.7899330016272821
1.3333333333333333;0.7965206768003187;0.8174705029469972
2.3333333333333335;0.6932058660390964;0.6701263558601236
3.0;0.8266881912447378;0.8266320450551048
3.0;0.7139354287117011;0.7236413056273024
3.0;0.8684992532987281;0.8671105160553286
1.3333333333333333;0.7576972808638326;0.7560211944381954
3.0;0.6671050321663919;0.6967250254941346
1.3333333333333333;0.7586082199702691;0.7763486546661827
4.0;0.791012451022736;0.7796586614750453
2.6666666666666665;0.7042290336277734;0.7162430982255795
0.3333333333333333;0.5176692512077388;0.5108634278164623
0.0;0.6869978869385083;0.6570632405074435
0.0;0.5455442565720299;0.5434374058455835
0.0;0.7073985373289019;0.705468285030676
0.6666666666666666;0.727658622081628;0.7291537991469753
0.3333333333333333;0.6298527218633099;0.6688353706620408
0.6666666666666666;0.7509232231250439;0.744680532288809
0.3333333333333333;0.7758136352439394;0.7586419236461642
0.3333333333333333;0.7725067586574509;0.7659442741961525
0.0;0.5683206046069073;0.5677947982321624
0.0;0.7433478812237458;0.7379751568030422
0.0;0.4708014998872676;0.4780186923572008
1.0;0.7087737262406125;0.7126701893003611
0.0;0.5410278372621891;0.5126258190817201
0.0;0.5442555565018752;0.5461229586531506
0.0;0.7148391063980134;0.70592343934193
0.6666666666666666;0.7409818414762694;0.7324208351314627
0.0;0.6269206989122122;0.6221005457646962
0.0;0.6886255816399028;0.6907019265572144
0.6666666666666666;0.5611574550184741;0.5336033431836752
0.0;0.6722236256946756;0.6661314788139348
0.0;0.5837992655425297;0.5095695726696677
0.6666666666666666;0.8158915630697193;0.8094496804644682
0.3333333333333333;0.6532221067847138;0.6450305565493529
0.0;0.451855113007567;0.39883036177417863
0.3333333333333333;0.49664333718608833;0.4760185552037714
0.3333333333333333;0.6866563320535491;0.6369324514300175
0.0;0.581899875057826;0.5879751787657291
1.0;0.7006670348640309;0.7284757444086529
0.0;0.5708535027539591;0.5690255098979685
0.3333333333333333;0.6430011944812078;0.6497112613421403
0.6666666666666666;0.5763428903235951;0.4977998223807931
0.0;0.5661327396730716;0.5420247625813446
0.0;0.4812739973438788;0.45737284925614435
0.3333333333333333;0.68552934524883;0.6600564471039922
0.0;0.5690828240557243;0.574030244165749
1.0;0.7176005191677718;0.723790577111645
0.0;0.5798533174102478;0.5478722925797044
0.0;0.6053109318357917;0.5973912486500721
0.3333333333333333;0.6117257335791054;0.5960841912615384
0.0;0.37243632776072066;0.3902573213593919
0.3333333333333333;0.4657159102088098;0.4190519616019648
0.0;0.5802098739697873;0.5466302141650876
0.0;0.4517403303019778;0.43456720147958894
0.3333333333333333;0.6634500110957748;0.6407966601831376
1.0;0.6105751127639475;0.6183293487331906
0.0;0.6481805119113442;0.6474589833317854
0.3333333333333333;0.6382463513132016;0.6342609825626468
0.6666666666666666;0.638701387699356;0.6312032542671101
0.0;0.6153688315588889;0.6008737989373555
0.6666666666666666;0.7219823276849002;0.7132644472277386
1.0;0.7519593993209664;0.7540198433933504
0.0;0.6707044576267394;0.6609440088226084
0.0;0.559350532644301;0.5744093139822992
0.0;0.6661421206527139;0.6513342062808668
0.0;0.4619523295885936;0.4421975215670188
0.6666666666666666;0.5316278344288037;0.5373623885000336
0.3333333333333333;0.47180061297655707;0.4206077751480628
1.0;0.705806851509737;0.7131894069618516
0.6666666666666666;0.6744573234245274;0.6623078493411052
0.3333333333333333;0.559413102855362;0.6167921151829899
0.3333333333333333;0.5653154061399439;0.5538095206075768
0.0;0.6124321103923099;0.6352240589382041
0.3333333333333333;0.6585741454610865;0.6478306275097596
0.0;0.5688703642485285;0.536263332277573
0.0;0.38674752753341773;0.3653083670051201
0.0;0.6643683135739614;0.6868190884431147
0.3333333333333333;0.5482147068368823;0.5601912733708183
0.3333333333333333;0.6388448033229014;0.6483810436021163
0.6666666666666666;0.7859192394712239;0.753470800211738
0.3333333333333333;0.6100859008134171;0.5537364679433974
0.0;0.6936976575537014;0.7093771455993865
0.3333333333333333;0.5499689860739535;0.5403197093743122
0.0;0.39930592925675223;0.38783307632987807
0.0;0.6435487155126508;0.6415302216005904
0.0;0.7742413302478843;0.7751934096948456
0.0;0.6043527984536055;0.570514341689395
0.3333333333333333;0.6143504217634732;0.6061855871195675
0.0;0.6646137397153008;0.6724266465869236
0.0;0.569391961481766;0.5845123913138606
0.3333333333333333;0.6323857351763308;0.6518745950697568
0.3333333333333333;0.6990004069501677;0.6880025485999931
1.0;0.7500771808997758;0.7639180157000783
0.0;0.42419337560845627;0.3503170320402844
0.0;0.6613685879922412;0.6645445044030088
0.3333333333333333;0.7789463728952036;0.7572970143791596
0.0;0.6444083218662567;0.6474848160712348
0.3333333333333333;0.6635484605941557;0.6553278855139645
0.3333333333333333;0.612972592122205;0.6172497878832877
0.3333333333333333;0.5223778082119072;0.5173589899529781
0.6666666666666666;0.666274500523081;0.6571247299127193
0.0;0.45743739426043434;0.4333098553631075
0.0;0.6339674473327416;0.6134434850048178
0.0;0.520776187256729;0.5263897838347716
0.0;0.5428349135741111;0.5349556087111551
