Human;Flair_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;Flair_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.7455661240631282;0.7279579784115121;0.7683955408308127
1.3333333333333333;0.7012418981210137;0.7013261610812723;0.7532190701970846
4.0;0.7760127121004113;0.8103578047076317;0.8122762846506818
2.6666666666666665;0.7672795611916875;0.7672795611916875;0.7634878514175624
2.6666666666666665;0.6921329431852019;0.6949547859513221;0.7348169784669762
1.6666666666666667;0.7542077759796976;0.6988405076759167;0.7037269634401556
2.3333333333333335;0.7499184354151108;0.7499184354151108;0.7661521743853634
1.0;0.7235024925524635;0.7235024925524635;0.7720597403266892
1.6666666666666667;0.8307696440915467;0.8307696440915467;0.8367764680229643
3.0;0.8129911294929147;0.8129911294929147;0.7639728097188565
1.6666666666666667;0.7795878694407292;0.7795878694407292;0.8045787972210481
1.3333333333333333;0.729924734825855;0.729924734825855;0.731058472486944
1.3333333333333333;0.7774945209779773;0.7774945209779773;0.7900234685050681
1.0;0.6598537946930152;0.6598537946930152;0.582676813866746
1.6666666666666667;0.7062908806492583;0.7062908806492583;0.7023208044391752
2.3333333333333335;0.7332352197520762;0.7332352197520762;0.7659666834886267
3.0;0.8608038446772035;0.8608038446772035;0.8826738106059647
2.3333333333333335;0.698019698778591;0.698019698778591;0.7272286597810935
3.0;0.679382812916509;0.679382812916509;0.6639181024626896
1.6666666666666667;0.7390669777531266;0.7390669777531266;0.7649514089314913
3.0;0.87644839940702;0.87644839940702;0.8088975051735635
2.6666666666666665;0.6994445664855302;0.6994445664855302;0.632982858914176
1.6666666666666667;0.6943227329534238;0.6943227329534238;0.6291998486191566
3.0;0.8152624689306509;0.8126300123908037;0.744713831947966
2.6666666666666665;0.8423850463815373;0.8423850463815373;0.8568238545686047
2.6666666666666665;0.7797434000634677;0.7797434000634677;0.7593333215354979
2.0;0.7965695993286525;0.7965695993286525;0.7584979177651274
2.0;0.6804762308408986;0.6804762308408986;0.6954506376729875
2.6666666666666665;0.8156569366517983;0.8156569366517983;0.8312229136751662
1.0;0.797237842483815;0.797237842483815;0.7809962725977269
3.0;0.8404941605227843;0.8404941605227843;0.834578598034801
3.0;0.4322754967443581;0.4322754967443581;0.47228352436475657
1.0;0.6609777162377947;0.6609777162377947;0.7219549118420312
2.0;0.6830262728206035;0.6980641095290395;0.703380586889657
2.0;0.8463695203335957;0.8492727985057424;0.8300352126986493
0.0;0.7394032641959017;0.7266473333022685;0.6880160757121575
1.3333333333333333;0.7424184066049488;0.7415926121283226;0.7216887210336135
2.3333333333333335;0.674845480237782;0.674845480237782;0.690068177335422
0.3333333333333333;0.7442510730186233;0.7442510730186233;0.5906298756274322
1.0;0.7833039493135048;0.7833039493135048;0.7425180350935872
3.0;0.8190210989310135;0.8190210989310135;0.8183911863517384
2.0;0.7231955725683549;0.7214203465262053;0.733649303653907
1.0;0.7784143107210147;0.7784143107210147;0.7349209746997142
1.3333333333333333;0.7744426662131976;0.7744426662131976;0.8207357968332806
1.6666666666666667;0.8344435325979926;0.8169211849074564;0.7191486136731516
0.6666666666666666;0.6512921425633994;0.6512921425633994;0.7081821966191322
1.3333333333333333;0.8673074339569793;0.8673074339569793;0.8909279679637021
2.0;0.8828259431951324;0.8778331191066393;0.8953563463548406
2.0;0.7338483738607294;0.7338483738607294;0.7578185555249518
0.6666666666666666;0.6149132550173131;0.6149132550173131;0.6694011386772706
3.0;0.9167630507554151;0.9167630507554151;0.9107774155937666
3.0;0.7864277269625263;0.7864277269625263;0.7757958514081319
1.3333333333333333;0.7672473067250135;0.7672473067250135;0.7864774079755523
2.0;0.874303639643026;0.874303639643026;0.8546067424616549
2.0;0.6992896178533141;0.6992896178533141;0.7341776114617763
1.0;0.6396800925283691;0.6396800925283691;0.6590202385575451
1.6666666666666667;0.7914744878119178;0.7871740036014611;0.7780310407522337
2.0;0.7804675324180673;0.7825783923909285;0.8337878359276532
0.3333333333333333;0.7034377496333993;0.7034377496333993;0.6984036187102703
2.3333333333333335;0.81580996762146;0.81580996762146;0.7495227638165272
2.0;0.6630672545868466;0.6630672545868466;0.6169176980313107
1.3333333333333333;0.7717500662477508;0.75824142647114;0.7802615420037378
