Human;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.2631578947368421;0.24242424242424243;0.25;0.24242424242424243;0.3636363744735718;0.3478260636329651;0.3461538553237915;0.3478260636329651;0.2962962962962963;0.3178294573643411;0.30534351145038163;0.3153846153846154;0.45454545454545453;0.4;0.42857142857142855;0.4;0.40293040293040294;0.39682539682539686;0.3939393939393939;0.40157480314960625;0.33809275672082784;0.32421226880876186;0.3294781856533735;0.32421226880876186
1.3333333333333333;0.14705882352941177;0.06896551724137931;0.09375;0.06896551724137931;0.2666666507720947;0.1764705777168274;0.20512819290161133;0.1764705777168274;0.2569444444444444;0.2615384615384615;0.25373134328358204;0.2595419847328244;0.29411764705882354;0.16666666666666666;0.2;0.16666666666666666;0.23529411764705888;0.19626168224299068;0.2053571428571429;0.1953488372093023;0.2126052657661956;0.14955996112069297;0.16993588364588463;0.14955996112069297
4.0;0.2;0.18181818181818182;0.18181818181818182;0.18181818181818182;0.3255813717842102;0.30000001192092896;0.30000001192092896;0.30000001192092896;0.3629032258064516;0.3613445378151261;0.3613445378151261;0.3666666666666667;0.35;0.3157894736842105;0.3157894736842105;0.3157894736842105;0.31275720164609055;0.31355932203389836;0.31355932203389836;0.3122362869198312;0.33352260985053783;0.3205634095453323;0.3205634095453323;0.3205634095453323
2.6666666666666665;0.2;0.16666666666666666;0.15789473684210525;0.16666666666666666;0.31372547149658203;0.27272725105285645;0.260869562625885;0.27272725105285645;0.3098591549295775;0.3129770992366412;0.3111111111111111;0.32061068702290074;0.36363636363636365;0.3;0.3;0.3;0.31851851851851853;0.31496062992125984;0.31007751937984496;0.3137254901960784;0.27835950648979096;0.2541304928752116;0.24804174386466432;0.2541304928752116
2.6666666666666665;0.17777777777777778;0.14634146341463414;0.13953488372093023;0.14634146341463414;0.2711864113807678;0.23076921701431274;0.2222222089767456;0.23076921701431274;0.27604166666666663;0.276595744680851;0.276595744680851;0.276595744680851;0.3076923076923077;0.2727272727272727;0.25;0.2727272727272727;0.29585798816568043;0.29721362229102166;0.29357798165137616;0.29721362229102166;0.2686173230304977;0.2455674816245845;0.2401215389503772;0.2455674816245845
1.6666666666666667;0.24242424242424243;0.13793103448275862;0.1935483870967742;0.13793103448275862;0.375;0.2631579041481018;0.3333333134651184;0.2631579041481018;0.33606557377049184;0.27522935779816515;0.3008849557522124;0.2727272727272727;0.42105263157894735;0.26666666666666666;0.35294117647058826;0.26666666666666666;0.22510822510822515;0.18095238095238098;0.2018348623853211;0.1800947867298578;0.24326543999853856;0.16933516867076812;0.21031688814472332;0.16933516867076812
2.3333333333333335;0.2692307692307692;0.25;0.25;0.25;0.3589743375778198;0.3333333134651184;0.3333333134651184;0.3333333134651184;0.26315789473684215;0.2545454545454545;0.2545454545454545;0.2545454545454545;0.5;0.46153846153846156;0.46153846153846156;0.46153846153846156;0.3069767441860465;0.2870813397129187;0.2870813397129187;0.2870813397129187;0.3724934993876701;0.3596965687668259;0.3596965687668259;0.3596965687668259
1.0;0.1111111111111111;0.09375;0.08823529411764706;0.09375;0.23255813121795654;0.21621620655059814;0.20512819290161133;0.21621620655059814;0.26363636363636367;0.3113207547169812;0.28301886792452835;0.3055555555555556;0.21052631578947367;0.17647058823529413;0.16666666666666666;0.17647058823529413;0.14084507042253525;0.13131313131313127;0.12871287128712872;0.13;0.10012523486435176;0.08574929257125442;0.08111071056538127;0.08574929257125442
1.6666666666666667;0.2647058823529412;0.2857142857142857;0.25;0.2857142857142857;0.4166666865348816;0.4615384340286255;0.41860467195510864;0.4615384340286255;0.42771084337349397;0.45999999999999996;0.43670886075949367;0.4666666666666667;0.6428571428571429;0.6153846153846154;0.6153846153846154;0.6153846153846154;0.4388489208633094;0.44787644787644787;0.43445692883895126;0.4461538461538461;0.43166459341090013;0.43965931605393693;0.4218375483408903;0.43965931605393693
3.0;0.2222222222222222;0.20833333333333334;0.19230769230769232;0.20833333333333334;0.3529411554336548;0.3333333134651184;0.3125;0.3333333134651184;0.28;0.28260869565217395;0.27083333333333337;0.27956989247311825;0.4;0.35714285714285715;0.35714285714285715;0.35714285714285715;0.3085106382978723;0.3033707865168539;0.2857142857142857;0.3128491620111732;0.3404689164029875;0.3304111204035207;0.31994566145597325;0.3304111204035207
