Human;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
3.5;0.8666666666666667;0.8666666666666667;0.8666666666666667;0.8666666666666667;0.9285714030265808;0.9285714030265808;0.9285714030265808;0.9285714030265808;0.8846153846153846;0.8888888888888888;0.8910891089108911;0.8811881188118812;1.0;1.0;1.0;1.0;0.9299999999999999;0.9319371727748691;0.9333333333333333;0.9278350515463918;0.9238080113930722;0.9238080113930722;0.9238080113930722;0.9238080113930722
2.5;0.36666666666666664;0.39285714285714285;0.39285714285714285;0.39285714285714285;0.5652173757553101;0.6086956262588501;0.6086956262588501;0.6086956262588501;0.587962962962963;0.5853658536585367;0.5853658536585367;0.5853658536585367;0.7333333333333333;0.7857142857142857;0.7857142857142857;0.7857142857142857;0.6518105849582172;0.6510263929618768;0.6510263929618768;0.6510263929618768;0.6035033140270794;0.6189873541827379;0.6189873541827379;0.6189873541827379
3.45;0.391304347826087;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.5454545021057129;0.6060606241226196;0.6060606241226196;0.6060606241226196;0.5048543689320388;0.505050505050505;0.505050505050505;0.505050505050505;0.6;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6470588235294117;0.6326530612244898;0.6326530612244898;0.6326530612244898;0.6018009238357599;0.6331121383900173;0.6331121383900173;0.6331121383900173
4.0;0.7236842105263158;0.72;0.72;0.72;0.8354430198669434;0.8354430198669434;0.8354430198669434;0.8354430198669434;0.7116968698517299;0.7081911262798635;0.7101694915254237;0.7091836734693877;1.0;1.0;1.0;1.0;0.8322147651006712;0.8298507462686567;0.8311944718657454;0.8305252725470763;0.8412773528767761;0.8401932669770041;0.8401932669770041;0.8401932669770041
3.0;0.16666666666666666;0.20689655172413793;0.20689655172413793;0.20689655172413793;0.25641024112701416;0.307692289352417;0.307692289352417;0.307692289352417;0.3790849673202614;0.375;0.375;0.3841059602649006;0.3333333333333333;0.4;0.4;0.4;0.27091633466135456;0.2764227642276422;0.2764227642276422;0.291497975708502;0.26933756729740643;0.2982050807568877;0.2982050807568877;0.2982050807568877
2.0;0.25;0.29411764705882354;0.29411764705882354;0.29411764705882354;0.3999999761581421;0.4399999976158142;0.4399999976158142;0.4399999976158142;0.509933774834437;0.5135135135135135;0.5135135135135135;0.5135135135135135;0.4090909090909091;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.4436860068259386;0.44982698961937717;0.44982698961937717;0.44982698961937717;0.3875494010134742;0.4147727272727273;0.4147727272727273;0.4147727272727273
2.5;0.46875;0.5;0.47619047619047616;0.5;0.6548672914505005;0.6725664138793945;0.6548672914505005;0.6725664138793945;0.5670588235294118;0.5717761557177616;0.5738498789346247;0.5714285714285714;0.7894736842105263;0.8157894736842105;0.7894736842105263;0.8157894736842105;0.6134094151212554;0.6283185840707964;0.6228070175438596;0.6284875183553598;0.6146399212135281;0.6285196280683336;0.6175826620868383;0.6285196280683336
3.0;0.3;0.3684210526315789;0.3684210526315789;0.3684210526315789;0.5;0.5714285373687744;0.5714285373687744;0.5714285373687744;0.5789473684210527;0.5769230769230769;0.5769230769230769;0.5769230769230769;0.5;0.5833333333333334;0.5833333333333334;0.5833333333333334;0.5726141078838174;0.5726495726495726;0.5726495726495726;0.5726495726495726;0.5277513234470136;0.5663271609375367;0.5663271609375367;0.5663271609375367
0.0;0.13793103448275862;0.13793103448275862;0.13793103448275862;0.13793103448275862;0.3500000238418579;0.3500000238418579;0.3500000238418579;0.3500000238418579;0.3129251700680272;0.31506849315068497;0.31506849315068497;0.31506849315068497;0.26666666666666666;0.26666666666666666;0.26666666666666666;0.26666666666666666;0.22304832713754652;0.21886792452830184;0.21886792452830184;0.21886792452830184;0.12171612389003691;0.12171612389003691;0.12171612389003691;0.12171612389003691
2.5;0.35294117647058826;0.35294117647058826;0.35294117647058826;0.35294117647058826;0.52173912525177;0.52173912525177;0.52173912525177;0.52173912525177;0.5800000000000001;0.5729166666666667;0.5729166666666667;0.5729166666666667;0.5454545454545454;0.5454545454545454;0.5454545454545454;0.5454545454545454;0.4824120603015075;0.47120418848167545;0.47120418848167545;0.47120418848167545;0.49921170783720276;0.49921170783720276;0.49921170783720276;0.49921170783720276
3.0;0.8125;0.8125;0.8125;0.8125;0.8965517282485962;0.8965517282485962;0.8965517282485962;0.8965517282485962;0.8974358974358975;0.8956521739130435;0.8956521739130435;0.8956521739130435;0.9285714285714286;0.9285714285714286;0.9285714285714286;0.9285714285714286;0.9082969432314411;0.9066666666666666;0.9066666666666666;0.9066666666666666;0.8771140464014335;0.8771140464014335;0.8771140464014335;0.8771140464014335
0.5;0.15625;0.16129032258064516;0.16129032258064516;0.16129032258064516;0.3181818127632141;0.3181818127632141;0.3181818127632141;0.3181818127632141;0.3254437869822485;0.3151515151515152;0.3151515151515152;0.32121212121212117;0.38461538461538464;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.3589743589743589;0.35205992509363293;0.35205992509363293;0.35205992509363293;0.14153462926807447;0.1473139127471974;0.1473139127471974;0.1473139127471974
3.0;0.28125;0.3559322033898305;0.32786885245901637;0.3559322033898305;0.4897959232330322;0.5714285373687744;0.5306122303009033;0.5714285373687744;0.36857142857142855;0.37573964497041423;0.3713450292397661;0.3775811209439528;0.5454545454545454;0.65625;0.6060606060606061;0.65625;0.5105633802816901;0.5345454545454545;0.5287769784172662;0.5335753176043557;0.47381412908589726;0.5179129406169101;0.501259453814803;0.5179129406169101
4.1;0.6666666666666666;0.7391304347826086;0.7391304347826086;0.7391304347826086;0.8163264989852905;0.8571428656578064;0.8571428656578064;0.8571428656578064;0.8212290502793296;0.8160919540229885;0.8160919540229885;0.8160919540229885;0.8421052631578947;0.8947368421052632;0.8947368421052632;0.8947368421052632;0.8554913294797688;0.8511904761904762;0.8511904761904762;0.8511904761904762;0.8079083424496556;0.8329396511657435;0.8329396511657435;0.8329396511657435
3.5;0.45;0.6111111111111112;0.6111111111111112;0.6111111111111112;0.529411792755127;0.6470588445663452;0.6470588445663452;0.6470588445663452;0.5680000000000001;0.5772357723577235;0.5772357723577235;0.5772357723577235;0.75;0.9166666666666666;0.9166666666666666;0.9166666666666666;0.7043478260869565;0.7345132743362832;0.7345132743362832;0.7345132743362832;0.7150630248667666;0.7850770290681672;0.7850770290681672;0.7850770290681672
4.0;0.8275862068965517;0.8214285714285714;0.8214285714285714;0.8214285714285714;0.9180327653884888;0.9180327653884888;0.9180327653884888;0.9180327653884888;0.8492063492063492;0.8458333333333333;0.8458333333333333;0.8458333333333333;0.96;0.9583333333333334;0.9583333333333334;0.9583333333333334;0.8898305084745762;0.8864142538975501;0.8864142538975501;0.8864142538975501;0.9063875630380136;0.9045928611850129;0.9045928611850129;0.9045928611850129
2.5;0.38095238095238093;0.41025641025641024;0.41025641025641024;0.41025641025641024;0.5074626803398132;0.5074626803398132;0.5074626803398132;0.5074626803398132;0.5033783783783784;0.5017182130584192;0.5017182130584192;0.5051546391752577;0.7272727272727273;0.7272727272727273;0.7272727272727273;0.7272727272727273;0.5276595744680851;0.5336225596529285;0.5336225596529285;0.5281385281385281;0.5287120516819008;0.5413522774845023;0.5413522774845023;0.5413522774845023
4.0;0.868421052631579;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8484848737716675;0.8484848737716675;0.8484848737716675;0.8484848737716675;0.7487562189054726;0.75;0.75;0.7480916030534351;0.9428571428571428;0.9375;0.9375;0.9375;0.8636977058029689;0.8646408839779005;0.8646408839779005;0.863448275862069;0.8934062729295873;0.8901645240014009;0.8901645240014009;0.8901645240014009
4.0;0.5833333333333334;0.59375;0.59375;0.59375;0.7272727489471436;0.7272727489471436;0.7272727489471436;0.7272727489471436;0.580327868852459;0.5791245791245792;0.5791245791245792;0.5771812080536913;0.7777777777777778;0.7916666666666666;0.7916666666666666;0.7916666666666666;0.7676056338028169;0.7639639639639639;0.7639639639639639;0.762589928057554;0.7207842444343731;0.7250470963742955;0.7250470963742955;0.7250470963742955
4.1;0.6;0.6842105263157895;0.6842105263157895;0.6842105263157895;0.7179486751556396;0.7692307829856873;0.7692307829856873;0.7692307829856873;0.5483870967741935;0.543046357615894;0.543046357615894;0.543046357615894;0.8;0.8666666666666667;0.8666666666666667;0.8666666666666667;0.7259259259259259;0.7224334600760456;0.7224334600760456;0.7224334600760456;0.7566869626992616;0.7879981772535192;0.7879981772535192;0.7879981772535192
4.0;0.6363636363636364;0.6363636363636364;0.6363636363636364;0.6363636363636364;0.6976743936538696;0.6976743936538696;0.6976743936538696;0.6976743936538696;0.6642335766423357;0.6666666666666667;0.6666666666666667;0.6666666666666667;0.9333333333333333;0.9333333333333333;0.9333333333333333;0.9333333333333333;0.71900826446281;0.73109243697479;0.73109243697479;0.73109243697479;0.7944053248337721;0.7944053248337721;0.7944053248337721;0.7944053248337721
