Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Min;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Min;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Min;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min
3.5;0.9525501370846241;0.9696367454302236;0.9587149523848095;0.9957660316440361;0.9787516633430422;0.9889728499777499;0.981483777231117;0.9893249572076278
2.5;0.9616631472785603;0.9622723752575288;0.9622723752575288;0.9622723752575288;0.9411835776395806;0.9577691086338942;0.9577691086338942;0.9577691086338942
3.45;0.9931934957581889;0.9667411687272822;0.9667411687272822;0.9667411687272822;0.9706185468345686;0.976209193699358;0.976209193699358;0.976209193699358
4.0;0.9807968568153828;0.9851496917604358;0.9826663694317747;0.9851496917604358;0.9909467523669664;0.9930588575286027;0.9922752725168371;0.9930588575286027
3.0;0.9423012655805681;0.9572305413201061;0.9572305413201061;0.9571819128675467;0.9411996713601173;0.9580800242175457;0.9580800242175457;0.957878859365305
2.0;0.9226392109499775;0.9360048871515002;0.9360048871515002;0.9360048871515002;0.9568259368083469;0.9622456182894804;0.9622456182894804;0.9622456182894804
2.5;0.9598349380151528;0.9649096082948462;0.9585572326053231;0.9649096082948462;0.9847724202555364;0.9826001619578942;0.9827089074657928;0.9826001619578942
3.0;0.9187963668769302;0.933667613292326;0.933667613292326;0.933667613292326;0.9308447251937358;0.9428036658519745;0.9428036658519745;0.9428036658519745
0.0;0.8713282583382258;0.8866792133915977;0.8866792133915977;0.8866792133915977;0.8954024666437528;0.900913185086731;0.900913185086731;0.900913185086731
2.5;0.9323966569346948;0.926314562786529;0.926314562786529;0.926314562786529;0.9534782317807138;0.9527801980700424;0.9527801980700424;0.9527801980700424
3.0;0.9530418553534568;0.9639641872113598;0.9639641872113598;0.9639641872113598;0.9835483159115816;0.9920216211241635;0.9920216211241635;0.9920216211241635
0.5;0.8850003969422956;0.8963447945156306;0.8963447945156306;0.8963447945156306;0.898919435179753;0.9074474052791776;0.9074474052791776;0.9074474052791776
3.0;0.9524784011411453;0.964299632607601;0.9658643400820854;0.964299632607601;0.9705568769441685;0.9783950545221288;0.9794058420337209;0.9783950545221288
4.1;0.9540531336296983;0.9660024505704039;0.9660024505704039;0.9660024505704039;0.9778721979093643;0.9895224174304058;0.9895224174304058;0.9895224174304058
3.5;0.9632377762420955;0.9739250247907167;0.9739250247907167;0.9739250247907167;0.956683028005295;0.967606766848965;0.967606766848965;0.967606766848965
4.0;0.987271786127112;0.9968723769131254;0.9968723769131254;0.9968723769131254;0.9907242332418358;0.9966589579428446;0.9966589579428446;0.9966589579428446
2.5;0.9697294016280325;0.9766533685145821;0.9766533685145821;0.9766533685145821;0.9561442599968393;0.969526015737223;0.969526015737223;0.969526015737223
4.0;0.9943628402950637;0.991960795810246;0.991960795810246;0.9965508509322403;0.9925429591379091;0.9913649521926297;0.9913649521926297;0.9961186821708757
4.0;0.9701361950122648;0.9659473624955249;0.9659473624955249;0.9712975609958611;0.9732024356896163;0.974557410122073;0.974557410122073;0.9799369736426891
4.1;0.9553541185043473;0.9756442939517801;0.9756442939517801;0.9756442939517801;0.9643109868630597;0.982470839392421;0.982470839392421;0.982470839392421
4.0;0.9895142189606083;0.987962251189586;0.987962251189586;0.987962251189586;0.9911891430250964;0.9875078066713875;0.9875078066713875;0.9875078066713875
3.0;0.9546059934340271;0.9550999825799518;0.9550999825799518;0.9585500624966877;0.9772407980808017;0.9762833427831697;0.9762833427831697;0.9808701109873912
4.0;0.9819119823653212;0.9753368825551998;0.9753368825551998;0.9753368825551998;0.9860794137174614;0.9885094109217307;0.9885094109217307;0.9885094109217307
3.0;0.9869647562250202;0.9712964779401375;0.9712964779401375;0.9712964779401375;0.9838098108948357;0.9763910051999479;0.9763910051999479;0.9763910051999479
4.5;0.9881306691046131;0.9945929962149039;0.9928782682060596;0.99336954907178;0.991587229611283;0.9948294041903067;0.9950559834900231;0.9961406384779581
3.5;0.9641055086068747;0.9678835274690247;0.9678835274690247;0.9678835274690247;0.9695946444532688;0.9660168464183185;0.9660168464183185;0.9660168464183185
3.5;0.8773122452855167;0.8882733791000609;0.8882733791000609;0.8882733791000609;0.9054140001935624;0.9112975047896633;0.9112975047896633;0.9112975047896633
3.0;0.9754591406075769;0.9743053258740662;0.9743053258740662;0.9716482050707776;0.9752728678013399;0.9767722487833792;0.9767722487833792;0.975338903162194
3.5;0.9819369844233762;0.97936354803447;0.97936354803447;0.97936354803447;0.993055537657582;0.9932987818391712;0.9932987818391712;0.9932987818391712
4.0;0.9950093953931741;0.9982307448924252;0.9981959579984562;0.9982307448924252;0.9980754023156984;0.9984757715345145;0.9984267688515239;0.9984757715345145
