Human;COM_0.5_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-none_UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;COM_0.25_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-none_UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;COM_0.75_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-none_UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct
3.5;0.8251780685091852;0.7905535072638197;0.8598026297545507
2.5;0.5634883637093767;0.5426187792296638;0.5843579481890896
3.45;0.5476007726717811;0.48461889701378247;0.6105826483297796
4.0;0.862761256598813;0.8670580488926876;0.8584644643049383
3.0;0.22004023331582231;0.16457458921690926;0.2755058774147354
2.0;0.40066883511307716;0.40735408535924483;0.39398358486690943
2.5;0.613502558447329;0.6055584315572629;0.6214466853373952
3.0;0.42456183645630896;0.35661848552556097;0.492505187387057
0.0;0.0;0.0;0.0
2.5;0.5329934728057928;0.5611245618972911;0.5048623837142945
3.0;0.8665581651605164;0.870779082580258;0.8623372477407747
0.5;0.0545544725589981;0.02727723627949905;0.08183170883849715
3.0;0.4909178490256911;0.458659640868456;0.5231760571829261
4.1;0.8153742483272114;0.8153742483272114;0.8153742483272114
3.5;0.817713328773684;0.8001685604493052;0.8352580970980628
4.0;0.8997377926309849;0.8870617212080862;0.9124138640538834
2.5;0.5116958406151065;0.48083644159418204;0.5425552396360311
4.0;0.917463421851129;0.917463421851129;0.917463421851129
4.0;0.7394116805037851;0.7386382339382035;0.7401851270693667
4.1;0.769800358919501;0.769800358919501;0.769800358919501
4.0;0.8302028193496742;0.8008597845800668;0.8595458541192815
3.0;0.7539292177310646;0.7574858041891275;0.7503726312730017
4.0;0.8382521328017671;0.8481842315614001;0.8283200340421342
3.0;0.7503174293845478;0.7440911083785848;0.7565437503905109
4.5;0.9023663704694087;0.8863773251239488;0.9183554158148686
3.5;0.8341159770479365;0.8295369442161209;0.8386950098797522
3.5;0.24306002133321852;0.2354905871262472;0.25062945554018984
3.0;0.7936064816652477;0.7974970835050008;0.7897158798254945
3.5;0.8967724980378844;0.9028328785921351;0.8907121174836337
4.0;0.969136792023196;0.9703047110832534;0.9679688729631387
4.0;0.9335638713962128;0.9335638713962128;0.9335638713962128
4.0;0.7919974039240142;0.7183278875721593;0.8656669202758691
3.0;0.4334931393523951;0.3597659580630364;0.5072203206417538
2.5;0.7059564092671129;0.7125244523868939;0.6993883661473319
2.5;0.33543190935031925;0.3398485478399337;0.3310152708607048
3.0;0.7222222222222222;0.75;0.6944444444444444
0.0;0.0;0.0;0.0
4.25;0.7216878364870323;0.7216878364870323;0.7216878364870323
3.0;0.5475158989222986;0.542195695557729;0.5528361022868683
3.0;0.6911664333939112;0.7013394534658982;0.680993413321924
4.0;0.6017632353407242;0.550881617670362;0.6526448530110863
0.0;0.03924587541391115;0.019622937706955574;0.058868813120866725
3.5;0.7227472178663031;0.7256200071260386;0.7198744286065677
1.0;0.2453462589245592;0.27267312946227956;0.21801938838683885
0.0;0.12618779695775723;0.11864945403443417;0.13372613988108029
1.5;0.48836564731139803;0.4825484709670971;0.49418282365569893
3.6;0.5853694070049636;0.5853694070049636;0.5853694070049636
3.0;0.5933762008788811;0.5281431253825783;0.6586092763751838
