Human;UBSM_Metamap_AncSPLRada;UBSM_MetamapLite_AncSPLRada;UBSM_Ctakes_AncSPLRada;UBSM_Metamap_AncSPLWeightedJiangConrath;UBSM_MetamapLite_AncSPLWeightedJiangConrath;UBSM_Ctakes_AncSPLWeightedJiangConrath;UBSM_Metamap_AncSPLCosineNormWeightedJiangConrath;UBSM_MetamapLite_AncSPLCosineNormWeightedJiangConrath;UBSM_Ctakes_AncSPLCosineNormWeightedJiangConrath;UBSM_Metamap_AncSPLCaiStrategy1;UBSM_MetamapLite_AncSPLCaiStrategy1;UBSM_Ctakes_AncSPLCaiStrategy1;UBSM_Metamap_JiangConrath;UBSM_MetamapLite_JiangConrath;UBSM_Ctakes_JiangConrath;COM_WBSM_UBSM_Metamap_AncSPLRada;COM_WBSM_UBSM_MetamapLite_AncSPLRada;COM_WBSM_UBSM_Ctakes_AncSPLRada
3.5;0.8249579113843053;0.8660254037844386;0.769800358919501;0.8249579113843053;0.8660254037844386;0.8004334197098325;0.8249579113843053;0.8660254037844386;0.7842932926268328;0.8231814856170085;0.8660254037844386;0.8108906910632265;0.8249579113843053;0.8660254037844386;0.8004334197098325;0.8596925511921106;0.8802262973921773;0.8321137749597085
2.5;0.521749194749951;0.6052275326688025;0.6454972243679028;0.7248594107320272;0.7000586264021562;0.7493823371538316;0.6525516259920588;0.6602124292917562;0.701737814702973;0.7769836942036605;0.746375817775878;0.7767295985022423;0.7794110613397838;0.7530560879150406;0.7672675665003204;0.5634883637093767;0.6052275326688025;0.6253623785183526
3.45;0.4216370213557839;0.6405126152203486;0.5720775535473553;0.6461026567320683;0.6405126152203486;0.688834737535177;0.614597494044771;0.6405126152203486;0.6837049434360801;0.658391220746625;0.6405126152203486;0.6891195228251712;0.67720310583319;0.6405126152203486;0.688834737535177;0.5476007726717811;0.6570385696040635;0.6228210387675668
4.0;0.8713548411865623;0.8307019209349354;0.8537057803025783;0.924389740299854;0.8690322442145332;0.8919479287811031;0.9032311929029573;0.8578650665675899;0.8816981581942034;0.9437286388284778;0.8739537696049404;0.8980004595844762;0.9433380763096434;0.8787033088858422;0.8961179048651884;0.862761256598813;0.8424347964729995;0.8539367261568209
3.0;0.1091089451179962;0.20203050891044214;0.253546276418555;0.3427731079090763;0.3180989259487277;0.253546276418555;0.23753591754231562;0.23484364473967453;0.253546276418555;0.45487465176818725;0.44278895700996596;0.253546276418555;0.4098635875437368;0.42621755103194386;0.253546276418555;0.22004023331582231;0.2665010152120453;0.2922588989661017
2.0;0.41403933560541256;0.39999999999999997;0.3450327796711771;0.579707353823741;0.5227988687873457;0.5486546223851616;0.5067924506551298;0.4655860793615649;0.48970331968238046;0.6517704771828431;0.5551969324559137;0.5866308107644145;0.6762515993724304;0.5737362933234595;0.5894245837160046;0.40066883511307716;0.3936491673103708;0.36616555714595944
2.5;0.5976143046671968;0.5642181773706737;0.6123724356957945;0.7166665763413727;0.674836472302494;0.7029267053350539;0.6631996951390312;0.6252133360771975;0.669492269559189;0.7722245072751168;0.7039413686379472;0.7165162512093871;0.8087234695203145;0.710691223076034;0.7289273115627448;0.6245931075667321;0.5968044947990675;0.6208816239616279
3.0;0.2886751345948129;0.5000000000000001;0.5270462766947299;0.538553103232066;0.561553522232811;0.7850480915536248;0.3973134242949647;0.521912809171942;0.7504649973964331;0.6705268492499759;0.6007784873224027;0.7990954277815638;0.6423130855812033;0.5615535222328109;0.8226625777599091;0.42456183645630896;0.5302242691589025;0.5437474075062675
0.0;0.0;0.0;0.09802861627917436;0.3057283578982299;0.28067664236376755;0.22435148929705515;0.18057805200880364;0.19873352685665666;0.20292235004087378;0.39638226721104847;0.30994332276707637;0.2281250352022962;0.5058106847610574;0.28067664236376755;0.22435148929705515;0.0;0.0;0.04901430813958718
2.5;0.5892556509887895;0.502518907629606;0.5270462766947299;0.841787647764143;0.7339948883759443;0.839318857269492;0.7812722350381824;0.6817119636371515;0.7600787906076745;0.8631434963244514;0.7516829882964696;0.8866082050567017;0.8615973475171439;0.7339948883759443;0.872248778365897;0.5329934728057928;0.4896251011262011;0.501888785658763
