Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max
3.5;0.9968607613338168;0.9968607613338168;0.9970854368267583;0.9881037032574901;0.9881037032574901;0.9927784306960749
2.5;0.9652225109540175;0.9652225109540175;0.96558690925904;0.9729609667001835;0.9729609667001835;0.974446788235157
3.45;0.9743533714879772;0.9743533714879772;0.9754040933320202;0.9672302909427988;0.9672302909427988;0.9626622206050414
4.0;0.9839288777617472;0.9839288777617472;0.9841167379355018;0.9935729465705231;0.9935729465705231;0.9942859806904741
3.0;0.940311584482592;0.940311584482592;0.9512311488639243;0.9421142242653092;0.9421142242653092;0.9557009734099275
2.0;0.9451047855490533;0.9451047855490533;0.9447832461511948;0.9361368994036252;0.9361368994036252;0.9477513927871516
2.5;0.9685552509353346;0.9685552509353346;0.9694115132510662;0.9717738529761266;0.9717738529761266;0.9755780623283334
3.0;0.9485839472618971;0.9485839472618971;0.9492882613164765;0.9370924739495414;0.9370924739495414;0.935610030007174
0.0;0.8802701216148544;0.8802701216148544;0.8936472957344662;0.8456816456134981;0.8456816456134981;0.8833486278511119
2.5;0.9366031782757338;0.9366031782757338;0.9366361945519582;0.948623751638422;0.948623751638422;0.9514550925157338
3.0;0.9738891659058846;0.9738891659058846;0.9788836986429716;0.9740768311492991;0.9740768311492991;0.9795836581844924
0.5;0.9036801945136183;0.9036801945136183;0.9195565656602813;0.8546135781708659;0.8546135781708659;0.897229907435409
3.0;0.958199944968178;0.958199944968178;0.9606103636467124;0.9587520610595563;0.9587520610595563;0.9680161484734943
4.1;0.9794115210621542;0.9794115210621542;0.976140211956908;0.9786411273142378;0.9786411273142378;0.9769059180345775
3.5;0.9806097425659519;0.9806097425659519;0.9775147253140585;0.9727825519371708;0.9727825519371708;0.9685633394625587
4.0;0.9945803402518367;0.9945803402518367;0.9946084308519958;0.9957391541547957;0.9957391541547957;0.9971306897973651
2.5;0.9806967312423711;0.9806967312423711;0.9820518436920207;0.9719746463023967;0.9719746463023967;0.9753387701046383
4.0;0.9943741068980161;0.9943741068980161;0.9965754416586325;0.9927318137154545;0.9927318137154545;0.9949014426254609
4.0;0.983311933000635;0.983311933000635;0.9840028959612944;0.9832051077681921;0.9832051077681921;0.9839681840205814
4.1;0.9727637886741112;0.9727637886741112;0.975913711071776;0.9649199517720469;0.9649199517720469;0.9692045771158996
4.0;0.9938810410585528;0.9938810410585528;0.9917907009721865;0.9934980637033716;0.9934980637033716;0.9889023633279056
3.0;0.9728344105473669;0.9728344105473669;0.9758392955579569;0.9707557780758275;0.9707557780758275;0.9782909783914358
4.0;0.9666402883720415;0.9666402883720415;0.9696398039697696;0.9735100780403294;0.9735100780403294;0.9799929383000084
3.0;0.9651206299198215;0.9651206299198215;0.9650091452431908;0.9799179055134394;0.9799179055134394;0.9788936209691818
4.5;0.9961751423237032;0.9961751423237032;0.9964665903607205;0.9969162364026964;0.9969162364026964;0.9974521840118551
3.5;0.9882846877822588;0.9882846877822588;0.988652653721528;0.9512304130481886;0.9512304130481886;0.9532553012809896
3.5;0.895953697508748;0.895953697508748;0.9116968424624562;0.8780843979837032;0.8780843979837032;0.914673675252273
3.0;0.986963299723875;0.986963299723875;0.9874085250518865;0.9833917553777142;0.9833917553777142;0.9885889321252516
3.5;0.9919883990196509;0.9919883990196509;0.9936402329651606;0.9901169521002601;0.9901169521002601;0.9926637212020547
4.0;0.9964957149041999;0.9964957149041999;0.9966360242571439;0.9989172983698179;0.9989172983698179;0.9989536248289382
4.0;0.9944524984655404;0.9944524984655404;0.9969291091278162;0.9931025535525783;0.9931025535525783;0.994880104053906
4.0;0.999919417907408;0.999919417907408;0.9991772191959682;0.9992852363886247;0.9992852363886247;0.9981020419600948
3.0;0.9682963884088167;0.9682963884088167;0.9688882469396937;0.9597890312671559;0.9597890312671559;0.9610460984164695
2.5;0.9656936733261544;0.9656936733261544;0.9657507409933231;0.9782164999740469;0.9782164999740469;0.9806315619787543
2.5;0.9356666990293022;0.935869134569904;0.9423341880144706;0.932581283370884;0.9372910403968377;0.9461065859507625
3.0;0.9733074094033607;0.9733074094033607;0.9776209170357282;0.9702316252776743;0.9702316252776743;0.9767575223743964
0.0;0.8668407016379878;0.8668407016379878;0.889760404807805;0.8506799310775883;0.8506799310775883;0.8978626352417355
4.25;0.9744210226539571;0.9744210226539571;0.9751319632652518;0.9693722684730572;0.9693722684730572;0.9744438360248588
3.0;0.9310763745803889;0.9310763745803889;0.9344291697450328;0.9381207999313284;0.9381207999313284;0.9493005931149816
3.0;0.9729782330358338;0.9729782330358338;0.973562297407561;0.970118294267848;0.970118294267848;0.9726169779840541
4.0;0.9561902416393858;0.9561902416393858;0.9537044045216385;0.9512145763985964;0.9512145763985964;0.9519938757369332
0.0;0.8946245975324472;0.8946245975324472;0.9009973269794918;0.8872586518062379;0.8872586518062379;0.9034454282012037
3.5;0.9414582504420637;0.9414582504420637;0.9452048022454322;0.9525875040347783;0.9525875040347783;0.9587308136084454
1.0;0.8750665390339646;0.8786502887880864;0.8875092261384474;0.8766276684935341;0.8767747393881177;0.9146366869727843
0.0;0.8700246059988863;0.8700246059988863;0.8851282999924579;0.8653387062091641;0.8653387062091641;0.8951488063789049
1.5;0.9227301942507964;0.9227301942507964;0.9325897032299484;0.9274325565771165;0.9274325565771165;0.9549203944742514
3.6;0.9600309773386385;0.9600309773386385;0.9621359136139811;0.9415923994612392;0.9415923994612392;0.9576563297216352
3.0;0.9776021369760973;0.9776021369760973;0.9832843001874116;0.969676732460347;0.969676732460347;0.9742241213326044
3.0;0.9791601444684884;0.9791601444684884;0.9816051549750621;0.9744356276442085;0.9744356276442085;0.975651198865033
5.0;0.988996687908841;0.988996687908841;0.9909374263964505;0.9902573014078973;0.9902573014078973;0.9932212749501612
3.5;0.9712331836957884;0.9712331836957884;0.9729566931801118;0.9485177675587885;0.9485177675587885;0.9595213724246363
0.0;0.8934518581093202;0.8934518581093202;0.9023449562972995;0.8533875880062171;0.8533875880062171;0.8848121879012143
4.0;0.9498175398312045;0.9498175398312045;0.946845050799282;0.9683888485410665;0.9683888485410665;0.964487098798586
4.5;0.9923458605834592;0.9923458605834592;0.9943555495768456;0.9856816028814145;0.9856816028814145;0.9905890326500038
3.0;0.9734521591127459;0.9734521591127459;0.9758572491808167;0.974535648139662;0.974535648139662;0.9765213640616898
3.5;0.9871311249150159;0.9871311249150159;0.9882000810216153;0.9901399484020859;0.9901399484020859;0.9892950249284207
4.0;0.9885989367869616;0.9885989367869616;0.9886463556477657;0.9882828887695709;0.9882828887695709;0.988790710341407
3.0;0.9845720043336924;0.9845720043336924;0.9848492453999599;0.9869383268553106;0.9869383268553106;0.987325877485868
3.0;0.975525368537129;0.975525368537129;0.9769064424636899;0.9748509372164326;0.9748509372164326;0.9800878146412145
3.5;0.9795643391272414;0.9795643391272414;0.9667737849732102;0.9774097563877467;0.9774097563877467;0.9752533166675506
2.5;0.9228262802373194;0.9228262802373194;0.927460681598169;0.9445467129891798;0.9445467129891798;0.9546481910618239
3.5;0.9841591817317131;0.9841591817317131;0.9856953564618814;0.9846162153614805;0.9846162153614805;0.984414757381025
3.5;0.9075846987616863;0.9075846987616863;0.9205896728643673;0.8771269173085163;0.8771269173085163;0.9245991800577215
3.0;0.9625256637489352;0.9625256637489352;0.9635914777415202;0.9645752740134101;0.9645752740134101;0.9702502759285703
4.5;0.9767164378230809;0.9767164378230809;0.9608109155329584;0.9642269750957349;0.9642269750957349;0.950291830465813
2.5;0.9387834696861332;0.9393323135241108;0.9421172193050928;0.9394738022066113;0.9359595174379638;0.9494604258592179
